filename	tod	date	plate	batch	tank	index	protein	ldl	gluc	tc	tg	freeze_dried	pos_bio	Löpnr	batch_bio	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	pomc_dich	qRNA	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intldl	inttg	inttc	intgluc	intldl_Res	inttg_Res	inttc_Res	intgluc_Res	intldl_Res1	inttg_Res1	inttc_Res1	intgluc_Res1	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_pomca_211115_1030_W_G09	2.5	211115	1	1	2	NT720	14.85994	.4083552	.26955227	.2722368	.4676496	0	21	21	1	4522	1022.2616	0	0	.09455216	.9054479	2	1	1	3617.0273	962354.74	0	0	1.410e+09	6886.0011	16631.759	3530.6658	1269950.6	0	0	1.461e+09	7134.1604	15418.376	3685.9862	976889.65	0	0	1.436e+09	7012.1651	16771.187	3547.8028	1279640.5	0	0	1.473e+09	7190.629	15477.637	11/30/2021 9:19	3617.0273	962354.74	1269950.6	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-399.57085	101608.62	111960.44	.09174882	-.03717103	-.10045568	.09905057	-.01726255	-.27205462	-.15677624	-.04294325	-977.625	-223.20833	-6935.2343	-1.7145937	-1.7145937	-.5894558	1.4034126	-.74414274	1.3249577	.22847485	-.82452986	-.43625655	-.60953682	.68399883	.03020493	.64631977	-.40327356	-.32756149	-1.6716437	-.15302523	-1.0135222	-1.2679403	-.93575841
ABs_CD15_08dpf_vast01_plate01_pomca_211115_1030_W_H07	2.5	211115	1	1	2	NT705	12.08657	.340296	.22198422	.2382072	.3117664	0	6	6	1	3798	763.70999	0	1	.99994278	.00005727	2	1	1	3481.3652	834232.18	0	0	1.178e+09	5752.3318	15213.938	3385.6907	1069392.7	0	0	1.207e+09	5893.3501	14084.6	3494.6126	836146.24	0	0	1.185e+09	5784.9327	15253.061	3396.3755	1093348.4	0	0	1.237e+09	6042.0009	14226.308	11/30/2021 9:19	3481.3652	834232.18	1069392.7	0	1	ABs	CD15	pomc	1	0	0	1	1	8	-535.23294	33222.876	-9983.8137	.03051709	-.14446225	-.13479566	.00840778	.00856132	-.14911474	-.12030447	-.02147737	-1701.625	-223.20833	-7193.7859	-2.5021065	-2.5021065	-2.0853556	.74414274	-2.0853556	.03095097	-.30674675	-1.2349007	-.5914531	-.76246398	-.06043745	-.57356078	.21300213	-.57356078	-.11883585	-.80829823	.08478486	-.85619145	-2.0952972	-1.7260559
ABs_CD15_08dpf_vast01_plate01_pomca_211115_1030_W_H08	2.5	211115	1	1	2	NT713		.0340296	.19027219	.0340296	0	0	14	14	1	5769	8609.1262	247	0	.00637762	.99362236	2	2	2	3995.662	986938.48	0	0	1.464e+09	7148.8964	16941.143	3951.4056	1363530.3	0	0	1.541e+09	7526.1083	15599.456	4131.4588	1007305.3	0	0	1.475e+09	7202.8946	16937.586	3977.7704	1364517.2	0	0	1.537e+09	7506.6198	15577.562	11/30/2021 9:19	3995.662	986938.48	1363530.3			ABs	CD15	pomc	1	0	0	1	1	8	-20.936111	-40533.909	-13871.505	-.15915271	-.48214437	-.17356266	-.28581404					269.375	23.791667	651.63035	-.15535278	-.15535278	-.34726125	-.62668735	-.21834477	-.03095097	-1.7260559	-2.5107296	-1.4165091	-1.0338532	-1.5041991	-1.7260559	-1.0338532	-.93575841					-.18220521	.27523912
ABs_CD15_08dpf_vast01_plate01_pomca_211115_1030_W_H09	2.5	211115	1	1	2	NT721	11.55323	.3743256	.22198422	.170148	.389708	0	22	22	1	3973	4591.8728	104	0	.00584275	.9941572	2	1	2	3889.8193	870629.27	0	0	1.260e+09	6154.364	15658.753	3784.8531	1214083.9	0	0	1.351e+09	6597.1986	14524.158	3915.9343	894166.26	0	0	1.277e+09	6237.051	15657.125	3763.3941	1220872.8	0	0	1.353e+09	6608.3287	14503.07	11/30/2021 9:19	3889.8193	870629.27	1214083.9	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-126.77885	-110236.81	-101984.05	-.00852651	-.11835209	-.1489056	.06652654	-.04671178	-.18400635	-.09745965	.02950662	-1526.625	-119.20833	-3365.6231	-.51731215	-.51731215	-1.7145937	-2.0853556	-1.1281436	-1.491606	-.04531602	-1.0084197	-.86772998	-.76246398	.37072365	-.30674675	-.15158017	-.64631977	.32756149	-.90613413	-.59169618	-.71765024	-1.7260559	-1.4165091
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_A08	2	211117	1	2	3	NT726	13.15325	.4423848	.3012643	.4083552	.7014744	0	27	27	1	5452	9286.5565	266	0	.005506	.99449402	1	2	2	3758.4678	920753.78	0	0	1.410e+09	6885.6475	17210.267	3752.7143	1283917.2	0	0	1.401e+09	6843.0371	15012.281	3906.2191	931610.11	0	0	1.424e+09	6952.7232	17270.071	3746.8761	1288822	0	0	1.424e+09	6951.4556	15184.601	11/30/2021 9:21	3758.4678	920753.78	1283917.2			ABs	CD15	pomc	1	0	0	1	1	8	-258.13031	-11138.047	32294.084	-.07369641	-.19393497	-.07403488	-.0254036	-.00708429	-.00089358	-.06795715	.04596746	-327.59459	-13.648649	-719.70333	-1.0714868	-1.0714868	-1.0180757	-.09297185	-.5894558	.51731215	.45292547	-.37072365	.41970798	-.41970798	-.21300213	-.80349836	-.60953682	-.24400246	.39995564	.05083191	-.05083191	-.51277587	-.4697212	-.4697212
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_A09	2	211117	1	2	3	NT734	15.39328	.4764144	.34883235	.4423848	.8573576	0	35	35	1	5459	7169.5396	225	0	.00917205	.99082792	1	1	2	4072.9964	1053870.8	0	0	1.424e+09	6952.6896	16118.264	3785.655	1394962.8	0	0	1.492e+09	7284.8432	15225.021	4107.2097	1088024.9	0	0	1.458e+09	7120.8028	16223.437	3856.2289	1395321.7	0	0	1.490e+09	7274.7752	15154.429	11/30/2021 9:21	4072.9964	1053870.8	1394962.8	1	3	ABs	CD15	pomc	1	0	0	1	1	8	56.398229	-16519.022	-38923.711	-.02515901	-.06396749	-.0335218	.02067058	-.02167592	-.03393978	-.08972388	.00774542	-320.59459	-54.648649	-2836.7202	.18675612	.18675612	.18675612	-.18675612	.03095097	-.48224821	.62782211	.18220521	.70320547	-.09072533	.03020493	-.09072533	-.30674675	.03020493	.18739448	-.15302523	-.25684647	-.6325508	-.40327356	-.40327356
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_A10	2	211117	1	2	3	NT742	18.7	.5785032	.0951361	.5785032	1.169124	0	43	43	1	6141	16370.157	466	0	.00049763	.99950242	1	4	4	4309.4617	1181574.7	0	0	1.642e+09	8019.1685	17303.459	4101.9271	1590346.7	0	0	1.687e+09	8236.0181	15763.53	4375.5639	1205022	1	1	1.678e+09	8193.8859	17431.315	4123.7312	1571265.9	0	0	1.651e+09	8059.9013	15576.444	11/30/2021 9:21	4309.4617	1181574.7	1590346.7	0	1	ABs	CD15	pomc	1	0	0	1	1	8	292.86362	7060.7596	19432.987	.12546719	.22188319	-.29427302	.13480396	.04241072	.03250831	-.44711996	.00322959	361.40541	186.35135	6363.8972	1.3249577	1.3249577	1.1886742	.12410193	1.253905	.34726125	1.0599736	1.1145105	1.552754	-1.9756647	.88994769	.76246398	.84593257	-2.0952972	.15302523	.25684647	.47451159	-2.4699415	.33856194	.37072365
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_A11	2	211117	1	2	3	NT750	15.17995	.4083552	.3964004	.1361184	.9352992	0	2	51	2	5828	9599.6948	284	0	.02249891	.97750103	1	2	3	3956.0841	1027791.7	0	0	1.409e+09	6880.9359	16045.865	3830.1908	1354797.4	0	0	1.471e+09	7183.9439	14844.024	3990.5578	1034401.2	0	0	1.425e+09	6957.5816	16153.099	3840.4684	1359492.8	0	0	1.499e+09	7316.9411	15048.434	11/30/2021 9:21	3956.0841	1027791.7	1354797.4	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-60.514053	8882.4896	-11340.664	-.24202926	.0674606	-.01238523	.02933642	-.23028489	.13820942	-.06136718	.02681686	48.405405	4.3513514	-406.56499	-.41381125	-.41381125	-.09297185	.25015286	-.28221615	0	.22847485	.37072365	-1.0084197	.16687313	.09072533	.30674675	-1.7260559	.18220521	.29202139	.80829823	-2.0481986	-.43692993	-.09072533	.03020493
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_A12	2	211117	1	2	3	NT758	11.76657	.4083552	.15856016	.4423848	.5455912	0	10	59	2	4824	10512.498	351	0	.00556684	.99443322	1	3	3	3693.1923	886181.03	0	0	1.189e+09	5806.5853	14908.974	3675.9154	1198292.8	0	0	1.287e+09	6285.3752	14248.626	3676.794	898143.92	0	0	1.200e+09	5858.4992	14961.751	3648.1523	1207145.4	0	0	1.306e+09	6377.113	14356.277	11/30/2021 9:21	3693.1923	886181.03	1198292.8	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-323.40585	-16967.672	-15504.367	.07874495	-.34816312	-.25728044	.041381	.15143507	-.14156925	-.18640893	.13663455	-955.59459	71.351351	506.23851	-1.4034126	-1.4034126	-1.491606	-.21834477	-1.4034126	-.09297185	.22847485	-.66504127	.70320547	-1.2349007	.15158017	-1.1430639	.60953682	-1.605273	1.2738892	-.67448975	1.6716437	-1.2738892	-.93575841	-.84593257
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_B08	2	211117	1	2	4	NT727	11.33989	.2722368	.20612821	.3062664	.4676496	0	28	28	1	1434	335.46436	0	0	1.536e-16	1	1	1	1	3757.3536	852565.31	0	0	1.183e+09	5777.4284	14935.224	3483.8685	1131958.6	0	0	1.201e+09	5862.6654	13564.497	3780.1881	900745.85	0	0	1.208e+09	5899.4312	14873.046	3538.5517	1120115.4	0	0	1.189e+09	5805.0165	13536.475	11/30/2021 9:21	3757.3536	852565.31	1131958.6	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-259.2445	-78835.908	-119018.88	-.15898011	-.39134086	-.17005284	-.19404603	-.06291497	-.14767214	-.10431917	-.06579475	-4345.5946	-279.64865	-9670.7954	-1.1281436	-1.1281436	-1.8682417	-1.491606	-1.7145937	-1.8682417	-.62782211	-.82452986	-.27523912	-.91261363	-.93575841	-1.5041991	-.9836224	-.88994769	-.67448975	-.71765024	-.85619145	-.76219112	-2.5107296	-2.5107296
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_B09	2	211117	1	2	4	NT735	19.76668	.7146216	.72937674	.6465624	1.0911824	0	36	36	1	7635	11620.499	304	0	.00255493	.99744511	1	3	3	4113.8088	1197844.2	1	8	1.724e+09	8418.8462	17796.151	4127.6276	1621809.1	0	0	1.777e+09	8675.7001	16460.482	4152.3985	1223474.7	1	10	1.716e+09	8379.0037	17671.58	4163.6191	1633891.6	0	0	1.789e+09	8734.2767	16451.919	11/30/2021 9:21	4113.8088	1197844.2	1621809.1	1	3	ABs	CD15	pomc	1	0	0	1	1	8	97.210674	109483.2	164272.56	.19582369	.20627622	.34614071	.26038335	.09297963	-.04012219	.15027863	.10509242	1855.4054	24.351351	1614.2391	.31457229	.31457229	1.253905	1.5932188	1.491606	2.0853556	1.9756647	.84593257	1.9756647	1.605273	1.3385326	.68399883	1.605273	1.605273	1.0135222	-.18739448	1.1340901	1.1340901	1.8790258	1.8790258
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_B10	2	211117	1	2	4	NT743	11.55323	.3062664	.31712032	.2722368	.389708	0	44	44	1	4114	8878.6614	178	0	.00346134	.99653864	1	2	2	3492.665	883698.73	0	0	1.147e+09	5601.578	14526.91	3244.4624	1112937.6	0	0	1.160e+09	5664.8487	13524.526	3295.7466	911721.8	0	0	1.153e+09	5630.7362	14457.725	3271.4829	1120952.8	0	0	1.152e+09	5626.1952	13386.347	11/30/2021 9:21	3492.665	883698.73	1112937.6	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-523.93308	68849.261	15342.139	-.16399411	-.5211139	-.07317067	-.13592727	-.10054578	-.37791902	.00546231	-.03885776	-1665.5946	-101.64865	-1127.5984	-2.0853556	-2.0853556	-1.5932188	1.0714868	-1.8682417	.31457229	-.48665051	-1.0084197	-.43625655	-.29095683	-.84593257	-1.8790258	-1.0868379	-.21300213	-.29202139	-2.0481986	-1.3541903	.01693749	-1.4165091	-1.605273
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_B11	2	211117	1	2	4	NT751	23.07339	.7146216	.66595267	.5444736	1.169124	0	3	52	2	6864	8335.358	201	0	.03113806	.96886194	1	2	2	4320.6655	1289300.5	1	8	1.844e+09	9005.7957	18244.927	4284.9672	1712428	0	0	1.909e+09	9322.7614	16927.202	4321.8559	1292949.2	1	7	1.853e+09	9045.6929	18298.047	4349.1728	1702229.6	0	0	1.870e+09	9132.5473	16678.206	11/30/2021 9:21	4320.6655	1289300.5	1712428			ABs	CD15	pomc	1	0	0	1	1	8	304.0674	109853.17	135021.91	.18313105	.3377043	.25628517	.33710839	.0112943	-.05405442	-.04576027	.07885939	1084.4054	-78.648649	-1670.9017	1.491606	1.491606	2.0853556	1.7145937	2.0853556	1.5932188	1.9756647	1.1145105	1.4165091	1.3024252	2.5107296	1.0868379	1.3385326	1.2679403	.71765024	-.22198659	.15302523	-.32756149	1.1430639	1.2031568
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_B12	2	211117	1	2	4	NT759	12.40657	.340296	.36468837	.3062664	.779416	0	11	60	2	5565	7806.9511	260	0	.00247822	.99752182	1	1	2	3791.5834	904215.09	0	0	1.276e+09	6232.2025	15693.868	3733.0578	1250271.6	0	0	1.360e+09	6641.089	14597.421	3758.1813	907983.4	0	0	1.276e+09	6228.3837	15667.735	3700.5136	1257150.3	0	0	1.369e+09	6683.413	14638.526	11/30/2021 9:21	3791.5834	904215.09	1250271.6	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-225.01472	-42258.709	-20541.403	-.04056835	-.07791942	-.05203411	-.02517263	.00773115	.04960873	-.0005454	.04795014	-214.59459	-19.648649	-2199.3087	-.87290282	-.87290282	-1.1281436	-.74414274	-1.0180757	-.15535278	-.30674675	-.07557273	-.27523912	.07557273	-.18220521	-.18220521	-.37072365	-.09072533	.43692993	.47451159	.05083191	-.01693749	-.27523912	-.27523912
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_C08	2	211117	1	2	3	NT728	15.49995	.5785032	.22198422	.5785032	1.2470656	0	29	29	1	6602	9470.4045	263	0	.0046448	.99535525	1	2	2	4217.97	1087905.3	0	0	1.492e+09	7282.8237	16496.647	3917.3088	1439584.4	0	0	1.525e+09	7444.4461	15312.574	4196.5842	1111502.1	0	0	1.503e+09	7339.5537	16481.11	3884.8493	1441618	0	0	1.518e+09	7411.5563	15209.686	11/30/2021 9:21	4217.97	1087905.3	1439584.4	1	3	ABs	CD15	pomc	1	0	0	1	1	8	201.37185	-46321.612	-78311.596	.10007854	.3451773	-.1550787	.11372595	.11169605	.40301455	-.22213196	.10648212	822.40541	-16.648649	-535.85529	.82846465	.82846465	.38032564	-.82846465	.18675612	-1.1281436	1.0599736	1.4165091	1.552754	-.76246398	.80349836	1.1430639	.7226751	-.68399883	1.0718581	1.82788	1.2010554	-1.4443212	.80349836	.68399883
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_C09	2	211117	1	2	3	NT736	15.28662	.3743256	.55496056	.4423848	.9352992	0	37	37	1	5998	5746.7491	138	0	.02546376	.97453624	1	1	2	4192.274	1098402.7	0	0	1.494e+09	7295.0831	16450.004	3954.0424	1443113.4	0	0	1.512e+09	7385.2096	15016.355	4186.3951	1109737.5	0	0	1.514e+09	7391.2099	16556.26	3948.8162	1467906.5	0	0	1.537e+09	7505.0671	15104.787	11/30/2021 9:21	4192.274	1098402.7	1443113.4	1	3	ABs	CD15	pomc	1	0	0	1	1	8	175.67585	-24509.318	-59892.199	-.02153206	.00749518	.17084267	-.07840708	-.01919995	.03201181	.12054835	-.09093612	218.40541	-141.64865	-4259.5107	.70392179	.70392179	.48224821	-.41381125	.25015286	-.96742157	-.04531602	.37072365	.70320547	.88994769	-.57356078	.06043745	-.27523912	.93575841	-.90613413	.22198659	-.22198659	1.0135222	.15158017	.21300213
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_C10	2	211117	1	2	3	NT744	20.30002	.510444	.7928008	.510444	1.3250072	0	45	45	1	6743	8664.7679	232	1	.54910731	.45089269	1	2	2	4425.5705	1246981.8	0	0	1.763e+09	8608.6219	17862.33	4190.2189	1598421.6	0	0	1.758e+09	8581.5618	16310.787	4367.5699	1249135.1	0	0	1.774e+09	8663.884	17966.008	4175.6691	1614063.1	0	0	1.790e+09	8740.7662	16451.026	11/30/2021 9:21	4425.5705	1246981.8	1598421.6	1	3	ABs	CD15	pomc	1	0	0	1	1	8	408.97239	21341.065	-39774.895	.06103494	.37128746	.40162794	.0697559	-.06062884	.08618051	.19970545	-.11638636	963.40541	-47.648649	-1341.4919	1.8682417	1.8682417	1.5932188	.41381125	1.4034126	-.55302409	.78281639	1.6626349	1.2031568	1.7260559	.40327356	1.3385326	.4697212	1.8790258	-1.1340901	.59169618	-.71765024	1.4443212	.93575841	.93575841
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_C11	2	211117	1	2	3	NT752	18.27332	.5785032	.42811243	.510444	1.169124	0	4	53	2	5603	7288.8717	191	0	.00706811	.99293184	1	1	2	4293.3171	1097356	0	0	1.569e+09	7661.1276	17165.506	4090.9905	1505230.7	0	0	1.621e+09	7913.7681	15670.968	4343.1826	1130463.3	0	0	1.606e+09	7840.8042	17247.8	4085.6833	1505858.8	0	0	1.611e+09	7865.2434	15567.886	11/30/2021 9:21	4293.3171	1097356	1505230.7	1	3	ABs	CD15	pomc	1	0	0	1	1	8	276.71894	-70048.914	-56327.441	.1359233	.29480647	.01756306	.20249556	.07628596	.1908796	-.12860499	.09731444	-176.59459	-88.648649	-2717.388	1.253905	1.253905	.44776752	-1.3249577	.5894558	-.78560529	1.0599736	1.1145105	1.2031568	.33856194	1.0868379	.93575841	1.0338532	.33856194	.95844614	.90613413	.90613413	-.95844614	-.24400246	-.18220521
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_C12	2	211117	1	2	3	NT760	14.75327	.4423848	.25369626	.4083552	.8573576	0	12	61	2	4808	16117.77	443	0	.00478019	.99521977	1	4	4	4066.6509	1043194	1	3	1.409e+09	6882.3155	16044.802	4053.6757	1388532.7	0	0	1.478e+09	7218.3864	14958.672	4044.4651	1052046.5	1	6	1.409e+09	6879.8739	16022.943	4102.1786	1393886.1	0	0	1.460e+09	7128.0133	14779.445	11/30/2021 9:21	4066.6509	1043194	1388532.7	0	1	ABs	CD15	pomc	1	0	0	1	1	8	50.052772	-24401.773	-41676.693	.0483423	-.04287565	-.16390809	.07842174	.0519918	-.00531853	-.18678614	.07444907	-971.59459	163.35135	6111.5101	.15535278	.15535278	.03095097	-.38032564	-.06193162	-.62668735	.45292547	.18220521	.41970798	-.64631977	.53831232	0	.37072365	-.84593257	.67448975	.01693749	.55180628	-1.3541903	-1.0338532	-.88994769
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_D08	2	211117	1	2	4	NT729	12.19324	.0340296	.3012643	.340296	.4676496	0	30	30	1	4762	6144.7688	101	0	.01188976	.98811018	1	1	2	3747.8537	924851.07	0	0	1.228e+09	5997.7407	15035.817	3730.846	1271356.2	0	0	1.308e+09	6389.0088	14195.089	3901.8104	934840.09	0	0	1.234e+09	6027.2761	15055.19	3730.2648	1264028.9	0	0	1.286e+09	6281.7295	14061.457	11/30/2021 9:21	3747.8537	924851.07	1271356.2	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-268.74441	-2366.9929	25883.719	-.12132356	-.39781979	-.07668049	-.42924208	-.04747864	-.21041158	-.03596725	-.33151202	-1017.5946	-178.64865	-3861.491	-1.1886742	-1.1886742	-.87290282	.03095097	-.70392179	.38032564	-1.7260559	-.82452986	-.03020493	-.41970798	-2.5107296	-1.605273	-.80349836	-.30674675	-2.4699415	-1.1340901	-.6325508	-.15302523	-1.0868379	-.9836224
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_D09	2	211117	1	2	4	NT737	16.24663	.4764144	.55496056	.4423848	.7014744	0	38	38	1	5992	8808.3363	212	0	.06528389	.93471611	1	2	2	3958.6649	1045377.2	0	0	1.437e+09	7014.4997	16271.835	3872.7439	1415389.4	0	0	1.518e+09	7411.8464	15347.715	3963.731	1053272.7	0	0	1.432e+09	6990.9894	16232.44	3960.1152	1411740.7	0	0	1.503e+09	7338.3957	15253.577	11/30/2021 9:21	3958.6649	1045377.2	1415389.4	0	1	ABs	CD15	pomc	1	0	0	1	1	8	-57.933222	25331.507	47755.834	-.00472696	-.18991071	.1699608	.0251873	-.03380869	-.26137664	.08997406	-.01977852	212.40541	-67.648649	-1197.9235	-.38032564	-.38032564	.09297185	.51731215	.12410193	.74414274	.62782211	-.37072365	.70320547	.88994769	.06043745	-.76246398	-.12109668	.88994769	-.08478486	-1.5480028	-.43692993	.67448975	.12109668	.18220521
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_D10	2	211117	1	2	4	NT745	9.313197	.340296	.53910454	.4764144	1.0132408	0	46	46	1	6729	9704.0875	247	0	.027036	.97296405	1	2	3	4125.5693	1122149	0	0	1.547e+09	7554.3613	16800.526	4074.3105	1505320.4	0	0	1.626e+09	7937.5225	15806.588	4100.1221	1137730.7	0	0	1.562e+09	7628.8031	16876.089	4025.1337	1493267.8	0	0	1.598e+09	7803.0299	15642.072	11/30/2021 9:21	4125.5693	1122149	1505320.4	1	3	ABs	CD15	pomc	1	0	0	1	1	8	108.9712	28609.438	40968.915	.04381044	.09593997	.14704981	-.09888653	.15292871	.34640121	.30032044	.06728486	949.40541	-32.648649	-302.17225	.41381125	.41381125	.5894558	.66480873	.62668735	.62668735	-.30674675	.60953682	.95941564	.80349836	-.68399883	.33856194	.30674675	.80349836	.6325508	1.5480028	1.82788	1.6716437	.88994769	.88994769
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_D11	2	211117	1	2	4	NT753	15.39328	.340296	.28540829	.3743256	.7014744	0	5	54	2	5103	13843.887	481	0	.00178607	.99821401	1	4	4	4002.3031	996389.16	0	0	1.354e+09	6612.3691	15802.357	3875.5847	1357309.6	0	0	1.435e+09	7007.466	14781.457	4155.0553	1024860.8	0	0	1.372e+09	6699.5971	15837.91	3878.7358	1357040.4	0	0	1.424e+09	6954.4215	14731.063	11/30/2021 9:21	4002.3031	996389.16	1357309.6	0	1	ABs	CD15	pomc	1	0	0	1	1	8	-14.295018	-42871.974	-35611.512	.01661	-.13642423	-.12602296	-.03420606	.00983599	-.13333538	-.17817033	-.0481543	-676.59459	201.35135	3837.627	-.12410193	-.12410193	-.31457229	-.78560529	-.25015286	-.38032564	-.30674675	-.37072365	.21300213	-.55585022	-.24400246	-.43625655	.12109668	-.4697212	-.43692993	-.6325508	.11883585	-1.2010554	-.64631977	-.68399883
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_D12	2	211117	1	2	4	NT761	16.3533	.4423848	.50739251	.4423848	1.2470656	0	13	62	2	5915	12006.226	379	0	.00848481	.99151516	1	3	3	4149.5994	1078484.5	0	0	1.471e+09	7183.6239	16313.276	3890.3152	1449842.5	0	0	1.534e+09	7492.6732	15354.675	4111.409	1086439.8	0	0	1.467e+09	7162.2179	16302.073	3927.1109	1436683.3	0	0	1.517e+09	7405.4515	15272.767	11/30/2021 9:21	4149.5994	1078484.5	1449842.5	0	1	ABs	CD15	pomc	1	0	0	1	1	8	133.0013	-25636.416	-28433.979	.099177	.38325125	.0889063	.07992731	.0573662	.29099216	.0157166	.02290587	135.40541	99.351351	1999.9663	.48224821	.48224821	.34726125	-.44776752	.34726125	-.31457229	.45292547	1.4165091	.70320547	.64631977	.57356078	1.4165091	.68399883	.60953682	.25684647	1.3541903	.71765024	.18739448	.01510074	.09072533
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_E08	2	211117	1	2	3	NT730	12.51324	.3743256	.4915365	.340296	.779416	0	31	31	1	5524	13093.714	315	0	.00677833	.99322164	1	3	3	3930.2206	969682.01	0	0	1.294e+09	6316.4247	15367.587	3713.8611	1324531.3	0	0	1.371e+09	6694.6627	14448.031	4011.9497	987177.73	0	0	1.320e+09	6444.1488	15513.646	3811.86	1326564.9	0	0	1.358e+09	6629.5381	14333.528	11/30/2021 9:21	3930.2206	969682.01	1324531.3	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-86.377534	-37838.647	-26619.381	-.13450171	-.12895123	.11270983	-.08744051	-.06082702	.0756243	.14434955	-.00153556	-255.59459	35.351351	3087.4546	-.44776752	-.44776752	-.55302409	-.55302409	-.44776752	-.25015286	-.04531602	-.07557273	-.03020493	.57356078	-.60953682	-.40327356	-.84593257	.68399883	.05083191	.55180628	-.76219112	1.0718581	-.33856194	-.30674675
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_E09	2	211117	1	2	3	NT738	11.9799	.4083552	.34883235	.4083552	.5455912	0	39	39	1	4758	6882.1724	184	0	.01007441	.98992562	1	1	2	3830.9716	951528.32	0	0	1.263e+09	6168.7762	15203.102	3760.1504	1265314.9	0	0	1.311e+09	6402.9977	14059.596	3794.6742	949046.02	0	0	1.256e+09	6130.6806	15165.988	3753.4912	1274825.4	0	0	1.337e+09	6529.3024	14210.705	11/30/2021 9:21	3830.9716	951528.32	1265314.9	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-185.62653	-12289.49	-28322.778	-.05193471	-.38869175	-.03704928	-.04136633	.01947781	-.20052001	.021659	.0495594	-1021.5946	-95.648649	-3124.0873	-.74414274	-.74414274	-.66480873	-.12410193	-.82846465	-.28221615	.22847485	-.66504127	.41970798	-.09072533	-.30674675	-1.3385326	-.43625655	0	.47451159	-1.0718581	.25684647	.25684647	-1.1430639	-1.0338532
