filename	tod	date	plate	batch	tank	index	protein	ldl	gluc	tc	tg	freeze_dried	pos_bio	Löpnr	batch_bio	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	pomc_dich	qRNA	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intldl	inttg	inttc	intgluc	intldl_Res	inttg_Res	inttc_Res	intgluc_Res	intldl_Res1	inttg_Res1	inttc_Res1	intgluc_Res1	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_E10	2	211117	1	2	3	NT746	16.99331	.510444	.52324853	.4764144	1.3250072	0	47	47	1	6963	7700.8201	149	0	.0104152	.98958474	1	1	2	4173.3586	1162523.8	0	0	1.651e+09	8061.3095	17507.594	3993.0302	1545994.3	0	0	1.650e+09	8055.191	15733.236	4133.5973	1183668.2	0	0	1.669e+09	8147.4816	17507.666	3972.8577	1562233.9	0	0	1.674e+09	8174.7895	15829.194	11/30/2021 9:21	4173.3586	1162523.8	1545994.3	0	1	ABs	CD15	pomc	1	0	0	1	1	8	156.76047	47940.887	53949.766	.0306323	.36480853	.13031192	.07276705	-.0219513	.24335617	.03739172	-.00992076	1183.4054	-130.64865	-2305.4397	.62668735	.62668735	1.0180757	1.0180757	.91913552	.82846465	.78281639	1.6626349	.95941564	.74242261	.4697212	1.2031568	.24400246	.7226751	.01693749	1.1340901	-.32756149	.29202139	1.2031568	1.3385326
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_E12	2	211117	1	2	3	NT762	12.83325	.3062664	.42811243	.2722368	.779416	0	14	63	2	6285	11447.894	340	0	.00858654	.99141347	1	3	3	3994.6477	970549.32	0	0	1.341e+09	6547.5844	15831.692	3779.1001	1310714.1	0	0	1.403e+09	6852.2011	14951.96	3994.9958	982272.95	0	0	1.349e+09	6585.1833	15859.799	3740.8209	1300426	0	0	1.389e+09	6781.9964	14833.532	11/30/2021 9:21	3994.6477	970549.32	1310714.1	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-21.950447	-65340.862	-77770.795	-.08414915	-.12729618	.00874435	-.05468551	-.04185301	.00061032	.05019423	.0001376	505.40541	60.351351	1441.6345	-.20252518	-.20252518	-.51731215	-1.1281436	-.48224821	-1.0714868	-.48665051	-.07557273	-.43625655	.33856194	-.43625655	-.37072365	-.68399883	.27523912	.11883585	.08478486	-.51277587	.47451159	.4697212	.43625655
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_F08	2	211117	1	2	4	NT731	11.23322	.510444	.34883235	.4423848	.9352992	0	32	32	1	5376	7644.8458	224	0	.00335671	.9966433	1	1	2	4166.904	1044569.7	0	0	1.439e+09	7025.367	16187.681	3893.9958	1409617.3	0	0	1.524e+09	7443.7401	14994.719	4188.4842	1052674.6	0	0	1.438e+09	7021.8633	16152.172	3894.8597	1426933.6	0	0	1.554e+09	7589.1698	15139.319	11/30/2021 9:21	4166.904	1044569.7	1409617.3	1	3	ABs	CD15	pomc	1	0	0	1	1	8	150.30588	-67171.029	-78686.873	-.01560781	.06335088	-.03087618	.05018346	.07581474	.29035956	.04323712	.17579229	-403.59459	-55.648649	-2361.414	.5894558	.5894558	.06193162	-1.253905	.09297185	-1.1886742	.78281639	.37072365	.70320547	-.09072533	.24400246	.24400246	-.21300213	.06043745	1.5480028	1.2738892	.85619145	.39995564	-.50372046	-.53831232
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_F09	2	211117	1	2	4	NT739	14.85994	.4083552	.34883235	.3743256	.779416	0	40	40	1	5794	6031.965	126	0	.0593925	.94060755	1	1	2	3962.1273	997376.1	0	0	1.379e+09	6732.2204	16128.145	3834.3582	1347500	0	0	1.439e+09	7024.8441	14913.266	3929.5471	1010026.9	0	0	1.385e+09	6761.1806	16114.87	3795.7892	1361077.9	0	0	1.466e+09	7156.7331	15028.522	11/30/2021 9:21	3962.1273	997376.1	1347500	0	1	ABs	CD15	pomc	1	0	0	1	1	8	-54.470825	-24194.207	-22139.964	-.06915921	-.11844804	-.03793116	-.03986076	-.07129923	-.12775826	-.070772	-.04320681	14.405405	-153.64865	-3974.2948	-.31457229	-.31457229	-.28221615	-.34726125	-.31457229	-.21834477	.22847485	-.07557273	.21300213	-.09072533	-.27523912	-.33856194	-.57356078	-.03020493	-.36352035	-.55180628	-.95844614	-.55180628	-.15158017	-.03020493
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_F10	2	211117	1	2	4	NT747	18.05999	.510444	.47568048	.4423848	1.0911824	0	48	48	1	7594	8189.667	203	0	.00533883	.99466115	1	1	2	4224.2333	1168146.4	0	0	1.633e+09	7972.0919	17211.835	3938.5974	1502060.5	0	0	1.638e+09	7997.557	15720.234	4226.4629	1173649.3	0	0	1.645e+09	8031.9223	17265.179	3921.7382	1516774.9	0	0	1.666e+09	8134.1003	15859.898	11/30/2021 9:21	4224.2333	1168146.4	1502060.5	1	3	ABs	CD15	pomc	1	0	0	1	1	8	207.63514	31161.528	-19464.858	.0134078	.16740264	.081862	.07427262	-.07293072	-.05567122	-.04418716	-.0442873	1814.4054	-76.648649	-1816.5928	.87290282	.87290282	1.0714868	.70392179	.55302409	-.12410193	.78281639	.84593257	.70320547	.50372046	.50372046	.57356078	.09072533	.53831232	-.39995564	-.25684647	-1.0135222	-.25684647	1.7260559	1.7260559
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_F11	2	211117	1	2	4	NT755	17.09997	.6125328	.34883235	.1020888	.7014744	0	7	56	2	4879	10924.982	305	0	.00610525	.99389476	1	3	3	3775.1847	936006.47	0	0	1.302e+09	6358.0739	15746.519	3749.0026	1271774.9	0	0	1.356e+09	6619.5796	14485.025	3779.476	947670.29	0	0	1.302e+09	6358.425	15707.384	3688.083	1273718.9	0	0	1.360e+09	6643.0339	14510.189	11/30/2021 9:21	3775.1847	936006.47	1271774.9	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-241.41341	-3246.4045	10464.623	-.25199985	-.14290316	-.06436264	.24104188	-.29972224	-.24118531	-.1690221	.16909043	-900.59459	25.351351	918.72248	-.96742157	-.96742157	-.78560529	0	-.66480873	.25015286	1.3024252	-.37072365	-1.1145105	-.09072533	1.2679403	-.53831232	-1.8790258	-.12109668	1.4443212	-1.2738892	-2.4699415	-1.1340901	-.80349836	-.80349836
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_F12	2	211117	1	2	4	NT763	13.36659	.3743256	.41225642	.340296	.9352992	0	15	64	2	4601	19303.23	615	0	.00165993	.99834001	1	4	4	3770.6506	951498.41	0	0	1.288e+09	6289.5513	15460.864	3757.3536	1266900	0	0	1.332e+09	6502.0281	14381.496	3797.7742	954489.14	0	0	1.286e+09	6279.187	15450.343	3713.9618	1276679.7	0	0	1.343e+09	6559.6484	14425.532	11/30/2021 9:21	3770.6506	951498.41	1266900	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-245.94755	14242.081	8217.1923	.00071515	.06500592	-.00799354	.01487926	.02096153	.11948511	.01750975	.05100659	-1178.5946	335.35135	9296.9701	-1.0180757	-1.0180757	-.70392179	.31457229	-.78560529	.21834477	-.04531602	.37072365	-.03020493	.24400246	-.03020493	.27523912	-.03020493	.24400246	.51277587	.76219112	.32756149	.22198659	-1.2031568	-1.2031568
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_G09	2	211117	1	2	3	NT740	20.40669	.6465624	.6976647	.6465624	1.4808904	0	41	41	1	7077	9281.99	257	0	.02901632	.97098374	1	2	2																																	1	3	ABs	CD15	pomc	1	0	0	1	1	8				.18989944	.54012852	.31001933	.19985201	.07287825	.27168162	.09971721	.0163522	1297.4054	-22.648649	-724.26975							1.5041991	2.0952972	1.9756647	1.458952	1.0338532	1.7260559	1.4165091	1.4165091	.22198659	1.2010554	.80829823	.80829823	1.4165091	1.5041991
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_G10	2	211117	1	2	3	NT748	15.81996	.7486512	.61838462	.510444	1.4029488	0	49	49	1	5957	14107.429	431	0	.00427741	.99572253	1	4	4	4125.0365	1138807.4	0	0	1.582e+09	7726.3991	16990.794	4014.7926	1533851.9	0	0	1.649e+09	8049.842	15789.802	4114.9573	1136145.6	0	0	1.573e+09	7681.9061	16961.83	3981.9861	1523862.9	0	0	1.623e+09	7925.8806	15629.935	11/30/2021 9:21	4125.0365	1138807.4	1533851.9	1	3	ABs	CD15	pomc	1	0	0	1	1	8	108.43835	45502.398	69809.188	.06828885	.4362712	.22368428	.31398539	.0379648	.36569667	.17103689	.26604669	177.40541	151.35135	4101.1695	.38032564	.38032564	.70392179	.96742157	.82846465	.96742157	2.5107296	1.8790258	1.2031568	1.0338532	1.8790258	1.5041991	.53831232	1.1430639	2.0481986	1.6716437	.39995564	1.2738892	.06043745	.15158017
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_G11	2	211117	1	2	3	NT756	21.68671	.680592	.31712032	.7146216	1.0911824	0	8	57	2	5873	13492.183	318	0	.001608	.99839193	1	4	4	4064.9039	1049534.3	0	0	1.497e+09	7308.0211	16749.541	3786.287	1389758.9	0	0	1.534e+09	7491.8875	15420.365	4054.8375	1033773.2	1	2	1.476e+09	7205.5716	16672.392	3802.2013	1378663.3	0	0	1.507e+09	7358.0524	15234.096	11/30/2021 9:21	4064.9039	1049534.3	1389758.9	1	3	ABs	CD15	pomc	1	0	0	1	1	8	48.305759	-17292.169	-39438.135	.3473548	.20390701	-.09695654	.31060665	.20582048	-.1027624	-.34814908	.08941877	93.405405	38.351351	3485.9232	.12410193	.12410193	.15535278	-.25015286	-.03095097	-.51731215	1.7260559	.84593257	2.5107296	-.29095683	1.7260559	.64631977	2.5107296	-.37072365	.80829823	-.39995564	2.4699415	-2.0481986	-.06043745	.06043745
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_G12	2	211117	1	2	3	NT764	15.07328	.4423848	.63424064	.4083552	1.0132408	0	16	65	2	6822	10869.029	330	0	.00279974	.99720025	1	3	3	4004.7683	1156452.6	1	9	1.603e+09	7826.5477	17087.353	4019.6652	1521141.4	0	0	1.720e+09	8396.3569	16492.285	4015.2432	1186300	1	11	1.634e+09	7976.4498	17202.441	3992.9216	1517103.9	0	0	1.705e+09	8326.2057	16356.648	11/30/2021 9:21	4004.7683	1156452.6	1521141.4	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-11.829851	116106	126791.76	.0555962	.10004969	.21310881	.08444403	.04523881	.09839099	.18486424	.06408759	1042.4054	50.351351	862.76953	-.03095097	-.03095097	.96742157	2.0853556	.70392179	1.4034126	.45292547	.60953682	.41970798	1.0868379	.60953682	.37072365	.40327356	1.0338532	.59169618	.67448975	.51277587	1.3541903	1.0868379	1.0868379
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_H08	2	211117	1	2	4	NT733	16.24663	.4423848	.47568048	.4083552	.779416	0	34	34	1	6082	12832.384	436	0	.00798357	.99201643	1	3	3	4162.757	1049474.5	0	0	1.456e+09	7107.3244	16471.91	3955.5738	1440631.1	0	0	1.564e+09	7638.139	15643.876	4246.5117	1065564.6	0	0	1.476e+09	7208.7143	16573.411	3938.2443	1432436.5	0	0	1.547e+09	7553.8857	15540.712	11/30/2021 9:22	4162.757	1049474.5	1440631.1	1	3	ABs	CD15	pomc	1	0	0	1	1	8	146.15891	-60440.186	-45269.989	-.04601046	-.09901125	.0942082	-.01486459	-.06810853	-.14817819	.00927837	-.05375264	302.40541	156.35135	2826.1239	.55302409	.55302409	.12410193	-1.0714868	.21834477	-.66480873	.45292547	-.07557273	.41970798	.50372046	-.15158017	-.24400246	-.40327356	.64631977	-.55180628	-.76219112	-.90613413	.08478486	.27523912	.30674675
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_H09	2	211117	1	2	4	NT741	15.81996	.5785032	.14270414	.6125328	1.0132408	0	42	42	1	6476	8775.5558	240	0	.0104028	.98959726	1	2	2	3894.0265	1073639.5	0	0	1.462e+09	7136.932	16316.185	3844.6285	1390357.1	0	0	1.484e+09	7244.2263	15039.178	3935.3271	1039365.8	0	0	1.409e+09	6879.6385	16057.416	3882.8741	1397564.7	0	0	1.498e+09	7313.8918	15156.506	11/30/2021 9:22	3894.0265	1073639.5	1390357.1	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-122.57163	82056.412	60180.216	.17267494	.10889783	-.24582311	.13329838	.14597363	.03768816	-.30712091	.09599579	696.40541	-39.648649	-1230.704	-.48224821	-.48224821	.31457229	1.1886742	0	.91913552	1.0599736	.60953682	1.7260559	-1.3764748	.84593257	.43625655	1.2031568	-1.3385326	.90613413	.32756149	1.4443212	-1.5480028	.68399883	.53831232
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_H11	2	211117	1	2	4	NT757	15.39328	.5785032	1.3001933	.4764144	1.0911824	0	9	58	2	5458	12351.272	395	0	.0059563	.99404377	1	3	3	4139.0671	1009817.5	0	0	1.386e+09	6766.3715	15973.076	3766.0752	1377706.3	0	0	1.472e+09	7185.5041	15152.037	4144.1436	1039964	0	0	1.394e+09	6804.5144	15937.971	3856.8687	1368494.9	0	0	1.463e+09	7144.5297	15113.716	11/30/2021 9:22	4139.0671	1009817.5	1377706.3	1	3	ABs	CD15	pomc	1	0	0	1	1	8	122.46894	-89665.639	-94466.908	.1259527	.24032591	.88523458	.21002343	.11219502	.22111577	.8380303	.18999742	-321.59459	115.35135	2345.0125	.44776752	.44776752	-.18675612	-1.7145937	-.15535278	-1.253905	1.0599736	.84593257	.95941564	2.5107296	1.2031568	.88994769	.88994769	2.5107296	1.82788	1.0135222	1.2738892	2.4699415	-.43625655	-.43625655
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1000_W_H12	2	211117	1	2	4	NT765	20.51336	.4083552	.66595267	.4764144	1.2470656	0	17	66	2	6755	9591.2288	257	0	.02769029	.97230971	1	2	3	4473.6514	1255475.5	0	0	1.863e+09	9094.7879	18597.698	4263.5281	1591064.5	0	0	1.825e+09	8909.5232	16844.049	4386.6057	1249284.7	0	0	1.851e+09	9038.2098	18538.62	4254.0337	1602459.1	0	0	1.845e+09	9008.6906	16910.331	11/30/2021 9:22	4473.6514	1255475.5	1591064.5	1	3	ABs	CD15	pomc	1	0	0	1	1	8	457.0533	8662.9926	-74994.049	.1404605	.37029339	.24393897	.05192	.00036564	.03582021	.04166966	-.14515488	975.40541	-22.648649	-415.03099	2.0853556	2.0853556	1.7145937	.18675612	1.3249577	-1.0180757	.22847485	1.4165091	.95941564	1.3024252	.30674675	1.2679403	1.0868379	1.2031568	-1.4443212	.29202139	-.01693749	.36352035	.9836224	.9836224
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_A09	5	211117	1	2	3	NT766	14.48416	.170148	.44396845	.2722368	.779416	0	18	67	2	5052	11809.276	344	0	.00352121	.99647886	3	3	3	3994.6477	1015978.4	0	0	1.348e+09	6583.2073	15653.519	3830.0152	1367478	0	0	1.447e+09	7064.8684	15030.097	4172.6419	1032606.8	0	0	1.365e+09	6664.4848	15734.627	3851.4019	1358147	0	0	1.426e+09	6962.7028	14894.845	11/30/2021 9:22	3994.6477	1015978.4	1367478	0	1	ABs	CD15	pomc	1	0	0	1	1	8	-21.950447	-19911.785	-21006.879	-.07689525	-.14025404	.02107288	-.18478162	-.07781512	-.12191932	.01427926	-.18920421	-1109.3636	-94.409091	-2285.8109	-.20252518	-.20252518	-.15535278	-.31457229	-.18675612	-.18675612	-.93575841	-.07557273	-.43625655	.41970798	-.88994769	-.4697212	-.64631977	.37072365	-2.0481986	-.51277587	-1.1340901	.15302523	-.7226751	-1.1430639
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_A10	5	211117	1	2	3	NT774	19.39068	.4423848	.65009666	.510444	1.169124	0	26	75	2	6184	16026.45	541	0	.00071032	.99928963	3	4	4	4282.1186	1174905.4	0	0	1.636e+09	7988.7229	17232.108	4053.4101	1546472.8	0	0	1.680e+09	8201.623	15868.783	4289.1877	1178045.7	0	0	1.626e+09	7940.9689	17172.767	4021.6735	1548685.9	0	0	1.699e+09	8296.2743	15983.607	11/30/2021 9:22	4282.1186	1174905.4	1546472.8	1	3	ABs	CD15	pomc	1	0	0	1	1	8	265.52043	12431.624	-8596.051	.17581975	.22353824	.22014611	.09949975	.05324967	-.06210057	.06516763	-.07509396	22.636364	102.59091	1931.3626	1.1886742	1.1886742	1.1281436	.28221615	.96742157	.06193162	.45292547	1.1145105	1.2031568	1.172581	.7226751	.80349836	1.2679403	1.0868379	-.76219112	-.29202139	.67448975	.51277587	.40327356	0
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_A11	5	211117	1	2	4	NT782	10.71869	.2382072	.3964004	.2382072	.8573576	0	34	83	2	5068	12390.55	398	0	.00175256	.9982475	3	3	3	4003.8571	929038.09	0	0	1.211e+09	5912.7353	14839.123	3853.4941	1232596.4	0	0	1.256e+09	6130.9919	13788.735	3865.9537	937681.27	0	0	1.216e+09	5935.4375	14832.321	3869.4372	1231878.7	0	0	1.250e+09	6101.3307	13740.465	11/30/2021 9:22	4003.8571	929038.09	1232596.4	0	1	ABs	CD15	pomc	1	0	0	1	1	8	-12.741039	-110907.32	-161225.15	-.06691762	-.07448551	-.04060511	-.09263327	-.02173047	.01405059	.09368405	-.00009916	-1093.3636	-40.409091	-1704.5372	-.06193162	-.06193162	-.82846465	-2.5021065	-1.0714868	-2.5021065	-.74242261	.18220521	-.5914531	.16687313	-.64631977	-.15158017	-.53831232	-.06043745	.08478486	.11883585	-.29202139	.71765024	-.68399883	-1.0868379
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_B09	5	211117	1	2	4	NT767	11.85974	.1361184	.41225642	.3062664	1.0132408	0	19	68	2	4850	8784.3954	285	0	.0064973	.99350268	3	2	2	3790.8537	973330.69	0	0	1.323e+09	6460.3142	15530.175	3659.7748	1330123.9	0	0	1.458e+09	7118.0087	14801.808	3791.1219	1007125.9	0	0	1.352e+09	6599.9454	15593.475	3742.0679	1319237.7	0	0	1.448e+09	7067.9899	14734.843	11/30/2021 9:22	3790.8537	973330.69	1330123.9	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-225.74441	27178.2	59733.734	-.02606055	.12998966	-.01152103	-.21730565	.02027285	.24182715	.06747084	-.13872765	-1311.3636	-153.40909	-5310.692	-.91913552	-.91913552	-.48224821	.62668735	-.38032564	.87290282	-1.0338532	.60953682	-.27523912	.24400246	-1.0868379	.4697212	-.33856194	.21300213	-1.3541903	1.0718581	.29202139	.59169618	-.88994769	-1.2679403
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_B10	5	211117	1	2	4	NT775	15.397	.340296	.36468837	.510444	1.0132408	0	27	76	2	6118	9902.8836	264	0	.00558186	.99441814	3	2	3	4233.1658	1221889.6	0	0	1.686e+09	8231.4286	17349.377	4025.182	1565463.9	0	0	1.668e+09	8146.8765	15856.709	4260.5072	1228170.2	0	0	1.682e+09	8214.1875	17312.568	4014.9006	1574735.1	0	0	1.694e+09	8270.7121	15976.903	11/30/2021 9:22	4233.1658	1221889.6	1565463.9	1	3	ABs	CD15	pomc	1	0	0	1	1	8	216.56764	80971.522	38762.252	.19262485	.10407394	-.06614405	-.00108347	.14735904	-.0156783	-.09122423	-.04857927	-43.363636	-174.40909	-4192.2038	.96742157	.96742157	1.4034126	1.1281436	1.0714868	.5894558	-.30674675	.60953682	1.2031568	.07557273	-.12109668	.40327356	1.5041991	-.15158017	-.51277587	-.01693749	1.5480028	-.67448975	.30674675	-.12109668
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_B11	5	211117	1	2	4	NT783	12.08795	.2722368	.33297634	.2041776	1.6367736	0	35	84	2	5881	11267.817	373	0	.00094663	.99905342	3	3	3	3642.9675	922548.22	0	0	1.256e+09	6134.5616	15315.891	3576.713	1261606.4	0	0	1.371e+09	6694.5481	14769.555	3722.548	934720.46	0	0	1.273e+09	6214.2305	15394.958	3604.3212	1256701.7	0	0	1.357e+09	6625.7654	14661.89	11/30/2021 9:22	3642.9675	922548.22	1261606.4	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-373.63063	41515.264	76913.541	-.09913375	.70169102	-.10491105	-.0570981	-.08574351	.71226858	-.01349892	-.01018075	-280.36364	-65.409091	-2827.2699	-1.491606	-1.491606	-.91913552	.82846465	-.87290282	1.0714868	-.62782211	2.5107296	-.7226751	-.24400246	-.4697212	2.5107296	-.7226751	-.43625655	-.01693749	2.4699415	-1.2738892	-.11883585	-.03020493	-.33856194
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_C09	5	211117	1	2	3	NT768	13.91364	.3062664	.34883235	.3743256	.8573576	0	20	69	2	6034	15902.095	520	0	.00807983	.99192011	3	4	4	4091.3414	1036734	0	0	1.430e+09	6982.6869	16324.082	3949.5319	1448795.8	0	0	1.553e+09	7581.8946	15569.283	4087.2641	1045915.5	0	0	1.446e+09	7059.4484	16420.995	4003.308	1448885.5	0	0	1.535e+09	7492.7965	15433.801	11/30/2021 9:22	4091.3414	1036734	1448795.8	0	1	ABs	CD15	pomc	1	0	0	1	1	8	74.743304	-41733.848	4278.6735	.0288205	-.06879137	-.07582696	-.04565208	.03692994	-.0314465	-.06176885	-.03473983	-127.36364	81.590909	1807.0079	.28221615	.28221615	0	-.70392179	.31457229	.18675612	-.48665051	.18220521	.21300213	-.09072533	-.40327356	-.12109668	.18220521	-.27523912	-.25684647	-.11883585	.36352035	-.47451159	.24400246	-.15158017
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_C10	5	211117	1	2	3	NT776	14.59827	.2041776	.50739251	.340296	1.0132408	0	28	77	2	7040	13640.069	453	0	.00134795	.99865204	3	4	4	4192.7163	1131629.6	0	0	1.603e+09	7826.392	17292.277	4036.0709	1529694.8	0	0	1.648e+09	8045.0919	15906.705	4175.268	1136983	0	0	1.606e+09	7842.2038	17302.927	4048.3528	1540341.8	0	0	1.664e+09	8127.0368	15994.284	11/30/2021 9:22	4192.7163	1131629.6	1529694.8	1	3	ABs	CD15	pomc	1	0	0	1	1	8	176.11813	8522.8597	26432.93	.0092987	.06117611	.07567823	-.1356963	-.01158469	.0177311	.07756613	-.15898827	878.63636	14.590909	-455.01834	.74414274	.74414274	.66480873	.15535278	.78560529	.41381125	-.84593257	.60953682	-.03020493	.64631977	-.80349836	.21300213	0	.4697212	-1.5480028	.15302523	-.11883585	.6325508	1.2679403	.76246398
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_D09	5	211117	1	2	4	NT769	15.85342	.3062664	.57081658	.340296	.779416	0	21	70	2	7518	14566.375	434	0	.02734874	.97265118	3	4	4	3992.5958	1154209.6	1	8	1.596e+09	7795.0798	16937.072	4033.5878	1577067.9	1	5	1.685e+09	8227.9709	15812.15	3999.7542	1177208.3	1	7	1.607e+09	7847.2826	16912.682	3993.5395	1568185.4	0	0	1.674e+09	8172.0229	15739.184	11/30/2021 9:22	3992.5958	1154209.6	1577067.9	0	1	ABs	CD15	pomc	1	0	0	1	1	8	-24.002364	119222.95	189772.01	.011596	-.11031407	.14527539	-.04414651	-.03321131	-.22074576	.09807629	-.09722475	1356.6364	-4.4090909	471.28801	-.25015286	-.25015286	.91913552	2.5021065	1.1281436	2.5021065	-.48665051	-.07557273	-.03020493	.9836224	-.33856194	-.27523912	.03020493	.76246398	-1.0135222	-1.2010554	-.39995564	.76219112	1.605273	1.605273
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_D10	5	211117	1	2	4	NT777	15.2829	.2041776	.80865682	.3743256	.9352992	0	29	78	2	7151	18616.911	679	0	.00067228	.99932778	3	4	4	4271.4438	1147390.7	1	2	1.565e+09	7642.8406	16893.872	4233.957	1586159.7	0	0	1.649e+09	8052.4655	15662.11	4264.212	1172961.4	1	8	1.595e+09	7790.1193	16992.118	4239.075	1585352.2	0	0	1.642e+09	8018.3953	15615.294	11/30/2021 9:22	4271.4438	1147390.7	1586159.7	0	1	ABs	CD15	pomc	1	0	0	1	1	8	254.84572	-10382.574	37276.628	.0601334	.01965341	.37606066	-.13419073	.0138799	-.10521661	.35712793	-.1810508	989.63636	240.59091	4521.8234	1.1281436	1.1281436	.78560529	-.06193162	1.1886742	.55302409	-.84593257	.37072365	.21300213	1.8790258	-.76246398	.09072533	.43625655	1.7260559	-1.6716437	-.43692993	.18739448	1.82788	1.5041991	1.0338532
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_D11	5	211117	1	2	4	NT785		0	.22198422	0	.389708	0	37	86	2	8156	20035.01	717	0	.00061793	.99938202	3	4	4	4347.8248	1234390.9	0	0	1.710e+09	8348.9328	17428.361	4267.8154	1642923.6	0	0	1.765e+09	8620.1928	16284.51	4370.9957	1246652.8	0	0	1.711e+09	8353.2982	17419.83	4305.5875	1657368.8	0	0	1.762e+09	8603.9739	16194.515	11/30/2021 9:22	4347.8248	1234390.9	1642923.6	0	1	ABs	CD15	pomc	1	0	0	1	1	8	331.22665	42984.322	49779.242	-.2996844	-.55185351	-.2176669	-.32632375					1994.6364	278.59091	5939.9227	1.5932188	1.5932188	1.491606	.91913552	1.7145937	.78560529	-2.5107296	-1.0084197	-2.0952972	-.76246398	-2.0952972	-2.0952972	-2.5107296	-1.0868379					2.0952972	2.0952972
ABs_CD15_08dpf_vast01_plate01_pomca_211117_1300_W_E09	5	211117	1	2	3	NT770	13.79953	.2722368	.50739251	.340296	.779416	0	22	71	2	7059	12286.678	320	0	.01019516	.98980486	3	3	3	3981.6256	1131300.7	0	0	1.580e+09	7715.8169	17131.389	3895.1361	1478433.8	0	0	1.607e+09	7844.6778	15902.251	4062.3243	1134470.8	0	0	1.581e+09	7721.9229	17145.531	3858.5083	1489858.4	0	0	1.628e+09	7948.3151	16003.336	11/30/2021 9:22	3981.6256	1131300.7	1478433.8	1	3	ABs	CD15	pomc	1	0	0	1	1	8	-34.972544	101144.57	97494.989	-.00158215	-.1532119	.08096945	-.07667054	.00553982	-.12098427	.10117534	-.06512224	897.63636	-118.40909	-1808.409	-.28221615	-.28221615	.62668735	1.3249577	.44776752	1.1886742	-.62782211	-.07557273	-.03020493	.64631977	-.53831232	-.60953682	-.06043745	.50372046	-.6325508	-.47451159	.01693749	.85619145	1.3385326	.84593257
