filename	tod	date	plate	batch	tank	index	protein	f_batch	ModTime	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tsf	Food_fluo_cat	Food_fluo_cat_all	Wellfolder	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	cckar_dich	qRNA	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_G02	4.5833333	210519	2	7	14	NM316	13.957632	3	19-maj-2021 12:35:21	5530	1200830.7	1201	0	.00092039	.99907959	.3	4	4	G02	4287.7232	1080607.9	0	0	1.550e+09	7570.442	17488.369	4170.6919	1553620.6	0	0	1.424e+09	6953.657	15026.738	4354.0043	1096159.7	0	0	1.544e+09	7537.409	17380.893	4173.4625	1558316	0	0	1.453e+09	7094.8334	15170.058	5/19/2021 2:35	4287.7232	1080607.9	1553620.6	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	247.80533	8403.4297	64612.938	608.94737	640.84211	643077.65	.96742157	.96742157	.76905533	.23532887	1.299424	.90712427	.86086395	.86086395
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_G03	4.9333333	210519	2	7	14	NM323		3	19-maj-2021 12:56:53	3267	13894.637	16	0	.02712147	.97287852	.65	2	1	G03	3383.5833	697017.82	0	0	1.044e+09	5096.185	14879.009	3408.453	996628.42	0	0	9.529e+08	4652.6281	12402.702	3398.2242	700397.34	0	0	1.051e+09	5132.134	14908.6	3406.2236	944829.1	0	0	9.424e+08	4601.5111	12676.183	5/19/2021 2:56	3383.5833	697017.82	996628.42			AB	CD15	CCKAR	1	0	0	2	1	8	-656.33459	-65268.559	-29446.14	-1654.0526	-544.15789	-543858.42	-2.2692058	-2.2692058	-2.6626875	-1.1000328	-2.2692058	-.39896027	-2.2750861	-2.6678608
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_G05	5.6166667	210519	2	7	14	NM335	8.9027981	3	19-maj-2021 13:37:07	3981	613183.21	746	0	.00241041	.99758959	1.3333333	3	3	G05	3759.3231	859025.27	0	0	1.097e+09	5354.5418	14385.35	3661.3557	1202509.8	0	0	1.074e+09	5245.3786	13190.098	3762.9809	861657.1	0	0	1.098e+09	5361.177	14429.02	3658.6959	1217822.3	0	0	1.085e+09	5298.2737	13200.702	5/19/2021 3:37	3759.3231	859025.27	1202509.8	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-280.59475	-32055.975	-15949.188	-940.05263	185.84211	55430.151	-1.299424	-1.299424	-1.299424	-.46293515	-1.0314591	-.25535411	-1.2228826	-1.3545138
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_G06	6.0166667	210519	2	7	14	NM341	17.039848	3	19-maj-2021 14:01:02	5616	780853.16	736	0	.00061858	.99938142	1.7333333	3	3	G06	4113.318	1171316.5	0	0	1.812e+09	8849.7787	19401.274	4153.2735	1430522.5	0	0	1.722e+09	8406.273	17831.553	4120.4228	1159024.7	0	0	1.812e+09	8849.5633	19362.398	4020.6063	1437221.7	0	0	1.708e+09	8341.2442	17721.826	5/19/2021 4:01	4113.318	1171316.5	1430522.5			AB	CD15	CCKAR	1	0	0	2	1	8	73.400169	158894.07	30812.833	694.94737	175.84211	223100.11	.27548228	.27548228	1.7208871	2.0667291	.42009151	.39896027	1.0089949	1.0089949
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_G07	6.3333333	210519	2	7	14	NM349	14.20421	3	19-maj-2021 14:20:50	4741	127435.11	167	0	.00186009	.99813986	2.05	2	2	G07	4047.3221	954788.21	0	0	1.239e+09	6047.5591	15203.253	3963.0028	1397325.4	0	0	1.252e+09	6115.5039	13654.15	4217.1013	985951.54	0	0	1.275e+09	6225.7279	15269.653	3992.5621	1381833.5	0	0	1.229e+09	5999.2162	13540.125	5/19/2021 4:20	4047.3221	954788.21	1397325.4	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	7.4042024	-35012.368	31406.73	-180.05263	-393.15789	-430317.95	-.01943245	-.01943245	-.23532887	-.52886482	.25535411	.44141204	-.1925285	-.27117097
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_H02	4.6166667	210519	2	7	14	NM317	14.450787	3	19-maj-2021 12:37:41	5482	963508.21	1114	0	.00034831	.99965167	.33333333	4	3	H02	4186.5987	1052016.6	0	0	1.341e+09	6547.069	15744.516	4057.9452	1475532.8	0	0	1.292e+09	6310.9948	14656.503	4213.7633	1031231.1	1	92	1.354e+09	6610.3085	15851.444	3889.4194	1469192.5	1	63	1.280e+09	6248.6816	14570.246	5/19/2021 2:37	4186.5987	1052016.6	1475532.8	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	146.68082	14475.248	38302.426	560.94737	553.84211	405755.16	.4846749	.4846749	.5513477	.33657924	.69290035	.5513477	.83346922	.75477886
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_H03	4.9833333	210519	2	7	14	NM324	10.50555	3	19-maj-2021 12:59:11	5064	595803.91	536	0	.00490934	.9950906	.7	3	3	H03	3997.5927	892910.16	0	0	1.497e+09	7311.0056	18286.202	3851.8794	1298482.1	0	0	1.312e+09	6404.0785	14660.19	3850.1903	876849.98	0	0	1.444e+09	7051.7075	17897.046	3850.8738	1286848.1	0	0	1.287e+09	6283.4851	14537.76	5/19/2021 2:59	3997.5927	892910.16	1298482.1			AB	CD15	CCKAR	1	0	0	2	1	8	-42.325221	-79844.332	-41974.448	142.94737	-24.157895	38050.858	-.13644074	-.13644074	-.84995728	-1.3460246	-.44141204	-.5513477	.23167057	.21205892
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_H05	5.65	210519	2	7	14	NM336	13.094612	3	19-maj-2021 13:39:10	5340	754715.75	630	0	.00204124	.99795878	1.3666667	3	3	H05	4123.5282	989121.7	0	0	1.306e+09	6378.876	15662.485	3936.1706	1400555.4	0	0	1.288e+09	6286.8357	14424.868	4113.6779	997645.26	0	0	1.308e+09	6384.8949	15701.954	3938.0468	1423045.7	0	0	1.300e+09	6347.2551	14418.247	5/19/2021 3:39	4123.5282	989121.7	1400555.4			AB	CD15	CCKAR	1	0	0	2	1	8	83.610281	-26800.54	-4381.9374	418.94737	69.842105	196962.69	.2957227	.2957227	.03887224	-.35721583	.27548228	-.13644074	.68050745	.52001455
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_H06	6.0833333	210519	2	7	14	NM342	10.628839	3	19-maj-2021 14:05:14	4521	6877.4154	0	1	.99999523	4.791e-06	1.8	1	1	H06	3812.111	895063.48	0	0	1.140e+09	5567.8391	14494.327	3757.6203	1267707.5	0	0	1.094e+09	5340.5903	12968.551	3857.0199	905501.1	0	0	1.143e+09	5583.2848	14519.474	3762.8974	1273838.5	0	0	1.135e+09	5540.5125	13233.599	5/19/2021 4:05	3812.111	895063.48	1267707.5	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-227.80684	-14112.232	22220.37	-400.05263	-560.15789	-550875.64	-.93684711	-.93684711	-.79544174	0	-.69290035	.25535411	-.47668312	-.58692823
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_H07	6.3833333	210519	2	7	14	NM350	17.163137	3	19-maj-2021 14:23:00	5127	276454.46	405	0	.00249137	.99750865	2.1	2	2	H07	4105.0647	996508.79	0	0	1.431e+09	6985.2593	16882.372	3992.7156	1445745.2	0	0	1.340e+09	6541.954	14692.107	4135.0839	1008651.1	0	0	1.427e+09	6969.8336	16739.43	3998.0303	1457319.3	0	0	1.401e+09	6841.3263	15097.201	5/19/2021 4:23	4105.0647	996508.79	1445745.2	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	65.146771	-13084.593	50261.474	205.94737	-155.15789	-281298.59	.21539757	.21539757	.13644074	.03887224	.5513477	.74319383	.29107708	.27117097
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_A01	6.6833333	210519	3	7	14	NM354	13.326819	4	19-maj-2021 14:41:33	4539	157248.91	136	0	.00256948	.9974305	3.340e-13	2	2	A01	3912.7406	926944.58	0	0	1.220e+09	5955.6346	15164.597	3704.4797	1312209.5	0	0	1.185e+09	5785.8865	13616.001	3932.5788	947490.84	0	0	1.232e+09	6017.8145	15166.377	3719.329	1331320.2	0	0	1.220e+09	5956.4862	13732.659	5/19/2021 4:41	3912.7406	926944.58	1312209.5	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-127.17726	-16724.607	15198.475	-475.61538	-257.34615	-239075.01	-.46293515	-.46293515	-.5513477	-.11685275	-.35721583	.13644074	-.45535347	-.63302463
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_A02	6.9666667	210519	3	7	14	NM361	7.7529919	4	19-maj-2021 14:58:56	4727	138894.15	152	0	.00523146	.99476862	.28333333	2	2	A02	3776.3253	1001862.2	0	0	1.160e+09	5664.6108	14775.537	3753.8577	1145357.1	0	0	1.151e+09	5621.3517	14517.307	3753.0012	1049265.1	0	0	1.164e+09	5684.9561	14752.888	3753.3199	1145955.2	0	0	1.135e+09	5543.9503	14344.96	5/19/2021 4:58	3776.3253	1001862.2	1145357.1	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-263.59256	104952.98	-81807.275	-287.61538	-241.34615	-257429.77	-1.2138469	-1.2138469	.17578212	1.570585	-1.4491818	-1.2138469	-.25137174	-.41329661
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_A03	7.2666667	210519	3	7	14	NM369	10.952782	4	19-maj-2021 15:16:30	4505	136836.96	174	0	.00348462	.99651539	.58333333	2	2	A03	3894.733	936724.24	0	0	1.206e+09	5887.7383	14990.498	3726.5308	1299618.5	0	0	1.168e+09	5702.572	13629.325	3942.9801	935198.97	0	0	1.201e+09	5864.929	14953.071	3762.8219	1329555.7	0	0	1.189e+09	5803.6381	13719.296	5/19/2021 5:16	3894.733	936724.24	1299618.5	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-145.18486	-772.35752	11827.693	-509.61538	-219.34615	-259486.96	-.5741128	-.5741128	-.50664618	.11685275	-.42009151	.05832674	-.58692823	-.68050745
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_A04	7.55	210519	3	7	14	NM375	10.436687	4	19-maj-2021 15:33:31	5050	21605.582	14	0	.00432429	.99567574	.86666667	2	1	A04	4410.3528	1031470.3	0	0	1.492e+09	7285.5343	17244.559	4065.0621	1429625.2	0	0	1.295e+09	6323.8929	14031.326	4173.8172	1005690.3	0	0	1.403e+09	6849.2975	16650.071	4129.2684	1418170.8	0	0	1.280e+09	6249.8558	14006.784	5/19/2021 5:33	4410.3528	1031470.3	1429625.2			AB	CD15	CCKAR	1	0	0	2	1	8	370.43489	-82768.7	-122170.59	35.384615	-379.34615	-374718.34	1.5071081	1.5071081	.44141204	-1.5071081	.39896027	-1.7208871	.21205892	.03827848
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_B02	7.0166667	210519	3	7	14	NM362	18.900646	4	19-maj-2021 15:01:13	5666	1126799	1307	0	.00074786	.99925214	.33333333	4	3	B02	4208.2555	1136026	1	8	1.618e+09	7898.6262	17837.775	4049.2281	1581284.8	0	0	1.562e+09	7624.5585	15612.231	3959.6809	1117752.7	1	13	1.651e+09	8059.3808	18100.471	4123.8763	1568275.1	0	0	1.510e+09	7371.6727	15350.7	5/19/2021 5:01	4208.2555	1136026	1581284.8	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	168.33766	91061.186	132965.75	651.38462	913.65385	730475.08	.62056827	.62056827	1.5071081	1.299424	1.570585	2.0667291	1.1095904	.91769489
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_B03	7.3	210519	3	7	14	NM370	14.25579	4	19-maj-2021 15:18:16	5599	653912.23	675	0	.00142726	.99857271	.61666667	3	3	B03	5566.6315	1893426.5	0	0	3.649e+09	17815.162	27707.428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5/19/2021 5:18				0	1	AB	CD15	CCKAR	1	0	0	2	1	8				584.38462	281.65385	257588.31							.94724991	.78046962
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_B04	7.5833333	210519	3	7	14	NM376	15.081543	4	19-maj-2021 15:35:21	5699	108395.78	153	0	.00243947	.9975605	.9	2	1	B04	4380.4824	1097176.5	0	0	1.367e+09	6675.6659	15457.23	4157.1314	1487465.8	0	0	1.365e+09	6666.9825	14467.671	4178.1035	1161895.8	0	0	1.379e+09	6735.0954	15360.966	4167.6217	1463629.8	0	0	1.339e+09	6538.7628	14329.573	5/19/2021 5:35	4380.4824	1097176.5	1487465.8	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	340.56452	-6823.6581	-49035.938	684.38462	-240.34615	-287928.14	1.395747	1.395747	1.0651198	.07780333	.79544174	-.74319383	1.2228826	.97765644
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_C01	6.7666667	210519	3	7	14	NM355	13.636476	4	19-maj-2021 14:46:20	5138	340723.9	318	0	.00158399	.99841595	.08333333	3	2	C01	4087.0922	966033.33	0	0	1.232e+09	6017.4372	15095.428	4062.8543	1402290	0	0	1.265e+09	6177.873	13940.865	4265.7968	986729.13	0	0	1.269e+09	6196.7378	15210.375	4041.7762	1394125.4	0	0	1.228e+09	5995.4808	13707.46	5/19/2021 4:46	4087.0922	966033.33	1402290	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	47.174303	-37399.514	16008.446	123.38462	-75.346154	-55600.025	.15608123	.15608123	-.15608123	-.5741128	.2957227	.15608123	.31109922	.1925285
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_C02	7.05	210519	3	7	14	NM363	16.010514	4	19-maj-2021 15:03:49	4783	79192.955	117	0	.00830355	.99169648	.36666667	2	1	C02	3998.1088	1015769	0	0	1.330e+09	6495.3916	15778.363	3736.9214	1387665.4	0	0	1.243e+09	6070.5477	14085.516	3983.0562	1025369.3	0	0	1.338e+09	6535.4682	15865.324	3735.5566	1392659.9	0	0	1.268e+09	6189.9992	14299.259	5/19/2021 5:03	3998.1088	1015769	1387665.4	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-41.809044	42837.622	46944.611	-231.61538	-276.34615	-317130.97	-.11685275	-.11685275	.2957227	.76905533	.11685275	.66840365	-.11506078	-.33124688
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_C04	7.6166667	210519	3	7	14	NM377	13.636476	4	19-maj-2021 15:37:20	5019	1068338.5	896	0	.00057298	.99942708	.93333333	4	3	C04	4259.0715	992202.15	0	0	1.398e+09	6825.3004	16644.556	4134.9898	1409856.6	0	0	1.349e+09	6588.9946	14744.429	4300.9728	1020285	0	0	1.459e+09	7124.888	16945.206	4156.3795	1398581.5	0	0	1.352e+09	6599.9977	14775.447	5/19/2021 5:37	4259.0715	992202.15	1409856.6	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	219.15361	-70181.19	-64480.993	4.3846154	502.65385	672014.56	.878182	.878182	.07780333	-1.1363408	.35721583	-.90712427	.1925285	.01913573
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_D01	6.8	210519	3	7	14	NM356	10.539906	4	19-maj-2021 14:48:21	4402	8576.4848	0	1	.9993462	.00065375	.11666667	1	1	D01	3844.8463	879063.11	0	0	1.167e+09	5700.4241	14993.949	3728.0754	1238278.8	0	0	1.107e+09	5406.8417	13257.034	3835.0016	886151.12	0	0	1.168e+09	5701.1065	14964.808	3713.4262	1238458.3	0	0	1.136e+09	5547.9135	13528.487	5/19/2021 4:48	3844.8463	879063.11	1238278.8	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-195.07159	-41333.482	-23969.28	-612.61538	-393.34615	-387747.44	-.74319383	-.74319383	-.99892823	-.62056827	-.84995728	-.31608501	-.68050745	-.78046962
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_D02	7.0833333	210519	3	7	14	NM364	12.501067	4	19-maj-2021 15:05:49	4274	175745.55	161	0	.00362665	.99637336	.4	2	2	D02	3856.0272	970758.67	0	0	1.442e+09	7043.2183	17386.791	3868.0921	1176012	0	0	1.401e+09	6840.5854	16309.241	3824.4435	1035956.4	1	44	1.465e+09	7151.8162	17324.015	3709.0907	1157230.2	1	75	1.289e+09	6293.9977	15557.681	5/19/2021 5:05	3856.0272	970758.67	1176012			AB	CD15	CCKAR	1	0	0	2	1	8	-183.89066	46529.513	-91960.927	-740.61538	-232.34615	-220578.38	-.7178201	-.7178201	-.11685275	.84995728	-1.2138469	-1.3460246	-.80668615	-.97765644
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_D03	7.35	210519	3	7	14	NM371	11.675315	4	19-maj-2021 15:21:46	4502	712287.76	543	0	.00160542	.99839455	.66666667	3	3	D03	4070.5284	926166.99	0	0	1.159e+09	5657.1937	14585.573	3925.7627	1334460.4	0	0	1.138e+09	5556.4239	13254.63	4087.0922	935049.44	0	0	1.171e+09	5716.4027	14653.82	3938.2443	1352853.4	0	0	1.161e+09	5670.6746	13404.715	5/19/2021 5:21	4070.5284	926166.99	1334460.4	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	30.610545	-71588.177	-43340.254	-512.61538	149.65385	315963.83	.05832674	.05832674	-.5741128	-1.2138469	-.19555148	-.59717942	-.60981444	-.70483001
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_E01	6.8333333	210519	3	7	14	NM357	12.810724	4	19-maj-2021 14:50:28	5096	24579.248	27	0	.00103657	.99896348	.15	2	1	E01	3972.4813	947371.22	1	2	1.222e+09	5965.1136	14876.87	3924.7569	1361676	0	0	1.266e+09	6183.0938	13708.104	3814.4521	955535.89	1	11	1.237e+09	6038.8781	14978.055	3839.5338	1343313	0	0	1.249e+09	6100.6471	13653.177	5/19/2021 4:50	3972.4813	947371.22	1361676	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-67.436551	-16775.693	34076.896	81.384615	-366.34615	-371744.67	-.31608501	-.31608501	-.35721583	-.13644074	.03887224	.4846749	.27117097	.15367931
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_E02	7.1333333	210519	3	7	14	NM365	17.042704	4	19-maj-2021 15:08:05	6004	1095700.7	1186	0	.00064439	.99935561	.45	4	3	E02	4292.272	1054289.6	0	0	1.499e+09	7318.8362	17105.827	4215.5373	1549702.8	0	0	1.465e+09	7155.5876	15223.304	4522.9869	1095112.9	0	0	1.577e+09	7702.1866	17414.309	4227.4711	1534809	0	0	1.432e+09	6990.1688	15045.199	5/19/2021 5:08	4292.272	1054289.6	1549702.8	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	252.35416	-19474.162	58366.023	989.38462	792.65385	699376.78	.99892823	.99892823	.62056827	-.27548228	1.2138469	.84995728	1.5150056	1.3545138
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_E03	7.3833333	210519	3	7	14	NM372	16.320171	4	19-maj-2021 15:23:55	5601	110603.42	77	0	.00218854	.9978115	.7	2	1	E03	3998.2884	1056084	1	9	1.412e+09	6893.4643	16121.805	4044.735	1463779.3	0	0	1.435e+09	7004.6072	14927.552	4152.3985	1139614.9	0	0	1.442e+09	7039.7569	16003.502	4053.4101	1465573.7	0	0	1.389e+09	6784.026	14565.812	5/19/2021 5:23	3998.2884	1056084	1463779.3	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-41.62952	83091.026	122966.58	586.38462	-316.34615	-285720.51	-.09730949	-.09730949	.64430165	1.1742121	.64430165	1.9247266	.97765644	.80668615
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_F01	6.8666667	210519	3	7	14	NM358	8.165868	4	19-maj-2021 14:52:27	4354	52817.196	55	0	.00226162	.99773836	.18333333	2	1	F01	3948.9828	860430.91	0	0	1.334e+09	6511.8471	16857.896	3947.8807	1235527.3	0	0	1.207e+09	5895.0148	14169.637	3969.4612	885313.72	0	0	1.374e+09	6707.2558	17032.55	3932.4914	1247251	0	0	1.242e+09	6062.8902	14505.657	5/19/2021 4:52	3948.9828	860430.91	1235527.3			AB	CD15	CCKAR	1	0	0	2	1	8	-90.935058	-95661.26	-80040.2	-660.61538	-338.34615	-343506.73	-.35721583	-.35721583	-1.2554862	-2.0667291	-.90712427	-1.1742121	-.72957689	-.86086395
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_F02	7.15	210519	3	7	14	NM366	13.430038	4	19-maj-2021 15:09:56	5384	1092980.3	1207	0	.00006586	.99993408	.46666667	4	3	F02	4243.4857	951887.21	0	0	1.219e+09	5954.3322	15179.895	3785.5523	1357847.9	0	0	1.171e+09	5718.7411	13928.5	3966.6688	946952.51	0	0	1.210e+09	5909.0062	15166.986	3796.5889	1335118.4	0	0	1.154e+09	5633.1691	13849.305	5/19/2021 5:09	4243.4857	951887.21	1357847.9	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	203.56784	-105153.69	-108509.51	369.38462	813.65385	696656.36	.7178201	.7178201	-.27548228	-2.2692058	0	-1.570585	.71714855	.41329661
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_F04	7.7	210519	3	7	14	NM378	14.565447	4	19-maj-2021 15:42:10	5622	1167506.4	785	0	.00303406	.99696594	1.0166667	4	3	F04	4076.0718	1082761.2	0	0	1.471e+09	7183.802	16617.741	3980.386	1482052.6	0	0	1.370e+09	6688.4757	14693.648	4069.9406	1096309.2	0	0	1.494e+09	7295.9995	16667.358	3992.2025	1503316.7	0	0	1.402e+09	6846.2221	14892.944	5/19/2021 5:42	4076.0718	1082761.2	1482052.6	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	36.153951	83105.911	101413.6	607.38462	391.65385	771182.47	.09730949	.09730949	.82239396	1.2138469	.76905533	1.7208871	1.0748481	.83346922
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_G01	6.9	210519	3	7	14	NM359	10.02381	4	19-maj-2021 14:54:38	4132	74777.29	121	0	.01265878	.98734123	.21666667	2	1	G01	4014.245	905830.08	0	0	1.168e+09	5702.13	14831.124	3984.4076	1305001.8	0	0	1.141e+09	5573.6413	13239.095	4227.7717	971297	0	0	1.228e+09	5996.4171	14963.682	4015.5523	1289958.5	0	0	1.122e+09	5478.2068	13137.602	5/19/2021 4:54	4014.245	905830.08	1305001.8	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-25.672844	-72632.456	-43980.938	-882.61538	-272.34615	-321546.63	-.07780333	-.07780333	-.69290035	-1.299424	-.3780057	-.62056827	-.88892051	-1.2228826
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_G02	7.1833333	210519	3	7	14	NM367	13.120381	4	19-maj-2021 15:11:46	5839	410725.48	651	0	.08204977	.91795021	.5	3	2	G02	4249.5706	1028509.5	0	0	1.587e+09	7750.5494	18128.984	4271.8044	1551287.8	0	0	1.520e+09	7422.0938	15559.115	4287.071	1081295.8	0	0	1.680e+09	8202.6602	18491.855	4276.6884	1544140	0	0	1.524e+09	7440.0434	15542.772	5/19/2021 5:11	4249.5706	1028509.5	1551287.8			AB	CD15	CCKAR	1	0	0	2	1	8	209.65277	-30617.151	81814.853	824.38462	257.65385	14401.552	.76905533	.76905533	.39896027	-.44141204	1.2554862	1.1000328	1.3080991	1.1457264
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_G03	7.4666667	210519	3	7	14	NM373	13.017162	4	19-maj-2021 15:28:57	5015	304465.57	235	0	.00664088	.99335915	.78333333	3	2	G03	4130.2786	1094455	0	0	1.304e+09	6367.1172	15045.153	3962.3349	1408839.7	0	0	1.166e+09	5690.9563	13310.787	4271.5174	1004314.6	0	0	1.216e+09	5939.0895	14726.857	4004.3351	1408241.6	0	0	1.155e+09	5638.9054	13252.906	5/19/2021 5:29	4130.2786	1094455	1408839.7	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	90.360762	76218.805	446.01773	.38461538	-158.34615	-91858.355	.33657924	.33657924	.99892823	1.1000328	.33657924	-.09730949	.17307125	0
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_G04	7.7333333	210519	3	7	14	NM379	12.294629	4	19-maj-2021 15:44:26	4515	7278.1778	0	1	.99999738	2.608e-06	1.05	1	1	G04	4127.1494	922488.4	0	0	1.226e+09	5988.6775	15243.721	3968.4666	1329765	0	0	1.251e+09	6109.8486	13910.161	4175.0781	953771.36	0	0	1.282e+09	6257.6253	15445.067	3975.8414	1311581.4	0	0	1.246e+09	6085.0857	13860.841	5/19/2021 5:44	4127.1494	922488.4	1329765	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	87.231477	-94675.102	-77026.449	-499.61538	-393.34615	-389045.75	.31608501	.31608501	-.59717942	-1.9247266	-.21539757	-1.1000328	-.52001455	-.65658098
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_H01	6.9333333	210519	3	7	14	NM360	16.629828	4	19-maj-2021 14:56:55	6134	1187366.9	1195	0	.00200259	.99799734	.25	4	3	H01	4601.4161	1259991.5	0	0	1.650e+09	8056.2743	17174.963	4236.1779	1668942.9	0	0	1.454e+09	7098.1815	15231.223	4350.7885	1238278.8	1	4	1.602e+09	7822.8521	16964.621	4359.0089	1702379.2	0	0	1.505e+09	7349.0191	15502.858	5/19/2021 4:56	4601.4161	1259991.5	1668942.9	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	561.49825	80260.35	19319.755	1119.3846	801.65385	791043.02	2.6626875	2.6626875	2.6626875	1.1363408	2.6626875	.19555148	1.7281046	1.578269
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_H02	7.2333333	210519	3	7	14	NM368	9.5077153	4	19-maj-2021 15:14:09	3946	5161.6127	0	1	.9999845	.00001544	.55	1	1	H02	3948.4716	959244.38	0	0	1.188e+09	5798.8793	14637.644	3860.9995	1142934.6	0	0	1.180e+09	5760.2221	13887.992	3866.2361	989181.52	0	0	1.184e+09	5782.0142	14553.037	3849.293	1161237.8	0	0	1.167e+09	5695.8434	13811.258	5/19/2021 5:14	3948.4716	959244.38	1142934.6	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-91.446295	3327.4568	-172371.21	-1068.6154	-393.34615	-391162.31	-.3780057	-.3780057	-.21539757	.15608123	-1.5071081	-2.2692058	-1.3080991	-1.578269
AB_CD15_08dpf_VAST02_plate03_CCKAR_210519_H03	7.5166667	210519	3	7	14	NM374	17.971675	4	19-maj-2021 15:31:04	4835	41901.928	42	0	.01120598	.98879403	.83333333	2	1	H03	4075.5435	1041519.2	0	0	1.308e+09	6385.9209	15285.517	4020.3199	1432825.3	0	0	1.308e+09	6387.9803	14180.834	4289.8571	1107105.7	1	24	1.337e+09	6529.3186	15268.448	3941.5273	1410394.9	1	55	1.265e+09	6176.9006	13903.768	5/19/2021 5:31	4075.5435	1041519.2	1432825.3	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	35.625634	42044.94	52456.815	-179.61538	-351.34615	-354422	.07780333	.07780333	.4846749	.74319383	.46293515	.76905533	-.05743526	-.25137174
