filename	tod	date	plate	batch	tank	index	protein	f_batch	ModTime	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tsf	Food_fluo_cat	Food_fluo_cat_all	Wellfolder	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	cckar_dich	qRNA	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_A03	4.7	210519	2	7	14	NM318		2	19-maj-2021 12:42:07	4975	480317.67	406	0	.00343788	.99656206	.6	3	3	A03	3985.5896	985592.65	0	0	1.544e+09	7541.1531	18100.288	4017.4139	1390835.6	0	0	1.364e+09	6660.4904	15023.824	3977.6012	985861.82	0	0	1.531e+09	7476.4257	18012.39	3910.1907	1386768.2	0	0	1.371e+09	6695.5492	15007.616	5/19/2021 2:42	3985.5896	985592.65	1390835.6			AB	CD15	CCKAR	1	0	0	2	1	8	-54.328298	16952.539	56524.822	211.5	-107.60714	-7005.3051	-.17578212	-.17578212	0	.44141204	.17578212	.79544174	.11506078	.29107708
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_A04	5.0166667	210519	2	7	14	NM325	11.985014	2	19-maj-2021 13:01:58	5160	428665.62	543	0	.00066091	.99933904	.91666667	3	2	A04	4348.7052	1011223.1	0	0	1.316e+09	6425.3351	15451.55	4017.9089	1374835.2	0	0	1.326e+09	6476.1658	14502.807	4146.3549	1090088.5	0	0	1.334e+09	6513.0237	15311.784	4036.3858	1381833.5	0	0	1.340e+09	6543.2191	14511.952	5/19/2021 3:02	4348.7052	1011223.1	1374835.2	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	308.78728	-81884.528	-145396.13	396.5	29.392857	-58657.364	1.2554862	1.2554862	.23532887	-1.4491818	.07780333	-2.0667291	.33124688	.43422903
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_A05	5.3666667	210519	2	7	14	NM331	9.6425299	2	19-maj-2021 13:22:20	4114	101932.3	193	0	.00313098	.99686903	1.2666667	2	1	A05	3417.9862	836385.5	0	0	1.074e+09	5245.0474	14197.698	3513.3899	1183249.5	0	0	1.110e+09	5421.9014	13318.393	3508.2617	845686.65	0	0	1.080e+09	5271.4389	14188.249	3539.363	1175234.4	0	0	1.093e+09	5337.0429	13146.987	5/19/2021 3:22	3417.9862	836385.5	1183249.5	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-621.93163	62306.583	139560.12	-649.5	-320.60714	-385390.68	-2.0667291	-2.0667291	-1.6411071	1.0314591	-1.1742121	2.2692058	-.94724991	-.83346922
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_A06	5.6833333	210519	2	7	14	NM337	8.0397776	2	19-maj-2021 13:41:03	3955	5786.7437	0	1	.9996202	.00037978	1.5833333	1	1	A06	3660.2283	838658.45	0	0	1.146e+09	5594.314	14920.208	3504.3765	1138927	0	0	1.096e+09	5351.4302	13296.306	3681.1553	831989.14	0	0	1.127e+09	5503.4728	14773.985	3507.7246	1147899.2	0	0	1.085e+09	5298.6784	13152.536	5/19/2021 3:41	3660.2283	838658.45	1138927	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-379.68959	-18455.394	-28793.918	-808.5	-513.60714	-481536.24	-1.5071081	-1.5071081	-1.570585	-.21539757	-1.570585	-.3780057	-1.2643432	-1.0089949
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_A07	6.1333333	210519	2	7	14	NM343	19.998776	2	19-maj-2021 14:08:29	5468	593511.5	704	0	.00095617	.99904376	2.0333333	3	3	A07	4255.8261	1093557.7	0	0	1.719e+09	8393.6749	18912.471	4149.5994	1563878.8	0	0	1.539e+09	7513.2936	15799.394	4271.3178	1108601.1	0	0	1.719e+09	8391.1809	18786.187	4190.351	1588582.2	0	0	1.581e+09	7721.07	16027.439	5/19/2021 4:08	4255.8261	1093557.7	1563878.8	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	215.9082	32286.85	91202.919	704.5	190.39286	106188.52	.84995728	.84995728	.96742157	.66840365	1.395747	1.395747	.78046962	1.0413569
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_A08	6.4166667	210519	2	7	14	NM351	13.464478	2	19-maj-2021 14:25:12	4205	552424.09	466	0	.00053864	.99946135	2.3166667	3	3	A08	3779.5749	1015978.4	0	0	1.311e+09	6401.4886	15815.266	3812.2209	1276500.2	0	0	1.229e+09	6001.232	14355.533	3972.3044	941539.31	0	0	1.305e+09	6370.4292	15913.996	3806.5014	1258256.8	0	0	1.203e+09	5871.6041	14283.419	5/19/2021 4:25	3779.5749	1015978.4	1276500.2	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-260.34293	117955.3	47672.058	-558.5	-47.607143	65101.113	-1.1742121	-1.1742121	.31608501	1.7208871	-.62056827	.69290035	-.86086395	-.75477886
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_B01	4.1333333	210519	2	7	14	NM307	8.7795095	2	19-maj-2021 12:08:07	3653	11199.307	5	0	.00141687	.9985832	.03333333	2	1	B01	4029.5782	870958.25	0	0	1.130e+09	5516.2302	14522.155	3792.3682	1242495.7	0	0	1.061e+09	5178.2606	12850.697	3812.3817	865993.65	0	0	1.090e+09	5320.3471	14317.725	3806.2657	1229994.5	0	0	1.049e+09	5123.0882	12794.256	5/19/2021 2:08	4029.5782	870958.25	1242495.7			AB	CD15	CCKAR	1	0	0	2	1	8	-10.339663	-112760.14	-114337.86	-1110.5	-508.60714	-476123.67	-.05832674	-.05832674	-1.1363408	-2.6626875	-.82239396	-1.6411071	-1.7281046	-1.6485657
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_B02	4.4	210519	2	7	14	NM311	12.478169	2	19-maj-2021 12:24:03	4653	479512.98	841	0	.00003005	.99996996	.3	3	2	B02	3893.8114	915938.72	0	0	1.327e+09	6479.2711	16454.418	3777.0024	1354139.4	0	0	1.282e+09	6257.4622	14692.136	3944.8456	933255	0	0	1.358e+09	6631.6934	16544.828	3910.5387	1356203	0	0	1.277e+09	6237.0647	14623.729	5/19/2021 2:24	3893.8114	915938.72	1354139.4	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-146.10643	-21241.985	66820.428	-110.5	327.39286	-7810.0025	-.59717942	-.59717942	-.64430165	-.2957227	-.03887224	.93684711	-.31109922	-.15367931
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_B03	4.7333333	210519	2	7	14	NM319		2	19-maj-2021 12:44:01	4088	407632.6	369	0	.00633261	.99366742	.63333333	3	2	B03	3688.4722	848677.37	0	0	1.303e+09	6362.9286	16799.231	3760.3771	1191503.9	0	0	1.108e+09	5412.1696	13453.017	3687.9005	851937.26	0	0	1.298e+09	6339.6897	16697.012	3751.8853	1206337.9	0	0	1.131e+09	5522.589	13540.818	5/19/2021 2:44	3688.4722	848677.37	1191503.9			AB	CD15	CCKAR	1	0	0	2	1	8	-351.44567	-18117.833	9321.6757	-675.5	-144.60714	-79690.375	-1.395747	-1.395747	-1.5071081	-.17578212	-1.0651198	.01943245	-.97765644	-.88892051
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_B04	5.0666667	210519	2	7	14	NM326	9.272664	2	19-maj-2021 13:04:30	4030	369870.23	261	0	.00290435	.9970957	.96666667	3	2	B04	3671.1609	866472.17	0	0	1.252e+09	6113.6225	16052.876	3737.0934	1255565.2	0	0	1.149e+09	5611.9536	13444.811	3696.9397	863421.63	0	0	1.240e+09	6053.436	15907.772	3725.1221	1256462.4	0	0	1.165e+09	5689.6365	13549.876	5/19/2021 3:04	3671.1609	866472.17	1255565.2	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-368.75696	5610.8756	82246.596	-733.5	-252.60714	-117452.75	-1.4491818	-1.4491818	-1.1742121	.19555148	-.74319383	1.1363408	-1.0413569	-.94724991
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_B05	5.4166667	210519	2	7	14	NM332	20.122064	2	19-maj-2021 13:25:32	5591	909067.35	848	0	.00012305	.99987698	1.3166667	4	3	B05	4481.2327	1066790.8	0	0	1.532e+09	7478.9022	17317.432	4222.6577	1538248.3	1	37	1.393e+09	6804.1906	14990.729	4222.7816	1074865.7	0	0	1.517e+09	7407.125	17182.28	4243.8769	1518389.9	0	0	1.375e+09	6714.2434	14914.212	5/19/2021 3:25	4481.2327	1066790.8	1518389.9	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	441.31482	-71744.255	-69697.519	827.5	334.39286	421744.37	1.9247266	1.9247266	.69290035	-1.2554862	.99892823	-.93684711	.91769489	1.2228826
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_B06	5.7166667	210519	2	7	14	NM338	14.327498	2	19-maj-2021 13:43:19	5297	910292.36	1120	0	.00074648	.99925345	1.6166667	4	3	B06	4200.6444	998273.32	0	0	1.330e+09	6495.1687	15709.527	3900.5186	1391164.6	0	0	1.290e+09	6299.6418	14155.736	4001.0214	970579.22	0	0	1.265e+09	6176.8222	15363.803	3948.4981	1379919.4	0	0	1.270e+09	6201.3958	14062.56	5/19/2021 3:43	4200.6444	998273.32	1391164.6	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	160.7265	-44082.571	-53257.459	533.5	606.39286	422969.38	.5741128	.5741128	.15608123	-.76905533	.19555148	-.79544174	.54204681	.70483001
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_B07	6.1666667	210519	2	7	14	NM344	11.861725	2	19-maj-2021 14:10:35	3895	6381.4013	0	1	.99972647	.00027356	2.0666667	1	1	B07	3835.1537	1016008.3	0	0	1.162e+09	5673.486	14293.344	3854.2429	1243542.5	0	0	1.112e+09	5427.2977	13298.299	3872.2844	974377.44	0	0	1.167e+09	5697.091	14384.296	3850.8738	1217971.8	0	0	1.086e+09	5302.5756	13279.805	5/19/2021 4:10	3835.1537	1016008.3	1243542.5	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-204.76418	98934.102	-13742.858	-868.5	-513.60714	-480941.58	-.79544174	-.79544174	.33657924	1.4491818	-.79544174	-.21539757	-1.4040454	-1.1457264
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_B08	6.45	210519	2	7	14	NM352	16.176828	2	19-maj-2021 14:27:06	4723	248546.12	277	0	.00340259	.99659747	2.35	2	2	B08	3930.4603	944799.19	0	0	1.236e+09	6035.5873	15272.407	3885.1456	1337630.6	0	0	1.183e+09	5775.547	13577.884	4231.8267	983349.61	0	0	1.281e+09	6253.4741	15385.88	3877.6561	1319118	0	0	1.144e+09	5583.7504	13270.589	5/19/2021 4:27	3930.4603	944799.19	1337630.6	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-109.45759	-4943.8803	31546.886	-40.5	-236.60714	-238776.86	-.39896027	-.39896027	-.3780057	.09730949	-.15608123	.46293515	-.27117097	-.09581926
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_C02	4.4333333	210519	2	7	14	NM312	12.35488	2	19-maj-2021 12:26:09	5384	868428.29	879	0	.00092242	.99907756	.33333333	3	3	C02	4158.872	994086.3	0	0	1.514e+09	7391.1675	17877.383	4084.9769	1461536.3	0	0	1.418e+09	6925.0853	15457.042	4064.6096	1017713	0	0	1.563e+09	7630.946	18021.043	4050.657	1427741.1	1	39	1.356e+09	6621.1497	15092.052	5/19/2021 2:26	4158.872	994086.3	1461536.3	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	118.95413	-33950.989	38502.318	620.5	365.39286	381105.31	.46293515	.46293515	.09730949	-.50664618	.62056827	.5741128	.71714855	.88892051
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_C03	4.75	210519	2	7	14	NM320		2	19-maj-2021 12:45:59	4595	373707.01	394	0	.00205108	.99794894	.65	3	2	C03	3910.9516	900177.61	0	0	1.179e+09	5756.3623	14912.777	3811.4049	1271625.4	0	0	1.142e+09	5575.0022	13383.191	4023.8295	922757.57	0	0	1.191e+09	5814.8342	14890.403	3872.2612	1264537.4	0	0	1.129e+09	5510.3645	13333.936	5/19/2021 2:46	3910.9516	900177.61	1271625.4			AB	CD15	CCKAR	1	0	0	2	1	8	-128.96626	-42878.347	-24469.637	-168.5	-119.60714	-113615.97	-.4846749	-.4846749	-.7178201	-.69290035	-.66840365	-.35721583	-.39254375	-.23167057
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_C04	5.1166667	210519	2	7	14	NM327	10.875416	2	19-maj-2021 13:07:39	4928	480657.41	356	0	.00174983	.99825019	1.0166667	3	3	C04	3807.8212	965285.64	0	0	1.311e+09	6403.2156	15731.319	3828.3008	1340412	0	0	1.270e+09	6200.4445	14097.775	3825.2997	966840.82	0	0	1.307e+09	6380.8458	15729.618	3703.0263	1341010.1	0	0	1.271e+09	6207.0337	14100.447	5/19/2021 3:07	3807.8212	965285.64	1340412	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-232.09672	57580.407	97121.32	164.5	-157.60714	-6665.5679	-1.0314591	-1.0314591	-.19555148	.96742157	-.13644074	1.6411071	.04785468	.25137174
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_C05	5.4666667	210519	2	7	14	NM333	17.039848	2	19-maj-2021 13:28:54	6133	900217.69	984	0	.00067881	.99932122	1.3666667	4	3	C05	4470.9799	1190726.3	0	0	1.794e+09	8758.7208	18740.009	4492.7038	1611760.3	0	0	1.769e+09	8638.5732	17204.482	4464.2723	1285621.9	0	0	1.789e+09	8736.2365	18340.28	4495.5819	1603176.9	0	0	1.725e+09	8425.2672	17013.295	5/19/2021 3:28	4470.9799	1190726.3	1611760.3			AB	CD15	CCKAR	1	0	0	2	1	8	431.06202	55705.714	28922.431	1369.5	470.39286	412894.71	1.8134176	1.8134176	1.8134176	.90712427	1.7208871	.3780057	1.6485657	2.0730466
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_C07	6.2	210519	2	7	14	NM345	16.91656	2	19-maj-2021 14:12:37	5175	300631.03	296	0	.00200931	.99799073	2.1	3	2	C07	4112.5145	970429.69	0	0	1.544e+09	7538.5732	18227.937	4178.9731	1434260.9	0	0	1.337e+09	6529.5427	14658.799	4098.5609	971207.28	0	0	1.524e+09	7439.6188	18060.232	4172.8318	1434709.5	0	0	1.359e+09	6633.7391	14734.949	5/19/2021 4:12	4112.5145	970429.69	1434260.9			AB	CD15	CCKAR	1	0	0	2	1	8	72.596664	-41717.345	34962.643	411.5	-217.60714	-186691.95	.25535411	.25535411	-.13644074	-.64430165	.4846749	.50664618	.37195861	.49823189
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_C08	6.4666667	210519	2	7	14	NM353	18.396023	2	19-maj-2021 14:28:57	5319	994832.12	1011	0	.00048283	.9995172	2.3666667	4	3	C08	4355.4465	1123524.8	0	0	1.737e+09	8482.824	18922.232	4398.2964	1618758.5	0	0	1.641e+09	8013.8506	16383.683	4507.2089	1153402.1	1	44	1.808e+09	8830.4595	19216.536	4402.8329	1595670.2	0	0	1.594e+09	7783.0047	16096.293	5/19/2021 4:28	4355.4465	1123524.8	1618758.5			AB	CD15	CCKAR	1	0	0	2	1	8	315.52866	28106.32	95075.523	555.5	497.39286	507509.14	1.299424	1.299424	1.3460246	.59717942	1.9247266	1.570585	.58692823	.72957689
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_D01	4.2	210519	2	7	14	NM308	17.286426	2	19-maj-2021 12:12:42	5676	1372743.4	1256	0	.00036231	.99963772	.1	4	4	D01	4451.6465	1155734.9	0	0	1.622e+09	7919.0474	17566.616	4407.5072	1617681.9	0	0	1.569e+09	7660.6731	15799.877	4638.3254	1152983.4	0	0	1.636e+09	7988.3793	17659.866	4446.1778	1614063.1	0	0	1.520e+09	7423.0824	15579.726	5/19/2021 2:12	4451.6465	1155734.9	1617681.9	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	411.7286	27341.305	44743.061	912.5	742.39286	885420.41	1.7208871	1.7208871	1.6411071	.5741128	1.8134176	.64430165	1.1457264	1.3080991
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_D02	4.4666667	210519	2	7	14	NM313	10.258973	2	19-maj-2021 12:28:23	4508	680740.91	824	0	.00026826	.99973172	.36666667	3	3	D02	3762.6431	853312.99	0	0	1.141e+09	5572.7063	14870.528	3585.0733	1186419.7	0	0	1.106e+09	5401.5973	13611.878	3691.9895	858516.85	0	0	1.127e+09	5501.3274	14782.215	3565.7298	1193298.3	0	0	1.088e+09	5312.0235	13452.97	5/19/2021 2:28	3762.6431	853312.99	1186419.7	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-277.27481	-38906.256	-33739.139	-255.5	310.39286	193417.93	-1.2554862	-1.2554862	-1.4491818	-.59717942	-1.1363408	-.46293515	-.56434541	-.37195861
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_D04	5.1666667	210519	2	7	14	NM328	9.1493754	2	19-maj-2021 13:10:36	4391	293089.61	366	0	.00171674	.99828327	1.0666667	3	2	D04	3830.9716	895661.62	1	22	1.149e+09	5608.9342	14673.785	3789.4926	1272522.6	0	0	1.140e+09	5565.5817	13495.872	3926.9433	906039.43	0	0	1.167e+09	5699.3123	14762.71	3812.111	1265195.3	0	0	1.127e+09	5504.5124	13436.035	5/19/2021 3:10	3926.9433	906039.43	1272522.6	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-112.97457	-42498.11	-31760.404	-372.5	-147.60714	-194233.37	-.42009151	-.42009151	-.66840365	-.66840365	-.64430165	-.44141204	-.70483001	-.54204681
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_D05	5.5166667	210519	2	7	14	NM334	11.121994	2	19-maj-2021 13:31:44	4844	176474.71	191	0	.00848747	.99151248	1.4166667	2	2	D05	3889.6001	939116.82	0	0	1.471e+09	7180.5721	17621.505	3884.676	1288851.9	0	0	1.400e+09	6836.9858	15669.24	3930.3538	1026475.8	0	0	1.498e+09	7316.6996	17349.568	3896.7597	1292739.9	0	0	1.375e+09	6714.9245	15409.107	5/19/2021 3:31	3889.6001	939116.82	1288851.9			AB	CD15	CCKAR	1	0	0	2	1	8	-150.31774	3379.6526	3689.2028	80.5	-322.60714	-310848.27	-.62056827	-.62056827	-.4846749	.17578212	-.4846749	-.03887224	-.03827848	.134345
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_D06	5.7833333	210519	2	7	14	NM339	11.985014	2	19-maj-2021 13:47:31	4116	19427.049	19	0	.02543806	.97456193	1.6833333	2	1	D06	3792.1158	884177.25	0	0	1.326e+09	6475.6852	16698.737	3855.3136	1244439.7	0	0	1.205e+09	5884.516	14038.838	3874.2881	896768.19	0	0	1.355e+09	6615.6836	16855.417	3850.1903	1268425.3	0	0	1.239e+09	6048.0559	14221.275	5/19/2021 3:47	3792.1158	884177.25	1244439.7			AB	CD15	CCKAR	1	0	0	2	1	8	-247.80208	-18144.56	9190.4083	-647.5	-494.60714	-467895.93	-1.1000328	-1.1000328	-.93684711	-.19555148	-.76905533	0	-.91769489	-.80668615
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_D07	6.2333333	210519	2	7	14	NM346	16.793271	2	19-maj-2021 14:14:53	5479	986763.03	989	0	.00032965	.99967039	2.1333333	4	3	D07	4266.8903	1121580.8	0	0	1.434e+09	7000.8146	15999.154	3969.1862	1514621.6	0	0	1.350e+09	6589.835	14436.318	4271.2653	1130224	0	0	1.428e+09	6973.234	15943.034	4020.2604	1535048.2	0	0	1.393e+09	6801.1414	14680.602	5/19/2021 4:14	4266.8903	1121580.8	1514621.6	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	226.97246	56517.353	36280.655	715.5	475.39286	499440.05	.93684711	.93684711	1.299424	.93684711	.93684711	.52886482	.80668615	1.0748481
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_E02	4.5166667	210519	2	7	14	NM314	11.245282	3	19-maj-2021 12:31:10	5242	678987.15	574	0	.00136043	.99863952	.23333333	3	3	E02	4130.5031	1002340.7	0	0	1.321e+09	6452.4948	15691.911	3966.0316	1431240.2	0	0	1.304e+09	6367.9937	14370.917	4131.1692	1017683.1	0	0	1.313e+09	6410.1098	15565.157	3981.9861	1442096.6	0	0	1.348e+09	6582.7814	14639.626	5/19/2021 2:31	4130.5031	1002340.7	1431240.2	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	90.585226	-15972.394	22731.602	320.94737	13.842105	121234.09	.35721583	.35721583	.19555148	-.05832674	.44141204	.27548228	.41329661	.35152991
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_E03	4.85	210519	2	7	14	NM321		3	19-maj-2021 12:51:02	6069	733659.85	628	0	.00003799	.99996197	.56666667	3	3	E03	4205.3016	1053003.5	0	0	1.460e+09	7129.8822	16692.457	4195.3547	1530442.5	0	0	1.420e+09	6932.7129	14908.032	4364.5559	1060300.9	0	0	1.473e+09	7190.9614	16727.481	4205.8243	1508759.8	0	0	1.401e+09	6841.6388	14819.59	5/19/2021 2:51	4205.3016	1053003.5	1530442.5			AB	CD15	CCKAR	1	0	0	2	1	8	165.38375	9051.2577	83635.915	1147.9474	67.842105	175906.8	.59717942	.59717942	.5741128	.25535411	1.1000328	1.2138469	1.578269	1.6485657
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_E04	5.2	210519	2	7	14	NM329	8.4096435	3	19-maj-2021 13:12:55	4233	237999.46	275	0	.0025412	.99745888	.91666667	2	2	E04	3825.4678	891953.13	0	0	1.146e+09	5594.578	14568.697	3837.1846	1221620.5	0	0	1.116e+09	5448.7635	13167.415	3997.6899	941359.86	0	0	1.186e+09	5791.1446	14598.827	3857.0199	1211033.3	0	0	1.111e+09	5423.4304	13161.49	5/19/2021 3:12	3825.4678	891953.13	1221620.5	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	-214.45005	-21800.981	-30705.543	-688.05263	-285.15789	-319753.6	-.878182	-.878182	-.878182	-.31608501	-.93684711	-.42009151	-.83346922	-.91769489
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_E07	6.2666667	210519	2	7	14	NM347	14.574075	3	19-maj-2021 14:16:59	5397	56449.777	62	0	.00174981	.99825019	1.9833333	2	1	E07	4054.8375	1012897.9	0	0	1.396e+09	6818.7809	16479.433	3885.4151	1441259.2	0	0	1.355e+09	6615.6401	14612.762	4058.8774	1020255.1	0	0	1.391e+09	6789.8344	16376.722	3866.5455	1461536.3	0	0	1.378e+09	6730.019	14789.038	5/19/2021 4:17	4054.8375	1012897.9	1441259.2			AB	CD15	CCKAR	1	0	0	2	1	8	14.91962	20521.264	71492.44	475.94737	-498.15789	-501303.28	.01943245	.01943245	.27548228	.4846749	.52886482	.99892823	.75477886	.68050745
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_F02	4.55	210519	2	7	14	NM315	11.368571	3	19-maj-2021 12:33:10	4958	1004217	715	0	.00155428	.99844569	.26666667	4	3	F02	3840.3243	932507.32	0	0	1.257e+09	6136.5812	15690.452	3850.1903	1323394.8	0	0	1.215e+09	5932.3372	14175.574	3805.9514	928200.68	1	84	1.287e+09	6283.7254	15888.22	3730.8941	1331888.4	1	63	1.198e+09	5850.4782	14017.622	5/19/2021 2:33	3840.3243	932507.32	1323394.8	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-199.59357	13660.762	63462.008	36.947368	154.84211	446463.99	-.76905533	-.76905533	-.52886482	.31608501	-.2957227	.878182	.09581926	.05743526
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_F04	5.2666667	210519	2	7	14	NM330	13.094612	3	19-maj-2021 13:16:30	5276	1320206.1	1355	0	.00033557	.99966443	.98333333	4	4	F04	3981.5542	1025369.3	0	0	1.353e+09	6604.2572	15883.324	3784.9203	1426754.2	0	0	1.289e+09	6294.0014	14450.752	3986.67	1029646	0	0	1.340e+09	6541.8382	15842.939	3763.9345	1449663.1	0	0	1.320e+09	6447.5281	14618.256	5/19/2021 3:16	3981.5542	1025369.3	1426754.2	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-58.363655	58112.376	94509.564	354.94737	794.84211	762453.09	-.23532887	-.23532887	.35721583	.99892823	.3780057	1.5071081	.47668312	.39254375
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_F06	5.9666667	210519	2	7	14	NM340	15.06723	3	19-maj-2021 13:58:48	4734	9941.5779	0	1	.99423909	.00576089	1.6833333	2	1	F06	4086.719	973719.48	0	0	1.277e+09	6236.2304	15404.838	3827.7226	1329346.3	0	0	1.205e+09	5884.7899	13706.264	4218.6222	986549.68	0	0	1.279e+09	6246.3806	15314.976	3850.4699	1355724.5	0	0	1.241e+09	6057.7852	13882.674	5/19/2021 3:58	4086.719	973719.48	1329346.3	1	5	AB	CD15	CCKAR	1	0	0	2	1	8	46.801094	-29585.43	-56744.192	-187.05263	-560.15789	-547811.48	.13644074	.13644074	-.07780333	-.39896027	-.23532887	-.82239396	-.21205892	-.29107708
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_F07	6.3	210519	2	7	14	NM348	11.245282	3	19-maj-2021 14:18:49	4032	187223.75	199	0	.00266225	.99733776	2.0166667	2	2	F07	4048.072	923953.86	1	13	1.096e+09	5351.5597	13809.793	3827.4453	1204154.7	0	0	9.975e+08	4870.4564	12173.656	3815.291	891354.98	0	0	1.042e+09	5090.0067	13554.679	3805.3266	1187376.7	1	35	9.689e+08	4731.1826	12092.076	5/19/2021 4:18	3815.291	891354.98	1204154.7	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-224.62689	-18910.741	-42960.669	-889.05263	-361.15789	-370529.3	-.90712427	-.90712427	-.90712427	-.23532887	-.99892823	-.5741128	-1.0089949	-1.2643432
AB_CD15_08dpf_VAST02_plate02_CCKAR_210519_G01	4.3166667	210519	2	7	14	NM309	12.231591	3	19-maj-2021 12:19:06	4890	1035066.7	1284	0	.00014175	.99985826	.03333333	4	3	G01	3834.8574	939176.64	0	0	1.240e+09	6055.3112	15393.872	3766.5676	1343313	0	0	1.222e+09	5966.7074	14177.127	3960.4663	945008.54	0	0	1.243e+09	6067.5445	15379.9	3779.5749	1331738.9	0	0	1.213e+09	5920.8198	14122.119	5/19/2021 2:19	3834.8574	939176.64	1343313	0	1	AB	CD15	CCKAR	1	0	0	2	1	8	-205.06052	22204.017	86179.381	-31.052632	723.84211	477313.68	-.82239396	-.82239396	-.46293515	.50664618	-.09730949	1.3460246	0	-.03827848
