filename	tod	date	plate	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	mc4r_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	filename9	filename10	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_B07	4.5	211116	1	3	6	0	1	.98421705	.01578295	1	NT835	k5	7540	9794.1032	221	0	.00516721	.99483275	3	3	3	4414.9209	1234211.4	0	0	1.890e+09	9226.9422	19074.047	4250.6262	1607633.1	0	0	1.875e+09	9153.7878	17188.213	4403.7022	1243422.9	0	0	1.891e+09	9233.0158	19018.288	4245.9517	1616784.7	0	0	1.888e+09	9220.7988	17241.87	11/30/2021 9:24	4414.9209	1234211.4	1607633.1	4	ABs	CD15	mc4r	W	B07	1	0	0	1	1	8	366.54704	28825.631	-16557.764	1534.2424	-21.30303	555.18121	1.6181336	1.6181336	1.6872812	.58828945	1.269605	-.2224756	1.3444344	1.1304702
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_B08	4.5	211116	1	3	6	.02733651	.97266349	.93242102	.06757898	1	NT843	k5	4199	3860.5974	89	0	.09001032	.90998971	3	1	1	3558.2236	877358.4	0	0	1.296e+09	6326.9385	16249.766	3660.7553	1160609.7	0	0	1.274e+09	6222.2528	14220.293	3830.7647	895003.66	0	0	1.307e+09	6382.9052	16166.005	3655.1057	1174636.2	0	0	1.297e+09	6333.4318	14330.467	11/30/2021 9:24	3558.2236	877358.4	1160609.7	4	ABs	CD15	mc4r	W	B08	1	0	0	1	1	8	-490.15026	19900.827	10773.658	-1806.7576	-153.30303	-5378.3246	-1.6872812	-1.6872812	-1.555957	.44692449	-1.6181336	.1684908	-1.1304702	-1.3045299
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_B09	4.5	211116	1	3	5	.06441432	.93558568	.95638705	.04361295	1	NT851	k5	7410	12080.163	317	0	.01109521	.98890477	3	4	3	4023.5805	1163540.6	1	11	1.732e+09	8459.4519	18310.562	4060.3029	1566361.1	1	3	1.769e+09	8636.0569	16748.295	4028.8026	1175234.4	1	6	1.717e+09	8386.0622	18172.22	4021.0191	1559931	0	0	1.764e+09	8612.239	16745.72	11/30/2021 9:24	4028.8026	1175234.4	1566361.1	4	ABs	CD15	mc4r	W	B09	1	0	0	1	1	8	-19.571306	126661.81	155964.64	1404.2424	74.69697	2841.2412	-.27711717	-.27711717	1.0304114	1.8565143	.89042181	1.7655892	1.2666009	1.0696693
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_C05	4.5	211116	1	3	5	0	1	.93007245	.06992755	1	NT820	k5	5044	1353.7264	0	1	.99999392	6.068e-06	3	1	1	3967.3925	972164.31	0	0	1.367e+09	6676.3794	16080.643	3781.1849	1303955.1	0	0	1.456e+09	7108.8397	15167.202	3828.6015	993009.64	0	0	1.387e+09	6772.617	16182.27	3797.0497	1309757.1	0	0	1.458e+09	7118.6338	15148.985	11/30/2021 9:24	3967.3925	972164.31	1303955.1	4	ABs	CD15	mc4r	W	C05	1	0	0	1	1	8	-80.981358	-51467.956	-72438.515	-961.75758	-242.30303	-7885.1956	-.60940878	-.60940878	-.67448975	-.81426535	-.76602408	-.86448058	-.39158586	-.70077457
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_C06	4.5	211116	1	3	5	0	1	.94517147	.05482853	1	NT828	k5	4970	11698.524	352	0	.0139011	.98609889	3	3	3	4179.2773	1065534.7	0	0	1.490e+09	7277.6664	16637.546	3900.4611	1407912.6	0	0	1.570e+09	7666.0197	15844.844	4168.4827	1083688.4	0	0	1.512e+09	7381.544	16733.42	3932.4115	1410963.1	0	0	1.574e+09	7683.2895	15853.9	11/30/2021 9:24	4179.2773	1065534.7	1407912.6	4	ABs	CD15	mc4r	W	C06	1	0	0	1	1	8	130.90343	-44149.807	-85801.96	-1035.7576	109.69697	2459.6019	.71950311	.71950311	.11499296	-.67448975	-.10611267	-1.0008457	-.42769365	-.78839862
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_C07	4.5	211116	1	3	5	0	1	.98778803	.01221197	1	NT836	k5	5129	8502.3177	239	0	.00525302	.99474698	3	2	2	4035.0111	998811.65	0	0	1.379e+09	6731.6128	16050.673	3801.5523	1315977.8	0	0	1.471e+09	7184.8329	15174.109	3855.6084	987506.71	0	0	1.368e+09	6680.9577	16022.641	3839.8259	1311162.7	0	0	1.459e+09	7124.0052	15120.384	11/30/2021 9:24	4035.0111	998811.65	1315977.8	4	ABs	CD15	mc4r	W	C07	1	0	0	1	1	8	-13.362743	-52282.388	-97856.351	-876.75758	-3.3030303	-736.60426	-.20441633	-.20441633	-.50625727	-.83910846	-.67448975	-1.1942137	-.30339428	-.61822984
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_C08	4.5	211116	1	3	5	.94330377	.05669623	0	1	0	NT844	k5	4149	8760.1167	261	0	.01815608	.98184389	3	2	2	3770.0676	889680.18	0	0	1.222e+09	5967.8317	15152.445	3680.7288	1182711.2	0	0	1.278e+09	6239.4702	14110.347	3725.5195	908910.52	0	0	1.238e+09	6042.8052	15186.421	3702.4447	1178105.5	0	0	1.270e+09	6201.5788	14066.591	11/30/2021 9:24	3770.0676	889680.18	1182711.2	1	ABs	CD15	mc4r	W	C08	1	0	0	1	1	8	-278.3063	-53813.027	-84423.261	-1856.7576	18.69697	-478.80527	-1.1589443	-1.1589443	-1.4470343	-.89042181	-1.555957	-.97212993	-1.1624983	-1.3444344
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_C09	4.5	211116	1	3	5	.94729072	.05270928	0	1	0	NT852	k5	7011	9126.2993	257	0	.00926489	.99073517	3	2	2	4180.5652	1204932.3	1	10	1.868e+09	9119.3939	19246.875	4152.222	1604821.8	0	0	1.841e+09	8988.5109	17029.235	4112.9399	1202300.4	1	12	1.889e+09	9222.1011	19349.64	4124.6123	1590585.9	1	4	1.815e+09	8861.26	16900.755	11/30/2021 9:24	4180.5652	1204932.3	1604821.8	1	ABs	CD15	mc4r	W	C09	1	0	0	1	1	8	132.19132	94724.726	110394.11	1005.2424	14.69697	-112.62261	.7425627	.7425627	1.3529978	1.4470343	1.2310348	1.3101626	1.0125853	.7659457
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_D05	4.5	211116	1	3	6	0	1	.9531167	.0468833	1	NT821	k5	4858	13399.187	419	0	.00241458	.99758542	3	4	3	3716.0025	930264.28	0	0	1.258e+09	6144.8625	15297.151	3704.1245	1232865.6	0	0	1.350e+09	6591.9965	14599.105	3775.1847	941688.84	0	0	1.274e+09	6220.6964	15377.001	3730.4732	1221680.3	0	0	1.334e+09	6513.3612	14547.233	11/30/2021 9:24	3716.0025	930264.28	1232865.6	4	ABs	CD15	mc4r	W	D05	1	0	0	1	1	8	-332.37131	8728.362	-4332.9512	-1147.7576	176.69697	4160.2648	-1.3529978	-1.3529978	-1.1589443	.24060773	-1.1942137	-.06182245	-.48293897	-.93266419
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_D06	4.5	211116	1	3	6	0	1	.92643123	.07356877	1	NT829	k5	5144	11619.494	343	0	.00959811	.99040192	3	3	3	3971.1787	1064637.5	1	7	1.563e+09	7633.054	17376.841	3939.1744	1472631.8	0	0	1.609e+09	7857.1676	15621.13	3948.6231	1059104.6	1	9	1.558e+09	7606.9077	17343.825	3950.4404	1465992.4	0	0	1.595e+09	7788.7297	15553.487	11/30/2021 9:24	3971.1787	1064637.5	1472631.8	4	ABs	CD15	mc4r	W	D06	1	0	0	1	1	8	-77.19519	39467.522	94141.835	-861.75758	100.69697	2380.5725	-.56742932	-.56742932	.09724075	.76602408	.31399988	1.1589443	-.28605704	-.5785188
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_D07	4.5	211116	1	3	6	.95636378	.04363622	0	1	0	NT837	k5	9272	10131.212	134	0	.00323322	.99676681	3	3	3																																	1	ABs	CD15	mc4r	W	D07	1	0	0	1	1	8				3266.2424	-108.30303	892.29039							2.3288399	2.3288399
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_D08	4.5	211116	1	3	6	.13956324	.86043676	.94044134	.05955866	1	NT845	k5	3747	3980.2947	100	0	.0426835	.95731646	3	1	1	3997.8395	929815.67	0	0	1.390e+09	6785.1839	16834.396	4337.8358	1276619.9	0	0	1.424e+09	6954.6195	14950.126	4032.7869	940343.02	0	0	1.418e+09	6925.7963	16958.656	4360.1065	1266989.7	0	0	1.406e+09	6865.5214	14799.259	11/30/2021 9:24	3997.8395	929815.67	1276619.9	4	ABs	CD15	mc4r	W	D08	1	0	0	1	1	8	-50.534323	-106181.96	-116632.3	-2258.7576	-142.30303	-5258.6273	-.42750151	-.42750151	-1.1942137	-1.9660246	-1.0008457	-1.3984705	-1.4792525	-1.6480727
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_E05	4.5	211116	1	3	5	.95325277	.04674723	0	1	0	NT822	k5	5605	9054.034	269	0	.04441971	.95558023	3	2	2	3807.2556	971087.65	0	0	1.353e+09	6605.0728	16101.223	3718.8143	1310863.6	0	0	1.417e+09	6920.583	15024.209	3759.518	971685.79	0	0	1.360e+09	6638.1929	16159.78	3751.8853	1308800	0	0	1.407e+09	6870.1806	14979.755	11/30/2021 9:24	3807.2556	971087.65	1310863.6	1	ABs	CD15	mc4r	W	E05	1	0	0	1	1	8	-241.11824	12491.357	23138.118	-400.75758	26.69697	-184.88796	-1.0304114	-1.0304114	-.69681993	.29550827	-.71950311	.35131491	-.09976638	-.26880536
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_E06	4.5	211116	1	3	5	.95961358	.04038642	0	1	0	NT830	k5	8008	13104.046	393	0	.00146322	.99853683	3	4	3	4506.2799	1189649.7	0	0	1.697e+09	8284.0971	17695.011	4222.385	1553979.5	0	0	1.728e+09	8439.3308	16464.875	4442.9008	1198801.3	0	0	1.709e+09	8346.7726	17745.913	4134.5522	1553949.6	0	0	1.746e+09	8525.0821	16594.263	11/30/2021 9:24	4506.2799	1189649.7	1553979.5	1	ABs	CD15	mc4r	W	E06	1	0	0	1	1	8	457.90601	-52839.517	-120796.95	2002.2424	150.69697	3865.1239	2.3057115	2.3057115	1.2310348	-.86448058	.71950311	-1.555957	1.6480727	1.4792525
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_E07	4.5	211116	1	3	5	0	1	1	0	1	NT838	k5	5616	6487.1094	201	0	.01012737	.98987257	3	1	2	3955.1314	1038438.7	0	0	1.454e+09	7101.0901	16468.559	3835.6567	1364487.3	0	0	1.523e+09	7434.9073	15526.406	4105.5782	1062484.1	0	0	1.470e+09	7179.2623	16487.318	3862.9858	1363530.3	0	0	1.515e+09	7399.069	15477.279	11/30/2021 9:24	3955.1314	1038438.7	1364487.3	4	ABs	CD15	mc4r	W	E07	1	0	0	1	1	8	-93.242434	19786.017	-5117.3098	-389.75758	-41.30303	-2751.8126	-.7425627	-.7425627	-.15061213	.42750151	-.44692449	-.09724075	-.08309647	-.25163332
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_E08	4.5	211116	1	3	5	.94553395	.05446605	0	1	0	NT846	k5	7138	10361.572	280	0	.00611183	.9938882	3	3	3	4242.1217	1148706.7	0	0	1.663e+09	8118.1516	17618.476	4250.7704	1561964.7	0	0	1.755e+09	8568.7072	16477.687	4290.4322	1169312.7	0	0	1.688e+09	8243.2871	17696.333	4277.8246	1561067.5	0	0	1.749e+09	8541.8613	16435.594	11/30/2021 9:24	4242.1217	1148706.7	1561964.7	1	ABs	CD15	mc4r	W	E08	1	0	0	1	1	8	193.74789	13499.334	33453.08	1132.2424	37.69697	1122.6502	1.0008457	1.0008457	.81426535	.31399988	.83910846	.46651758	1.1304702	.88254262
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_F05	4.5	211116	1	3	6	.00561509	.99438491	1	0	1	NT823	k5	5683	14070.27	389	0	.00565333	.99434668	3	4	4	4371.0402	1190576.8	0	0	1.667e+09	8140.8825	17391.1	4114.7283	1561665.6	0	0	1.710e+09	8350.305	16200.802	4454.4941	1217433.5	0	0	1.678e+09	8191.3471	17355.12	4182.507	1561785.3	0	0	1.699e+09	8298.1121	16107.843	11/30/2021 9:24	4371.0402	1190576.8	1561665.6	4	ABs	CD15	mc4r	W	F05	1	0	0	1	1	8	322.66634	3012.1379	-38228.357	-322.75758	146.69697	4831.3484	1.499273	1.499273	1.269605	.09724075	.81426535	-.50625727	-.01660095	-.18362884
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_F06	4.5	211116	1	3	6	0	1	.94407882	.05592118	1	NT831	k5	6093	9268.4395	222	0	.02198624	.97801375	3	3	2	3975.4239	991185.3	0	0	1.380e+09	6739.9463	16169.373	3817.2854	1308411.3	0	0	1.467e+09	7164.0333	15360.924	4116.1236	1001862.2	0	0	1.409e+09	6880.6558	16329.59	3818.4565	1303835.4	0	0	1.447e+09	7065.7624	15219.562	11/30/2021 9:24	3975.4239	991185.3	1308411.3	4	ABs	CD15	mc4r	W	F06	1	0	0	1	1	8	-72.949935	-35708.74	-72429.351	87.242424	-20.30303	29.517551	-.50625727	-.50625727	-.52642702	-.54681325	-.7425627	-.83910846	.32082321	.01660095
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_F07	4.5	211116	1	3	6	.95546083	.04453917	0	1	0	NT839	k5	8193	9409.5139	170	0	.01160248	.98839754	3	3	2																																	1	ABs	CD15	mc4r	W	F07	1	0	0	1	1	8				2187.2424	-72.30303	170.5919							1.8837216	1.5866904
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_F08	4.5	211116	1	3	6	0	1	.95124707	.04875293	1	NT847	k5	4821	11196.423	355	0	.03020533	.96979475	3	3	3	4033.8065	1081056.5	0	0	1.490e+09	7277.761	16467.017	3823.6575	1346871.9	0	0	1.516e+09	7401.4721	15362.89	4099.3927	1069213.3	0	0	1.456e+09	7110.7609	16267.158	3867.2764	1359403.1	0	0	1.523e+09	7438.6401	15393.125	11/30/2021 9:24	4033.8065	1081056.5	1346871.9	4	ABs	CD15	mc4r	W	F08	1	0	0	1	1	8	-14.567361	30451.714	-66295.187	-1184.7576	112.69697	1957.5011	-.2224756	-.2224756	.29550827	.60940878	-.48629142	-.76602408	-.53969995	-.95862371
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_G05	4.5	211116	1	3	5	0	1	.95467723	.04532277	1	NT824	k5	4949	8526.2032	248	0	.07963103	.92036897	3	2	2	3807.668	911063.84	0	0	1.280e+09	6251.4844	15785.835	3632.3041	1229216.9	0	0	1.333e+09	6510.7115	14535.389	3825.9447	921262.21	0	0	1.299e+09	6341.0992	15864.55	3642.52	1235347.9	0	0	1.355e+09	6613.816	14673.387	11/30/2021 9:24	3807.668	911063.84	1229216.9	4	ABs	CD15	mc4r	W	G05	1	0	0	1	1	8	-240.70586	-47699.926	-58736.947	-1056.7576	5.6969697	-712.71877	-1.0008457	-1.0008457	-1.3529978	-.71950311	-1.2310348	-.71950311	-.44595585	-.81125623
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_G07	4.5	211116	1	3	5	.01174757	.98825243	.95798115	.04201885	1	NT840	k5	5949	9368.1431	281	0	.00693799	.99306196	3	3	2	4003.054	1029616.1	0	0	1.528e+09	7460.6326	17315.525	4014.5989	1447001.3	1	2	1.637e+09	7995.2822	16039.746	3974.9236	1038020	1	8	1.545e+09	7542.1679	17361.027	4020.0669	1441378.8	0	0	1.616e+09	7890.1819	15884.771	11/30/2021 9:24	4003.054	1029616.1	1447001.3	4	ABs	CD15	mc4r	W	G07	1	0	0	1	1	8	-45.319832	-8499.2954	50861.903	-56.757576	38.69697	129.22114	-.38912579	-.38912579	-.29550827	-.04414511	.13278149	.71950311	.22601204	-.08309647
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_G08	4.5	211116	1	3	5	0	1	1	0	1	NT848	k5	3708	9644.1633	269	0	.00762244	.99237752	3	3	3	3468.4337	858965.45	0	0	1.174e+09	5733.9004	14921.069	3522.5925	1107195.4	0	0	1.236e+09	6035.083	14236.605	3562.0081	862374.88	0	0	1.176e+09	5740.8568	14943.578	3511.3634	1114313.4	0	0	1.245e+09	6080.6008	14271.05	11/30/2021 9:24	3468.4337	858965.45	1107195.4	4	ABs	CD15	mc4r	W	G08	1	0	0	1	1	8	-579.94016	37974.019	7076.1698	-2297.7576	26.69697	405.24139	-2.3057115	-2.3057115	-1.6872812	.7425627	-1.8565143	.09724075	-1.5307637	-1.7163789
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_H05	4.5	211116	1	3	6	.22588727	.77411273	.90730145	.09269855	1	NT825	k5	7736	7287.2375	133	0	.02294276	.97705722	3	2	2	4457.5144	1269771.1	0	0	2.037e+09	9948.246	20207.345	4485.4553	1700853.9	1	2	1.968e+09	9607.435	17552.528	4490.4965	1285562.1	1	8	2.075e+09	10133.719	20322.699	4491.1758	1696158.4	1	1	1.944e+09	9494.422	17379.752	11/30/2021 9:24	4457.5144	1269771.1	1700853.9	4	ABs	CD15	mc4r	W	H05	1	0	0	1	1	8	409.1405	47086.953	53078.991	1730.2424	-109.30303	-1951.6844	1.8565143	1.8565143	1.8565143	.89042181	2.1059204	.7425627	1.4313921	1.3045299
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_H06	4.5	211116	1	3	6	1	0	.10086941	.89913059	0	NT833	k5	6398	6680.6333	132	0	.05223539	.94776464	3	1	2	4020.874	1078125.6	0	0	1.528e+09	7461.8566	16918.349	3917.4729	1454896.9	0	0	1.596e+09	7792.3144	15887.493	4006.2653	1089310.9	0	0	1.523e+09	7436.8758	16867.187	3971.1598	1450380.9	0	0	1.588e+09	7751.5816	15840.511	11/30/2021 9:24	4020.874	1078125.6	1454896.9	1	ABs	CD15	mc4r	W	H06	1	0	0	1	1	8	-27.499826	32773.034	48890.443	392.24242	-110.30303	-2558.2887	-.3325995	-.3325995	.24060773	.6308035	.2224756	.67448975	.59825638	.28605704
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_H07	4.5	211116	1	3	6	1	0	0	1	0	NT841	k5	9722	15866.333	391	0	.00680522	.99319482	3	4	4	4337.8358	1335776.4	1	11	2.022e+09	9874.5625	19447.127	4345.9362	1763479.6	0	0	2.074e+09	10127.269	17934.121	4382.4346	1349713.1	1	9	2.034e+09	9933.3855	19432.119	4366.0357	1754268.2	0	0	2.058e+09	10046.536	17861.943	11/30/2021 9:24	4382.4346	1349713.1	1763479.6	1	ABs	CD15	mc4r	W	H07	1	0	0	1	1	8	334.06074	157520.91	157276.51	3716.2424	148.69697	6627.4112	1.555957	1.555957	2.3057115	2.3057115	2.6948395	1.8565143	2.715253	2.715253
ABs_CD15_08dpf_vast01_plate01_mc4r_211116_1230_W_H08	4.5	211116	1	3	6	1	0	0	1	0	NT849	k5	5412	4687.3993	73	0	.00942483	.99057519	3	1	2	4073.9985	1044240.7	0	0	1.435e+09	7005.1837	16124.689	3873.7438	1393347.8	0	0	1.479e+09	7223.9495	15003.509	4170.6919	1053093.3	0	0	1.424e+09	6954.5249	16040.823	3938.7303	1398641.4	0	0	1.473e+09	7190.3774	14913.977	11/30/2021 9:24	4073.9985	1044240.7	1393347.8	1	ABs	CD15	mc4r	W	H08	1	0	0	1	1	8	25.624668	-22687.166	-42073.752	-593.75758	-169.30303	-4551.5227	.09724075	.09724075	-.07951913	-.27711717	-.1684908	-.56742932	-.14996187	-.35598165
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_A08	3.5	211117	1	4	9	.94646492	.05353508	.1580031	.8419969	0	NT861	k5	5713	11870	332	0	.00960006	.9903999	2	3	3	4102.3827	1052614.7	0	0	1.436e+09	7011.2723	16248.378	4041.7762	1438896.5	0	0	1.527e+09	7458.4151	15243.288	4126.9211	1065205.7	1	3	1.447e+09	7067.1395	16279.621	4047.3221	1430851.4	0	0	1.507e+09	7359.7769	15108.873	11/30/2021 9:27	4102.3827	1052614.7	1438896.5	1	ABs	CD15	mc4r	W	A08	1	0	0	1	1	8	54.008873	-25840.745	-12241.428	509.93333	47.533333	2037.1444	.27711717	.27711717	-.02648156	-.31399988	.02648156	-.1684908	.01660095	.44595585
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_A09	3.5	211117	1	4	8	.67298561	.32701439	.38305839	.61694161		NT869	k5	4388	12448.235	409	0	.01065357	.98934644	2	4	3	3998.4978	941270.14	0	0	1.264e+09	6172.0521	15250.905	4037.897	1281135.9	0	0	1.349e+09	6585.1521	14348.355	4086.4775	961248.17	0	0	1.279e+09	6245.9411	15253.722	4026.2035	1275333.9	0	0	1.339e+09	6536.3635	14274.429	11/30/2021 9:27	3998.4978	941270.14	1281135.9		ABs	CD15	mc4r	W	A09	1	0	0	1	1	8	-49.876062	-94994.833	-112480.78	-815.06667	124.53333	2615.379	-.40823849	-.40823849	-1.0609065	-1.8565143	-.94419419	-1.3529978	-.95862371	-.55900407
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_A10	3.5	211117	1	4	7	.45408626	.54591374	.61895122	.38104878		NT877	k5	3998	14942.771	441	0	.00415776	.99584228	2	4	4	3787.4716	956582.64	0	0	1.293e+09	6311.4081	15516.475	3758.9572	1280896.6	0	0	1.351e+09	6595.3222	14390.822	4017.1794	982811.28	0	0	1.326e+09	6472.2437	15595.334	3764.7885	1274376.8	0	0	1.333e+09	6510.6866	14241.712	11/30/2021 9:27	3787.4716	956582.64	1280896.6		ABs	CD15	mc4r	W	A10	1	0	0	1	1	8	-260.90222	6021.1669	4125.4983	-1205.0667	156.53333	5109.9148	-1.0924215	-1.0924215	-.89042181	.20441633	-.97212993	.07951913	-1.2304115	-.98524588
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_A11	3.5	211117	1	4	9	.96255738	.03744262	.07174238	.92825762	0	NT885	k5	6772	9027.963	250	0	.00788684	.99211311	2	2	2																																	1	ABs	CD15	mc4r	W	A11	1	0	0	1	1	8				1568.9333	-34.466667	-804.89278							.88254262	1.1957655
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_B08	3.5	211117	1	4	7	0	1	.94632143	.05367857	1	NT862	k5	3971	8572.1373	206	0	.00872598	.99127406	2	2	2	3524.9689	982781.37	0	0	1.316e+09	6423.9804	15610.67	3464.6376	1311043.1	0	0	1.351e+09	6594.4332	14300.901	3549.3704	983887.94	0	0	1.318e+09	6434.2713	15619.494	3448.0241	1309816.9	0	0	1.360e+09	6641.7713	14387.913	11/30/2021 9:27	3524.9689	982781.37	1311043.1	4	ABs	CD15	mc4r	W	B08	1	0	0	1	1	8	-523.40494	138829.44	179620.18	-1232.0667	-78.466667	-1260.7185	-1.8565143	-1.8565143	-.58828945	2.1059204	-.69681993	1.9660246	-1.2666009	-1.0407034
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_B09	3.5	211117	1	4	9	.96374898	.03625102	.01081666	.98918334	0	NT870	k5	7089	9067.175	222	0	.00155417	.99844581	2	2	2	4276.9122	1182681.3	0	0	1.648e+09	8047.3555	17262.025	4141.1475	1559811.4	0	0	1.689e+09	8249.0944	15899.886	4331.5296	1190337.5	0	0	1.654e+09	8077.2072	17306.976	4093.49	1566959.2	0	0	1.705e+09	8325.1623	15988.749	11/30/2021 9:27	4276.9122	1182681.3	1559811.4	1	ABs	CD15	mc4r	W	B09	1	0	0	1	1	8	228.53829	33344.608	12036.255	1885.9333	-62.466667	-765.68075	1.1589443	1.1589443	1.0924215	.65249095	.78991491	.20441633	1.0696693	1.3866028
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_B10	3.5	211117	1	4	8	.01212833	.98787167	.93358392	.06641608	1	NT878	k5	5170	7011.1786	218	0	.00655866	.99344134	2	2	2	4163.0157	1035687.3	0	0	1.450e+09	7082.1494	16499.178	3929.1361	1373908.1	0	0	1.465e+09	7154.2329	14905.007	4096.9151	1039186.4	0	0	1.433e+09	6996.0732	16334.133	3922.7752	1378364.3	0	0	1.486e+09	7254.6292	15033.871	11/30/2021 9:27	4163.0157	1035687.3	1373908.1	4	ABs	CD15	mc4r	W	B10	1	0	0	1	1	8	114.64181	-67392.931	-110802.39	-33.066667	-66.466667	-2821.6772	.58828945	.58828945	-.25881932	-1.1589443	-.37015419	-1.3101626	-.25163332	-.04982116
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_B11	3.5	211117	1	4	7	.01371153	.98628847	1	0	1	NT886	k5	4607	16511.116	485	0	.0011748	.99882513	2	4	4	3965.1492	1018879.4	1	1	1.400e+09	6837.9358	16125.395	3961.9273	1392151.5	0	0	1.478e+09	7218.222	14919.82	3983.3904	1027911.4	0	0	1.405e+09	6859.5461	16118.479	3973.2642	1395979.6	0	0	1.478e+09	7216.3431	14879.671	11/30/2021 9:27	3965.1492	1018879.4	1392151.5	4	ABs	CD15	mc4r	W	B11	1	0	0	1	1	8	-83.224624	-3841.8163	16999.996	-596.06667	200.53333	6678.2602	-.65249095	-.65249095	-.37015419	.00882627	-.20441633	.29550827	-.78839862	-.39158586
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_C07	3.5	211117	1	4	9	0	1	.92294979	.07705021	1	NT855	k5	4495	10861.743	380	0	.00969835	.99030167	2	3	3	3758.1813	854270.02	0	0	1.138e+09	5556.4301	14585.734	3674.239	1186300	0	0	1.201e+09	5865.1594	13603.88	3806.8157	862015.99	0	0	1.135e+09	5541.0641	14550.286	3668.7773	1188692.6	0	0	1.214e+09	5929.2842	13690.11	11/30/2021 9:27	3758.1813	854270.02	1186300	4	ABs	CD15	mc4r	W	C07	1	0	0	1	1	8	-290.19252	-84395.864	-74252.973	-708.06667	95.533333	1028.887	-1.2310348	-1.2310348	-1.7655892	-1.555957	-1.499273	-.91697655	-.88254262	-.52059489
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_C08	3.5	211117	1	4	8	0	1	.91419251	.08580749	1	NT863	k5	4761	9518.9319	248	0	.00186823	.99813181	2	3	3	3778.0158	960620.12	0	0	1.320e+09	6446.8271	15699.215	3720.0526	1329585.6	0	0	1.416e+09	6914.6039	14683.599	3778.0158	962683.72	0	0	1.315e+09	6421.9098	15627.524	3757.5128	1321181.6	0	0	1.390e+09	6788.557	14507.549	11/30/2021 9:27	3778.0158	960620.12	1329585.6	4	ABs	CD15	mc4r	W	C08	1	0	0	1	1	8	-270.35807	13898.92	58050.181	-442.06667	-36.466667	-313.92383	-1.1250605	-1.1250605	-.81426535	.3325995	-.58828945	.89042181	-.5785188	-.30339428
