filename	tod	date	plate	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	mc4r_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	filename9	filename10	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_C09	3.5	211117	1	4	7	0	1	.91101747	.08898253	1	NT871	k5	5079	9458.1156	304	0	.09202946	.90797055	2	3	2	3943.5186	1036315.3	0	0	1.391e+09	6789.9888	15898.183	3840.4684	1413624.9	0	0	1.493e+09	7292.2828	15040.641	4020.2752	1063172	0	0	1.425e+09	6960.3781	16020.666	3845.9351	1398132.9	0	0	1.470e+09	7178.4467	14916.487	11/30/2021 9:27	3943.5186	1036315.3	1413624.9	4	ABs	CD15	mc4r	W	C09	1	0	0	1	1	8	-104.85524	22378.881	50450.292	-124.06667	19.533333	-374.74014	-.83910846	-.83910846	-.20441633	.46651758	-.06182245	.69681993	-.35598165	-.09976638
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_C10	3.5	211117	1	4	9	0	1	.92914721	.07085279	1	NT879	k5	4999	13251.069	355	0	.00455236	.99544758	2	4	3	3960.4663	1007694.1	0	0	1.356e+09	6618.7006	15707.929	3803.4399	1344838.3	0	0	1.406e+09	6863.081	14587.417	3952.8207	1013197	0	0	1.350e+09	6593.0698	15614.507	3831.4087	1348875.7	0	0	1.404e+09	6856.8354	14538.002	11/30/2021 9:27	3960.4663	1007694.1	1344838.3	4	ABs	CD15	mc4r	W	C10	1	0	0	1	1	8	-87.907524	-13125.265	-27720.307	-204.06667	70.533333	3418.213	-.6856121	-.6856121	-.44692449	-.15061213	-.50625727	-.40823849	-.409573	-.16677172
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_C11	3.5	211117	1	4	8	0	1	.95229094	.04770906	1	NT887	k5	5818	9082.3542	269	0	.00267576	.99732423	2	2	2																																	4	ABs	CD15	mc4r	W	C11	1	0	0	1	1	8				614.93333	-15.466667	-750.50151							.06644962	.48293897
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_D07	3.5	211117	1	4	7	0	1	.92505217	.07494783	1	NT856	k5	4233	8172.8117	280	0	.04647212	.95352787	2	2	2	4025.7281	1018520.5	0	0	1.375e+09	6713.6171	15862.805	3960.1152	1424600.8	0	0	1.491e+09	7282.0542	14896.659	4129.9528	1041967.8	1	5	1.411e+09	6887.865	15991.165	3960.3417	1421669.9	0	0	1.478e+09	7216.82	14775.203	11/30/2021 9:27	4025.7281	1018520.5	1424600.8	4	ABs	CD15	mc4r	W	D07	1	0	0	1	1	8	-22.645748	-28803.443	15906.711	-970.06667	-4.4666667	-1660.044	-.29550827	-.29550827	-.38912579	-.42750151	-.04414511	.27711717	-1.0407034	-.72215583
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_D08	3.5	211117	1	4	9	.04464187	.95535813	.91547724	.08452276	1	NT864	k5	3847	7727.5339	228	0	.03217937	.9678207	2	2	2	3647.2135	880977.17	0	0	1.193e+09	5825.7962	14989.228	3610.4355	1188872.1	0	0	1.243e+09	6069.4009	13963.461	3864.4217	909448.85	0	0	1.228e+09	5996.9077	15109.108	3632.584	1185432.7	0	0	1.238e+09	6043.5025	13927.214	11/30/2021 9:27	3647.2135	880977.17	1188872.1	4	ABs	CD15	mc4r	W	D08	1	0	0	1	1	8	-401.16038	-12621.622	-10237.857	-1356.0667	-56.466667	-2105.3218	-1.499273	-1.499273	-1.499273	-.13278149	-1.4470343	-.13278149	-1.3444344	-1.1304702
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_D09	3.5	211117	1	4	8	0	1	.96599385	.03400615	1	NT872	k5	5710	9374.9618	278	0	.05942565	.94057435	2	3	2	4051.7865	1061407.5	0	0	1.459e+09	7124.8457	16324.968	4043.5369	1440272.2	0	0	1.493e+09	7288.4952	14893.805	4032.0267	1052315.7	0	0	1.416e+09	6912.5009	16058.008	4032.2641	1434888.9	0	0	1.487e+09	7258.4829	14877.875	11/30/2021 9:27	4051.7865	1061407.5	1440272.2	4	ABs	CD15	mc4r	W	D09	1	0	0	1	1	8	3.4126468	3500.4924	17149.521	506.93333	-6.4666667	-457.89391	-.04414511	-.04414511	.07951913	.11499296	.04414511	.31399988	0	.42769365
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_D11	3.5	211117	1	4	9	.00734716	.99265284	1	0	1	NT888	k5	4531	1464.0102	9	1	.62132269	.37867737	2	1	1	3971.6719	959064.94	0	0	1.260e+09	6154.5371	15007.56	3820.7116	1261785.9	0	0	1.291e+09	6304.4043	13656.976	4086.3421	1012479.2	0	0	1.300e+09	6348.5251	15053.914	3830.5656	1244649	0	0	1.273e+09	6214.6986	13588.19	11/30/2021 9:27	3971.6719	959064.94	1261785.9	4	ABs	CD15	mc4r	W	D11	1	0	0	1	1	8	-76.701936	-66305.312	-116977.23	-672.06667	-275.46667	-8368.8455	-.54681325	-.54681325	-.83910846	-1.1250605	-1.0609065	-1.4470343	-.83454576	-.501678
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_E10	3.5	211117	1	4	8	.96842453	.03157547	0	1	0	NT881	k5	4850	2236.2908	26	1	.80640167	.19359833	2	1	1	4074.9234	977188.72	0	0	1.300e+09	6349.7652	15366.457	3877.1586	1301502.7	0	0	1.356e+09	6623.239	14221.401	3943.5717	973719.48	0	0	1.301e+09	6353.4582	15383.603	3881.0482	1302699	0	0	1.339e+09	6535.7347	14044.62	11/30/2021 9:27	4074.9234	977188.72	1301502.7	1	ABs	CD15	mc4r	W	E10	1	0	0	1	1	8	26.549529	-90114.779	-134430.94	-353.06667	-258.46667	-7596.565	.11499296	.11499296	-.6308035	-1.6872812	-.78991491	-1.7655892	-.501678	-.23453517
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_F07	3.5	211117	1	4	9	.94854707	.05145293	0	1	0	NT858	k5	5927	7744.2543	211	0	.00708338	.99291658	2	2	2	4057.6688	1070200.2	0	0	1.435e+09	7006.9792	16148.398	3938.2443	1426574.7	0	0	1.520e+09	7423.3488	15241.348	4107.1041	1083688.4	0	0	1.454e+09	7098.4803	16223.006	3976.5184	1421041.9	0	0	1.497e+09	7311.8536	15083.432	11/30/2021 9:27	4057.6688	1070200.2	1426574.7	1	ABs	CD15	mc4r	W	F07	1	0	0	1	1	8	9.2949193	9904.2651	194.98663	723.93333	-73.466667	-2088.6015	-.00882627	-.00882627	.18642349	.25881932	-.02648156	.00882627	.18362884	.5785188
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_F08	3.5	211117	1	4	8	.99213188	.00786812	.03648522	.96351478	0	NT866	k5	4622	13271.347	373	0	.01149865	.98850131	2	4	3	3867.3962	947072.14	0	0	1.275e+09	6223.3734	15304.719	3757.5128	1296568	0	0	1.364e+09	6659.6226	14456.616	4037.2748	971207.28	0	0	1.298e+09	6338.4147	15386.963	3784.944	1293786.6	0	0	1.356e+09	6621.4087	14402.472	11/30/2021 9:27	3867.3962	947072.14	1296568	1	ABs	CD15	mc4r	W	F08	1	0	0	1	1	8	-180.97764	-35948.893	-24457.492	-581.06667	88.533333	3438.4912	-.97212993	-.97212993	-.97212993	-.56742932	-.83910846	-.35131491	-.74387245	-.33835015
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_F09	3.5	211117	1	4	7	.0532371	.9467629	.95661259	.04338741	1	NT874	k5	3608	6817.8321	232	0	.04152662	.95847338	2	1	2																																	4	ABs	CD15	mc4r	W	F09	1	0	0	1	1	8				-1595.0667	-52.466667	-3015.0237							-1.5866904	-1.2666009
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_F11	3.5	211117	1	4	7	.01051429	.98948571	.95227034	.04772966	1	NT890	k5	5884	15540.788	423	0	.00849822	.99150181	2	4	4	4134.1327	1140332.6	0	0	1.570e+09	7665.7632	16827.207	4069.9406	1523504	0	0	1.658e+09	8094.4882	15690.209	4259.7596	1155884.4	0	0	1.599e+09	7806.4378	16951.836	4075.0445	1513126.2	0	0	1.633e+09	7972.3085	15560.692	11/30/2021 9:27	4134.1327	1140332.6	1523504	4	ABs	CD15	mc4r	W	F11	1	0	0	1	1	8	85.758803	48982.635	54786.126	680.93333	138.53333	5707.9319	.35131491	.35131491	.71950311	.94419419	.54681325	.81426535	.11646406	.53969995
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_G07	3.5	211117	1	4	7	1	0	0	1	0	NT859	k5	6006	10715.829	288	0	.0037442	.99625576	2	3	3	4136.1252	1129895	1	1	1.630e+09	7956.6076	17549.772	4140.8875	1525986.3	0	0	1.672e+09	8165.8521	15948.488	4154.2419	1139943.8	1	4	1.635e+09	7981.3817	17538.375	4134.668	1537590.3	0	0	1.697e+09	8287.7478	16067.182	11/30/2021 9:28	4136.1252	1129895	1525986.3	1	ABs	CD15	mc4r	W	G07	1	0	0	1	1	8	87.751351	37735.785	56165.149	802.93333	3.5333333	882.97331	.37015419	.37015419	.6308035	.71950311	.56742932	.83910846	.25163332	.65894082
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_G08	3.5	211117	1	4	9	.00506701	.99493299	.94723955	.05276045	1	NT867	k5	6280	8320.0131	249	0	.02201984	.97798014	2	2	2	4360.5695	1191384.3	0	0	1.613e+09	7877.6385	16954.006	4238.9727	1593546.8	0	0	1.686e+09	8233.4383	15674.248	4360.7375	1203107.9	1	6	1.632e+09	7968.7338	17048.817	4249.444	1609367.7	0	0	1.711e+09	8352.4055	15778.476	11/30/2021 9:28	4360.5695	1191384.3	1593546.8	4	ABs	CD15	mc4r	W	G08	1	0	0	1	1	8	312.19561	8072.0861	-549.58871	1076.9333	-35.466667	-1512.8427	1.4470343	1.4470343	1.3101626	.2224756	1.1250605	-.02648156	.501678	.83454576
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_G09	3.5	211117	1	4	8	0	1	.92737177	.07262823	1	NT875	k5	4774	10650.696	259	0	.01008031	.98991966	2	3	3	4099.7538	963371.58	0	0	1.319e+09	6440.9949	15598.753	3879.3834	1292680.1	0	0	1.388e+09	6778.7019	14507.812	4142.0213	985473.02	0	0	1.329e+09	6490.949	15537.302	3901.8104	1290197.8	0	0	1.385e+09	6760.4509	14476.428	11/30/2021 9:28	4099.7538	963371.58	1292680.1	4	ABs	CD15	mc4r	W	G09	1	0	0	1	1	8	51.37991	-114016.22	-157002.2	-429.06667	-25.466667	817.84075	.24060773	.24060773	-.78991491	-2.1059204	-.86448058	-1.9660246	-.55900407	-.28605704
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_G11	3.5	211117	1	4	7	.94057262	.05942738	0	1	0	NT891	k5	7102	10021.593	260	0	.00453404	.99546587	2	3	3	4007.3737	1137641	1	4	1.659e+09	8101.1035	17776.579	4005.459	1527481.7	0	0	1.684e+09	8220.8389	15919.779	3974.6415	1138777.5	0	0	1.668e+09	8146.0348	17788.755	3950.1073	1527810.7	0	0	1.670e+09	8152.3126	15817.853	11/30/2021 9:28	4007.3737	1137641	1527481.7	1	ABs	CD15	mc4r	W	G11	1	0	0	1	1	8	-41.00013	97771.258	128950.42	1898.9333	-24.466667	188.73771	-.35131491	-.35131491	.67448975	1.555957	.58828945	1.499273	1.0995616	1.4313921
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_H07	5	211117	1	4	8	1	0	0	1	0	NT860	k5										4048.072	988015.14	0	0	1.342e+09	6550.7483	15744.486	3960.3417	1374595.9	0	0	1.429e+09	6978.5755	14794.289	4212.2193	1004942.6	0	0	1.350e+09	6591.5657	15723.03	4020.7364	1369332.3	0	0	1.404e+09	6857.0621	14644.058	11/30/2021 9:28	4048.072	988015.14	1374595.9	1	ABs	CD15	mc4r	W	H07	1	0	0	1	1	8	-.30182181	-68383.294	-46470.041				-.07951913	-.07951913	-.56742932	-1.2310348	-.35131491	-.60940878		
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_H08	3.5	211117	1	4	7	0	1	.93896636	.06103364	1	NT868	k5	6403	5146.2542	96	0	.06628472	.93371522	2	1	2	3968.9488	1136684	1	9	1.600e+09	7814.018	17198.671	4016.58	1558764.6	0	0	1.684e+09	8224.9067	15948.336	4028.5687	1155495.6	1	10	1.621e+09	7914.8402	17255.137	4005.1006	1541687.6	0	0	1.663e+09	8119.6657	15858.538	11/30/2021 9:28	3968.9488	1136684	1558764.6	4	ABs	CD15	mc4r	W	H08	1	0	0	1	1	8	-79.425013	112419.62	181509.3	1199.9333	-188.46667	-4686.6015	-.58828945	-.58828945	.65249095	1.6872812	.7542415	2.1059204	.61822984	.95862371
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_H09	3.5	211117	1	4	9	.00851496	.99148504	.94719871	.05280129	1	NT876	k5	4609	14388.411	476	0	.0063195	.99368048	2	4	4	4130.5031	1038977.1	1	6	1.389e+09	6782.1458	15834.797	4081.7982	1407912.6	0	0	1.504e+09	7345.7307	14957.597	4107.2097	1044121.1	1	7	1.397e+09	6819.4346	15880.657	4020.0669	1414761.4	0	0	1.517e+09	7408.9428	15012.876	11/30/2021 9:28	4130.5031	1038977.1	1407912.6	4	ABs	CD15	mc4r	W	H09	1	0	0	1	1	8	82.129248	-50898.894	-58795.614	-594.06667	191.53333	4555.555	.3325995	.3325995	-.13278149	-.78991491	-.10611267	-.7425627	-.7659457	-.37372453
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_H10	3.5	211117	1	4	8	0	1	.92530175	.07469825	1	NT884	k5	6753	11862.184	374	0	.01104861	.98895139	2	3	3	4336.998	1151189	0	0	1.589e+09	7761.1666	16909.662	4235.0199	1581075.4	0	0	1.719e+09	8393.528	16016.77	4369.8084	1169641.7	0	0	1.614e+09	7882.68	17000.755	4201.5698	1565762.9	0	0	1.687e+09	8239.2928	15838.138	11/30/2021 9:28	4336.998	1151189	1581075.4	4	ABs	CD15	mc4r	W	H10	1	0	0	1	1	8	288.62418	-22550.226	30.634235	1549.9333	89.533333	2029.3283	1.269605	1.269605	.86448058	-.25881932	1.0008457	-.00882627	.85829702	1.1624983
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1130_W_H11	3.5	211117	1	4	7	0	1	.95755852	.04244148	1	NT892	k5	4093	9908.0732	353	0	.01925661	.98074335	2	3	3	3894.0611	928410.03	0	0	1.211e+09	5913.821	14826.128	3605.2504	1210794.1	0	0	1.270e+09	6200.9837	14043.929	3724.283	921142.58	0	0	1.212e+09	5917.326	14868.745	3666.2208	1211452	0	0	1.264e+09	6172.3373	13988.417	11/30/2021 9:28	3894.0611	928410.03	1210794.1	4	ABs	CD15	mc4r	W	H11	1	0	0	1	1	8	-154.3128	-65440.324	-124995.78	-1110.0667	68.533333	75.217502	-.94419419	-.94419419	-1.2310348	-1.0924215	-1.3101626	-1.6181336	-1.1957655	-.90731847
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_A08	6.5	211117	1	4	7	.95149885	.04850115	.14453774	.85546226	0	NT901	k5	5918	12270.648	320	0	.00696972	.99303025	4	4	3	4182.0207	1207952.9	1	9	1.674e+09	8173.9329	17378.986	4195.6862	1616665	0	0	1.750e+09	8546.198	15956.101	4190.7899	1214054	1	11	1.686e+09	8234.5178	17433.061	4179.4168	1625009.2	0	0	1.773e+09	8654.8594	16074.639	11/30/2021 9:28	4182.0207	1207952.9	1616665	1	ABs	CD15	mc4r	W	A08	1	0	0	1	1	8	133.64688	97154.213	121431.43	131.62069	-105.17241	-2086.6259	.76602408	.76602408	1.3984705	1.499273	1.3984705	1.3984705	.16677172	.04982116
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_A09	6.5	211117	1	4	9			0	1		NT909	k5	3286	3260.4506	26	0	.09688625	.90311372	4	1	1	4003.5209	1400017.1	0	0	1.949e+09	9515.2466	18274.639	4118.0305	1642714.2	0	0	2.040e+09	9959.223	17504.966	3991.6406	1439584.4	0	0	1.974e+09	9637.7275	18249.493	4164.1901	1665533.4	0	0	2.051e+09	10015.814	17478.314	11/30/2021 9:28	4003.5209	1400017.1	1642714.2		ABs	CD15	mc4r	W	A09	1	0	0	1	1	8	-44.852916	361712.08	246316.26	-2500.3793	-399.17241	-11096.823	-.37015419	-.37015419	2.6948395	2.6948395	1.7655892	2.6948395	-1.7937838	-1.8837216
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_A10	6.5	211117	1	4	8	0	1	.94420446	.05579554	1	NT917	k5	5772	13837.923	445	0	.00174215	.99825782	4	4	4	4123.0893	967648.32	0	0	1.294e+09	6319.9633	15274.102	3853.0439	1335507.2	0	0	1.391e+09	6791.0708	14499.535	3914.6358	970070.8	0	0	1.284e+09	6268.5375	15242.643	3856.7252	1329226.7	0	0	1.377e+09	6723.5506	14414.349	11/30/2021 9:28	4123.0893	967648.32	1335507.2	4	ABs	CD15	mc4r	W	A10	1	0	0	1	1	8	74.715484	-119216.7	-127096	-14.37931	19.827586	-519.35078	.31399988	.31399988	-.7425627	-2.3057115	-.52642702	-1.6872812	.04151239	-.03320648
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_A11	6.5	211117	1	4	7	.00606751	.99393249	.94951048	.05048952	1	NT893	k5	4690	13814.561	516	0	.00014653	.99985349	4	4	4	4090.9905	1005899.7	0	0	1.357e+09	6627.6156	15859.356	3971.4008	1363231.2	0	0	1.408e+09	6873.601	14500.079	4064.7531	1012987.7	0	0	1.359e+09	6633.8312	15825.82	3954.9991	1362184.4	0	0	1.409e+09	6880.3084	14529.793	11/30/2021 9:28	4090.9905	1005899.7	1363231.2	4	ABs	CD15	mc4r	W	A11	1	0	0	1	1	8	42.616684	-67929.153	-81598.837	-1096.3793	90.827586	-542.71245	.18642349	.18642349	-.46651758	-1.1942137	-.46651758	-.94419419	-.67970899	-.88254262
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_B08	6.5	211117	1	4	8	.9777458	.0222542	.03131468	.96868532	0	NT902	k5	7188	17509.946	585	0	.0004501	.99954993	4	4	4	4157.991	1035986.3	0	0	1.442e+09	7043.2158	16501.189	3904.9977	1393198.2	0	0	1.506e+09	7353.1267	15332.837	4157.5486	1041908	0	0	1.440e+09	7030.0001	16432.989	3921.7382	1406028.4	0	0	1.526e+09	7450.8796	15437.117	11/30/2021 9:28	4157.991	1035986.3	1393198.2	1	ABs	CD15	mc4r	W	B08	1	0	0	1	1	8	109.61714	-65053.204	-88730.063	1401.6207	159.82759	3152.6727	.56742932	.56742932	-.2224756	-1.0609065	-.18642349	-1.1250605	1.2304115	1.0407034
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_B09	6.5	211117	1	4	7	0	1	.90716878	.09283122	1	NT910	k5	4502	10366.74	324	0	.02770006	.97229993	4	3	3	4245.9517	1110963.7	0	0	1.463e+09	7144.47	16037.237	4119.1451	1476848.8	0	0	1.537e+09	7505.5789	14906.029	4365.5733	1121012.6	0	0	1.478e+09	7216.8549	16093.105	4076.3323	1483817.1	0	0	1.560e+09	7617.6456	15044.856	11/30/2021 9:28	4245.9517	1110963.7	1476848.8	4	ABs	CD15	mc4r	W	B09	1	0	0	1	1	8	197.57787	-25799.046	-53783.554	-1284.3793	-101.17241	-3990.5335	1.0609065	1.0609065	.52642702	-.29550827	.3325995	-.67448975	-.85829702	-1.0696693
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_B10	6.5	211117	1	4	9	.0163604	.9836396	.95225432	.04774568	1	NT918	k5	5152	14785.377	521	0	.00048363	.99951637	4	4	4	3976.0859	1045257.6	0	0	1.460e+09	7130.9331	16527.173	3966.3521	1427860.7	0	0	1.525e+09	7447.7531	15159.71	3960.2247	1051149.3	0	0	1.461e+09	7133.0871	16492.332	3955.9064	1435845.9	0	0	1.543e+09	7533.8181	15259.39	11/30/2021 9:28	3976.0859	1045257.6	1427860.7	4	ABs	CD15	mc4r	W	B10	1	0	0	1	1	8	-72.287964	18094.681	46653.578	-634.37931	95.827586	428.10333	-.48629142	-.48629142	-.06182245	.40823849	-.00882627	.65249095	-.26880536	-.42769365
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_B11	6.5	211117	1	4	8	.94589132	.05410868	0	1	0	NT894	k5	6023	11779.978	348	0	.00143975	.99856025	4	3	3	4077.9754	1050760.5	0	0	1.393e+09	6803.9603	15819.436	3912.0068	1408002.3	0	0	1.487e+09	7262.7984	15029.039	4160.9102	1069751.6	0	0	1.402e+09	6847.3327	15844.054	3842.8039	1410813.6	0	0	1.496e+09	7303.8263	15119.048	11/30/2021 9:28	4077.9754	1050760.5	1408002.3	1	ABs	CD15	mc4r	W	B11	1	0	0	1	1	8	29.60155	-17782.511	-29621.217	236.62069	-77.172414	-2577.2962	.13278149	.13278149	-.04414511	-.2224756	-.07951913	-.42750151	.26880536	.14996187
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_C08	6.5	211117	1	4	9	.964	.036	0	1	0	NT903	k5	6234	15986.75	537	0	.00453612	.99546391	4	4	4	4143.4074	1038229.4	0	0	1.405e+09	6860.8435	15932.758	3969.2013	1460908.2	0	0	1.519e+09	7418.8427	15117.987	4289.7385	1070858.2	0	0	1.427e+09	6966.8851	15985.076	3973.7008	1462642.8	0	0	1.502e+09	7333.5622	14954.071	11/30/2021 9:28	4143.4074	1038229.4	1460908.2	1	ABs	CD15	mc4r	W	C08	1	0	0	1	1	8	95.033521	-56887.354	-12945.126	447.62069	111.82759	1629.4766	.48629142	.48629142	-.1684908	-.94419419	.27711717	-.18642349	.46436801	.33835015
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_C09	6.5	211117	1	4	8	.95588048	.04411952	0	1	0	NT911	k5	6281	17860.016	513	0	.0014583	.99854171	4	4	4	4425.5705	1175772.7	0	0	1.648e+09	8047.2297	17377.472	4179.5564	1618997.8	0	0	1.700e+09	8302.1886	15689.651	4393.2072	1189440.3	0	0	1.650e+09	8058.5503	17311.819	4207.6905	1629794.3	0	0	1.723e+09	8410.8052	15820.398	11/30/2021 9:28	4425.5705	1175772.7	1618997.8	1	ABs	CD15	mc4r	W	C09	1	0	0	1	1	8	377.19666	-33938.196	-11089.735	494.62069	87.827586	3502.7418	1.6872812	1.6872812	1.0609065	-.52642702	1.4470343	-.15061213	.52059489	.409573
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_C10	6.5	211117	1	4	7	0	1	1	0	1	NT919	k5	7899	10810.481	246	0	.00143593	.99856406	4	3	3	4073.2497	1123584.6	0	0	1.620e+09	7909.2795	17536.754	4043.1967	1522457.3	0	0	1.628e+09	7948.4646	15758.818	4074.6628	1133125	0	0	1.614e+09	7879.2908	17411.342	4010.9246	1527691	0	0	1.652e+09	8064.0064	15919.504	11/30/2021 9:28	4073.2497	1123584.6	1522457.3	4	ABs	CD15	mc4r	W	C10	1	0	0	1	1	8	24.875817	56960.835	87450.385	2112.6207	-179.17241	-3546.7925	.07951913	.07951913	.58828945	1.0609065	.52642702	1.0924215	1.5307637	1.5307637
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_C11	6.5	211117	1	4	9	0	1	.95220446	.04779554	1	NT895	k5	3905	19677.919	470	0	.00288425	.99711573	4	4	4	3794.4022	947341.31	0	0	1.252e+09	6111.0414	15065.423	3764.2523	1282182.6	0	0	1.349e+09	6586.4421	14308.715	3778.2889	960620.12	0	0	1.267e+09	6184.8706	15096.677	3784.7701	1280567.6	0	0	1.343e+09	6558.5041	14257.189	11/30/2021 9:28	3794.4022	947341.31	1282182.6	4	ABs	CD15	mc4r	W	C11	1	0	0	1	1	8	-253.97161	-6034.8759	1574.0196	-1881.3793	44.827586	5320.6456	-1.0609065	-1.0609065	-.94419419	-.02648156	-.91697655	.04414511	-1.3045299	-1.3866028
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_D08	6.5	211117	1	4	7			0	1		NT904	k5	5646	10640.404	387	0	.00341389	.99658608	4	3	3	4462.6675	1145237.4	0	0	1.604e+09	7830.5432	17194.759	4150.9109	1563639.5	0	0	1.659e+09	8101.4558	15793.48	4436.8249	1174995.1	0	0	1.634e+09	7980.7006	17261.529	4150.9109	1553740.2	0	0	1.630e+09	7961.4075	15553.546	11/30/2021 9:28	4462.6675	1145237.4	1563639.5		ABs	CD15	mc4r	W	D08	1	0	0	1	1	8	414.29369	-79539.591	-86988.695	-140.37931	-38.172414	-3716.8696	1.9660246	1.9660246	.7425627	-1.499273	.86448058	-1.0304114	-.04982116	-.11646406
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_D09	6.5	211117	1	4	9	.01485952	.98514048	.99138118	.00861882	1	NT912	k5	4825	28561.184	734	0	.00356543	.99643457	4	4	4	3960.4663	956672.36	0	0	1.280e+09	6251.8828	15349.289	3796.321	1323873.3	0	0	1.384e+09	6756.9447	14558.654	4004.4733	976291.5	0	0	1.280e+09	6250.2442	15263.961	3807.1339	1316725.5	0	0	1.365e+09	6662.9122	14425.866	11/30/2021 9:28	3960.4663	956672.36	1323873.3	4	ABs	CD15	mc4r	W	D09	1	0	0	1	1	8	-87.907524	-64146.994	-48685.272	-961.37931	308.82759	14203.911	-.6856121	-.6856121	-.86448058	-1.0304114	-.60940878	-.65249095	-.52059489	-.67970899
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_D10	6.5	211117	1	4	8	0	1	.96674886	.03325114	1	NT920	k5	5117	15711.112	419	0	.00161226	.99838781	4	4	4	3697.0732	969622.19	0	0	1.309e+09	6391.0309	15532.693	3560.3075	1333353.9	0	0	1.404e+09	6854.2531	14623.145	3702.6709	994056.4	0	0	1.335e+09	6517.4215	15616.858	3560.3075	1324292	0	0	1.388e+09	6778.8824	14477.598	11/30/2021 9:28	3697.0732	969622.19	1333353.9	4	ABs	CD15	mc4r	W	D10	1	0	0	1	1	8	-351.30066	55773.999	106636.54	-669.37931	-6.1724138	1353.838	-1.4470343	-1.4470343	-.71950311	1.0304114	-.56742932	1.269605	-.33835015	-.48293897
ABs_CD15_08dpf_vast01_plate01_mc4r_211117_1430_W_D11	6.5	211117	1	4	8	.94870081	.05129919	0	1	0	NT896	k5	6467	17614.466	493	0	.00053149	.99946851	4	4	4																																	1	ABs	CD15	mc4r	W	D11	1	0	0	1	1	8				680.62069	67.827586	3257.1926							.65894082	.52059489
