filename	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	irs1_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tod	n	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	date	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1000_W_E10	14	28	.02889991	.97110009	1	0	0	AX070	k1	5838	13842.979	446	0	.00024904	.99975091	2	44	2	3	4	3611.9138	1102440.2	1	13	1.613e+09	7876.2976	17558.896	3668.5042	1482650.8	1	17	1.650e+09	8058.1245	16024.911	3662.8788	1084465.9	1	7	1.587e+09	7747.0693	17464.93	3733.0578	1466291.5	1	12	1.619e+09	7906.7232	15896.291	11/30/2021 11:23	3662.8788	1084465.9	1482650.8	1	ABs	CD15	irs1	210715	1	0	0	1	1	1	8	-353.67798	105273.99	280665.06	173.46154	-29	-1642.3789	-1.1983797	-1.1983797	.32710332	1.1983797	.6151411	2.2316058	.07841241	.1838047
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1000_W_F09	14	28	1	0	0	1	1	AX065	k1	5110	23413.329	670	0	.00080951	.99919051	2	43	2	4	4	3871.8016	1159712.5	0	0	1.490e+09	7277.0849	16274.32	3844.9202	1321480.7	0	0	1.512e+09	7381.6523	15849.445	3860.4882	1147689.8	0	0	1.463e+09	7141.9312	16125.588	3812.0365	1308590.7	0	0	1.506e+09	7351.6674	15853.139	11/30/2021 11:23	3871.8016	1159712.5	1321480.7	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8	-144.75513	92695.07	7404.3201	-554.53846	195	7927.9716	-.3957253	-.3957253	.77913968	.96742157	-.32710332	.06431684	-.1838047	-.57913216
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1000_W_G08	14	28	0	1	.01540698	.98459302		AX061	k1	4785	15713.39	466	0	.00547625	.99452376	2	41	2	4	4	3950.9855	988792.72	0	0	1.486e+09	7257.945	17346.445	3851.1223	1315319.8	0	0	1.489e+09	7269.664	15614.949	3910.466	982332.76	0	0	1.485e+09	7250.4543	17404.884	3850.5593	1296059.6	0	0	1.459e+09	7123.6529	15485.336	11/30/2021 11:23	3950.9855	988792.72	1315319.8		ABs	CD15	irs1	210715	1	0	0	1	1	1	8	-65.57127	-111511.48	-41240.068	-879.53846	-9	228.03219	-.06431684	-.06431684	-.53920764	-1.0757227	-.3957253	-.6151411	-.34623426	-1.0099902
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1000_W_G09	14	28	.96642697	.03357303	0	1	1	AX066	k1	7164	18045.562	631	0	.00207012	.99792993	2	37	2	4	4	4496.3902	1260290.5	0	0	1.929e+09	9418.4499	19227.423	4316.6767	1647080.7	0	0	1.867e+09	9115.8914	17005.101	4381.834	1266122.4	0	0	1.914e+09	9347.9389	19071.304	4307.0321	1656142.6	0	0	1.890e+09	9226.6035	17097.616	11/30/2021 11:23	4496.3902	1260290.5	1647080.7	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8	479.8334	-69287.027	-2098.1696	1499.4615	156	2560.2044	2.2316058	2.2316058	1.1983797	-.6151411	1.768825	-.19402814	1.2025083	1.4544076
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1000_W_H08	14	28	1	0	0	1	1	AX062	k1	6610	12894.111	366	0	.00124559	.99875438	2	38	2	3	3																																	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8				945.46154	-109	-2591.2472							.70764351	.70764351
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1000_W_H09	14	28	.9440948	.0559052	0	1	1	AX067	k1	4986	18191.707	616	0	.00035636	.99964368	2	46	2	4	4	4125.6454	1145536.5	0	0	1.653e+09	8070.4586	17606.728	4038.4414	1529964	0	0	1.712e+09	8359.4927	16378.088	4137.9506	1151458.1	0	0	1.649e+09	8053.0121	17557.623	4034.0326	1534898.7	0	0	1.723e+09	8413.4971	16419.782	11/30/2021 11:23	4125.6454	1145536.5	1529964	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8	109.08869	-28190.022	79696.03	-678.53846	141	2706.3492	.2599896	.2599896	.6151411	-.2599896	1.0757227	1.3423357	-.23720211	-.70764351
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_A11	14	28	.97139259	.02860741	0	1	1	AX071	k1	8015	18955.542	585	0	.00085294	.99914706	3.5	78	4	4	4	4114.9573	1487196.7	0	0	1.914e+09	9345.4811	18215.014	4122.6722	1499608.2	0	0	1.924e+09	9396.9417	18231.63	4114.1032	1480946	0	0	1.902e+09	9288.4908	18132.759	4146.903	1497155.8	0	0	1.934e+09	9441.8656	18317.195	11/30/2021 11:23	4114.9573	1487196.7	1499608.2	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8	98.400545	317963.14	55074.57	1436.75	135.16667	4181.718	.19402814	.19402814	1.768825	2.2316058	.77913968	.86942377	2.3109913	1.3180109
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_A12	14	28	.0260897	.9739103	1	0	0	AX078	k1	7397	13433.955	367	0	.00201825	.99798167	3.5	71	4	3	3																																	1	ABs	CD15	irs1	210715	1	0	0	1	1	1	8				818.75	-82.833333	-1339.8695							1.6249807	.64206138
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_B11	14	28	.06542205	.93457795	1	0	0	AX072	k1	6189	19439.849	703	0	.00353841	.99646157	3.5	82	4	4	4	3992.4909	1353511.4	0	0	1.745e+09	8519.2263	17399.803	3992.1313	1405908.8	0	0	1.745e+09	8518.9274	17270.333	3978.323	1379082	0	0	1.743e+09	8511.5862	17348.334	3986.3887	1404563	0	0	1.751e+09	8549.3755	17314.762	11/30/2021 11:23	3992.4909	1353511.4	1405908.8	1	ABs	CD15	irs1	210715	1	0	0	1	1	1	8	-24.065858	235759.4	27080.555	-389.25	253.16667	4666.0245	.06431684	.06431684	1.521218	1.768825	.06431684	.46626526	.51841799	-.34623426
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_B12	14	28	0	1	1	0	0	AX079	k1	6381	16309.269	553	0	.00048679	.99951327	3.5	73	4	4	4	4369.8735	1210883.8	0	0	1.731e+09	8452.3822	17877.387	4191.664	1598032.8	0	0	1.704e+09	8320.2466	16109.3	4309.3889	1218330.7	0	0	1.720e+09	8398.2158	17757.785	4164.147	1602847.9	0	0	1.723e+09	8411.3095	16171.67	11/30/2021 11:23	4369.8735	1210883.8	1598032.8	1	ABs	CD15	irs1	210715	1	0	0	1	1	1	8	353.31671	-65509.575	16732.355	-197.25	103.16667	1535.4444	1.1983797	1.1983797	.96742157	-.53920764	1.3423357	.2599896	.57913216	-.1838047
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_C11	14	28	1	0	0	1	1	AX073	k1	3834	15565.148	359	0	.00396948	.99603051	3.5	81	4	4	4	3830.9716	919378.05	0	0	1.283e+09	6266.2564	15637.872	3544.2605	1153761	0	0	1.271e+09	6206.8905	14346.501	3824.7251	919617.31	0	0	1.293e+09	6314.9779	15740.671	3599.0359	1140841.1	0	0	1.245e+09	6076.9887	14188.674	11/30/2021 11:23	3830.9716	919378.05	1153761	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8	-185.58515	-130475.57	-138409.4	-2744.25	-90.833333	791.32396	-.69480185	-.69480185	-1.0757227	-1.768825	-1.0757227	-1.768825	-1.1011455	-2.3109913
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_D11	14	28	.9684834	.0315166	0	1	1	AX074	k1	6002	13937.142	423	0	.00035822	.99964178	3.5	80	4	3	4																																	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8				-576.25	-26.833333	-836.68286							.23720211	-.64206138
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_D12	14	28	1	0	0	1	1	AX080	k1	6108	10440.13	277	0	.00326868	.99673128	3.5	74	4	2	3	4143.4074	1079950	0	0	1.537e+09	7504.259	17053.41	4075.0445	1463599.9	0	0	1.609e+09	7855.7656	15974.246	4270.7611	1084017.3	0	0	1.542e+09	7528.8501	17048.558	4061.1278	1470418.7	0	0	1.626e+09	7939.2183	16004.623	11/30/2021 11:23	4143.4074	1079950	1463599.9	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8	126.85063	-101243.21	3802.3105	-470.25	-172.83333	-4333.6941	.32710332	.32710332	.22688544	-.96742157	.3957253	-.06431684	.40225007	-.45955825
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_E11	14	28	.96478379	.03521621	.0373552	.9626448	1	AX075	k1	6815	15488.239	497	0	.00047618	.99952388	3.5	75	4	3	4																																	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8				236.75	47.166667	714.41412							.9265376	.23720211
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_E12	14	28	0	1	1	0	0	AX081	k1	7776	14974.816	492	0	.00681825	.99318177	3.5	77	4	3	4	4169.6484	1330931.4	0	0	1.938e+09	9464.3462	18970.729	4108.7931	1593128.1	0	0	1.949e+09	9517.946	18053.444	4166.904	1315618.9	0	0	1.936e+09	9452.4677	19016.26	4104.8424	1599318.8	0	0	1.958e+09	9560.1455	18077.194	11/30/2021 11:23	4169.6484	1330931.4	1593128.1	1	ABs	CD15	irs1	210715	1	0	0	1	1	1	8	153.09168	138707.21	119251.74	1197.75	42.166667	200.99193	.46626526	.46626526	1.3423357	1.3423357	1.1983797	1.768825	1.8627319	1.0099902
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_F11	14	28	1	0	0	1	1	AX076	k1	6919	11660.174	340	0	.00402433	.99597567	3.5	72	4	2	3																																	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8				340.75	-109.83333	-3113.6508							1.0099902	.34623426
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_F12	14	28	.9677342	.0322658	0	1	1	AX082	k1	7354	14126.946	366	0	.00150053	.99849951	3.5	79	4	3	4																																	5	ABs	CD15	irs1	210715	1	0	0	1	1	1	8				775.75	-83.833333	-646.8781							1.3180109	.57913216
ABs_CD15_08dpf_vast01_plate01_irs1_210715_1130_W_H11	14	28	.009798	.990202	1	0	0	AX077	k1	6149	12954.683	436	0	.00248005	.99751991	3.5	76	4	3	3																																	1	ABs	CD15	irs1	210715	1	0	0	1	1	1	8				-429.25	-13.833333	-1819.1416							.45955825	-.40225007
