filename	tod	date	plate	batch	tank	index	protein	f_batch	ModTime	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tsf	Food_fluo_cat	Food_fluo_cat_all	Wellfolder	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	lep_dich	qRNA	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
AB_CD15_08dpf_VAST02_plate01_LEP_210902_H03	2.3333333	210902	1	5	12	NR439	20.080143	1	02-sep-2021 10:20:19	3893	9092.0649	0	1	.85545135	.1445487	1.05	1	1	H03	3551.1858	926555.79	0	0	1.460e+09	7128.2536	17615.441	3478.6452	1306826.2	0	0	1.442e+09	7039.0185	15528.135	3558.4715	934032.59	0	0	1.473e+09	7192.458	17719.635	3477.6305	1301891.5	0	0	1.458e+09	7119.3734	15709.387	9/2/2021 12:20	3551.1858	926555.79	1306826.2	1	5	AB	CD15	LEP	1	0	0	2	1	8	-464.50237	87441.419	137669.71	-1090.3871	-394.70968	-640051.85	-1.7738561	-1.7738561	-.49646664	1.2048509	-.43571506	2.5468644	-1.6709232	-1.5726949
AB_CD15_08dpf_VAST02_plate01_LEP_210902_H04	2.6666667	210902	1	5	11	NR446	22.514542	1	02-sep-2021 10:40:07	4877	35747.922	31	0	.00820242	.99179757	1.3833333	1	1	H04	4267.5772	1080129.4	0	0	1.587e+09	7751.416	17740.501	4228.7266	1500983.9	0	0	1.543e+09	7532.888	15717.715	4304.1877	1098013.9	0	0	1.588e+09	7755.322	17662.058	4222.4735	1522756.3	0	0	1.551e+09	7572.8102	15685.266	9/2/2021 12:40	4267.5772	1080129.4	1500983.9	1	5	AB	CD15	LEP	1	0	0	2	1	8	251.88903	-14487.432	10437.456	-106.3871	-363.70968	-613395.99	1.0043345	1.0043345	.96019612	-.0136234	.96019612	.06816766	-.29444085	-.15898053
AB_CD15_08dpf_VAST02_plate01_LEP_210902_H06	4.15	210902	1	5	10	NR460	35.396568	2	02-sep-2021 12:09:04	6157	1113578.3	1358	0	.0002292	.99977082	.35	3	3	H06	4346.263	1104653.3	0	0	1.639e+09	8002.6682	17989.258	4123.209	1572910.8	0	0	1.610e+09	7860.9154	16275.161	4266.1298	1093497.9	0	0	1.621e+09	7914.6658	17927.718	4162.078	1564925.5	0	0	1.585e+09	7738.9113	16155.259	9/2/2021 2:09	4346.263	1104653.3	1572910.8	0	1	AB	CD15	LEP	1	0	0	2	1	8	330.5749	-18026.981	47064.013	1057.129	446.54839	-24636.263	1.2048509	1.2048509	1.0990663	-.09550585	1.2631877	.69169254	1.2815516	1.2815516
AB_CD15_08dpf_VAST02_plate01_LEP_210902_H07	4.4166667	210902	1	5	12	NR468	18.761511	2	02-sep-2021 12:25:17	5020	1439266	1018	0	.00024522	.99975473	.61666667	4	4	H07	4070.5284	978414.92	0	0	1.585e+09	7738.7806	18565.934	3959.3637	1390536.5	0	0	1.480e+09	7228.5602	16052.118	4081.1534	976321.41	0	0	1.556e+09	7595.8536	18320.714	3959.6167	1397833.9	0	0	1.464e+09	7148.3224	15874.783	9/2/2021 2:25	4070.5284	978414.92	1390536.5			AB	CD15	LEP	1	0	0	2	1	8	54.840281	-45924.069	-11609.245	-79.870968	106.54839	301051.49	.40594555	.40594555	-.06816766	-.55910955	.2617966	-.17803479	-.02638862	-.05279564
AB_CD15_08dpf_VAST02_plate01_LEP_210902_H08	4.8	210902	1	5	12	NR476	20.891609	2	02-sep-2021 12:48:02	4471	27595.954	38	0	.00353487	.99646509	1	1	1	H08	3865.4122	1011731.6	0	0	1.498e+09	7312.4164	17495.283	3880.397	1282870.5	0	0	1.415e+09	6907.6288	15604.573	3869.8855	977398.07	0	0	1.495e+09	7302.0744	17539.008	3880.1542	1259841.9	0	0	1.407e+09	6871.5328	15678.225	9/2/2021 2:48	3865.4122	1011731.6	1282870.5	1	5	AB	CD15	LEP	1	0	0	2	1	8	-150.27599	60547.718	-27255.297	-628.87097	-873.45161	-1110618.6	-.46587588	-.46587588	.29010079	.96019612	-.6574843	-.46587588	-.52440051	-.61759536
AB_CD15_08dpf_VAST02_plate01_LEP_210902_H09	5.0833333	210902	1	5	11	NR484	16.631412	2	02-sep-2021 13:05:50	4063	100447.14	118	0	.00351166	.99648833	1.2833333	1	1	H09	3815.0166	868505.86	0	0	1.331e+09	6499.8168	16778.324	3618.0855	1176759.6	0	0	1.280e+09	6248.1773	15081.216	3785.3864	869642.33	0	0	1.325e+09	6470.5378	16710.288	3620.3786	1175473.6	0	0	1.289e+09	6292.3927	15201.13	9/2/2021 3:05	3815.0166	868505.86	1176759.6	1	5	AB	CD15	LEP	1	0	0	2	1	8	-200.67152	-64704.319	-110757.52	-1036.871	-793.45161	-1037767.4	-.83774504	-.83774504	-1.3949084	-.87709547	-1.9240539	-1.6554853	-1.3440031	-1.4876542
AB_CD15_08dpf_VAST02_plate02_LEP_210902_A01	6.1333333	210902	2	5	10	NR485		3	02-sep-2021 14:08:31	5524	1406882	1487	0	.00081131	.99918872	3.340e-13	4	4	A01	3888.4697	923116.46	0	0	1.433e+09	6997.1602	17406.669	3747.6901	1330333.3	0	0	1.415e+09	6909.4603	15701.804	3910.2174	918331.3	0	0	1.389e+09	6783.6624	17094.522	3709.2681	1333503.4	0	0	1.437e+09	7017.8005	15809.794	9/2/2021 4:08	3888.4697	923116.46	1330333.3	1	5	AB	CD15	LEP	1	0	0	2	1	8	-127.21845	-36290.911	9863.3213	309.24242	539.87879	339958.41	-.29010079	-.29010079	-.55910955	-.37653158	-.20578799	.04088032	.68279428	.5859714
AB_CD15_08dpf_VAST02_plate02_LEP_210902_A02	6.4166667	210902	2	5	12	NR493	20.319328	3	02-sep-2021 14:25:20	5989	1433260.8	1712	0	.00008069	.9999193	.28333333	4	4	A02	4166.4446	1035956.4	0	0	1.549e+09	7563.2415	17587.868	3973.8889	1467069.1	0	0	1.563e+09	7630.4952	16139.938	4059.5957	1031231.1	0	0	1.523e+09	7436.5521	17451.761	3943.0636	1442066.7	0	0	1.527e+09	7453.6475	15984.686	9/2/2021 4:25	4166.4446	1035956.4	1467069.1	1	5	AB	CD15	LEP	1	0	0	2	1	8	150.75649	-22591.276	21893.09	774.24242	764.87879	366337.25	.72673011	.72673011	.59125761	-.12291562	.83774504	.23370064	1.1697409	1.1697409
AB_CD15_08dpf_VAST02_plate02_LEP_210902_A03	6.7	210902	2	5	11	NR501	21.131373	3	02-sep-2021 14:42:18	7130	991500.12	1148	0	.00135337	.99864668	.56666667	3	3	A03	4561.5342	1141648.6	0	0	1.695e+09	8277.3249	18247.749	4310.9362	1603117.1	0	0	1.637e+09	7993.7246	16332.475	4369.9453	1137341.9	0	0	1.667e+09	8140.4205	18038.588	4369.6168	1605001.2	0	0	1.623e+09	7922.6931	16250.774	9/2/2021 4:42	4561.5342	1141648.6	1603117.1	0	1	AB	CD15	LEP	1	0	0	2	1	8	545.84603	-57808.63	-19305.359	1915.2424	200.87879	-75423.476	1.4709511	1.4709511	1.2631877	-.69169254	1.3949084	-.31863936	1.7885693	1.7885693
AB_CD15_08dpf_VAST02_plate02_LEP_210902_A04	6.9666667	210902	2	5	10	NR509	13.242934	3	02-sep-2021 14:58:40	4726	792767.88	536	0	.00112617	.99887377	.83333333	2	3	A04	3920.0372	974736.33	0	0	1.452e+09	7087.7026	17150.082	3904.7526	1389220.6	0	0	1.499e+09	7319.394	15833.836	3976.5184	969801.64	0	0	1.450e+09	7080.7635	17139.651	3921.231	1406746.2	0	0	1.514e+09	7391.8909	15866.111	9/2/2021 4:58	3920.0372	974736.33	1389220.6	1	5	AB	CD15	LEP	1	0	0	2	1	8	-95.650913	4070.3342	54588.712	-488.75758	-411.12121	-274155.71	-.06816766	-.06816766	-.09550585	.23370064	.20578799	.79965098	-.35003052	-.46475731
AB_CD15_08dpf_VAST02_plate02_LEP_210902_B01	6.1666667	210902	2	5	11	NR486	19.507283	3	02-sep-2021 14:10:27	5407	2069504.4	1752	0	.00002491	.99997509	.03333333	4	4	B01	4104.4198	999439.7	0	0	1.509e+09	7366.0249	17863.669	3846.4133	1408241.6	0	0	1.435e+09	7004.4702	15885.883	4271.1078	982721.56	0	0	1.510e+09	7371.664	17924.355	3917.1523	1429744.9	0	0	1.450e+09	7079.1586	15908	9/2/2021 4:10	4104.4198	999439.7	1408241.6			AB	CD15	LEP	1	0	0	2	1	8	88.731694	-36986.731	-9108.6489	192.24242	804.87879	1002580.8	.52752928	.52752928	.15041807	-.40594555	.40594555	-.12291562	.55492294	.43555739
AB_CD15_08dpf_VAST02_plate02_LEP_210902_B02	6.45	210902	2	5	10	NR494	17.535173	3	02-sep-2021 14:27:34	4895	702345.08	598	0	.00139841	.99860162	.31666667	2	3	B02	4101.2708	990916.14	0	0	1.431e+09	6985.8109	16819.633	4071.7516	1388054.2	0	0	1.360e+09	6638.2912	14890.462	4053.4101	984605.71	0	0	1.393e+09	6802.0179	16599.596	4074.2518	1393078.6	0	0	1.357e+09	6623.9462	14898.644	9/2/2021 4:27	4101.2708	990916.14	1388054.2	1	5	AB	CD15	LEP	1	0	0	2	1	8	85.582679	-44387.187	-27883.305	-319.75758	-349.12121	-364578.51	.49646664	.49646664	.06816766	-.49646664	.17803479	-.49646664	-.2397471	-.35003052
AB_CD15_08dpf_VAST02_plate02_LEP_210902_B03	6.7333333	210902	2	5	12	NR502	21.711405	3	02-sep-2021 14:44:23	5956	1151886.3	1281	0	.00017364	.99982637	.6	3	3	B03	4812.8107	1348935.5	0	0	1.893e+09	9242.1475	18555.005	4412.9831	1749961.5	0	0	1.798e+09	8779.457	17094.482	4782.6806	1350789.8	0	0	1.895e+09	9250.9194	18582.966	4577.5528	1803585.2	0	0	1.861e+09	9084.878	17251.811	9/2/2021 4:44	4812.8107	1348935.5	1749961.5	0	1	AB	CD15	LEP	1	0	0	2	1	8	797.12257	59860.064	14810.579	741.24242	333.87879	84962.749	1.9240539	1.9240539	1.6554853	.83774504	1.9240539	.15041807	1.1189584	1.1189584
AB_CD15_08dpf_VAST02_plate02_LEP_210902_B04	7	210902	2	5	11	NR510	11.154817	3	02-sep-2021 15:00:51	5003	401911.62	271	0	.00296519	.99703479	.86666667	2	2	B04	3821.1969	948447.88	1	11	1.609e+09	7857.7403	18912.41	3735.7327	1317174.1	1	1	1.465e+09	7154.853	15507.174	3678.1887	929337.16	1	10	1.534e+09	7488.1373	18398.408	3747.8537	1325488.3	1	6	1.475e+09	7200.8862	15531.399	9/2/2021 5:00	3821.1969	948447.88	1317174.1			AB	CD15	LEP	1	0	0	2	1	8	-194.49129	13033.504	26884.311	-211.75758	-676.12121	-665011.97	-.72673011	-.72673011	-.31863936	.31863936	-.29010079	.31863936	-.07923953	-.26699413
AB_CD15_08dpf_VAST02_plate02_LEP_210902_B05	7.2333333	210902	2	5	10	NR518		3	02-sep-2021 15:14:44	5053	1703658.2	944	0	.00014976	.99985027	1.1	4	4	B05	4071.0464	1017593.4	0	0	1.487e+09	7259.1216	17282.535	4020.9447	1408301.4	0	0	1.445e+09	7057.7924	15519.893	4102.3827	1033444.2	0	0	1.485e+09	7251.7194	17169.882	4025.7281	1421640	0	0	1.445e+09	7058.0078	15430.469	9/2/2021 5:14	4071.0464	1017593.4	1408301.4			AB	CD15	LEP	1	0	0	2	1	8	55.35823	-6930.3298	5923.2834	-161.75758	-3.1212121	636734.64	.43571506	.43571506	.37653158	.12291562	.43571506	-.0136234	.05279564	-.21267695
AB_CD15_08dpf_VAST02_plate02_LEP_210902_C01	6.2166667	210902	2	5	12	NR487	18.92725	3	02-sep-2021 14:13:33	5287	1216209.9	846	0	.00041204	.99958795	.08333333	3	4	C01	3937.8114	994684.45	0	0	1.501e+09	7331.1379	17611.141	3881.0482	1408660.3	0	0	1.536e+09	7499.8202	16228.522	3988.3725	1003596.8	0	0	1.528e+09	7458.9691	17711.263	3871.9716	1414103.4	0	0	1.537e+09	7503.6913	16214.354	9/2/2021 4:13	3937.8114	994684.45	1408660.3	1	5	AB	CD15	LEP	1	0	0	2	1	8	-77.876742	17679.26	66054.5	72.242424	-101.12121	149286.27	-.0136234	-.0136234	.09550585	.40594555	.46587588	1.0505218	.43555739	.26699413
AB_CD15_08dpf_VAST02_plate02_LEP_210902_C02	6.5	210902	2	5	11	NR495	18.115205	3	02-sep-2021 14:30:06	5453	13392.794	0	0	.00601168	.99398828	.36666667	1	1	C02	4338.3873	1023215.9	0	0	1.470e+09	7179.1253	16849.049	3978.9807	1396547.9	0	0	1.442e+09	7040.4554	14896.148	4187.4844	1010086.7	0	0	1.461e+09	7132.8231	16802.614	3932.1682	1371455.7	0	0	1.411e+09	6889.6356	14795.882	9/2/2021 4:30	4338.3873	1023215.9	1396547.9	1	5	AB	CD15	LEP	1	0	0	2	1	8	322.69918	-96655.47	-125765.67	238.24242	-947.12121	-1053530.8	1.1503494	1.1503494	.43571506	-1.6554853	.31863936	-2.1368684	.61759536	.52440051
AB_CD15_08dpf_VAST02_plate02_LEP_210902_C03	6.7666667	210902	2	5	10	NR503	15.447057	3	02-sep-2021 14:46:23	5762	2779193.8	2180	0	.00021373	.99978632	.63333333	4	4	C03	3975.9655	999708.86	0	0	1.511e+09	7380.2728	17597.343	3730.6376	1418918.5	0	0	1.497e+09	7310.7865	16006.166	3993.0302	979790.65	0	0	1.482e+09	7237.9447	17481.159	3730.0884	1419666.1	0	0	1.518e+09	7411.2737	16141.056	9/2/2021 4:46	3975.9655	999708.86	1418918.5	1	5	AB	CD15	LEP	1	0	0	2	1	8	-39.722601	9095.9214	59195.837	547.24242	1232.8788	1712270.2	.09550585	.09550585	.17803479	.2617966	.52752928	.83774504	.93970593	.82296778
AB_CD15_08dpf_VAST02_plate02_LEP_210902_C04	7.0333333	210902	2	5	12	NR511	12.082869	3	02-sep-2021 15:02:54	4437	675186.35	531	0	.00140691	.99859303	.9	2	3	C04	4029.5485	963969.73	0	0	1.389e+09	6783.9226	16569.767	3860.4921	1336793.2	0	0	1.360e+09	6638.9574	15069.769	3970.8548	952036.74	0	0	1.355e+09	6618.1054	16395.252	3845.6552	1334879.2	0	0	1.373e+09	6704.011	15134.75	9/2/2021 5:02	4029.5485	963969.73	1336793.2	1	5	AB	CD15	LEP	1	0	0	2	1	8	13.860385	-45753.696	-46967.99	-777.75758	-416.12121	-391737.25	.23370064	.23370064	-.15041807	-.52752928	-.15041807	-.72673011	-.61759536	-.89943491
AB_CD15_08dpf_VAST02_plate02_LEP_210902_D01	6.25	210902	2	5	10	NR488	17.071147	3	02-sep-2021 14:15:28	5528	1176325.7	1181	0	.00083588	.9991641	.11666667	3	3	D01	4251.5267	1001264	0	0	1.444e+09	7053.0759	16868.739	3960.5721	1389489.7	0	0	1.405e+09	6862.2716	15434.297	4020.6063	984785.16	0	0	1.418e+09	6925.089	16767.148	3976.022	1382581.2	0	0	1.399e+09	6832.0078	15425.414	9/2/2021 4:15	4251.5267	1001264	1389489.7	1	5	AB	CD15	LEP	1	0	0	2	1	8	235.83854	-87628.346	-93856.056	313.24242	233.87879	109402.08	.96019612	.96019612	.20578799	-1.3949084	.23370064	-1.3261724	.7164975	.61759536
AB_CD15_08dpf_VAST02_plate02_LEP_210902_D02	6.5333333	210902	2	5	12	NR496	12.778908	3	02-sep-2021 14:32:24	4422	416062.98	196	0	.0023486	.9976514	.4	2	2	D02	3758.3206	910794.68	0	0	1.295e+09	6325.4605	16060.353	3744.4647	1240940.6	0	0	1.289e+09	6293.4635	14820.737	3743.618	930503.54	0	0	1.317e+09	6428.8974	16123.21	3768.6394	1247938.8	0	0	1.288e+09	6287.5592	14757.143	9/2/2021 4:32	3758.3206	910794.68	1240940.6	0	1	AB	CD15	LEP	1	0	0	2	1	8	-257.36754	-2194.7499	-21141.449	-792.75758	-751.12121	-650860.61	-1.2048509	-1.2048509	-.72673011	.17803479	-.96019612	-.34743989	-.64984945	-1.025212
AB_CD15_08dpf_VAST02_plate02_LEP_210902_D03	6.8	210902	2	5	11	NR504	22.059425	3	02-sep-2021 14:48:37	7477	1858726.6	2127	0	.00035955	.99964046	.66666667	4	4																																		0	1	AB	CD15	LEP	1	0	0	2	1	8				2262.2424	1179.8788	791803.04							1.9379315	1.9379315
AB_CD15_08dpf_VAST02_plate02_LEP_210902_D04	7.0666667	210902	2	5	10	NR512	15.33105	3	02-sep-2021 15:04:30	4351	1354860	698	0	.00112514	.99887484	.93333333	3	4	D04	3816.5215	953412.48	0	0	1.461e+09	7135.7031	17364.864	3806.7607	1315200.2	0	0	1.397e+09	6818.9876	15161.743	3949.4069	934421.39	0	0	1.420e+09	6932.8299	17107.071	3806.6428	1309966.4	0	0	1.410e+09	6883.1996	15300.063	9/2/2021 5:04	3816.5215	953412.48	1315200.2	1	5	AB	CD15	LEP	1	0	0	2	1	8	-199.16667	19665.587	27007.919	-863.75758	-249.12121	287936.4	-.79965098	-.79965098	-.23370064	.43571506	-.34743989	.34743989	-.87983746	-1.1697409
AB_CD15_08dpf_VAST02_plate02_LEP_210902_E01	6.2833333	210902	2	5	11	NR489	12.546895	3	02-sep-2021 14:17:26	5244	11586.008	5	1	.98967046	.01032956	.15	1	1	E01	3561.1012	902390.75	0	0	1.319e+09	6439.898	16233.009	3621.8859	1260858.8	0	0	1.254e+09	6121.6299	14168.338	3555.1418	893777.47	0	0	1.304e+09	6367.614	16151.981	3583.538	1243721.9	0	0	1.246e+09	6083.736	14155.037	9/2/2021 4:17	3561.1012	902390.75	1260858.8	1	5	AB	CD15	LEP	1	0	0	2	1	8	-454.58696	59740.028	87254.015	29.242424	-942.12121	-1055337.6	-1.6554853	-1.6554853	-.96019612	.79965098	-.7626835	1.5566011	.3782254	.15898053
AB_CD15_08dpf_VAST02_plate02_LEP_210902_E02	6.5666667	210902	2	5	10	NR497	18.811244	3	02-sep-2021 14:34:27	5137	830011.78	907	0	.00068434	.99931562	.43333333	2	3	E02	3974.2614	943154.3	0	0	1.412e+09	6895.784	17014.23	3960.893	1383508.3	0	0	1.397e+09	6821.6024	15250.674	3961.9273	937800.9	0	0	1.405e+09	6862.1583	16941.051	3965.3001	1380786.7	0	0	1.366e+09	6670.2409	15047.086	9/2/2021 4:34	3974.2614	943154.3	1383508.3	0	1	AB	CD15	LEP	1	0	0	2	1	8	-41.4267	-46850.874	24550.179	-77.757576	-40.121212	-236911.82	.04088032	.04088032	-.34743989	-.59125761	.12291562	.29010079	.13231285	-.02638862
AB_CD15_08dpf_VAST02_plate02_LEP_210902_E03	6.8333333	210902	2	5	12	NR505	12.546895	3	02-sep-2021 14:50:24	4581	390487.05	342	0	.00165051	.99834955	.7	2	2	E03	3855.6045	866412.35	0	0	1.248e+09	6095.7949	15790.915	3628.6671	1222128.9	0	0	1.283e+09	6263.1922	14544.782	3708.3932	875234.99	0	0	1.264e+09	6169.9379	15881.613	3643.2384	1212558.6	0	0	1.276e+09	6231.2711	14538.263	9/2/2021 4:50	3855.6045	866412.35	1222128.9	1	5	AB	CD15	LEP	1	0	0	2	1	8	-160.08365	-81273.574	-83596.929	-633.75758	-605.12121	-676436.54	-.52752928	-.52752928	-1.6554853	-1.2048509	-1.2048509	-1.0505218	-.49435905	-.64984945
AB_CD15_08dpf_VAST02_plate02_LEP_210902_E04	7.1	210902	2	5	11	NR513	23.451502	3	02-sep-2021 15:06:26	6836	1353255.1	1398	0	.00021259	.99978739	.96666667	3	4	E04	4599.4268	1267797.2	0	0	1.806e+09	8819.3045	18288.736	4480.5052	1762642.2	0	0	1.798e+09	8777.8334	16767.19	4740.7376	1279341.4	0	0	1.811e+09	8841.9059	18257.573	4495.4323	1741497.8	0	0	1.744e+09	8518.0397	16528.244	9/2/2021 5:06	4599.4268	1267797.2	1762642.2	0	1	AB	CD15	LEP	1	0	0	2	1	8	583.73869	54825.557	123220.25	1621.2424	450.87879	286331.55	1.6554853	1.6554853	1.5566011	.72673011	2.1368684	2.1368684	1.5726949	1.5726949
AB_CD15_08dpf_VAST02_plate02_LEP_210902_F01	6.3166667	210902	2	5	12	NR490	20.087315	3	02-sep-2021 14:19:22	5955	2498729.5	2072	0	.00007225	.99992776	.18333333	4	4	F01	4392.7681	1029526.4	0	0	1.553e+09	7581.5708	17825.243	4264.212	1485731.2	0	0	1.490e+09	7276.8907	15820.666	4366.3782	1034760.1	0	0	1.557e+09	7603.8273	17808.297	4249.9084	1495690.3	0	0	1.479e+09	7220.7795	15725.154	9/2/2021 4:19	4392.7681	1029526.4	1485731.2			AB	CD15	LEP	1	0	0	2	1	8	377.07997	-109740.06	-60978.819	740.24242	1124.8788	1431806	1.3261724	1.3261724	.49646664	-2.1368684	.91785334	-.83774504	1.0709086	1.0709086
AB_CD15_08dpf_VAST02_plate02_LEP_210902_F02	6.6	210902	2	5	11	NR498	20.319328	3	02-sep-2021 14:36:52	5174	1240091.7	545	0	.00193384	.99806613	.46666667	3	4	F02	4162.4229	990856.32	0	0	1.391e+09	6792.6833	16477.03	3996.7734	1429505.6	0	0	1.394e+09	6806.8627	15041.434	4217.3141	1005929.6	0	0	1.395e+09	6811.5182	16454.734	3964.9795	1429834.6	0	0	1.399e+09	6832.8557	14999.768	9/2/2021 4:36	4162.4229	990856.32	1429505.6	1	5	AB	CD15	LEP	1	0	0	2	1	8	146.7348	-66257.031	-13866.163	-40.757576	-402.12121	173168.09	.69169254	.69169254	.04088032	-.91785334	.62402876	-.20578799	.29444085	.02638862
AB_CD15_08dpf_VAST02_plate02_LEP_210902_F03	6.8666667	210902	2	5	10	NR506	16.607121	3	02-sep-2021 14:52:25	5116	909768.66	1029	0	.00039706	.99960297	.73333333	2	3	F03	4190.1475	1099838.3	0	0	1.558e+09	7608.1778	17228.727	3955.4339	1454358.5	0	0	1.442e+09	7043.3802	15334.103	4239.5547	1107494.5	0	0	1.523e+09	7434.327	16971.913	3992.2212	1453222	0	0	1.434e+09	7001.2802	15287.455	9/2/2021 4:52	4190.1475	1099838.3	1454358.5	1	5	AB	CD15	LEP	1	0	0	2	1	8	174.4594	32836.868	-1451.162	-98.757576	81.878788	-157154.93	.79965098	.79965098	1.0505218	.62402876	.79965098	-.06816766	.10573895	-.13231285
AB_CD15_08dpf_VAST02_plate02_LEP_210902_F04	7.1333333	210902	2	5	12	NR514	19.27527	3	02-sep-2021 15:08:09	6350	1640048.3	1842	0	.00003485	.99996519	1	4	4	F04	4140.1363	1111950.7	0	0	1.581e+09	7721.1273	17475.688	4028.0936	1513963.6	0	0	1.535e+09	7495.6926	16060.918	4315.2042	1116018.1	0	0	1.586e+09	7743.3029	17481.621	4036.0301	1480377.8	0	0	1.486e+09	7257.056	15874.658	9/2/2021 5:08	4140.1363	1111950.7	1513963.6			AB	CD15	LEP	1	0	0	2	1	8	124.44818	62785.899	80590.146	1135.2424	894.87879	573124.73	.6574843	.6574843	1.2048509	1.0043345	1.0990663	1.3949084	1.3440031	1.3440031
AB_CD15_08dpf_VAST02_plate02_LEP_210902_G01	6.35	210902	2	5	10	NR491	14.170985	3	02-sep-2021 14:21:30	3959	10781.478	0	1	.99780279	.00219719	.21666667	1	1	G01	3877.8991	866980.59	0	0	1.254e+09	6122.1416	15875.495	3817.6615	1202121	0	0	1.212e+09	5915.5941	14171.583	3831.639	868146.97	0	0	1.263e+09	6166.5711	15990.69	3828.3008	1185881.3	0	0	1.202e+09	5870.791	14176.817	9/2/2021 4:21	3877.8991	866980.59	1202121	1	5	AB	CD15	LEP	1	0	0	2	1	8	-137.78907	-88656.742	-113606.73	-1255.7576	-947.12121	-1056142.1	-.34743989	-.34743989	-1.4709511	-1.4709511	-1.3261724	-1.7738561	-1.5726949	-1.6709232
AB_CD15_08dpf_VAST02_plate02_LEP_210902_G02	6.6333333	210902	2	5	12	NR499	18.347218	3	02-sep-2021 14:38:43	4411	572366.65	622	0	.00054668	.99945337	.5	2	3	G02	3916.3964	908790.89	0	0	1.343e+09	6557.0909	16617.528	3845.6046	1300216.7	0	0	1.379e+09	6732.2142	15097.342	4025.3009	954369.51	0	0	1.402e+09	6845.3617	16789.191	3850.1398	1277397.5	0	0	1.364e+09	6660.0285	15059.81	9/2/2021 4:38	3916.3964	908790.89	1300216.7	1	5	AB	CD15	LEP	1	0	0	2	1	8	-99.29179	-60576.574	-32781.811	-803.75758	-325.12121	-494556.94	-.09550585	-.09550585	-.7626835	-.72673011	-.46587588	-.62402876	-.68279428	-1.0709086
AB_CD15_08dpf_VAST02_plate02_LEP_210902_G03	6.9	210902	2	5	11	NR507	17.071147	3	02-sep-2021 14:54:19	5637	1677792.5	1504	0	.00030252	.99969745	.76666667	4	4	G03	4325.8469	1046095	0	0	1.476e+09	7204.776	16895.915	3977.5975	1440930.2	0	0	1.382e+09	6749.3656	15144.678	4101.6536	1030304	0	0	1.458e+09	7117.1832	16836.185	4030.5615	1442395.6	0	0	1.367e+09	6675.3795	15052.997	9/2/2021 4:54	4325.8469	1046095	1440930.2	1	5	AB	CD15	LEP	1	0	0	2	1	8	310.15879	-69303.882	-75757.431	422.24242	556.87879	610868.93	1.0990663	1.0990663	.72673011	-1.0043345	.6574843	-.91785334	.82296778	.7164975
AB_CD15_08dpf_VAST02_plate02_LEP_210902_G04	7.15	210902	2	5	10	NR515	12.894914	3	02-sep-2021 15:09:51	3730	100372.16	100	0	.0015681	.99843186	1.0166667	1	1	G04	3794.4022	869283.45	0	0	1.324e+09	6462.4981	16782.622	3714.0705	1180378.4	0	0	1.271e+09	6207.4906	14890.286	3911.2613	857320.56	0	0	1.332e+09	6506.1108	16974.01	3711.2551	1174397	0	0	1.269e+09	6194.8552	14915.895	9/2/2021 5:09	3794.4022	869283.45	1180378.4			AB	CD15	LEP	1	0	0	2	1	8	-221.2859	-56574.572	-97890.653	-1484.7576	-847.12121	-966551.43	-1.0505218	-1.0505218	-1.3261724	-.6574843	-1.6554853	-1.3949084	-2.1497001	-2.1497001
AB_CD15_08dpf_VAST02_plate02_LEP_210902_H01	6.3833333	210902	2	5	11	NR492	19.739296	3	02-sep-2021 14:23:30	5045	2073213.1	1908	0	.00009531	.99990463	.25	4	4	H01	3757.4292	907564.7	0	0	1.380e+09	6736.8995	17005.498	3816.2511	1341369	0	0	1.417e+09	6919.5757	15791.111	3749.222	922907.1	0	0	1.381e+09	6744.2283	16942.086	3670.3299	1342116.7	0	0	1.431e+09	6985.0252	15785.493	9/2/2021 4:23	3757.4292	907564.7	1341369	1	5	AB	CD15	LEP	1	0	0	2	1	8	-258.2589	-5106.826	79686.901	-169.75758	960.87879	1006289.5	-1.2631877	-1.2631877	-.79965098	.15041807	-.09550585	1.3261724	.02638862	-.2397471
