filename	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	pcsk1_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tod	n	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	date	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_pcsk1_210629_1030_W_D03	19	43	.42191781	.57808219	1	0	0	AV040	k1	4681	3065.3183	38	0	.11663087	.88336921	2.5	94	7	1	1	4112.0127	946653.44	0	0	1.561e+09	7622.3821	18549.676	3885.4151	1190786.1	0	0	1.472e+09	7185.9598	16190.256	3909.376	937113.04	0	0	1.595e+09	7787.9652	18879.699	3880.3662	1207952.9	0	0	1.472e+09	7186.5101	16068.961	11/30/2021 11:38	4112.0127	946653.44	1190786.1	1	ABs	CD15	pcsk1	210629	1	0	0	1	1	1	8	-24.030696	-119217.44	-206888.36	-643.26316	-26.789474	-797.45561	.59241694	-.18759968	-.62836951	-2.1732447	-1.3269543	-2.7503931	-1.0554736	-.46370775
ABs_CD15_08dpf_vast01_plate01_pcsk1_210629_1030_W_E01	19	43	.10223607	.89776393	.9705955	.0294045	0	AV025	k1	5533	1795.288	1	1	.99976569	.00023431	2.5	48	7	1	1	3998.7895	954907.84	0	0	1.578e+09	7706.1162	18485.636	3858.9579	1256372.7	0	0	1.595e+09	7789.4481	16808.476	4051.7865	981704.71	0	0	1.640e+09	8005.5382	18847.892	3844.1073	1262144.8	0	0	1.597e+09	7798.0457	16788.91	11/30/2021 11:38	3998.7895	954907.84	1256372.7	1	ABs	CD15	pcsk1	210629	1	0	0	1	1	1	8	-137.25394	-67033.092	-83495.949	208.73684	-63.789474	-2067.4859	.14222186	-.61029461	-.48877641	-1.2581616	-.6651534	-1.1649293	-.34410246	.18701566
ABs_CD15_08dpf_vast01_plate01_pcsk1_210629_1030_W_E02	19	43	.55014137	.44985863	1	0		AV033	k1	3735	4044.4943	105	0	.1604488	.83955127	2.5	83	7	1	2	3894.2147	937172.85	0	0	1.542e+09	7531.5532	18420.488	3900.7525	1260350.3	0	0	1.472e+09	7189.0975	15613.921	4036.308	933853.15	0	0	1.573e+09	7681.9223	18741.899	3906.376	1243991.1	0	0	1.454e+09	7097.6175	15537.199	11/30/2021 11:38	3894.2147	937172.85	1260350.3		ABs	CD15	pcsk1	210629	1	0	0	1	1	1	8	-241.82876	-44193.656	-26127.855	-1589.2632	40.210526	181.72032	-.48877641	-1.1649293	-.78147392	-.88714656	-.62836951	-.45541664	-1.7368277	-1.3367058
ABs_CD15_08dpf_vast01_plate01_pcsk1_210629_1030_W_F01	19	43	.30976478	.69023522	1	0	0	AV026	k1	4826	2478.6265	37	0	.30559367	.69440639	2.5	45	7	1	1	3896.7597	951797.49	0	0	1.585e+09	7737.9675	18681.643	3703.6521	1277038.6	0	0	1.544e+09	7537.9245	16216.097	3922.9391	961726.68	0	0	1.588e+09	7756.1512	18597.579	3709.764	1280986.3	0	0	1.550e+09	7566.9096	16281.677	11/30/2021 11:38	3896.7597	951797.49	1277038.6	1	ABs	CD15	pcsk1	210629	1	0	0	1	1	1	8	-239.2837	-30556.49	-10738.996	-498.26316	-27.789474	-1384.1474	-.42255626	-1.13601	-.53987141	-.57472664	-.48877641	-.23336732	-.87951726	-.28619957
ABs_CD15_08dpf_vast01_plate01_pcsk1_210629_1030_W_F02	19	43	.96875	.03125	.28338558	.71661442	1	AV034	k1	5487	4796.0302	93	0	.047629	.95237106	2.5	49	7	1	2	4210.6001	1103786	0	0	1.558e+09	7605.5543	17079.585	3980.6527	1462224.1	0	0	1.585e+09	7737.6413	15456.73	4165.2349	1105460.8	0	0	1.562e+09	7628.3262	17099.389	3968.9488	1466022.3	0	0	1.604e+09	7832.4694	15542.723	11/30/2021 11:38	4210.6001	1103786	1462224.1	5	ABs	CD15	pcsk1	210629	1	0	0	1	1	1	8	74.556704	-336.20705	14216.065	162.73684	28.210526	933.25628	1.1080108	.4389272	.76138261	.14222186	.80188575	.18759968	-.37348003	.15905394
ABs_CD15_08dpf_vast01_plate01_pcsk1_210629_1030_W_G02	19	43	1	0	0	1	1	AV035	k1	5872	7009.7661	161	0	.03232734	.96767265	2.5	44	7	2	2	4682.403	1316336.7	0	0	1.870e+09	9132.8387	18344.273	4328.3006	1714970.1	0	0	1.877e+09	9165.6874	16698.159	4545.4821	1292351.1	0	0	1.828e+09	8926.0222	18194.666	4387.5874	1698102.4	0	0	1.841e+09	8989.9764	16544.685	11/30/2021 11:38	4682.403	1316336.7	1714970.1	5	ABs	CD15	pcsk1	210629	1	0	0	1	1	1	8	546.3596	29157.688	26084.171	547.73684	96.210526	3146.9921	2.7503931	2.3685671	2.1732447	.61029461	2.7503931	.3581406	-.13121606	.55788476
ABs_CD15_08dpf_vast01_plate01_pcsk1_210629_1030_W_H01	19	43	.27813803	.72186197	1	0	0	AV028	k1	3411	1046.2016	0	0	2.166e-11	1	2.5	63	7	1	1	3670.448	880887.45	0	0	1.370e+09	6689.2178	17056.28	3501.7086	1134979.2	0	0	1.359e+09	6636.3725	15322.537	3533.8959	880408.94	0	0	1.383e+09	6751.3205	17199.014	3512.6407	1118709.7	0	0	1.351e+09	6597.0218	15356.466	11/30/2021 11:38	3670.448	880887.45	1134979.2	1	ABs	CD15	pcsk1	210629	1	0	0	1	1	1	8	-465.5954	-13658.911	-37255.416	-1913.2632	-64.789474	-2816.5724	-1.5341205	-2.3685671	-1.4874168	-.15731068	-1.7660888	-.61029461	-1.9646864	-1.7368277
ABs_CD15_08dpf_vast01_plate01_pcsk1_210629_1030_W_H02	19	43	1	0				AV036	k1	7826	6932.0832	154	0	.01629975	.98370022	2.5	36	7	2	2	4623.1158	1327701.4	0	0	1.910e+09	9323.8384	18591.722	4360.7375	1704532.5	0	0	1.865e+09	9105.6541	16692.773	4605.0804	1323514.4	0	0	1.871e+09	9137.2439	18358.318	4376.654	1690835	0	0	1.851e+09	9038.1077	16666.766	11/30/2021 11:38	4623.1158	1327701.4	1704532.5		ABs	CD15	pcsk1	210629	1	0	0	1	1	1	8	487.07235	63525.54	45915.515	2501.7368	89.210526	3069.3093	2.3685671	2.1732447	2.7503931	1.1649293	2.3685671	.70286023	1.0798258	1.9646864
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_A10	20	44	.07100923	.92899077	1	0	0	AV048	k1	6698	11771.81	392	0	.00453586	.99546415	2.5	90	6	4	3	4399.1735	1167219.2	0	0	1.701e+09	8307.6161	17989.915	4238.9727	1633233.6	0	0	1.763e+09	8606.5488	16338.272	4429.9035	1199578.9	0	0	1.735e+09	8474.1032	18055.285	4272.788	1641458.1	0	0	1.779e+09	8685.6623	16423.761	11/30/2021 11:38	4399.1735	1167219.2	1633233.6	1	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	360.18063	-19077.397	63266.719	322.94444	154.94444	2440.9632	1.6391094	1.5341205	1.2917938	-.295179	1.6991777	.95557754	.27188001	.38828897
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_A11	20	44	1	0				AV056	k1	6622	4565.2696	51	0	.09519012	.90480983	2.5	92	6	1	2	4053.5392	1036016.2	0	0	1.649e+09	8053.093	18593.704	4061.8236	1387844.8	0	0	1.567e+09	7653.0182	15814.211	4113.2126	1055635.4	0	0	1.667e+09	8141.2473	18597.343	4061.8236	1396248.8	0	0	1.577e+09	7700.1284	15844.603	11/30/2021 11:38	4053.5392	1036016.2	1387844.8		ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	14.546348	-16176.321	-5659.3008	246.94444	-186.05556	-4765.5768	.3581406	.12716536	.27962933	-.21806181	.32649798	-.18759968	.2151244	.24340418
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_B10	20	44	.02660383	.97339617	1	0	0	AV049	k1	6674	7544.8645	126	0	.01943458	.98056543	2.5	61	6	2	2	4072.0564	1112907.7	0	0	1.643e+09	8022.5005	17847.697	4092.7301	1526285.4	0	0	1.647e+09	8040.7987	15906.37	4069.1947	1120773.3	0	0	1.635e+09	7981.2846	17770.132	4082.1645	1528767.7	0	0	1.661e+09	8112.7889	15991.437	11/30/2021 11:39	4072.0564	1112907.7	1526285.4	1	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	33.063546	53530.594	123327.34	298.94444	-111.05556	-1785.9819	.4389272	.23336732	.88714656	1.0544725	1.3638364	1.7660888	.25761598	.34410246
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_B11	20	44	.96836802	.03163198	0	1	1	AV057	k1	6631	9233.4736	176	0	.01726167	.98273832	2.5	73	6	3	2	4125.1923	1016038.2	0	0	1.470e+09	7176.2466	16898.898	3971.4008	1362573.2	0	0	1.537e+09	7503.9241	15779.589	4180.7333	1025638.4	0	0	1.486e+09	7256.5143	16963.241	3965.8091	1369870.6	0	0	1.554e+09	7587.3457	15852.215	11/30/2021 11:39	4125.1923	1016038.2	1362573.2	5	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	86.199526	-63955.362	-67513.27	255.94444	-61.055556	-97.37278	.69334154	.48877641	.14222186	-1.1948571	.11213762	-1.0288048	.22924137	.27188001
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_B12	20	44	.96356299	.03643701	0	1	1	AV063	k1	5648	9324.0027	309	0	.00912358	.99087638	2.5	66	6	3	2	3734.3194	1307364.5	0	0	1.519e+09	7417.8815	15835.491	3938.0468	1098283.1	0	0	1.476e+09	7205.1632	16412.053	3743.3264	1293667	0	0	1.483e+09	7242.8865	15639.997	3956.2693	1105999.1	0	0	1.501e+09	7327.0017	16515.495	11/30/2021 11:39	3734.3194	1307364.5	1098283.1	5	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	-304.67339	379027.34	-132244.18	-727.05556	71.944444	-6.8437283	-1.1080108	-1.5844329	2.0368341	2.7503931	-2.1732447	-1.6991777	-.25761598	-.57404985
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_C10	20	44	0	1	1	0	0	AV050	k1	5869	13821.709	414	0	.05139739	.94860268	2.5	86	6	4	4	4119.2794	1080398.6	0	0	1.549e+09	7561.3003	17143.742	3954.4508	1422597	0	0	1.573e+09	7678.7784	15804.909	4147.7504	1089849.2	0	0	1.546e+09	7549.9274	17088.729	3938.8707	1438477.8	0	0	1.602e+09	7823.1111	15945.844	11/30/2021 11:39	4119.2794	1080398.6	1422597	1	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	80.286621	2699.1619	-4470.6461	-506.05556	176.94444	4490.8627	.64665208	.47203086	.57472664	.18759968	.59241694	-.17243541	-.14512094	-.31501897
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_C11	20	44	.02060396	.97939604	1	0	0	AV058	k1	5953	12186.088	366	0	.00102637	.99897361	2.5	38	6	4	3																																	1	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8				-422.05556	128.94444	2855.2411							-.07582234	-.22924137
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_C12	20	44	.01269438	.98730562	.92658398	.07341602	0	AV064	k1	5907	11652.281	395	0	.00297383	.99702615	2.5	40	6	4	3	4075.837	1116526.5	0	0	1.608e+09	7851.7862	17339.357	4093.49	1490067.7	0	0	1.629e+09	7953.2421	15842.488	4124.2534	1133065.2	0	0	1.616e+09	7888.8421	17355.556	4098.9549	1494942.6	0	0	1.639e+09	8003.7776	15881.711	11/30/2021 11:39	4075.837	1116526.5	1490067.7	1	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	36.844209	55682.493	85179.479	-468.05556	157.94444	2321.4345	.45541664	.295179	.93228264	1.0808544	1.0288048	1.3269543	-.1034795	-.24340418
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_D10	20	44	.05788526	.94211474	.92227662	.07772338	0	AV051	k1	5590	7166.5352	150	0	.07323472	.9267652	2.5	35	6	2	2	3928.1388	957031.25	0	0	1.387e+09	6770.8763	16620.386	3769.5559	1274975	0	0	1.396e+09	6815.708	15139.796	3843.726	959124.76	0	0	1.396e+09	6816.2509	16677.081	3786.8438	1291782.8	0	0	1.421e+09	6937.5639	15233.22	11/30/2021 11:39	3928.1388	957031.25	1274975	1	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	-110.85399	-46506.707	-54506.322	-785.05556	-87.055556	-2164.3112	-.295179	-.53987141	-.47203086	-.90948298	-.52268931	-.88714656	-.30057806	-.62348321
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_D12	20	44	1	0	0	1	1	AV065	k1	5553	11901.243	408	0	.0017029	.99829715	2.5	77	6	4	3	4245.0219	1106537.5	0	0	1.552e+09	7578.5265	16911.114	4020.7364	1472093.5	0	0	1.567e+09	7653.0082	15398.716	4290.6378	1123106.1	0	0	1.553e+09	7584.8717	16838.417	3989.4522	1483697.5	0	0	1.590e+09	7764.7874	15502.006	11/30/2021 11:39	4245.0219	1106537.5	1472093.5	5	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	206.02903	-19949.243	-19171.682	-822.05556	170.94444	2570.3962	1.1649293	1.0544725	.80188575	-.31080038	.86524422	-.32649798	-.32952587	-.70948754
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_E10	20	44	.01994446	.98005554	.91947459	.08052541	0	AV052	k1	6852	10141.682	260	0	.03540164	.9645983	2.5	89	6	4	3	4052.4028	1144370.1	0	0	1.679e+09	8197.7632	17923.549	3994.5279	1524371.3	0	0	1.692e+09	8264.1316	16358.25	4053.4101	1151996.5	0	0	1.688e+09	8240.32	17953.936	4009.8022	1537111.8	0	0	1.714e+09	8368.8858	16416.744	11/30/2021 11:39	4052.4028	1144370.1	1524371.3	1	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	13.409969	92618.469	131447.36	476.94444	22.944444	810.83556	.34227645	.11213762	1.0808544	1.6391094	1.2917938	2.0368341	.38828897	.49460479
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_E11	20	44	.94419449	.05580551	0	1	1	AV060	k1	6396	9482.9775	184	0	.00269879	.99730128	2.5	68	6	3	3	3897.2048	1028599.2	0	0	1.557e+09	7604.537	17659.286	3882.8472	1356113.3	0	0	1.585e+09	7741.3331	16322.04	3929.1361	1037092.9	0	0	1.562e+09	7626.8732	17637.243	3850.7612	1368883.7	0	0	1.605e+09	7838.761	16384.586	11/30/2021 11:39	3897.2048	1028599.2	1356113.3	5	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	-141.78798	37063.493	42425.259	20.944444	-53.055556	152.13113	-.40629779	-.6651534	.24872769	.82263729	.06719235	.57472664	.14512094	.07582234
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_E12	20	44	.11861947	.88138053	1	0	0	AV066	k1	7157	8945.5322	220	0	.00506799	.994932	2.5	87	6	3	2	3971.8112	1047052	0	0	1.532e+09	7481.6477	17336.538	3884.2025	1397624.5	0	0	1.543e+09	7532.4896	15643.937	3947.0966	1056981.2	0	0	1.546e+09	7548.7869	17373.087	3918.0111	1417243.7	0	0	1.578e+09	7703.2425	15798.664	11/30/2021 11:39	3971.8112	1047052	1397624.5	1	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	-67.181596	26569.41	45846.373	781.94444	-17.055556	-385.31423	-.10463346	-.3581406	.40629779	.52268931	.47203086	.68388527	.64029932	.69188271
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_F10	20	44	.04686248	.95313752	1	0	0	AV053	k1	6044	11327.591	303	0	.00351641	.99648356	2.5	78	6	4	3	4179.1592	1078873.3	0	0	1.505e+09	7346.8986	16763.52	4031.8079	1453730.5	0	0	1.545e+09	7545.3566	15405.039	4107.5555	1079112.5	0	0	1.500e+09	7326.1961	16724.718	3981.9861	1457558.6	0	0	1.563e+09	7631.373	15495.33	11/30/2021 11:39	4179.1592	1078873.3	1453730.5	1	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	140.16639	-22059.106	-3908.6981	-331.05556	65.944444	1996.7443	.93228264	.76138261	.5572144	-.3581406	.68388527	-.12716536	-.04822307	-.14512094
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_F11	20	44	1	0				AV061	k1	5900	8162.196	217	0	.00642429	.99357575	2.5	51	6	2	2																																		ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8				-475.05556	-20.055556	-1168.6504							-.11733649	-.25761598
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_F12	20	44	.96553721	.03446279	0	1	1	AV067	k1	8523	8240.8802	88	0	.0076828	.9923172	2.5	80	6	2	2	4173.2619	1201433.1	0	0	1.802e+09	8800.4235	18544.555	4157.8364	1545366.2	0	0	1.813e+09	8852.4744	17154.934	4169.8026	1212708.1	0	0	1.806e+09	8818.1528	18548.123	4142.8804	1557418.8	0	0	1.847e+09	9019.9738	17295.646	11/30/2021 11:39	4173.2619	1201433.1	1545366.2	5	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	134.26903	102788.85	90737.925	2147.9444	-149.05556	-1089.9662	.88714656	.72209171	1.4874168	1.7660888	1.4874168	1.3638364	1.5285597	1.574445
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_G12	20	44	0	1	.9325344	.0674656	0	AV068	k1	4555	3253.6698	76	0	.18796073	.81203932	2.5	60	6	1	1	3691.4873	873620	0	0	1.183e+09	5776.7673	14785.895	3668.7773	1154209.6	0	0	1.220e+09	5958.2182	13515.8	3661.1474	879840.7	0	0	1.194e+09	5828.7945	14870.821	3657.8539	1172094.1	0	0	1.238e+09	6045.4013	13591.918	11/30/2021 11:39	3691.4873	873620	1154209.6	1	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	-347.50556	-38098.54	-54449.802	-1820.0556	-161.05556	-6077.1766	-1.4437492	-1.6991777	-1.6391094	-.78147392	-1.5341205	-.86524422	-1.1305566	-1.5285597
ABs_CD15_08dpf_vast01_plate01_pcsk1_210712_1030_W_H10	20	44	.98209178	.01790822	0	1	1	AV055	k1	8179	9233.4315	132	0	.00349862	.99650133	2.5	59	6	3	2	4031.0957	1040023.8	0	0	1.564e+09	7635.5691	17662.958	3972.8577	1396547.9	0	0	1.596e+09	7793.6903	16277.761	4080.7467	1050461.4	0	0	1.575e+09	7692.1435	17685.216	3984.8579	1407912.6	0	0	1.630e+09	7957.651	16466.614	11/30/2021 11:39	4031.0957	1040023.8	1396547.9	5	ABs	CD15	pcsk1	210712	1	0	0	1	1	1	8	-7.8971074	-3460.8232	14502.156	1803.9444	-105.05556	-97.414878	.27962933	.05224518	.32649798	.11213762	.4389272	.20280722	1.3037827	1.3711453
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_A01	21	45	.3998199	.6001801	.93040083	.06959917		AV069	k5	5400	9898.5115	291	0	.00024084	.99975914	2	29	1	3	3	3758.1813	897186.89	0	0	1.447e+09	7067.6288	17782.799	3844.6713	1241867.7	0	0	1.450e+09	7081.3749	15705.366	3795.6316	906488.04	0	0	1.432e+09	6994.1619	17561.412	3828.375	1254877.3	0	0	1.457e+09	7114.5523	15705.194	11/30/2021 11:39	3758.1813	897186.89	1241867.7		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-234.31506	-37625.552	-4368.5315	-236.16129	-10.563678	-360.25927	-1.0037976	-1.0808544	-1.2258953	-.72209171	-.76138261	-.14222186	-.49460479	-.07582234
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_A02	21	45	.42776808	.57223192	.9430239	.0569761		AV075	k5	5401	10555.274	327	0	.00459384	.99540615	2	13	1	4	3	3787.0452	948567.5	0	0	1.566e+09	7647.9891	18532.558	3868.6333	1265883.2	0	0	1.519e+09	7415.0202	15965.819	3775.5333	959692.99	0	0	1.582e+09	7722.2081	18579.052	3859.1942	1272223.5	0	0	1.545e+09	7542.4642	16168.025	11/30/2021 11:39	3787.0452	948567.5	1265883.2		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-205.45119	2556.0512	4910.591	-235.16129	25.436322	296.50293	-.84374928	-.97940288	-.59241694	.17243541	-.59241694	.06719235	-.4790991	-.0620168
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_A03	21	45	.93931831	.06068169	0	1	0	AV083	k5	5497	13261.791	424	0	.00074502	.999255	2	22	1	4	3	3702.3438	985084.23	0	0	1.414e+09	6902.8637	16566.313	3708.2158	1291453.9	0	0	1.428e+09	6972.5043	15173.619	3708.8005	988912.35	0	0	1.408e+09	6872.7231	16484.185	3697.9104	1294923.1	0	0	1.435e+09	7004.9421	15178.248	11/30/2021 11:39	3702.3438	985084.23	1291453.9	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-290.15265	71936.446	73725.402	-139.16129	122.43632	3003.0203	-1.2581616	-1.3638364	-.18759968	1.2581616	-.3581406	1.1080108	-.35875254	.0068864
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_A04	21	45	.51027149	.48972851	.9259607	.0740393		AV090	k5	4769	3027.9782	47	0	.26733431	.73266566	2	25	1	1	1	3566.5391	913007.81	0	0	1.537e+09	7507.1988	18525.609	3616.8454	1191653.4	0	0	1.470e+09	7176.3549	15776.498	3663.887	910465.7	0	0	1.529e+09	7464.6568	18420.8	3617.6391	1196378.8	0	0	1.465e+09	7152.6865	15698.006	11/30/2021 11:39	3566.5391	913007.81	1191653.4		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-425.95726	52551.426	43259.715	-867.16129	-254.56368	-7230.7926	-2.1732447	-2.0368341	-1.0288048	1.0288048	-1.2917938	.62836951	-.96376285	-.74537681
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_A05	21	45	.50270799	.49729201	.94386994	.05613006		AV097	k5	4860	13082.636	407	0	.00038004	.99961996	2	8	1	4	3	3699.8226	910555.42	0	0	1.408e+09	6876.6166	17203.659	3584.2389	1218300.8	0	0	1.383e+09	6753.0338	14942.283	3751.5545	920693.97	0	0	1.410e+09	6886.2015	17129.559	3633.6212	1221381.2	0	0	1.393e+09	6801.749	14989.737	11/30/2021 11:39	3699.8226	910555.42	1218300.8		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-292.67382	-1614.1638	1859.503	-776.16129	105.43632	2823.8649	-1.3269543	-1.4437492	-1.0808544	.12716536	-.93228264	.02238248	-.85941809	-.60684159
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_B01	21	46	.25230428	.74769572	.94854289	.05145711	1	AV070	k5	8760	7123.4016	44	0	.02989386	.97010618	2	20	1	2	2	4184.1978	1106358	0	0	1.816e+09	8868.4916	19562.188	4065.2276	1456601.6	0	0	1.763e+09	8608.3854	17240.229	4238.8775	1115808.7	0	0	1.828e+09	8924.6053	19563.036	4064.9039	1465932.6	0	0	1.781e+09	8695.6507	17328.819	11/30/2021 11:39	4184.1978	1106358	1456601.6	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	191.70137	12311.724	8680.7263	3123.8387	-226.68544	-2576.553	.97940288	.97940288	.78147392	.34227645	.72209171	.11213762	1.6776953	2.39803
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_B02	21	46	.29971706	.70028294	.95106153	.04893847	1	AV076	k5	5048	3688.9599	69	0	.22967255	.77032745	2	12	1	1	1	3848.0303	983319.7	0	0	1.474e+09	7196.9442	17302.064	3952.5596	1278653.6	0	0	1.426e+09	6963.5407	15002.896	3889.3925	991723.63	0	0	1.475e+09	7202.4489	17221.875	3952.5596	1287924.8	0	0	1.438e+09	7020.9344	15042.472	11/30/2021 11:39	3848.0303	983319.7	1278653.6	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-144.46612	19704.415	2362.255	-588.16129	-201.68544	-6010.9947	-.61029461	-.68388527	-.20280722	.47203086	-.45541664	.03730967	-.67448975	-.40318357
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_B03	21	46	.82186826	.17813174	.90255754	.09744246		AV084	k5	4570	11183.716	327	0	.00858977	.9914102	2	23	1	4	3	3790.0963	901493.53	0	0	1.481e+09	7230.2536	18060.548	3840.0595	1210794.1	0	0	1.426e+09	6963.9454	15436.416	3834.8574	918959.35	0	0	1.498e+09	7314.0923	18081.598	3840.3243	1222069.1	0	0	1.432e+09	6992.1125	15410.798	11/30/2021 11:39	3790.0963	901493.53	1210794.1		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-202.40013	-39643.699	-35919.167	-1066.1613	56.314557	1483.761	-.82263729	-.95557754	-1.13601	-.82263729	-1.0288048	-.57472664	-1.1048357	-.87951726
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_B04	21	46	1	0	0	1	0	AV091	k5	2896	750.46673	0	1	.99999976	2.321e-07	2	31	1	1	1	3692.8683	853941.04	0	0	1.262e+09	6160.8249	15900.448	3467.9163	1080249	0	0	1.230e+09	6006.2411	14138.838	3714.8917	855197.14	0	0	1.252e+09	6113.2614	15760.833	3457.0979	1093617.6	0	0	1.232e+09	6017.0487	14068.844	11/30/2021 11:39	3692.8683	853941.04	1080249	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-299.62805	-49472.324	-116824.72	-2740.1613	-270.68544	-8949.4879	-1.4026733	-1.5341205	-1.8419929	-.97940288	-2.3685671	-1.5844329	-2.0699018	-2.39803
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_B05	21	46	.19591889	.80408111	.9516129	.0483871	1	AV098	k5	5695	11538.693	403	0	.00783221	.99216777	2	24	1	4	3	3950.9855	980568.24	0	0	1.556e+09	7596.3877	18080.598	3951.1974	1322946.2	0	0	1.536e+09	7499.352	15689.228	3992.1313	1005540.8	0	0	1.588e+09	7751.9888	18126.172	3941.387	1327372.4	0	0	1.556e+09	7595.7004	15843.48	11/30/2021 11:39	3950.9855	980568.24	1322946.2	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-41.51092	-22993.065	-5908.6786	58.83871	132.31456	1838.7383	-.17243541	-.24872769	-.23336732	-.37409541	-.15731068	-.20280722	-.22924137	.1034795
