filename	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	pcsk1_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tod	n	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	date	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_C01	21	47	.17079126	.82920874	.94650298	.05349702	1	AV071	k5	6048	8446.4303	215	0	.01635657	.98364347	2	18	1	3	2	3946.8503	931879.27	0	0	1.433e+09	6995.1443	17326.156	3877.9955	1277726.4	0	0	1.470e+09	7178.6248	15478.048	4028.1233	940343.02	0	0	1.438e+09	7020.841	17294.806	3872.991	1290676.3	0	0	1.488e+09	7264.0373	15539.503	11/30/2021 11:39	3946.8503	931879.27	1277726.4	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-45.646065	-68542.784	-46088.908	411.83871	-81.654843	-1834.3018	-.21806181	-.295179	-.86524422	-1.2917938	-.47203086	-.74159404	-.03443851	.43324724
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_C02	21	47	1	0	0	1	0	AV077	k5	6816	13753.025	377	0	.00570951	.99429047	2	15	1	4	4	4125.3156	1096817.6	0	0	1.593e+09	7777.0256	17485.148	4042.1314	1467906.5	0	0	1.628e+09	7951.4217	16103.837	4130.7746	1105311.3	0	0	1.600e+09	7810.9065	17500.967	4054.1294	1476131	0	0	1.653e+09	8069.2646	16204.378	11/30/2021 11:39	4125.3156	1096817.6	1467906.5	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	132.8192	27152.093	52976.124	1179.8387	80.345157	3472.2927	.72209171	.70286023	.68388527	.53987141	.84374928	.78147392	.32952587	.94207577
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_C03	21	47	.39090607	.60909393	.94684953	.05315047		AV085	k5	5438	11682.554	361	0	.00478807	.99521196	2	33	1	4	3	3922.1957	982422.49	0	0	1.473e+09	7190.5704	17269.736	4058.3431	1306796.3	0	0	1.470e+09	7178.6459	15346.008	3949.6644	993667.6	0	0	1.476e+09	7208.6097	17223.622	4047.1115	1316426.4	0	0	1.476e+09	7206.8964	15303.57	11/30/2021 11:39	3922.1957	982422.49	1306796.3		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-70.300664	-8433.7312	-4431.7361	-198.16129	64.345157	1401.8216	-.31080038	-.37409541	-.21806181	-.00746027	-.21806181	-.15731068	-.41816816	-.02066049
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_C04	21	47	.42399876	.57600124	.95030063	.04969937		AV092	k5	5059	7941.1512	258	0	.0177578	.98224223	2	21	1	2	2	3726.3422	885403.44	0	0	1.478e+09	7216.2809	18139.098	3818.6014	1196468.5	0	0	1.406e+09	6867.0143	15204.871	3726.7274	903138.43	0	0	1.495e+09	7300.8231	18168.379	3807.3852	1206607.1	0	0	1.443e+09	7043.8072	15494.409	11/30/2021 11:39	3726.3422	885403.44	1196468.5		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-266.1542	-29462.75	-14766.932	-577.16129	-38.654843	-2339.5809	-1.13601	-1.2581616	-1.3638364	-.53987141	-1.1649293	-.295179	-.65729848	-.38828897
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_C05	21	47	.40416571	.59583429	.94399841	.05600159		AV099	k5	5012	11116.448	371	0	.14942509	.85057491	2	5	1	4	3	3800.974	911183.47	0	0	1.486e+09	7255.3962	17987.45	3714.1872	1198382.6	0	0	1.434e+09	7002.6374	15427.447	3850.9942	923445.43	0	0	1.495e+09	7300.2242	17935.578	3708.8448	1202719.1	0	0	1.447e+09	7064.1076	15521.032	11/30/2021 11:39	3800.974	911183.47	1198382.6		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-191.52237	-32639.432	-50955.973	-624.16129	74.345157	835.71546	-.78147392	-.90948298	-1.0544725	-.59241694	-1.0808544	-.78147392	-.72731507	-.44842548
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_D02	21	48	.48506853	.51493147	.94245923	.05754077		AV078	k5	4431	6373.5751	158	0	.08147226	.91852772	2	26	1	2	2	4062.8543	919976.2	0	0	1.482e+09	7237.2275	17887.264	3851.8794	1179899.9	0	0	1.399e+09	6830.2622	15538.88	4085.5479	920993.04	0	0	1.479e+09	7222.3944	17792.757	3857.8921	1190307.6	0	0	1.407e+09	6868.8807	15488.044	11/30/2021 11:39	4062.8543	919976.2	1179899.9		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	70.357927	-126090.55	-203480.02	-1205.1613	-129.49861	-3623.8918	.39014602	.40629779	-.97940288	-2.7503931	-1.4026733	-2.3685671	-1.2126211	-1.0554736
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_D03	21	48	.17577469	.82422531	.94534632	.05465368	1	AV086	k5	5556	9939.907	356	0	.00160767	.99839228	2	17	1	3	3	4113.5507	954728.39	0	0	1.426e+09	6961.1302	16993.51	3955.5738	1271445.9	0	0	1.436e+09	7011.296	15283.956	4140.7683	967827.76	0	0	1.418e+09	6923.0035	16859.926	3950.4404	1268335.6	0	0	1.434e+09	7003.2874	15224.396	11/30/2021 11:39	4113.5507	954728.39	1271445.9	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	121.05431	-111008.25	-137816.92	-80.16129	68.501386	-57.559988	.61029461	.62836951	-.50566016	-1.9302859	-.5572144	-1.7660888	-.31501897	.03443851
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_D04	21	48	.25574562	.74425438	.9419316	.0580684	1	AV093	k5	6789	11426.882	316	0	.0017325	.99826753	2	28	1	4	3	3975.8753	1097385.9	0	0	1.844e+09	9002.4836	19867.084	4130.8217	1442395.6	0	0	1.795e+09	8763.1783	17180.883	4019.7693	1101483.2	0	0	1.832e+09	8947.6126	19745.627	4118.5824	1438896.5	0	0	1.787e+09	8725.6717	17158.172	11/30/2021 11:39	3975.8753	1097385.9	1442395.6	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-16.621121	85066.484	103422.66	1152.8387	28.501386	1429.4155	-.08215456	-.14222186	.70286023	1.4437492	.62836951	1.5341205	.30057806	.89997817
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_E02	21	45	.11319545	.88680455	.93310165	.06689835	1	AV079	k5	7031	14404.04	404	0	.00031248	.99968755	2	7	1	4	4	3993.0302	1007933.3	0	0	1.625e+09	7932.7661	18512.095	4026.0735	1385930.8	0	0	1.647e+09	8040.8921	16541.369	3999.7654	1022498.2	0	0	1.631e+09	7965.0109	18459.56	4022.8781	1392271.1	0	0	1.669e+09	8151.0999	16671.792	11/30/2021 11:39	3993.0302	1007933.3	1385930.8	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	.53379857	-17999.074	19793.045	1394.8387	102.43632	4145.2689	.11213762	.06719235	.06719235	-.27962933	.295179	.27962933	.51023032	1.0554736
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_E03	21	45	.9628751	.0371249	0	1	0	AV087	k5	5426	10605.252	326	0	.00158479	.99841523	2	30	1	4	3	4153.6047	1062843	0	0	1.499e+09	7320.3054	16806.145	4012.9038	1396906.7	0	0	1.530e+09	7470.8463	15520.385	4102.8784	1063740.2	0	0	1.485e+09	7251.1118	16699.216	3997.8807	1394962.8	0	0	1.537e+09	7504.203	15562.281	11/30/2021 11:39	4153.6047	1062843	1396906.7	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	161.10833	-25391.386	-51211.955	-210.16129	24.436322	346.48172	.84374928	.86524422	.48877641	-.4389272	.45541664	-.80188575	-.44842548	-.04822307
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_F02	21	46	.20646283	.79353717	.92999125	.07000875	1	AV080	k5	7834	10428.808	163	0	.00126731	.99873275	2	27	1	4	3	4059.2863	1039306	0	0	1.647e+09	8040.9058	18550.39	3977.9471	1354946.9	0	0	1.656e+09	8083.6781	16861.055	3977.9471	1036255.5	0	0	1.634e+09	7979.0048	18428.163	3973.7008	1376749.3	0	0	1.692e+09	8261.873	16996.303	11/30/2021 11:39	4059.2863	1039306	1354946.9	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	66.78989	-6275.3532	-29200.672	2197.8387	-107.68544	728.85298	.37409541	.39014602	.31080038	.06719235	.05224518	-.48877641	1.1048357	1.6239073
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_F03	21	46	.57882557	.42117443	.94333636	.05666364		AV088	k5	6666	8182.0052	154	0	.003128	.99687201	2	14	1	2	2	3950.6183	1020823.4	0	0	1.714e+09	8367.962	19319.012	3983.5968	1363111.6	0	0	1.630e+09	7959.2149	16495.221	3912.3584	1025040.3	0	0	1.698e+09	8290.7199	19150.815	3983.5968	1371515.5	0	0	1.650e+09	8058.5068	16591.614	11/30/2021 11:39	3950.6183	1020823.4	1363111.6		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-41.878061	17404.51	34444.17	1029.8387	-116.68544	-1517.9494	-.18759968	-.26414698	.18759968	.45541664	.12716536	.50566016	.24340418	.8202249
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_F04	21	46	.36847616	.63152384	.9570689	.0429311		AV094	k5	4112	4260.1472	129	0	.06627911	.93372089	2	3	1	1	2	3638.2028	925987.55	0	0	1.497e+09	7308.0348	17974.248	3704.1245	1196139.5	0	0	1.438e+09	7020.526	15438.517	3632.7363	935109.25	0	0	1.489e+09	7270.7547	17817.791	3704.1245	1205949.1	0	0	1.445e+09	7054.5775	15454.108	11/30/2021 11:39	3638.2028	925987.55	1196139.5		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-354.29358	43784.088	26975.135	-1524.1613	-141.68544	-5439.8074	-1.6991777	-1.7660888	-.90948298	.97940288	-1.1948571	.37409541	-1.4856843	-1.3037827
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_F05	21	46	1	0	0	1	0	AV101	k5	6198	12460.501	400	0	.0039781	.99602193	2	2	1	4	3																																	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8				561.83871	129.31456	2760.5462							.0620168	.57404985
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_G01	21	47	.27426239	.72573761	.93296288	.06703712	1	AV073	k5	5110	15281.948	435	0	.00374235	.99625766	2	6	1	4	4	3735.4125	889710.08	0	0	1.449e+09	7075.8055	17780.89	3801.3478	1196079.7	0	0	1.418e+09	6925.3916	15392.593	3894.399	904185.18	0	0	1.460e+09	7129.7004	17754.475	3784.8531	1203347.2	0	0	1.426e+09	6963.3067	15406.363	11/30/2021 11:39	3735.4125	889710.08	1196079.7	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-257.08394	-28675.317	-19786.526	-526.16129	138.34516	5001.2156	-1.0808544	-1.2258953	-1.3269543	-.50566016	-1.2258953	-.34227645	-.62348321	-.34410246
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_G02	21	47	.53624196	.46375804	.9469216	.0530784		AV081	k5	7289	13738.579	337	0	.00200644	.99799359	2	32	1	4	4	4026.2035	1054528.8	0	0	1.777e+09	8677.0723	19656.031	4093.0954	1421819.5	0	0	1.734e+09	8466.574	17250.988	4026.6381	1064667.4	0	0	1.771e+09	8649.1455	19555.987	4081.9777	1435517	0	0	1.751e+09	8551.2021	17292.581	11/30/2021 11:40	4026.2035	1054528.8	1421819.5		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	33.70714	23318.172	57490.516	1652.8387	40.345157	3457.8466	.23336732	.24872769	.4389272	.48877641	.57472664	.86524422	.69188271	1.2418668
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_G03	21	47	.30321815	.69678185	.93552632	.06447368		AV089	k5	3909	9642.5121	302	0	.01413422	.98586583	2	9	1	3	3	3975.9655	934271.85	0	0	1.432e+09	6993.0052	17263.717	3978.323	1234779.7	0	0	1.374e+09	6708.0601	14742.12	3992.7268	943124.39	0	0	1.431e+09	6987.8654	17155.064	3967.3925	1249972.5	0	0	1.397e+09	6822.4378	14864.733	11/30/2021 11:40	3975.9655	934271.85	1234779.7		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-16.530856	-77446.737	-103900.39	-1727.1613	5.3451572	-638.21994	-.06719235	-.12716536	-.82263729	-1.3269543	-.78147392	-1.4874168	-1.6239073	-1.4856843
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_G04	21	47	.24058028	.75941972	.94561542	.05438458	1	AV095	k5	5437	11446.069	392	0	.01345619	.98654383	2	16	1	4	3	4085.288	966123.05	0	0	1.504e+09	7345.4929	17650.804	3978.5222	1304493.4	0	0	1.516e+09	7400.9106	15706.625	3910.466	980657.96	0	0	1.492e+09	7286.7246	17456.131	3980.386	1314392.7	0	0	1.528e+09	7458.8396	15745.389	11/30/2021 11:40	4085.288	966123.05	1304493.4	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	92.791626	-88012.024	-90000.98	-199.16129	95.345157	1165.3374	.50566016	.53987141	-.39014602	-1.4874168	-.23336732	-1.2258953	-.43324724	-.03443851
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_H01	21	48	.44608997	.55391003	.93797055	.06202945		AV074	k5	6826	14421.185	444	0	.0012587	.99874133	2	1	1	4	4	4290.0418	1024412.2	0	0	1.674e+09	8171.4613	18962.615	4118.7857	1378513.8	0	0	1.653e+09	8069.912	16663.056	4279.5022	1019896.2	0	0	1.672e+09	8161.8154	18943.692	4109.1279	1394215.1	0	0	1.689e+09	8247.5803	16849.337	11/30/2021 11:40	4290.0418	1024412.2	1378513.8		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	297.5454	-109801.92	-120856.16	1189.8387	156.50139	4423.7185	1.2917938	1.4026733	.21806181	-1.7660888	.24872769	-1.6391094	.35875254	.96376285
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_H02	21	48	.40593763	.59406237	.93	.07		AV082	k5	5821	13688.437	460	0	.00065334	.99934667	2	10	1	4	4	3942.6957	990886.23	0	0	1.595e+09	7787.7	18456.921	3935.2283	1339754	0	0	1.589e+09	7760.1717	16336.942	4052.9673	1001503.3	0	0	1.605e+09	7835.3681	18435.491	3941.6336	1344000.9	0	0	1.611e+09	7864.2535	16483.138	11/30/2021 11:40	3942.6957	990886.23	1339754		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-49.800717	-8559.6609	17720.82	184.83871	172.50139	3690.9702	-.23336732	-.31080038	-.12716536	-.02238248	-.09713517	.21806181	-.16603187	.17301789
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1000_W_H04	21	48	.47967524	.52032476	.94054423	.05945577		AV096	k5	5017	8271.4946	245	0	.07436194	.92563808	2	19	1	3	2	3778.277	851159.67	0	0	1.383e+09	6752.3602	17427.817	3728.0754	1156153.6	0	0	1.354e+09	6613.542	15112.332	3902.2243	879870.61	0	0	1.414e+09	6906.7173	17451.914	3738.2937	1162374.3	0	0	1.357e+09	6627.6119	15087.792	11/30/2021 11:40	3778.277	851159.67	1156153.6		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-214.21938	-84492.742	-81936.077	-619.16129	-42.498614	-1725.9723	-.88714656	-1.0288048	-1.9302859	-1.3638364	-1.4874168	-1.1080108	-.70948754	-.43324724
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_A06	21	45	.25992278	.74007722	.9245315	.0754685	1	AV102	k5	6792	11578.618	271	0	.00024421	.9997558	4	96	3	4	3	4133.8614	962564.09	0	0	1.529e+09	7465.709	17934.43	4047.4994	1342864.4	0	0	1.591e+09	7766.5953	16208.599	4043.3631	972463.38	0	0	1.518e+09	7411.7132	17786.491	4042.6049	1354797.4	0	0	1.603e+09	7828.9794	16235.419	11/30/2021 11:40	4133.8614	962564.09	1342864.4	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	141.36497	-118010.01	-95174.387	795.2973	102.65583	3841.8219	.74159404	.78147392	-.4389272	-2.0368341	-.08215456	-1.2917938	.31501897	.70948754
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_A07	21	45	.96429935	.03570065	0	1	0	AV110	k5	7241	9076.1428	202	0	.00461957	.9953804	4	101	3	3	2	3981.6894	1107584.2	0	0	1.579e+09	7710.8788	17229.319	3981.7045	1459143.7	0	0	1.603e+09	7826.9996	15913.683	4106.7254	1122029.4	0	0	1.593e+09	7776.926	17270.214	3982.4668	1471256.1	0	0	1.628e+09	7951.525	16018.28	11/30/2021 11:40	3981.6894	1107584.2	1459143.7	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-10.80697	86051.956	98795.938	1244.2973	33.65583	1339.3463	.02238248	-.02238248	.82263729	1.5341205	.78147392	1.4437492	.67448975	.98591296
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_A08	21	45	1	0	.09754174	.90245826	0	AV118	k5	7061	10088.773	216	0	.0046049	.99539512	4	132	3	3	3	3947.8807	1089939	0	0	1.715e+09	8373.1591	18724.308	4027.5107	1456571.7	0	0	1.641e+09	8013.6352	16190.439	3982.0988	1094514.8	0	0	1.707e+09	8337.1839	18586.057	4027.9117	1469581.3	0	0	1.670e+09	8154.0645	16340.329	11/30/2021 11:40	3947.8807	1089939	1456571.7	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-44.61566	81524.267	113484.86	1064.2973	47.65583	2351.9764	-.20280722	-.27962933	.64665208	1.3638364	.70286023	1.6991777	.55788476	.83966026
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_A09	21	45	.16666667	.83333333	1	0	1	AV126	k5	5181	5631.9585	99	0	.03847184	.96152812	4	128	3	1	2	3981.434	999379.88	0	0	1.506e+09	7355.1027	17487.209	3998.868	1293308.1	0	0	1.489e+09	7268.2035	15474.387	3982.3353	1007245.5	0	0	1.510e+09	7373.3125	17437.907	3988.5338	1306048.6	0	0	1.502e+09	7335.1958	15517.622	11/30/2021 11:40	3981.434	999379.88	1293308.1	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-11.062359	-22053.3	-66909.245	-815.7027	-69.34417	-2104.838	.00746027	-.03730967	-.02238248	-.34227645	-.34227645	-1.0037976	-.59036637	-.69188271
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_A10	21	45	1	0	1	0		AV133	k5	5439	4485.1109	99	0	.02127031	.97872967	4	95	3	1	2	3758.3206	962683.72	0	0	1.597e+09	7796.7296	18648.385	3819.6351	1284036.9	0	0	1.567e+09	7650.6898	16138.808	3825.1004	975155.03	0	0	1.612e+09	7871.4503	18638.8	3809.3289	1294683.8	0	0	1.595e+09	7787.8768	16318.365	11/30/2021 11:40	3758.3206	962683.72	1284036.9		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-234.1758	27817.242	37729.559	-557.7027	-69.34417	-3251.6856	-.97940288	-1.0544725	-.42255626	.59241694	-.40629779	.53987141	-.40318357	-.37348003
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_A11	21	45	1	0	1	0		AV141	k5	4128	10953.613	311	0	.01302775	.98697227	4	130	3	4	3																																		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8				-1868.7027	142.65583	3216.8165							-1.4260769	-1.6502046
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_B06	21	46	.46185148	.53814852	.94358153	.05641847		AV103	k5	5070	6739.6609	167	0	.02850853	.97149146	4	123	3	2	2	3921.8412	905142.21	0	0	1.499e+09	7317.7529	18164.987	4022.4469	1273479.6	0	0	1.481e+09	7232.0465	15413.73	3906.0698	926914.67	0	0	1.518e+09	7413.0355	18166.33	4021.8557	1282421.9	0	0	1.504e+09	7342.4187	15592.993	11/30/2021 11:40	3921.8412	905142.21	1273479.6		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-70.655248	-87111.262	-40495.663	-926.7027	29.534066	-438.31943	-.32649798	-.39014602	-1.1080108	-1.4437492	-.53987141	-.6651534	-.64029932	-.80109453
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_B07	21	46	.73437617	.26562383	.91434707	.08565293		AV111	k5	4714	5051.6288	77	0	.0049993	.99500066	4	107	3	1	2	3979.1649	963341.67	0	0	1.616e+09	7889.8531	18832.133	3872.4311	1254309.1	0	0	1.526e+09	7452.7323	16198.559	4014.7926	968336.18	0	0	1.620e+09	7910.1548	18831.797	3873.7438	1261157.8	0	0	1.545e+09	7542.0346	16320.465	11/30/2021 11:40	3979.1649	963341.67	1254309.1		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-13.331531	-51153.066	-88932.685	-1282.7027	-60.465934	-2126.3515	-.00746027	-.06719235	-.40629779	-1.0544725	-.68388527	-1.1948571	-1.0085577	-1.1305566
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_B08	21	46	.36538263	.63461737	.91876391	.08123609		AV119	k5	8080	8047.1764	73	0	.00120543	.99879456	4	119	3	2	2	4205.643	1129715.6	0	0	1.909e+09	9320.5326	20150.938	4228.7585	1492221.1	0	0	1.843e+09	8997.8008	17657.265	4243.8769	1142844.8	0	0	1.912e+09	9337.846	20066.087	4229.554	1501611.9	0	0	1.858e+09	9070.6202	17719.325	11/30/2021 11:40	4205.643	1129715.6	1492221.1		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	213.14658	27348.653	33351.433	2083.2973	-64.465934	869.19613	1.0544725	1.0808544	1.0544725	.57472664	1.0544725	.42255626	1.2271127	1.4652338
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_B10	21	46	.97841144	.02158856	0	1	0	AV134	k5	6823	8384.694	136	0	.01145537	.98854464	4	117	3	3	2	4178.0284	1108690.8	0	0	1.554e+09	7589.3155	16975.069	3916.8621	1396218.9	0	0	1.542e+09	7528.1553	15757.886	4192.167	1098701.8	0	0	1.507e+09	7356.5383	16682.98	3934.6013	1395202	0	0	1.538e+09	7510.568	15694.996	11/30/2021 11:40	4178.0284	1108690.8	1396218.9	1	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	185.53197	17038.181	-48552.188	826.2973	-1.4659344	1206.7137	.90948298	.93228264	.84374928	.4389272	.42255626	-.76138261	.34410246	.74537681
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_C06	21	47	.43155207	.56844793	.94931941	.05068059		AV104	k5	7579	9221.9452	121	0	.004597	.99540293	4	127	3	3	2	4110.5287	1026954.3	0	0	1.666e+09	8135.0317	18845.707	4047.9427	1393646.9	0	0	1.681e+09	8208.5372	16938.183	4197.9558	1042266.8	0	0	1.694e+09	8272.7391	18934.918	4043.1967	1400017.1	0	0	1.704e+09	8319.7722	17102.667	11/30/2021 11:40	4110.5287	1026954.3	1393646.9		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	118.03234	-36973.976	-13734.126	1582.2973	-42.435334	1463.1874	.57472664	.61029461	.23336732	-.70286023	.39014602	-.26414698	.85941809	1.157048
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_C07	21	47	.41960383	.58039617	.95185944	.04814056		AV112	k5	7527	7848.4215	90	0	.01461824	.98538172	4	113	3	2	2	3899.9703	968366.09	0	0	1.576e+09	7694.7707	18472.749	3857.1788	1300964.4	0	0	1.627e+09	7942.4357	16908.09	3945.5316	968067.02	0	0	1.589e+09	7760.0472	18607.783	3862.8116	1286848.1	0	0	1.608e+09	7851.3803	16850.209	11/30/2021 11:40	3899.9703	968366.09	1300964.4		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-92.526056	-13866.806	1083.4767	1530.2973	-73.435334	89.663763	-.39014602	-.45541664	-.34227645	-.17243541	-.27962933	-.00746027	.8202249	1.1305566
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_C08	21	47			0	1		AV120	k5	4818	7921.7666	256	0	.00274654	.99725348	4	122	3	2	2	3699.2405	854957.89	0	0	1.425e+09	6956.9865	17811.228	3702.6709	1145925.3	0	0	1.371e+09	6694.1634	15326.906	3747.8537	861896.36	0	0	1.421e+09	6938.4628	17717.067	3692.8683	1153402.1	0	0	1.394e+09	6806.8789	15471.787	11/30/2021 11:40	3699.2405	854957.89	1145925.3		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-293.25587	-49393.015	-51473.449	-1178.7027	92.564666	163.00881	-1.3638364	-1.4874168	-1.7660888	-.95557754	-1.6991777	-.82263729	-.89997817	-.98591296
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_C09	21	47	.39472934	.60527066	.95055781	.04944219		AV127	k5	7800	7414.4525	79	0	.00168492	.9983151	4	112	3	2	2	4080.131	1063231.8	0	0	1.821e+09	8892.6033	19955.058	4032.1046	1409647.2	0	0	1.799e+09	8784.3391	17717.82	4101.7958	1081953.7	0	0	1.840e+09	8985.7368	19956.022	4032.1046	1417303.5	0	0	1.816e+09	8868.9996	17831.406	11/30/2021 11:40	4080.131	1063231.8	1409647.2		ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	87.634588	11097.641	17785.742	1803.2973	-84.435334	-344.30531	.47203086	.50566016	.50566016	.31080038	.50566016	.23336732	1.0085577	1.3367058
ABs_CD15_08dpf_vast01_plate01_pcsk1_210719_1200_W_C10	21	47	.28887694	.71112306	1	0	1	AV135	k5	6444	9240.1094	205	0	.0099702	.99002987	4	106	3	3	2	3839.2534	985861.82	0	0	1.598e+09	7804.1044	18482.039	3924.7569	1345855.1	0	0	1.588e+09	7754.3333	16264.008	4014.1556	1011193.2	0	0	1.620e+09	7910.3889	18479.069	3919.7816	1354259	0	0	1.616e+09	7890.0623	16445.476	11/30/2021 11:40	3839.2534	985861.82	1345855.1	5	ABs	CD15	pcsk1	210719	1	0	0	1	1	1	8	-153.24304	27186.758	76973.139	447.2973	41.564666	1481.3516	-.64665208	-.76138261	-.17243541	.5572144	-.06719235	1.13601	.15905394	.4790991
