filename	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	irs2_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tod	n	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	date	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_C02	15	31	.91123734	.08876266	0	1	1	AW011	k1	5491	16800.573	460	0	.00197034	.99802965	2	12	1	4	4	4020.9447	984545.9	0	0	1.412e+09	6895.7653	16514.728	3955.2713	1354139.4	0	0	1.452e+09	7090.3559	14953.475	3958.2758	988254.39	0	0	1.392e+09	6795.2134	16338.278	3961.7348	1358326.4	0	0	1.461e+09	7136.1875	14987.167	11/30/2021 11:24	4020.9447	984545.9	1354139.4	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	71.163387	-45097.339	-9042.7415	874.13889	130.20737	5524.1019	.57296755	.56070303	.05224518	-.76938184	.39659429	-.35178434	.134345	.56434541
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_C03	15	31	.60470588	.39529412	1	0		AW019	k1	4489	15308.3	492	0	.00251587	.99748409	2	13	1	4	4	3791.4217	927901.61	0	0	1.325e+09	6468.0177	16166.558	3826.6599	1247071.5	0	0	1.320e+09	6447.0537	14276.371	3806.8157	932686.77	0	0	1.331e+09	6497.7573	16161.356	3815.487	1250690.3	0	0	1.327e+09	6478.0957	14279.134	11/30/2021 11:24	3791.4217	927901.61	1247071.5		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-158.3596	-3547.8514	21311.025	-127.86111	162.20737	4031.8285	-.61029461	-.61029461	-.51245396	-.13619558	-.35178434	.11514104	-.45535347	-.07661315
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_C04	15	31	0	1	1	0	0	AW026	k1	4012	13688.498	356	0	.00433485	.99566513	2	14	1	4	4	3837.3405	901613.16	0	0	1.248e+09	6093.545	15377.308	3659.3948	1204154.7	0	0	1.297e+09	6333.8427	14084.568	3908.1327	919647.22	0	0	1.259e+09	6146.8796	15364.646	3644.5516	1207085.6	0	0	1.298e+09	6337.7224	14073.363	11/30/2021 11:25	3837.3405	901613.16	1204154.7	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-112.44083	-49481.12	-49098.656	-604.86111	26.207366	2412.0271	-.44221541	-.44221541	-.9508773	-.88714656	-.63565701	-.63565701	-.68050745	-.43422903
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_C05	15	31	0	1	1	0	0	AW034	k1	4271	5095.6837	113	0	.01138785	.98861212	2	15	1	1	2	3642.6843	905590.82	0	0	1.179e+09	5755.7696	14731.51	3621.506	1167428.6	0	0	1.215e+09	5932.4667	13648.607	3681.7849	914562.99	0	0	1.194e+09	5830.4268	14820.051	3626.4782	1172692.3	0	0	1.225e+09	5979.5097	13711.986	11/30/2021 11:25	3642.6843	905590.82	1167428.6	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-307.09705	37773.729	30721.227	-345.86111	-216.79263	-6180.7874	-1.7804643	-1.7804643	-.82683016	.66143508	-1.1708311	.26414698	-.56434541	-.27117097
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_C06	15	31			1	0		AW041	k1	4708	16787.203	494	0	.00124737	.99875259	2	16	1	4	4																																		ABs	CD15	irs2	210706	1	0	0	1	1	1	8				91.138889	164.20737	5510.7321							-.27117097	.05743526
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_D01	15	32	1	0	1	0		AW004	k1	3595	11099.277	277	0	.00150437	.99849558	2	17	1	3	3	4020.9447	915908.81	0	0	1.268e+09	6191.8246	15584.125	3833.9097	1205769.7	0	0	1.221e+09	5961.6983	13625.477	4026.0884	913964.84	0	0	1.249e+09	6100.7044	15417.437	3834.7209	1219676.5	0	0	1.235e+09	6028.4328	13679.002	11/30/2021 11:25	4020.9447	915908.81	1205769.7		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	71.350164	-113734.42	-157412.49	-1021.8611	-39.453893	142.50272	.57296755	.58531886	-.63565701	-2.2414027	-.58531886	-1.7804643	-1.1834238	-.75477886
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_D02	15	32	.96076755	.03923245	1	0		AW012	k1	3226	866.10986	3	1	.89574498	.10425497	2	18	1	1	1	3809.3289	843503.42	0	0	1.334e+09	6515.0047	16868.143	3648.5785	1082432.3	0	0	1.288e+09	6286.6427	14896.016	3782.0074	849903.56	0	0	1.330e+09	6494.3632	16756.18	3643.9976	1086918.3	0	0	1.297e+09	6334.9707	14976.161	11/30/2021 11:25	3809.3289	843503.42	1082432.3		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-140.26567	-95607.024	-154049.75	-1390.8611	-313.45389	-10090.665	-.51245396	-.51245396	-1.7804643	-1.6866708	-1.7804643	-1.6057296	-1.578269	-.94724991
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_D03	15	32	.13271878	.86728122	.97832817	.02167183	0	AW020	k1	3269	5683.1191	168	0	.00530644	.99469358	2	19	1	1	2	3845.9351	860999.15	0	0	1.145e+09	5592.1811	14575.977	3687.5599	1149334.7	0	0	1.204e+09	5881.0247	13596.545	3702.6709	861088.87	0	0	1.134e+09	5536.6315	14460.517	3692.8683	1143801.9	0	0	1.186e+09	5792.3125	13422.874	11/30/2021 11:25	3845.9351	860999.15	1149334.7	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-103.6594	-93772.074	-109064.46	-1347.8611	-148.45389	-5273.6555	-.35178434	-.35178434	-1.6057296	-1.5341205	-1.4106992	-1.2581616	-1.5150056	-.88892051
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_D04	15	32	.95548186	.04451814	0	1	1	AW027	k1	6172	8219.6243	201	0	.00225545	.99774456	2	20	1	2	2																																	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8				1555.1389	-115.45389	-2737.1503							.54204681	1.1095904
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_D05	15	32	1	0	0	1	1	AW035	k1	4581	12406.711	401	0	.02216776	.97783226	2	21	1	3	3	3535.457	946234.74	0	0	1.297e+09	6332.3423	15470.499	3556.723	1244379.9	0	0	1.399e+09	6828.7219	14825.412	3568.681	953322.75	0	0	1.304e+09	6369.2837	15506.766	3558.7279	1249733.3	0	0	1.408e+09	6872.7393	14870.106	11/30/2021 11:25	3535.457	946234.74	1244379.9	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-414.13753	124291.26	171872.39	-35.861111	84.546107	1449.9368	-2.2414027	-2.2414027	-.26414698	1.8931845	-.37409541	2.6382573	-.39254375	-.05743526
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_E01	15	29			1	0		AW005	k1	5765	24898.385	669	0	.00087455	.99912542	2	22	1	4	4	3937.5342	1005510.9	0	0	1.486e+09	7254.2146	17213.931	4048.072	1420712.9	0	0	1.574e+09	7686.8679	15654.582	3961.9273	1017623.3	0	0	1.486e+09	7255.7025	17140.711	4037.897	1429326.2	0	0	1.602e+09	7821.2285	15819.105	11/30/2021 11:25	3937.5342	1005510.9	1420712.9		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-12.47789	11552.04	107470.88	1148.1389	349.18546	13899.467	.15731068	.15731068	.30767015	.22111871	.71436744	1.6057296	.33124688	.75477886
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_E02	15	29	.06374544	.93625456	1	0	0	AW013	k1	3929	12925.697	453	0	.00184755	.99815243	2	23	1	3	3	3717.1492	902809.45	0	0	1.226e+09	5985.6743	15216.761	3807.1339	1242764.9	0	0	1.305e+09	6371.7453	14178.425	3740.7689	912559.2	0	0	1.229e+09	6000.5982	15164.214	3802.5159	1257060.5	0	0	1.318e+09	6436.2784	14209.403	11/30/2021 11:25	3717.1492	902809.45	1242764.9	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-232.86283	3134.9878	61473.321	-687.86111	133.18546	1926.779	-1.0916204	-1.0916204	-.91854553	.05224518	-.39659429	.71436744	-.80668615	-.54204681
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_E03	15	29	.94722101	.05277899	0	1	1	AW021	k1	4467	10247.851	341	0	.00583151	.99416852	2	24	1	2	3	3924.2997	946145.02	0	0	1.309e+09	6392.8512	15614.302	3981.8847	1329316.4	0	0	1.439e+09	7028.1561	14735.464	3968.9488	966003.42	0	0	1.316e+09	6426.8156	15543.979	3977.4396	1334939	0	0	1.441e+09	7034.8225	14739.943	11/30/2021 11:25	3924.2997	946145.02	1329316.4	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-25.712364	-42151.875	23998.235	-149.86111	21.185461	-751.06769	.03133798	.03133798	-.28584087	-.68766039	.17849616	.15731068	-.49823189	-.09581926
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_E04	15	29	.91449814	.08550186	1	0		AW028	k1	3990	1027.4124	2	1	.99959451	.00040548	2	25	1	1	1	3689.3478	885941.77	0	0	1.384e+09	6759.2344	17082.638	3677.1519	1191085.2	0	0	1.281e+09	6256.359	13907.081	3662.0295	906607.67	0	0	1.401e+09	6842.1356	17129.113	3677.5423	1195092.8	0	0	1.288e+09	6291.2895	13978.436	11/30/2021 11:25	3689.3478	885941.77	1191085.2		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-260.66426	-1838.7684	26439.108	-626.86111	-317.81454	-9971.5058	-1.3563117	-1.3563117	-1.2581616	-.09413741	-.82683016	.17849616	-.72957689	-.49823189
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_E05	15	29			1	0		AW036	k1	2698	1859.1395	40	0	.04916308	.95083684	2	26	1	1	1	3928.942	934541.02	0	0	1.247e+09	6086.8836	15113.545	3808.74	1199160.2	0	0	1.227e+09	5990.463	13396.931	3928.2416	933225.1	0	0	1.234e+09	6023.4262	15000.097	3812.7229	1202599.5	0	0	1.223e+09	5970.6582	13357.723	11/30/2021 11:25	3928.942	934541.02	1199160.2		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-21.070089	-55741.922	-108937.47	-1918.8611	-279.81454	-9139.7787	.05224518	.05224518	-.46536979	-.98423496	-.72791329	-1.2133396	-1.9313878	-1.3080991
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_F01	15	30	.95397901	.04602099	0	1	1	AW006	k1	6197	26397.838	824	0	.00155048	.99844944	2	27	1	4	4	4228.1184	1164557.5	0	0	1.673e+09	8167.1644	17642.308	4152.6866	1615947.3	0	0	1.765e+09	8617.0091	16245.99	4200.2314	1166860.4	0	0	1.695e+09	8277.9026	17739.903	4151.9483	1594503.8	0	0	1.757e+09	8578.1303	16283.194	11/30/2021 11:25	4228.1184	1164557.5	1615947.3	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	278.32985	46281.896	128724.63	1580.1389	490.00738	15124.173	1.1303392	1.1303392	1.2581616	.91854553	1.5341205	2.0368341	.56434541	1.1457264
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_F03	15	30	.03949286	.96050714	1	0	0	AW022	k1	4316	6656.0348	165	0	.0057578	.99424213	2	29	1	1	2	3900.0815	993996.58	0	0	1.334e+09	6512.9615	15532.444	3836.4363	1310983.3	0	0	1.373e+09	6703.7819	14200.005	3960.7382	1011911	0	0	1.351e+09	6594.625	15565.066	3818.7542	1313615.1	0	0	1.386e+09	6768.1221	14284.88	11/30/2021 11:25	3900.0815	993996.58	1310983.3	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-49.706978	16060.625	20165.18	-300.86111	-168.99262	-4617.6308	-.11514104	-.11514104	.17849616	.30767015	.03133798	.09413741	-.54204681	-.1925285
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_F04	15	30	.1838565	.8161435	1	0	0	AW029	k1	3793	6589.0709	201	0	.07138897	.92861104	2	30	1	1	2	3748.5878	935737.3	0	0	1.260e+09	6150.6672	15299.466	3726.3422	1214382.9	0	0	1.272e+09	6210.5487	13723.576	3776.7688	948268.43	0	0	1.269e+09	6197.6567	15282.279	3726.1616	1227093.5	0	0	1.283e+09	6265.7596	13773.586	11/30/2021 11:25	3748.5878	935737.3	1214382.9	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-201.20073	22612.908	14268.254	-823.86111	-132.99262	-4684.5946	-.88714656	-.88714656	-.41929575	.46536979	-.53642238	.03133798	-.91769489	-.63302463
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_F06	15	30	1	0	0	1	1	AW042	k1	6088	10177.187	319	0	.00040845	.99959153	2	31	1	2	3	3980.1268	1072742.3	0	0	1.466e+09	7160.3739	16315.399	3950.4404	1396846.9	0	0	1.517e+09	7408.4012	15121.856	4049.7709	1076002.2	0	0	1.468e+09	7170.3721	16295.446	3963.0028	1408301.4	0	0	1.542e+09	7527.2476	15262.862	11/30/2021 11:26	3980.1268	1072742.3	1396846.9	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	30.338281	60561.651	58103.56	1471.1389	-14.992621	-1096.4783	.32964705	.32964705	.76938184	1.1303392	.61029461	.61029461	.45535347	1.0413569
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_G01	15	31	1	0	0	1	1	AW007	k1	5434	10937.415	316	0	.0139203	.98607975	2	32	1	3	3	3911.8424	884027.71	1	41	1.208e+09	5898.0081	15155.478	3682.6174	1172722.2	1	43	1.301e+09	6354.1318	14672.934	3948.8162	905501.1	0	0	1.217e+09	5940.8525	15124.988	3687.1098	1177477.4	1	19	1.310e+09	6397.9998	14744.003	11/30/2021 11:26	3948.8162	905501.1	1172722.2	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-.96510047	-93284.365	-147274.7	817.13889	-13.792634	-339.05601	.2425767	.2425767	-.85659877	-1.4696127	-1.1303392	-1.4696127	.09581926	.54204681
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_G02	15	31	.11776892	.88223108	.98901267	.01098733	0	AW015	k1	5807	11759.563	357	0	.00570887	.99429119	2	33	1	3	3	3912.3584	956552.73	0	0	1.432e+09	6992.3353	17131.723	3768.5402	1300934.4	0	0	1.456e+09	7110.4173	15373.012	3818.4565	958496.7	0	0	1.429e+09	6977.638	17068.192	3773.8338	1317802.1	0	0	1.480e+09	7227.8368	15506.081	11/30/2021 11:26	3912.3584	956552.73	1300934.4	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-37.422878	-26635.482	2765.844	1190.1389	27.207366	483.09164	-.01044447	-.01044447	-.15731068	-.46536979	.01044447	-.13619558	.35152991	.78046962
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_G04	15	31	.20845384	.79154616	1	0	0	AW030	k1	5416	23878.441	720	0	.0010234	.99897659	2	35	1	4	4	3911.3951	993398.44	0	0	1.480e+09	7224.8908	17220.482	3845.7913	1350759.9	0	0	1.512e+09	7380.6363	15431.982	3905.2389	1001892.1	0	0	1.487e+09	7260.5697	17206.484	3841.3054	1360808.7	0	0	1.537e+09	7502.9716	15570.194	11/30/2021 11:26	3911.3951	993398.44	1350759.9	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-38.386177	10622.337	53168.037	799.13889	390.20737	12601.97	-.03133798	-.03133798	.15731068	.17849616	.32964705	.48877641	.07661315	.52001455
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_G05	15	31	.95851155	.04148845	0	1	1	AW037	k1	6570	12440.99	403	0	.00114321	.99885678	2	36	1	3	3	3964.9795	1073400.3	0	0	1.497e+09	7309.2214	16554.379	3868.8227	1413624.9	0	0	1.561e+09	7621.1693	15492.674	3895.6083	1079561.2	0	0	1.497e+09	7310.3271	16547.324	3886.05	1425199	0	0	1.588e+09	7755.134	15657.797	11/30/2021 11:26	3964.9795	1073400.3	1413624.9	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	15.198219	67699.866	83950.596	1953.1389	73.207366	1164.5193	.30767015	.30767015	.85659877	1.2581616	.68766039	1.0916204	.83346922	1.4572834
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_H01	15	32	.14379337	.85620663	1	0	0	AW008	k1	5190	12883.415	443	0	.00312096	.9968791	2	37	1	3	3	3992.4197	991992.8	0	0	1.477e+09	7212.3089	17255.018	3938.8707	1373908.1	0	0	1.523e+09	7438.7235	15374.514	4133.0908	999918.21	0	0	1.475e+09	7201.2423	17196.759	3918.2058	1377586.7	0	0	1.536e+09	7500.3108	15447.001	11/30/2021 11:26	3992.4197	991992.8	1373908.1	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	42.8252	-25446.983	27804.605	573.13889	126.54611	1926.6402	.37409541	.37409541	.11514104	-.39659429	.51245396	.22111871	-.09581926	.33124688
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_H02	15	32	.1329796	.8670204	1	0	0	AW016	k1	3330	3430.7125	88	0	.0387823	.96121764	2	38	1	1	1	3698.4926	909568.48	0	0	1.404e+09	6853.638	17091.608	3660.2283	1217822.3	0	0	1.374e+09	6710.3947	14792.001	3769.7185	919138.79	0	0	1.400e+09	6836.8899	16960.798	3659.0025	1223295.3	0	0	1.396e+09	6818.0276	14993.595	11/30/2021 11:26	3698.4926	909568.48	1217822.3	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-251.10191	17875.636	47700.92	-1286.8611	-228.45389	-7526.0621	-1.2581616	-1.2581616	-.74159404	.39659429	-.51245396	.44221541	-1.4040454	-.86086395
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1000_W_H04	15	32	.1057196	.8942804	1	0	0	AW031	k1	4595	9465.9133	310	0	.00414761	.99585235	2	40	1	2	2	4023.1048	1072802.1	0	0	1.442e+09	7040.8239	16122.779	3812.1934	1272462.8	0	0	1.468e+09	7166.2284	15383.021	4040.2183	1083239.7	0	0	1.448e+09	7071.7987	16096.107	3796.5889	1264537.4	0	0	1.470e+09	7176.6587	15451.668	11/30/2021 11:26	4023.1048	1072802.1	1272462.8	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	73.510283	42234.752	-92012.699	-21.861111	-6.4538934	-1490.8613	.61029461	.61029461	.79777685	.76938184	-.13619558	-1.0187254	-.35152991	-.03827848
