filename	batch	tank	wtKITA1	nwtKITA1	wtKITA5	nwtKITA5	irs2_dich	index	wt_guide	Intestine_area	Food_fluo	Food_area	AutoFlo	AutoFloProb_1	AutoFloProb_2	tod	n	f_batch	Food_fluo_cat	Food_fluo_cat_all	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	qRNA	line	diet	Exp	date	overfeeding	cholesterol	glucose	VAST	plate	Imaged	age	length_Res	dorsal_area_Res	lateral_area_Res	Intestine_area_Res	Food_area_Res	Food_fluo_Res	intlength	intlength_Res	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intIntestine_area	intIntestine_area_Res
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_A07	15	29	.2420302	.7579698	1	0	0	AW043	k1	5553	8582.5049	191	0	.00016755	.99983239	3.5	42	2	2	2	3861.2512	927692.26	0	0	1.435e+09	7008.238	17269.449	3762.6947	1267408.4	0	0	1.475e+09	7203.5047	15805.986	3899.3568	937442.02	0	0	1.439e+09	7026.0917	17234.191	3752.4592	1278623.7	0	0	1.494e+09	7295.7903	15885.178	11/30/2021 11:26	3861.2512	927692.26	1267408.4	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-88.760865	-33631.431	-160.87687	85.242424	-79.772108	-1225.4469	-.26414698	-.26414698	-.53642238	-.63565701	-.22111871	-.17849616	.21205892	.03827848
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_A08	15	29	1	0	1	0		AW051	k1	3904	7218.3209	278	0	.00055839	.99944156	3.5	43	2	2	2	3710.3323	887676.39	0	0	1.355e+09	6614.1584	16834.542	3713.539	1180079.3	0	0	1.307e+09	6381.9764	14712.645	3741.3005	894405.52	0	0	1.347e+09	6576.7463	16708.083	3708.6029	1201074.2	0	0	1.319e+09	6439.8992	14710.69	11/30/2021 11:26	3710.3323	887676.39	1180079.3		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-239.6798	-9081.6541	2869.2806	-1563.7576	7.2278919	-2589.6308	-1.1708311	-1.1708311	-1.1708311	-.17849616	-1.0544725	-.11514104	-.83346922	-1.1095904
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_A09	15	29	.02443522	.97556478	.97001546	.02998454	0	AW059	k1	4487	11720.977	371	0	.00479257	.99520737	3.5	44	2	3	3	3798.6246	908043.21	0	0	1.303e+09	6359.9777	16034.156	3621.2417	1196049.8	0	0	1.327e+09	6480.7889	14651.599	3761.6295	918361.21	0	0	1.298e+09	6338.5915	15946.063	3617.0314	1209119.3	0	0	1.331e+09	6501.2449	14615.531	11/30/2021 11:26	3798.6246	908043.21	1196049.8	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-151.38746	-26487.775	-34023.281	-980.75758	100.22789	1913.0254	-.56070303	-.56070303	-.76938184	-.44221541	-.79777685	-.53642238	-.47668312	-.72957689
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_A11	15	29	.12532705	.87467295	1	0	0	AW074	k1	4011	7433.5742	204	0	.0054475	.99455255	3.5	45	2	2	2	3711.4404	936694.34	0	0	1.253e+09	6116.3095	15158.367	3643.8294	1188812.3	0	0	1.238e+09	6044.0479	13722.368	3685.1625	940851.44	0	0	1.259e+09	6146.9306	15203.949	3645.1793	1200715.3	0	0	1.253e+09	6119.9377	13801.163	11/30/2021 11:26	3711.4404	936694.34	1188812.3	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-238.57164	39462.202	10938.707	-1456.7576	-66.772108	-2374.3775	-1.1303392	-1.1303392	-.39659429	.68766039	-.88714656	-.01044447	-.70483001	-1.0089949
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_B07	15	30	0	1	1	0	0	AW044	k1	4566	11462.791	316	1	.7409541	.25904596	3.5	46	2	3	3	3910.2939	930563.35	0	0	1.287e+09	6283.1079	15688.385	3768.5402	1224940.2	0	0	1.299e+09	6344.9865	14354.316	3999.6345	946294.56	0	0	1.299e+09	6343.7077	15703.373	3774.0081	1230802	0	0	1.317e+09	6430.9904	14418	11/30/2021 11:26	3910.2939	930563.35	1224940.2	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-39.494591	-51741.632	-71992.344	-901.75758	31.04981	1380.092	-.05224518	-.05224518	-.48877641	-.91854553	-.46536979	-.82683016	-.41329661	-.70483001
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_B09	15	30	0	1	1	0	0	AW060	k1	5247	11502.185	376	0	.01168368	.98831636	3.5	48	2	3	3	3647.8571	945307.62	0	0	1.312e+09	6406.6969	15764.555	3545.6104	1253023.1	0	0	1.380e+09	6735.9981	14820.543	3677.7496	956522.83	0	0	1.326e+09	6472.9173	15839.291	3541.5931	1262294.3	0	0	1.388e+09	6779.368	14833.841	11/30/2021 11:26	3647.8571	945307.62	1253023.1	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-301.93139	75277.486	113218.57	-220.75758	91.04981	1419.4861	-1.6866708	-1.6866708	-.30767015	1.3563117	-.28584087	1.7804643	.01913573	-.134345
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_B10	15	30	0	1	1	0	0	AW067	k1	4214	16399.917	470	0	.01198346	.98801649	3.5	49	2	4	4	3697.5585	937442.02	0	0	1.308e+09	6388.9117	15810.312	3700.0449	1200356.4	0	0	1.336e+09	6522.2239	14582.39	3730.4732	942645.87	0	0	1.313e+09	6412.9748	15850.158	3673.9663	1207115.5	0	0	1.341e+09	6549.0325	14584.415	11/30/2021 11:26	3697.5585	937442.02	1200356.4	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-252.22998	46148.79	30794.364	-1253.7576	185.04981	6317.2178	-1.3056645	-1.3056645	-.37409541	.88714656	-.68766039	.28584087	-.58692823	-.83346922
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_B11	15	30	.16581498	.83418502	1	0	0	AW075	k1	5253	10663.028	338	0	.00495545	.99504459	3.5	50	2	2	3	3839.7207	906159.06	0	0	1.342e+09	6550.6524	16512.583	3888.9311	1227512.2	0	0	1.345e+09	6566.052	14744.259	3836.4363	885822.14	0	0	1.321e+09	6448.1432	16448.043	3773.5802	1227003.8	0	0	1.349e+09	6584.5731	14766.563	11/30/2021 11:26	3839.7207	906159.06	1227512.2	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-110.06779	-45953.532	-27166.232	-214.75758	53.04981	580.32929	-.41929575	-.41929575	-.79777685	-.79777685	-.44221541	-.51245396	.03827848	-.11506078
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_C07	15	31	0	1	1	0	0	AW045	k1	3643	9370.1489	253	0	.00509532	.99490464	3.5	51	2	2	2	3743.5381	838179.93	0	0	1.119e+09	5463.055	14461.398	3545.1169	1097655	0	0	1.152e+09	5626.3173	13385.992	3743.7578	852266.24	0	0	1.135e+09	5540.4627	14521.46	3535.457	1103875.7	0	0	1.152e+09	5623.2705	13378.665	11/30/2021 11:26	3743.5381	838179.93	1097655	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-206.24317	-72784.138	-99436.287	-1824.7576	-27.750203	-715.35571	-.91854553	-.91854553	-1.8931845	-1.1303392	-1.6057296	-1.1708311	-1.1457264	-1.2228826
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_C08	15	31	1	0	0	1	1	AW053	k1	5819	7574.4352	173	0	.00312663	.99687344	3.5	52	2	2	2	3728.8575	877358.4	0	0	1.298e+09	6339.5951	16314.841	3768.9846	1221082.2	0	0	1.354e+09	6612.6431	14975.665	3743.1227	883220.21	0	0	1.290e+09	6297.5301	16189.698	3768.8616	1230263.7	0	0	1.358e+09	6629.2592	14935.362	11/30/2021 11:26	3728.8575	877358.4	1221082.2	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-220.92383	-27325.039	32780.547	351.24242	-107.7502	-2511.0694	-1.0544725	-1.0544725	-1.4106992	-.48877641	-.48877641	.30767015	.37195861	.1925285
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_C09	15	31	.12727273	.87272727	1	0	0	AW061	k1	5122	10501.01	333	0	.00079873	.99920124	3.5	53	2	2	3	3784.944	962504.27	0	0	1.338e+09	6532.1064	15983.715	3636.9819	1287177.1	0	0	1.395e+09	6809.1587	14881.45	3813.1739	966182.86	0	0	1.341e+09	6548.8358	15988.228	3637.3108	1297973.6	0	0	1.425e+09	6960.3259	15062.582	11/30/2021 11:26	3784.944	962504.27	1287177.1	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-164.83734	33826.097	65295.016	-345.75758	52.249797	415.50526	-.66143508	-.66143508	-.13619558	.53642238	-.01044447	.76938184	-.11506078	-.25137174
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_C11	15	31	.63406062	.36593938	1	0		AW076	k1	6166	11629.701	437	0	.003188	.99681205	3.5	55	2	3	3	3997.039	1026774.9	0	0	1.672e+09	8166.2156	18862.857	3921.6429	1378902.6	0	0	1.616e+09	7888.6491	16283.709	3998.0303	1031380.6	0	0	1.670e+09	8156.3169	18813.748	3911.3951	1381026	0	0	1.619e+09	7906.7843	16311.552	11/30/2021 11:26	3997.039	1026774.9	1378902.6		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	47.2577	7358.918	30033.426	698.24242	156.2498	1544.1959	.44221541	.44221541	.44221541	.11514104	.56070303	.2425767	.52001455	.49823189
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_C12	15	31	.87942297	.12057703	0	1		AW082	k1	5527	13376.419	423	0	.00034985	.99965012	3.5	56	2	4	3	4490.6963	1361466.7	0	0	1.908e+09	9315.2521	18200.704	4400.8048	1725078.7	0	0	1.931e+09	9429.0795	16713.771	4463.0663	1353780.5	0	0	1.911e+09	9329.0891	18294.627	4390.6025	1733542.5	0	0	1.964e+09	9589.0808	16940.956	11/30/2021 11:26	4490.6963	1361466.7	1725078.7		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	540.91498	130855.84	80643.57	59.242424	142.2498	3290.9147	1.8931845	1.8931845	2.6382573	2.0368341	2.2414027	1.0187254	.1925285	.01913573
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_D07	15	32	.46689895	.53310105	1	0	0	AW046	k1	4022	14444.767	418	0	.00708363	.99291635	3.5	57	2	4	4	3742.2237	891713.87	0	0	1.238e+09	6047.3275	15531.669	3703.6521	1180946.7	0	0	1.253e+09	6116.5871	14124.313	3768.6394	897037.35	0	0	1.243e+09	6066.9032	15551.699	3691.5521	1194704	0	0	1.278e+09	6240.5572	14256.536	11/30/2021 11:26	3742.2237	891713.87	1180946.7	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-207.37082	-18687.869	-15357.679	-1445.7576	150.58854	4678.9585	-.9508773	-.9508773	-1.0916204	-.32964705	-1.0187254	-.37409541	-.65658098	-.97765644
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_D08	15	32	1	0	1	0		AW054	k1	6046	5588.3859	80	0	.00077765	.99922228	3.5	58	2	1	2																																		ABs	CD15	irs2	210706	1	0	0	1	1	1	8				578.24242	-187.41146	-4177.4222							.43422903	.35152991
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_D10	15	32	.85737928	.14262072	.97027543	.02972457		AW069	k1	7330	8253.1551	138	0	.00019461	.99980539	3.5	60	2	2	2	3845.1885	1000396.7	0	0	1.693e+09	8267.6566	19209.752	3884.0601	1335267.9	0	0	1.623e+09	7926.9763	16664.039	3861.6965	999409.79	0	0	1.683e+09	8217.1434	19146.835	3873.7438	1350849.6	0	0	1.663e+09	8121.8185	16858.441	11/30/2021 11:26	3845.1885	1000396.7	1335267.9		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-104.40599	45944.917	77315.777	1862.2424	-129.41146	-1512.6531	-.37409541	-.37409541	.2425767	.82683016	.26414698	.88714656	1.5150056	1.4040454
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_E07	15	29	1	0	0	1	1	AW047	k1	5562	6841.1895	154	0	.00420626	.9957937	3.5	62	2	1	2	3894.4451	974138.18	0	0	1.413e+09	6901.6908	16600.355	3692.2001	1285891.1	0	0	1.454e+09	7097.6934	15608.897	3811.0008	965764.16	0	0	1.371e+09	6693.2769	16357.477	3676.6272	1296328.7	0	0	1.480e+09	7226.7722	15719.859	11/30/2021 11:26	3894.4451	974138.18	1285891.1	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-55.567016	-1386.3917	-1552.2681	94.242424	-116.77211	-2966.7622	-.13619558	-.13619558	-.05224518	-.05224518	-.03133798	-.2425767	.23167057	.07661315
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_E08	15	29	1	0	1	0		AW055	k1	6108	9840.1998	281	0	.00127994	.99872005	3.5	63	2	2	3	3777.4933	965285.64	0	0	1.476e+09	7206.7383	17500.884	3846.4133	1314482.4	0	0	1.506e+09	7353.1653	15784.212	3893.8306	976859.74	0	0	1.489e+09	7271.9575	17536.361	3847.801	1320254.5	0	0	1.510e+09	7373.6649	15774.898	11/30/2021 11:26	3777.4933	965285.64	1314482.4		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-172.51878	39794.99	97061.232	640.24242	10.227892	32.248082	-.74159404	-.74159404	-.09413741	.71436744	.07317524	1.4106992	.47668312	.45535347
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_E10	15	29	0	1	1	0	0	AW070	k1	6587	8501.842	174	0	.0013259	.99867415	3.5	65	2	2	2	4028.8211	1050341.8	0	0	1.469e+09	7173.4937	16699.677	3808.3277	1330004.3	1	46	1.510e+09	7372.4049	15767.698	4019.3638	1044330.4	1	54	1.486e+09	7256.0412	16876.081	3809.7842	1327342.5	1	50	1.498e+09	7314.9987	15722.353	11/30/2021 11:26	4028.8211	1050341.8	1330004.3	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	78.809041	17328.896	-37893.698	1119.2424	-96.772108	-1306.1097	.63565701	.63565701	.61029461	.37409541	.19976207	-.56070303	.86086395	.72957689
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_F07	15	30	1	0	0	1	1	AW048	k1	8553	11911.576	332	0	.00014136	.99985862	3.5	67	2	3	3	4269.9172	1220842.9	0	0	1.808e+09	8826.9719	18527.149	4157.4155	1606526.5	0	0	1.812e+09	8849.3579	17012.393	4276.6884	1229157.1	0	0	1.804e+09	8807.8942	18481.298	4104.4198	1610773.3	0	0	1.839e+09	8978.4467	17150.707	11/30/2021 11:26	4269.9172	1220842.9	1606526.5	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	320.1287	84685.048	94277.744	3085.2424	47.04981	1828.8765	1.1708311	1.1708311	1.5341205	1.5341205	1.4106992	1.3563117	1.9313878	2.2750861
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_F08	15	30	0	1	1	0	0	AW056	k1	7090	4783.7017	52	0	.00019583	.9998042	3.5	68	2	1	2	3914.8382	1027761.8	0	0	1.572e+09	7677.598	17809.804	4031.0957	1421550.3	0	0	1.600e+09	7813.6931	16179.386	4034.2661	1038079.8	0	0	1.567e+09	7649.7012	17683.498	4021.0191	1436145	0	0	1.632e+09	7969.8071	16315.529	11/30/2021 11:26	3914.8382	1027761.8	1421550.3	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-34.950299	43512.729	121896.97	1622.2424	-232.95019	-5298.9974	.01044447	.01044447	.46536979	.79777685	.74159404	1.8931845	1.3080991	1.2228826
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_F09	15	30	.12675358	.87324642	.97750194	.02249806	0	AW064	k1	3529	6133.7819	195	0	.00994782	.99005216	3.5	69	2	1	2																																	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8				-1938.7576	-89.95019	-3948.9172							-1.2643432	-1.4040454
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_F10	15	30	.03992615	.96007385	1	0	0	AW071	k1	3949	11569.733	383	0	.0004066	.99959344	3.5	70	2	3	3	3785.5168	1159293.8	0	0	1.369e+09	6684.6544	15167.231	3801.1747	1199160.2	0	0	1.359e+09	6636.0351	14964.494	3819.2593	1157708.7	1	44	1.378e+09	6726.4916	15228.869	3750.1791	1202749	1	59	1.366e+09	6670.5697	15047.442	11/30/2021 11:26	3785.5168	1159293.8	1199160.2	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-164.27173	230370.58	-23064.917	-1518.7576	98.04981	1487.0343	-.63565701	-.63565701	1.1708311	2.6382573	-.72791329	-.48877641	-.78046962	-1.0413569
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_F11	15	30	.06045416	.93954584	1	0	0	AW079	k1	5656	7869.9926	146	0	.00125888	.99874109	3.5	71	2	2	2	4093.0954	998093.87	0	0	1.377e+09	6722.3391	16052.529	3905.5491	1324740.6	0	0	1.431e+09	6989.2026	15071.517	4093.49	1021062.6	0	0	1.399e+09	6831.1362	16130.81	3917.6447	1335537.1	0	0	1.455e+09	7104.9288	15225.514	11/30/2021 11:26	4093.0954	998093.87	1324740.6	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	143.30691	-62416.657	-81640.147	188.24242	-138.95019	-2212.7065	.71436744	.71436744	.22111871	-1.0187254	.15731068	-.91854553	.25137174	.134345
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_G07	15	31	0	1	1	0	0	AW049	k1	5222	6971.2904	171	0	.01084988	.98915011	3.5	72	2	1	2	3939.8729	950122.68	0	0	1.308e+09	6388.7834	15771.147	3730.4732	1267378.5	0	0	1.355e+09	6618.2635	14749.209	3737.4415	941599.12	0	0	1.289e+09	6295.3623	15691.465	3730.9863	1278205	0	0	1.377e+09	6724.8443	14815.938	11/30/2021 11:26	3939.8729	950122.68	1267378.5	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-9.9084302	-44836.677	-47263.71	-245.75758	-109.7502	-3114.2142	.19976207	.19976207	-.19976207	-.74159404	-.2425767	-.61029461	-.01913573	-.17307125
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_G08	15	31	.95680829	.04319171	0	1	1	AW057	k1	6987	17779.131	473	0	.00150247	.99849749	3.5	73	2	4	4	4413.5557	1195990	1	4	1.713e+09	8363.5169	17860.234	4221.5243	1584694.2	1	37	1.766e+09	8622.1389	16609.134	4245.0219	1189260.9	1	50	1.713e+09	8362.3452	17836.578	4251.08	1575752	1	6	1.736e+09	8476.2162	16460.145	11/30/2021 11:27	4413.5557	1195990	1575752	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	463.77439	-1618.8046	-22497.048	1519.2424	192.2498	7693.6265	1.6866708	1.6866708	1.4106992	-.07317524	1.3563117	-.46536979	1.2228826	1.0748481
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_G09	15	31	.05188767	.94811233	.89959156	.10040844		AW065	k1	5464	7717.0453	174	0	.0082559	.9917441	3.5	74	2	2	2	3797.3962	944888.92	0	0	1.330e+09	6495.9793	16068.678	3921.8412	1271625.4	0	0	1.376e+09	6717.0511	14832.985	3853.8588	954040.53	0	0	1.334e+09	6511.4798	16037.217	3879.5646	1279431.2	0	0	1.397e+09	6822.2361	14931.848	11/30/2021 11:27	3797.3962	944888.92	1271625.4		ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-152.38511	10883.464	42287.765	-3.7575758	-106.7502	-2368.4593	-.58531886	-.58531886	-.32964705	.19976207	-.15731068	.39659429	.11506078	-.01913573
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_G11	15	31	.90098966	.09901034	0	1	1	AW080	k1	5098	8703.878	306	0	.00250423	.99749571	3.5	76	2	2	2	3770.6506	976441.04	0	0	1.327e+09	6479.2001	15524.925	3683.2143	1270219.7	0	0	1.383e+09	6754.9475	14451.451	3790.9839	998901.37	0	0	1.347e+09	6574.9982	15539.793	3680.7978	1268335.6	0	0	1.387e+09	6770.6721	14480.084	11/30/2021 11:27	3770.6506	976441.04	1270219.7	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-179.13073	53877.812	56895.454	-369.75758	25.249797	-1381.6266	-.79777685	-.79777685	-.03133798	1.0544725	-.17849616	.56070303	-.134345	-.31109922
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_H07	15	32	1	0	0	1	1	AW050	k1	6665	14638.01	380	0	.0005991	.99940085	3.5	77	2	4	4	3822.7228	965195.92	0	0	1.448e+09	7069.7293	17063.323	3812.111	1323125.6	0	0	1.488e+09	7264.6225	15743.582	3937.519	976770.02	0	0	1.446e+09	7062.8675	16983.136	3829.0038	1348008.4	0	0	1.519e+09	7418.397	15862.506	11/30/2021 11:27	3822.7228	965195.92	1323125.6	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-126.87178	20355.349	78624.316	1197.2424	112.58854	4872.2017	-.48877641	-.48877641	-.11514104	.44221541	.13619558	.9508773	.97765644	.80668615
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_H08	15	32	.32864949	.67135051	1	0	0	AW058	k1	4854	10580.501	314	0	.00063247	.99936754	3.5	78	2	2	3	4030.6505	947819.82	0	0	1.413e+09	6900.2577	16932.567	3835.3136	1276859.1	0	0	1.370e+09	6687.4485	14841.105	3987.4539	954429.32	0	0	1.403e+09	6850.9012	16786.052	3840.3243	1280448	0	0	1.389e+09	6783.8019	14939.81	11/30/2021 11:27	4030.6505	947819.82	1276859.1	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	81.056015	-85975.739	-92134.171	-613.75758	46.588537	814.69249	.66143508	.66143508	-.2425767	-1.3056645	-.11514104	-1.0544725	-.23167057	-.45535347
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_H09	15	32	.90473223	.09526777	0	1	1	AW066	k1	6153	9100.3936	223	0	.00225065	.99774939	3.5	79	2	2	2	3778.0158	934660.64	0	0	1.318e+09	6435.2761	15983.51	3720.6957	1251856.7	0	0	1.399e+09	6833.4086	15255.437	3785.2324	944171.14	0	0	1.333e+09	6508.8501	16043.73	3744.4647	1270548.7	0	0	1.448e+09	7069.5675	15510.725	11/30/2021 11:27	3778.0158	934660.64	1251856.7	5	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-171.57874	8946.4557	34122.664	685.24242	-44.411463	-665.41453	-.71436744	-.71436744	-.44221541	.13619558	-.31863936	.32964705	.49823189	.47668312
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_H10	15	32	.0181777	.9818223	1	0	0	AW073	k1	6812	13896.769	440	0	.00117899	.99882096	3.5	80	2	4	4	3948.4413	1034191.9	0	0	1.474e+09	7198.4906	16731.032	3911.5366	1425079.3	0	0	1.554e+09	7586.0346	15618.999	4031.4184	1056263.4	0	0	1.498e+09	7316.6037	16782.028	3919.0606	1446702.3	0	0	1.598e+09	7802.2417	15811.215	11/30/2021 11:27	3948.4413	1034191.9	1425079.3	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-1.1532404	35566.827	105306.95	1344.2424	172.58854	4130.9611	.22111871	.22111871	.48877641	.56070303	.76938184	1.5341205	1.0089949	.88892051
ABs_CD15_08dpf_vast01_plate01_irs2_210706_1130_W_H11	15	32	.30921805	.69078195	1	0	0	AW081	k1	5237	5735.6059	129	0	.00359662	.99640334	3.5	81	2	1	2	3887.8005	988523.56	0	0	1.517e+09	7405.8873	17699.871	3878.0996	1319088.1	0	0	1.414e+09	6903.348	14720.206	3863.7599	994355.47	0	0	1.502e+09	7332.3594	17554.024	3861.8088	1340741	0	0	1.432e+09	6991.0055	14717.563	11/30/2021 11:27	3887.8005	988523.56	1319088.1	1	ABs	CD15	irs2	210706	1	0	0	1	1	1	8	-61.794034	15841.638	35623.031	-230.75758	-138.41146	-4030.2022	-.19976207	-.19976207	.07317524	.28584087	.09413741	.37409541	0	-.15367931
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_A01	15	29	.89811665	.10188335	1	0		AW083	k1	7294	6944.8396	147	0	.00305985	.99694014	5	82	3	1	2	4000.3822	1073280.6	0	0	1.750e+09	8545.751	19244.959	3905.3347	1428877.6	0	0	1.647e+09	8043.8754	16542.968	4008.5154	1072861.9	0	0	1.729e+09	8441.7152	19120.406	3911.2613	1443442.4	0	0	1.669e+09	8147.0719	16600.146	11/30/2021 11:27	4000.3822	1073280.6	1428877.6		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	50.370145	52434.374	78006.731	2037.4872	-189.64217	-4000.8416	.46536979	.46536979	.82683016	.98423496	.79777685	.91854553	1.4040454	1.5150056
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_A02	15	29	.9210732	.0789268	.13525665	.86474335	1	AW090	k1	5737	12643.162	408	0	.00143109	.99856889	5	83	3	3	3	3859.6979	1001712.6	0	0	1.402e+09	6845.4028	16273.565	3790.617	1353660.9	0	0	1.462e+09	7137.1611	15294.169	3917.5493	1025429.1	0	0	1.431e+09	6988.1343	16413.966	3803.6483	1367717.3	0	0	1.487e+09	7261.9854	15411.62	11/30/2021 11:27	3859.6979	1001712.6	1353660.9	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-90.314145	41053.474	87021.556	480.48718	71.357829	1697.481	-.28584087	-.28584087	.26414698	.74159404	.37409541	1.1303392	.29107708	.27117097
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_A03	15	29	.9572745	.0427255	0	1	1	AW098	k1	6281	14745.536	498	0	.00478494	.99521506	5	84	3	4	4																																	5	ABs	CD15	irs2	210706	1	0	0	1	2	1	8				1024.4872	161.35783	3799.8552							.63302463	.65658098
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_A04	15	29	.87581313	.12418687	0	1		AW106	k1	6511	12876.089	465	0	.0030088	.99699116	5	85	3	3	3	4189.8656	1089849.2	0	0	1.584e+09	7736.7012	17523.759	4093.49	1473050.5	0	0	1.591e+09	7768.6696	15859.405	4158.1528	1099389.6	0	0	1.586e+09	7745.2191	17471.069	4104.0263	1480497.4	0	0	1.619e+09	7906.9125	16015.966	11/30/2021 11:27	4189.8656	1089849.2	1473050.5		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	239.85353	-12061.186	8730.862	1254.4872	128.35783	1930.4074	1.0187254	1.0187254	.9508773	-.26414698	1.0187254	-.05224518	.80668615	.86086395
ABs_CD15_08dpf_vast01_plate02_irs2_210706_1300_W_A05	15	29	0	1				AW114	k1	4081	14911.399	531	0	.0001516	.99984837	5	86	3	4	4	3878.3309	1016606.4	0	0	1.426e+09	6962.191	16390.484	3792.309	1330692.1	0	0	1.457e+09	7113.0208	15118.189	3801.033	1015141	0	0	1.420e+09	6935.685	16385.028	3772.2881	1340112.9	0	0	1.472e+09	7185.4704	15175.171	11/30/2021 11:27	3878.3309	1016606.4	1330692.1		ABs	CD15	irs2	210706	1	0	0	1	2	1	8	-71.681139	47975.761	52896.719	-1175.5128	194.35783	3965.718	-.22111871	-.22111871	.41929575	.9508773	.22111871	.46536979	-.63302463	-.80668615
