filename	date	plate	batch	tank	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Wellfolder	age	Imaged	protein	ldl	gluc	tc	tg	freeze_dried	pos_bio	batch_bio	pcsk1_nwt	pcsk1_dich	qRNA	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	PostCheckValid	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	bld	bodyfat	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	tod	length_Res	dorsal_area_Res1	lateral_area_Res1	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrLipids_Res1	LiverRefinedArea_Res1	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrLipids	intLiverRefinedArea	intldl	inttg	inttc	intgluc
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_C03	210108	1	8	30	AP074	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_C03	10	1	6.168367	.4083552	.72937674	.2382072	.5455912	0	25	15	1	1	2	137013	8060	4780	30	7	17	1	702530	44295	69	140	106	62	0	1	175	74971	12485	46.279713	55.5932	0	0	3895.6083	913486.33	0	0	1.403e+09	6851.7965	16921.945	3823.9235	1258645.6	0	0	1.439e+09	7026.0394	15005.084	3901.8104	926406.25	0	0	1.413e+09	6898.0837	16903.736	3807.0199	1265165.4	0	0	1.465e+09	7152.379	15183.549	1/18/2021 10:43	3895.608	913486.3	1258646	1	-123.405	-51122.69	-29911.65	-.1075327	-.2306428	.2110062	-.5549828	-.0456033	-.1032194	.2547153	-.3577588	-16.92973	-115085.3	280.74	-3000.827	2.374453	.7240844	-713332.6	-36910.21	-25.46667	-27.56995	-14.9845	1.626667	13	-36585.77	-.2521206	-.4155694	-.3044756	-1.554774	-1.880794	.2104284	-1.126391	.167894	.2967378	-1.262784	-1.427856	-1.583387	-.9153651	-.7388468	.0250689	.3326987	-.902067	-1.352578	-.8501565	-.6483688	1.323364
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_D01	210108	1	8	33	AP061	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_D01	10	1	3.164245	.9868584	.42811243	.1361184	.4676496	0	12	15	.7825226	1	2	142443	9496	12518	21	4	15	1	636032	43799	82	116	100	55	0	1	115	65386	9306	40.03216	51.373186	0	0	3902.6687	870330.2	0	0	1.191e+09	5817.5349	14886.493	3801.1747	1198262.9	0	0	1.296e+09	6327.8823	13909.021	4006.7132	884865.11	0	0	1.197e+09	5846.8375	14843.435	3784.6279	1193657.2	0	0	1.281e+09	6252.4568	13791.318	1/18/2021 9:52	3902.669	870330.2	1198263	1	-174.1615	-98528.9	-103192.2	-.2087033	-.3205249	-.0829496	.0527111	-.1232622	-.144308	-.0225427	.3252757	-18.92973	-109655.3	1716.74	4737.173	-4.752835	-1.902192	-779830.6	-37406.21	-12.46667	-51.48475	-19.27406	-5.373333	-47	-46170.77	-.2276669	-.9424319	-.6858258	-2.053749	-1.644854	1.095418	1.427856	-.9541653	-1.340755	-1.382994	-1.52738	-.9153651	-1.613358	-1.065463	-.8064212	-.6744897	-1.3888	-.1800124	-1.323364	-1.396116	-.7201566
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_D02	210108	1	8	35	AP068	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_D02	10	1	11.48995	1.1229768	.45982446	.4083552		0	19	15	1	1	2	171945	7164	6260	23	6	24	1	1278778	67370	81	227	114	56	0	1	169	88299	10794	68.312116	88.372778	0	0	3757.1745	928679.2	0	0	1.272e+09	6213.3439	15317.35	3724.7969	1293278.2	0	0	1.357e+09	6626.4489	14178.131	3796.0847	937142.94	0	0	1.274e+09	6220.3689	15300.923	3691.8113	1293128.7	0	0	1.374e+09	6707.4587	14303.778	1/18/2021 10:20	3757.175	928679.2	1293278	1	-220.0928	20321.76	74828.16	.0630391		-.0551729	.1731114	.0549324		-.0608355	.1475588	-9.929729	-80153.25	-615.26	-1520.827	-4.444216	-.1923854	-137084.6	-13835.21	-13.46667	58.81173	-11.63916	-4.373333	7	-23257.77	-.6559623	-.3390167	-.1202234	-.7949086	-1.126391	-.2447285	-.4033827	-.6640369	-.227545	-.0752699	-.5340118	-1.110772	1.382994	-.3853205	-.6744897	.2492189	-.3468242	.0776641		.1141853	-.4904585
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_E01	210108	1	8	34	AP062	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_E01	10	1	10.88913	.1020888	.44396845	.510444	.7014744	0	13	15	1	1	2																209	125127	17780	50.781815	61.734195		0	4184.6945	1110246	0	0	1.665e+09	8130.6339	18029.877	3978.323	1499638.1	0	0	1.670e+09	8152.1383	16083.267	4206.5069	1125229.5	0	0	1.683e+09	8215.6269	18047.999	4076.1599	1509956.1	0	0	1.694e+09	8273.6605	16195.976	1/18/2021 9:56	4184.694	1110246	1499638	1	63.7874	9807.485	18181.77	.1655516	-.0857816	-.0676558	-.8343039	.1588225	-.0998862	-.0722971	-.8552497													47	13570.23	.6486143	.6052337	.5831258													.8246427	.5076453	-1.773231	-.0119366	.7010792	-.6156959
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_E02	210108	1	8	30	AP069	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_E02	10	1	10.71747	.9528288	.4915365	.3743256	.389708	0	20	15	1	1	2	207192	8288	7706	28	3	25	1	992856	77268	88	164	111	69	0	1	143	81023	11590	57.166332	73.940852	0	0	3806.4582	894555.05	0	0	1.241e+09	6057.2249	15339.296	3786.287	1203556.5	0	0	1.288e+09	6288.9475	14183.835	3996.0213	928021.24	0	0	1.272e+09	6213.2045	15413.868	3786.287	1214173.6	0	0	1.299e+09	6345.2006	14162.568	1/18/2021 10:24	3806.458	894555.1	1203557	1	-212.5551	-31108.23	-31908.42	.0289389	-.3911185	-.0240231	.000718	.0311249	-.3869503	-.0224309	.0079009	-8.929729	-44906.25	508.74	-74.82667	.3744526	-3.275916	-423006.6	-3937.207	-6.466667	-3.56995	-9.984502	8.626667	-19	-30533.77	-.4679639	-.5629635	-.640987	-.717066	-.3142472	.3853205	.1594259	-.0250689	-1.880794	-.6956203	-.0417893	-.4770404	-.0167116	-.4864239	.7721932	-.2629966	-.6170011	-.284287	-1.745187	-.0840529	-.2287701
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_E03	210108	1	8	32	AP076	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_E03	10	1	14.57991	.8167104	.55496056	.3743256	.7014744	0	27	15	.7903459	1	2	198967	5377	5359	30	5	37	1	1417217	82949	99	190	129	58	0	1	145	63747	10436	54.323021	60.188975	0	0	4034.7554	946354.37	0	0	1.297e+09	6331.4695	15396.295	3858.0898	1272223.5	0	0	1.374e+09	6707.6903	14362.451	4075.4078	966691.28	0	0	1.305e+09	6370.1826	15365.498	3820.7116	1275124.5	0	0	1.382e+09	6747.8678	14407.566	1/18/2021 10:50	4034.755	946354.4	1272224	1	53.74519	-80673.37	-109102.1	.0284445	-.0729226	.0354656	-.1511185	-.0090984	-.1509161	.0089657	-.2706912	3.070272	-53131.25	-2402.26	-2421.827	1.063341	-1.72832	1354.42	1743.793	4.533333	22.61236	11.97566	-2.373333	-17	-47809.77	.2890909	-.2398758	-.2545857	.5053211	-.4770404	-1.880794	-.8064212	.167894	-.7949086	.227545	.227545	.2447285	.5927726	.3584588	-.4215776	-.2218019	-1.545024	-.5519941	-.0119366	-.0840529	.2410404
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_F01	210108	1	8	35	AP063	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_F01	10	1	11.74745	.1361184	.23784024	.4423848	.3117664	0	14	15	1	1	2																129	82178	9621	40.700569	57.030814	0	0	3921.4293	957808.84	0	0	1.357e+09	6624.2276	16115.878	3890.3152	1310295.4	0	0	1.449e+09	7073.9154	14872.83	3995.7855	964777.22	0	0	1.361e+09	6644.8966	16093.983	3878.7358	1325966.8	0	0	1.467e+09	7161.4247	14917.81	1/18/2021 9:59	3921.429	957808.8	1310295	1	-55.83795	-22085.57	-5676.746	.0974218	-.4745711	-.2743462	-.8025197	.0813208	-.5080449	-.285609	-.8533428													-33	-29378.77	-.1550559	-.071339	-.0239892													-.4850236	-.5850552	-1.668391	-2.344598	.3487557	-2.128045
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_F03	210108	1	8	33	AP077	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_F03	10	1	15.00907	1.0889472	.42811243	.3743256	1.4808904	0	28	15	.6980113			213801	11253	9871	12	3	19	1	1083411	68953	86	146	128	69	0	1	107	106706	7681	66.582603	93.173176	0	0	4138.8033	1122717.3	0	0	1.611e+09	7864.6458	17272.236	4124.3658	1527900.4	0	0	1.708e+09	8337.7766	15964.223	4162.757	1136384.9	0	0	1.619e+09	7903.5569	17261.63	4136.1252	1535646.4	0	0	1.731e+09	8452.2041	16082.127	1/18/2021 10:54	4138.803	1122717	1527900	1	61.97306	46155.86	79621.13	.0283739	.7074119	-.0919447	.1188728	-.013366	.6207338	-.1214144	-.0141001	-14.92973	-38297.25	3473.74	2090.173	-13.75283	-2.902192	-332451.6	-12252.21	-8.466666	-21.48475	8.725942	8.626667	-55	-4850.773	.5216763	.663346	.6557862	-1.281552	-.2104284	1.880794	.8064212	-2.326348	-1.880794	-.4399132	-.4583978	-.6331026	-.7498695	.2880175	.7721932	-.7877361	.0733981	.0119366	1.323364	-.0840529	-.7201566
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_G01	210108	1	8	30	AP064	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_G01	10	1	13.03493	1.2250656	.47568048	.4083552	.5455912	0	15	15	1	1	2																							3986.685	988912.35	0	0	1.459e+09	7125.8704	16920.133	3884.0601	1358745.1	0	0	1.526e+09	7450.978	15371.05	3886.6926	998153.69	0	0	1.450e+09	7080.4996	16816.065	3796.8882	1341847.5	0	0	1.519e+09	7419.1179	15386.382	1/18/2021 11:08	3986.685	988912.4	1358745	1	-32.3283	-16414.93	14679.04	.0633216	-.2398278	-.0370681	.284182	.0326738	-.3033553	-.0586041	.1870046															.1430434	.1670908	.2545857															.3280721	-.8501565	.1141853	-.3406948
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_G02	210108	1	8	32	AP071	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_G02	10	1	11.06079	1.0549176	.66595267	.170148	.389708	0	22	15	1	1	2	204971	8540	15371	23	6	24	1	998039	58644	92	132	110	63	0	1	131	85224	8202	47.974414	61.904311	0	0	4123.9597	1001622.9	0	0	1.402e+09	6846.567	16204.335	3900.9096	1322258.3	0	0	1.459e+09	7125.4533	15080.016	3998.1762	1001563.1	0	0	1.394e+09	6805.2092	16136.668	3881.0482	1335208.1	0	0	1.479e+09	7223.2398	15163.938	1/18/2021 10:31	4123.959	1001623	1322258	1	142.9493	-66684.52	-115341.4	-.17538	-.3892815	.1492687	.0983159	-.1753781	-.3896612	.1493033	.0984709	-9.929729	-47127.25	760.74	7590.173	-5.936659	-.7283201	-417823.6	-22561.21	-2.466667	-35.38764	-7.024338	2.626667	-31	-26332.77	.4946417	.2521206	.0600032	-.7949086	-.3853205	.5729675	1.713249	-.6640369	-.227545	-.6744897	-.8778963	-.2533471	-1.191816	-.5340118	.1763742	-.4405008	-.4626476	-.0477635	-1.745187	-1.085925	.920823
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_G03	210108	1	8	34	AP078	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_G03	10	1	14.75157	1.0889472	.4915365	.340296	.4676496	0	29	15	.7262906	1	2	264173	8522	8250	24	7	31	1	1399975	81397	108	156	134	62	0	1	91	75547	5129	39.542859	46.560099	0	0	3926.871	957360.23	0	0	1.339e+09	6538.3569	15813.345	3888.6658	1318101.2	0	0	1.443e+09	7045.071	14835.68	3870.1212	970100.71	0	0	1.342e+09	6553.688	15781.805	3851.1223	1320882.6	0	0	1.457e+09	7116.4499	14914.299	1/18/2021 10:59	3926.871	957360.3	1318101	1	-194.0361	-24458.55	-1647.857	-.0057264	-.3049105	-.0290828	.1166274	-.0433834	-.3831779	-.0556797	-.0033824	-2.929728	12074.75	742.74	469.1733	-3.554296	.9405827	-15887.58	191.7933	13.53333	-12.61349	10.25887	1.626667	-71	-36009.77	-.1430434	-.0832544	.0479922	-.0167116	.3853205	.5533847	.4215776	-.4958504	.2967378	.1763742	.1594259	.7609839	-.3406948	.6027625	.0250689	-1.029613	-.8435227	.0119366	-1.323364	-.2669941	-.2287701
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_0900_W_H03	210108	1	8	35	AP079	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_0900_H03	10	1	10.03081	.6465624	.44396845	.1020888	.6235328	0	30	15	.1214318	0	1	198007	9000	7164	22	5	22	1	711966	60726	82	121	107	61	0	1	136	72914	8304	89.662226	115.27885		0	3838.6457	885104.37	0	0	1.188e+09	5802.5698	14796.432	3919.0606	1236245.1	0	0	1.259e+09	6145.7565	13535.321	3868.7725	905261.84	0	0	1.202e+09	5870.8197	14817.306	3698.1853	1235916.1	0	0	1.257e+09	6137.2835	13506.989	1/18/2021 11:10	3838.646	885104.4	1236245	1	-138.6216	-58353.15	-30054.82	-.2440042	-.1481088	-.077213	-.3280029	-.2237595	-.1068467	-.0629598	-.2636881	-11.92973	-54091.25	1220.74	-616.8267	-5.444216	-1.192385	-703896.6	-20479.21	-12.46667	-47.18827	-18.63916	.6266667	-26	-38642.77	-.3390167	-.678223	-.4067242	-1.050837	-.5340118	.9027348	-.0752699	-.8416212	-.7949086	-1.226528	-.8297738	-.9153651	-1.427856	-.717066	-.0920395	-.3539128	-.9638794	-.8587541	-.3724957	-1.771034	-.6156959
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_A04	210108	1	8	30	AP080	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_A04	10	1	17.32653	1.361184	.63424064	.4423848	1.3250072	0	31	15	.1210119	0	1																337	188792	25423	55.406087	60.587394	0	0	4738.7784	1419127.8	0	0	2.149e+09	10493.248	19756.503	4553.3641	1837081.3	0	0	2.103e+09	10268.846	17551.139	4722.382	1414432.4	0	0	2.126e+09	10381.678	19625.02	4525.4361	1831638.2	0	0	2.111e+09	10309.162	17583.685	1/18/2021 11:15	4738.778	1419128	1837081	3	719.765	41588.64	-14398.81	.0962212	.5542842	.112497	.3843733	.0294705	.4159093	.0653537	.1716548													175	77235.23	2.262012	2.262012	2.126125													2.083189	1.9785	.5039654	1.1219	.3487557	.7201566
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_A05	210108	1	8	33	AP088	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_A05	10	1	10.11664	.9187992	.50739251	.4764144	.5455912	0	39	15	.9186618	1	2	187077	8504	8651	20	6	22	1	883044	54427	91	126	94	62	0	1	87	70179	5855	28.514055	35.319723	0	0	4239.9886	951618.04	0	0	1.286e+09	6281.0323	15270.343	4064.1092	1292949.2	0	0	1.366e+09	6672.2418	14163.6	4256.8836	972642.82	0	0	1.300e+09	6346.9102	15229.629	4077.0953	1295760.5	0	0	1.390e+09	6787.6306	14356.867	1/18/2021 11:45	4239.989	951618.1	1292949	3	163.1586	-173030.5	-220884.4	.1296858	-.2177839	-.0188487	-.0759751	.1576964	-.16066	.0008108	.0127358	-11.92973	-65021.25	724.74	870.1733	-5.752835	.0978077	-532818.6	-26778.21	-3.466667	-41.48475	-25.27406	1.626667	-75	-41377.77	.7393152	-.1550559	-.1444217	-1.050837	-.8064212	.5340118	.5533847	-1.050837	-.227545	-.8297738	-1.126391	-.3054808	-1.300781	-1.244452	.0250689	-1.087999	-1.124884	-.3789003	-.8501565	.5409867	-.1136392
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_B05	210108	1	8	34	AP089	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_B05	10	1	9.601648	1.1570064	.55496056	.4423848	1.4808904	0	40	15	.1306576	0	1	268706	8957	7308	41	7	30	1	1387353	79218	103	172	97	71	0	1	330	149050	23990	62.084738	68.108641	0	0	4601.2504	1360001.2	0	0	1.917e+09	9362.0536	18345.972	4490.3233	1815099.5	0	0	1.996e+09	9744.774	16845.356	4616.017	1369780.9	0	0	1.923e+09	9391.3063	18332.319	4475.2055	1825357.7	0	0	2.013e+09	9828.8866	16866.439	1/18/2021 11:49	4601.25	1360001	1815100	3	480.3435	51979.61	50657.66	.0955855	.7184338	.0281572	.1599867	.130784	.790379	.0528805	.2715469	-3.929728	16607.75	1177.74	-472.8267	13.4457	.9405827	-28509.58	-1987.207	8.533334	3.386513	-26.74113	10.62667	168	37493.23	1.747396	1.804902	2.023106	-.1340876	.4770404	.853588	.0250689	1.158484	.2967378	.1425233	.0752699	.4770404	.184867	-1.14229	.9541653	1.891852	1.007218	.1558003	1.323364	.3487557	.2410404
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_C04	210108	1	8	32	AP082	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_C04	10	1	10.97496	1.1229768	.61838462	.4423848	.6235328	0	33	15	.1255067	0	1	247206	6339	5172	37	10	39	1	1264469	77805	108	147	119	64	0	1	183	107015	13165	35.885419	39.752289	0	0	4184.7374	1098552.2	1	3	1.537e+09	7504.2902	16840.01	4897.8572	1554607.5	0	0	1.662e+09	8113.7451	15667.757	4193.6863	1137072.8	1	7	1.566e+09	7646.9482	16888.727	4908.2115	1547848.5	0	0	1.665e+09	8129.2444	15765.101	1/18/2021 12:25	4184.737	1098552	1554608	3	203.7271	1602.516	77961.51	.0960799	-.1453533	.0955166	.1416752	.1078735	-.1215976	.1037817	.1789709	5.070271	-4892.247	-1440.26	-2608.827	8.063341	3.27168	-151393.6	-3400.207	13.53333	-20.38764	1.975662	3.626667	21	-4541.773	.663346	.5769385	.7638174	.7609839	.1594259	-.8064212	-.853588	.7949086	1.451407	-.1763742	-.0083555	.7609839	-.7063026	-.1933732	.349563	.4552406	.0867741	.0776641	-.3724957	.3487557	.5941961
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_C05	210108	1	8	35	AP090	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_C05	10	1	7.198351	.8167104	.41225642	.1361184	.779416	0	41	15	.119371	0	1																125	73557	9811	55.495557	59.636525	0	0	3616.1838	867369.38	0	0	1.197e+09	5846.5125	14890.675	3595.1697	1219257.8	0	0	1.277e+09	6237.625	13766.011	3736.7573	895392.46	0	0	1.218e+09	5946.092	14904.109	3590.5374	1223085.9	0	0	1.283e+09	6264.7885	13763.79	1/18/2021 11:53	3616.184	867369.4	1219258	3	-361.0836	17975.79	81189.52	-.2107515	.0178779	-.1151092	-.1825547	-.1455958	.1516563	-.0692547	.0243539													-37	-37999.77	-1.147476	-.9801457	-.4997873													-.5459412	-.9222792	-.5519941	.2471891	-1.396116	-.8331469
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_D05	210108	1	8	30	AP091	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_D05	10	1	8.142504	.680592	.17441618	.2722368	.6235328	0	42	15	1	1	2																							3714.4449	884954.83	0	0	1.233e+09	6022.0055	15283.587	3703.8015	932746.58	0	0	1.251e+09	6109.937	15202.817	3714.0705	1105012.2	0	0	1.234e+09	6024.6676	13917.435	3698.3349	909448.85	0	0	1.235e+09	6031.9515	15209.677	1/18/2021 11:58	3714.445	884954.8	932746.6	3	-304.5685	-1457.442	-249209.8	-.0747037	-.1370868	-.3535116	-.3209186	-.0199549	-.0248145	-.3150089	-.1471826															-.8365535	-.6932516	-2.821183															-.8080747	-.3724957	-.5409867	-2.449998
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_D06	210108	1	8	35	AP096	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_D06	10	1	14.92324	.9868584	.45982446	.1020888	1.0132408	0	47	15	1	1	2	364009	9579	10314	18	6	38	1	1868103	97235	116	175	123	76	0	1	203	138046	15756	67.983073	76.810677	0	0	4359.472	1214203.5	0	0	1.789e+09	8734.639	18256.17	4394.0751	1649622.8	0	0	1.844e+09	9002.526	16479.723	4364.6415	1222158.8	0	0	1.772e+09	8650.9236	18103.908	4371.6696	1648127.4	0	0	1.847e+09	9017.7575	16500.931	1/18/2021 12:19	4359.472	1214204	1649623	3	382.2048	28566.58	53174.2	-.2452049	.2572137	-.0709143	-.0258794	-.26733	.2106699	-.0866987	-.0970969	4.070271	111910.8	1799.74	2533.173	-9.444217	-.1923854	452240.4	16029.79	21.53333	6.811724	-2.639158	15.62667	41	26489.23	.9801457	1.081172	1.141677	.6640369	1.191816	1.158484	.9541653	-1.262784	-.227545	.7835004	.7388468	1.191816	.2619846	.1004337	1.52738	.6744897	.8060521	-.1800124	.7514516	-1.771034	-.4904585
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_E04	210108	1	8	34	AP084	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_E04	10	1	6.425863	1.1570064	.60252861	.3743256	.4676496	0	35	15	.9164114	1	2	188381	6728	7021	34	7	28	1	1264575	76280	94	176	120	56	0	1	109	65439	7639	46.976413	52.495897	0	0	4161.2732	1086140.7	0	0	1.432e+09	6990.195	15902.786	4019.5908	1357548.8	0	0	1.521e+09	7427.6059	15303.48	4136.8988	1076002.2	0	0	1.416e+09	6913.1172	15801.903	4025.182	1350789.8	0	0	1.520e+09	7421.3554	15309.557	1/18/2021 11:29	4161.273	1086141	1357549	3	40.36601	-3210.64	-108792.9	.0278795	-.2993995	.0785362	.1712139	.0964827	-.1583881	.1268727	.3893202	-5.929729	-63717.25	-1051.26	-759.8267	6.445704	.9405827	-151287.6	-4925.207	-.4666667	7.386513	-3.741132	-4.373333	-53	-46117.77	.5629635	.5490977	.2422165	-.3584588	-.7388468	-.5729675	-.1256613	.4770404	.2967378	-.1594259	-.1256613	-.0668933	.279319	-.108835	-.6744897	-.7518727	-1.354641	.1558003	-1.323364	-.0840529	.5175648
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_F05	210108	1	8	32	AP093	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_F05	10	1	16.21072	1.9056576	.66595267	.4423848	.779416	0	44	15	1	1	2	586353	9021	15305	24	8	65	1	2951720	156921	144	228	164	79	0	1	178	114429	13341	48.085483	53.10419	0	0	4410.6647	1190875.9	0	0	1.844e+09	9002.4637	18955.509	4256.3882	1590675.7	0	0	1.852e+09	9042.4021	16765.389	4233.6073	1188453.4	0	0	1.840e+09	8982.9079	18922.387	4261.2934	1613165.9	0	0	1.882e+09	9187.711	16877.063	1/18/2021 12:04	4410.665	1190876	1590676	3	429.6544	-16218.88	-36124.45	.095303	.0206334	.1369005	.8996561	.0547196	-.0639635	.1081155	.7697769	31.07027	334254.8	1241.74	7524.173	-4.936659	1.27168	1535857	75715.8	49.53333	60.61236	46.97566	18.62667	16	2872.227	1.270823	.9611179	.8994349	1.790751	2.713052	.9281431	1.644854	-.4958504	.6744897	1.880794	1.880794	2.326348	1.475791	1.475791	1.880794	.418568	.2768245	1.579219	.2471891	.3487557	.920823
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_G04	210108	1	8	30	AP086	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_G04	10	1	11.06079	1.191036	.47568048	.3743256	.389708	0	37	15	1	1	2	182437	10732	17055	23	5	17	1	963715	59134	87	124	113	65	0	1	24	56734	2053	34.381306	35.594531	0	1	4015.1688	914652.71	0	0	1.223e+09	5970.6569	15021.961	3789.9858	1228678.6	0	0	1.284e+09	6270.9057	13962.513	4034.2773	922608.03	0	0	1.241e+09	6058.1936	15114.407	3762.8219	1227930.9	0	0	1.300e+09	6345.6152	14058.247	1/18/2021 11:35	4015.169	914652.7	1228679	3	-3.844657	-103602.2	-133010.8	.0277382	-.3755041	-.0494364	.2007526	.0424083	-.3458858	-.0391742	.2470603	-16.92973	-69661.25	2952.74	9274.173	-4.625547	-1.275916	-452147.6	-22071.21	-7.466667	-43.56995	-7.984502	4.626667	-138	-54822.77	.2154918	-.4026526	-.4329215	-1.554774	-.853588	1.713249	1.989313	-.6640369	-.7949086	-.717066	-.853588	-.5533847	-1.361571	-.4215776	.4676988	-2.2174	-2.2174	.2533471	-1.745187	-.0840529	-.3406948
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_210108_1100_W_G05	210108	1	8	33	AP094	insH2Bfabp	CD15	pcsk1	1	0	0	1	210108_1100_G05	10	1	7.97084	1.2931248	.72937674	.4083552	.5455912	0	45	15	1	1	2																145	87643	9806	46.076074	54.181305	0	1	3965.7187	1009039.9	0	0	1.448e+09	7070.9794	16637.261	3773.6317	1248148.2	0	0	1.490e+09	7277.2816	15729.786	3887.262	1004703.4	0	0	1.451e+09	7087.2307	16689.29	3784.5686	1251886.6	0	0	1.489e+09	7272.1617	15688.375	1/18/2021 12:08	3965.719	1009040	1248148	3	-111.1114	12042.35	-91666.45	.0612028	-.2122729	.1997624	.2848779	.1209552	-.0897272	.2417713	.4744352													-17	-23913.77	.0356468	.3015001	-.3551356													-.2218019	-.3896322	.4111639	-.8501565	.1141853	1.323364
