filename	date	plate	batch	tank	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Wellfolder	age	Imaged	protein	ldl	gluc	tc	tg	freeze_dried	pos_bio	batch_bio	pcsk1_nwt	pcsk1_dich	qRNA	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	PostCheckValid	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	bld	bodyfat	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	tod	length_Res	dorsal_area_Res1	lateral_area_Res1	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrLipids_Res1	LiverRefinedArea_Res1	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrLipids	intLiverRefinedArea	intldl	inttg	inttc	intgluc
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_A02	201121	1	7	29	AP008	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_A02	10	1	7.590329	.7486512	.45982446	.340296	1.0132408	0	8	14	1	1	2	244483	8149	8358	37	8	30	1	1496511	78551	101	177	128	60	0	1	153	79674	12107	99.631699	131.1766	0	0	3707.0098	859982.3	0	0	1.312e+09	6406.9348	16516.196	3693.5486	1207893.1	0	0	1.435e+09	7008.2915	15657.493	3721.9012	878464.97	0	0	1.325e+09	6472.1403	16529.268	3688.4722	1214083.9	0	0	1.445e+09	7056.8785	15648.289	12/1/2020 8:44	3707.01	859982.3	1207893	0	-49.89342	-19682.08	30975.91	-.0048587	.1733701	-.0918597	-.0054136	-.0039206	.1758315	-.0909917	-.0017024	-1.681296	-7615.247	369.74	577.1733	.9334043	.2473052	80648.42	-2654.207	6.533333	9.293607	8.000232	-.3733333	-9	-21772.55	-.8707581	-1.124824	-.6118004	-.1340876	.1425233	.2967378	.4583978	.7949086	.6744897	.3318534	.0250689	.3406948	.2967378	.2880175	-.1763742	.0066666	-.7169511	-.6448142	.7514516	-.2669941	-.4904585
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_A03	201121	1	7	28	AP017	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_A03	10	1	12.74543	.8167104	.55496056	.510444	1.6367736	0	17	14	1	1	2	238879	13271	7712	22	5	18	1	1185127	68182	87	160	128	62	0	1	128	86289	11490	78.190697	115.72471	0	1	3972.4738	1048637.1	0	0	1.572e+09	7674.1192	17595.095	3978.1313	1420234.4	0	0	1.647e+09	8040.15	16380.71	4020.6063	1061856.1	0	0	1.563e+09	7633.2083	17497.235	3951.6213	1429625.2	0	0	1.671e+09	8160.3723	16509.389	12/1/2020 9:11	3972.474	1048637	1420234	0	121.6362	51129.71	81132	.1646537	.8051693	-.0017834	.0424366	.1122315	.6972864	-.0386429	-.1240841	-13.6813	-13219.25	5491.74	-68.82667	-13.51961	-2.842029	-230735.6	-13023.21	-7.466667	-7.566985	7.922737	1.626667	-34	-15157.55	.0832544	.4155694	.4067242	-1.382994	.0417893	2.326348	.1933732	-.8416212	-.7949086	-.2619846	-.4958504	-.5533847	-.2189787	.2880175	.0250689	-.5152434	-.4331668	-.5519941	1.538979	.7010792	.2410404
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_B01	201121	1	7	28	AP001	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_B01	10	1	5.143841	.510444	.68180869	.1361184	.3117664	0	1	14	1	1	2																							3718.947	823615.11	0	0	1.277e+09	6233.226	16508.616	3716.4371	1125109.9	1	17	1.333e+09	6508.1479	14961.891	3702.7476	851309.2	0	0	1.294e+09	6320.0156	16493.893	3790.9839	1141528.9	0	0	1.344e+09	6562.4798	14947.359	12/1/2020 8:16	3718.947	823615.1	1141529	0	-131.8906	-63290.9	-46797.29	-.2085419	-.5345337	.1340598	-.2279027	-.1849487	-.4851628	.1509718	-.1517996															-.8198138	-1.385575	-1.054037															-1.144585	-2.344598	-1.396116	1.067571
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_B02	201121	1	7	27	AP009	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_B02	10	1	8.114576	.6125328	.57081658	.5444736	1.0911824	0	9	14	.1135793	0	1	200878	6927	7621	44	9	29	1	1020460	70022	82	158	119	58	0	1	241	115379	19795	135.80425	175.10932	0	1	4059.0063	972493.29	0	0	1.415e+09	6909.5599	16627.351	3847.1597	1312688	0	0	1.497e+09	7310.7093	15547.363	3907.9069	970968.02	0	0	1.413e+09	6901.5215	16617.456	3824.9088	1320284.4	0	0	1.515e+09	7398.6121	15607.662	12/1/2020 8:47	4059.006	972493.3	1312688	0	271.4784	-65875.78	-82506.55	.1992483	.2522302	.0185702	-.1437775	.1948428	.2436396	.0156593	-.1571172	-2.681296	-51220.25	-852.26	-159.8267	7.354722	.8570099	-395402.6	-11183.21	-12.46667	-9.817255	-.1847403	-2.373333	79	13932.45	.3516264	0	-.0119937	-.2447285	-.4215776	-.4215776	.1425233	1.554774	.9944579	-.612813	-.3853205	-.9153651	-.2880175	-.1933732	-.4215776	1.100127	.2907055	-.9299809	.8761429	.8994349	.3597319
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_B03	201121	1	7	29	AP018	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_B03	10	1	12.04643	2.1778944	.57081658	.2041776	1.0911824	0	18	14	1	1	2																101	103225	7466	72.402463	98.500464	0	0	3778.0158	950720.83	0	0	1.500e+09	7325.4092	17726.047	3747.8537	1295192.3	0	0	1.582e+09	7725.9484	16453.576	3750.7054	953472.29	0	0	1.473e+09	7191.4893	17507.356	3748.7912	1297913.8	0	0	1.591e+09	7766.142	16451.731	12/1/2020 9:13	3778.016	950720.8	1295192	0	21.11268	40911.14	77179.79	-.1416834	.2604967	.0135105	1.401375	-.184699	.172016	-.0167195	1.264768													-61	1778.453	-.5629635	-.17915	-.0960952													-.872421	.020001	1.93999	.8761429	-.812913	.3597319
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_C01	201121	1	7	29	AP002	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_C01	10	1	4.35747	.4764144	.45982446	.3062664	.5455912	0	2	14	1	1	2	178734	7149	7733	36	7	25	1	789086	62010	81	150	102	58	0	1	147	66059	9670	53.515568	67.47662	0	0	3753.1565	840363.16	0	0	1.255e+09	6128.1543	16032.444	3557.1098	1105490.7	0	0	1.273e+09	6214.1894	14574.439	3642.598	829028.32	0	0	1.222e+09	5967.5977	15821.678	3550.2972	1114313.4	0	0	1.280e+09	6250.6925	14580.142	12/1/2020 8:20	3753.156	840363.2	1105491	0	-3.746696	-58827.52	-98045.52	-.0384645	-.2997905	-.0884866	-.2641778	-.0044113	-.2288419	-.0642017	-.1548061	-6.681295	-73364.25	-630.26	-47.82667	-.0665957	-.7526948	-626776.6	-19195.21	-13.46667	-17.70639	-17.99977	-2.373333	-15	-35387.55	-.678223	-1.270823	-1.320696	-.717066	-.9281431	-.2619846	.2447285	.6744897	.2967378	-1.036433	-.7835004	-1.110772	-.5828415	-.9153651	-.4215776	-.1742078	-1.260617	-1.229064	-.8501565	-.4197869	-.4904585
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_C02	201121	1	7	28	AP010	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_C02	10	1	9.163072	1.3271544	.53910454	.4764144	.389708	0	10	14	.8866765	1	2	165513	8711	7809	40	10	19	1	937020	58269	82	171	82	65	0	1	130	73100	11048	64.28124	91.554652		0	4019.9033	901613.16	0	0	1.265e+09	6178.7172	15636.315	3797.3962	1200206.9	0	0	1.346e+09	6570.9839	14824.867	4015.139	902988.89	0	0	1.271e+09	6205.9081	15676.142	3787.0452	1206995.8	0	0	1.349e+09	6587.407	14826.038	12/1/2020 8:51	4019.903	901613.2	1200207	0	169.0657	-117395	-168206.2	.1311184	-.4483257	-.013704	.5685987	.1150479	-.4810201	-.0248546	.5180801	-12.6813	-86585.25	931.74	28.17333	4.480392	2.157971	-478842.6	-22936.21	-12.46667	3.433015	-38.07726	4.626667	-32	-28346.55	.2398758	-.4946417	-.6557862	-1.281552	-1.300781	.6536562	.279319	1.008252	1.451407	-.8064212	-.9281431	-.9153651	.1509692	-1.613358	.4676988	-.4626476	-.9428753	.4570723	-1.745187	.5409867	.1256613
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_C03	201121	1	7	27	AP019	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_C03	10	1	13.79392	.9868584	.82451283	.4423848	.6235328	0	19	14	.0444495	0	1	211873	7062	4820	31	8	30	1	1264899	72216	89	219	94	61	0	1	346	167831	34279	165.57145	202.17181	0	0																																	0				.0964532	-.2062344	.2666445	.2080937	.0333439	-.3362213	.2222272	.007471	-1.681296	-40225.25	-717.26	-2960.827	-5.645278	-.1429901	-150963.6	-8989.207	-5.466667	51.18274	-25.18474	.6266667	184	66384.45				-.1340876	-.227545	-.3318534	-1.065463	.2967378	.6744897	-.1425233	-.3142472	-.4215776	1.126391	-1.244452	-.0920395	2.409887	1.321994	-.1800124	-.3724957	.3487557	1.718451
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_D01	201121	1	7	27	AP003	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_D01	10	1	5.930212	.6465624	.45982446	.340296	.4676496	0	3	14	1	1	2																176	84907	18168	145.51381	193.519	0	1	3660.9473	872064.82	0	0	1.325e+09	6467.7637	16511.727	3637.7712	1217313.8	0	0	1.398e+09	6828.1367	15224.917	3735.1723	889291.38	0	0	1.347e+09	6579.0311	16590.852	3632.3041	1233613.3	0	0	1.424e+09	6954.2908	15308.501	12/1/2020 8:23	3660.947	872064.8	1217314	0	-126.5807	7993.648	59729.21	-.0045056	-.3768136	-.0890488	-.0962752	.0115612	-.3430206	-.0774643	-.0442101													14	-16539.55	-1.019308	-.9060131	-.5271547													.3539128	-.4925361	-.8587541	-1.323364	-.2669941	-.4904585
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_D02	201121	1	7	29	AP011	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_D02	10	1	6.367085	.5444736	.68180869	.3062664	.9352992	0	11	14	1	1	2																138	103170	12062	89.9965	123.69901	41.56381	0	3927.1109	971267.09	0	0	1.426e+09	6960.6346	16715.363	3744.4647	1284007	0	0	1.484e+09	7246.5235	15534.522	3927.9371	963461.3	0	0	1.408e+09	6872.6173	16623.142	3711.2027	1303416.7	0	0	1.519e+09	7418.9722	15706.698	12/1/2020 8:54	3927.111	971267.1	1284007	0	170.2077	-3701.379	-22832.49	-.0391002	.098184	.1284379	-.2163276	-.0204783	.1370993	.1417599	-.1564209													-24	1723.453	-.1071223	-.01188	-.205322													-.3046427	.0066666	-1.036433	.6374841	-.4197869	1.067571
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_D03																																															0	1	3665.2418	904992.68	0	0	1.316e+09	6424.3403	16060.339	3610.8703	1257150.3	0	0	1.388e+09	6777.382	14866.614	3642.598	913456.42	0	0	1.311e+09	6400.7191	16004.534	3610.8703	1265434.6	0	0	1.406e+09	6867.6742	14949.297	12/1/2020 9:21	3665.242	904992.7	1257150																											-.9995351	-.4812599	-.3170625																		
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_E01	201121	1	7	28	AP004	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_E01	10	1	2.697353	.2722368	.63424064	.2041776	.4676496	0	4	14	1	1	2																134	69015	9740	66.045042	96.082413	0	0	3544.4631	752944.34	0	0	1.144e+09	5586.0651	15440.16	3350.8937	1026416	0	0	1.252e+09	6111.2879	14743.662	3556.9122	769871.83	0	0	1.155e+09	5637.4635	15446.369	3334.5072	1032367.6	0	0	1.256e+09	6133.9989	14730.37	12/1/2020 8:26	3544.463	752944.3	1026416	0	-306.3745	-62078.77	-63916.46	-.1406946	-.3758951	.0848052	-.4728463	-.0846675	-.2596159	.1245795	-.2935828													-28	-32431.55	-1.41729	-2.262012	-1.864861													-.4040578	-1.150349	-1.51976	-1.323364	-.812913	.7201566
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_E02	201121	1	7	27	AP012	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_E02	10	1	7.240831	.680592	.91964893	.3743256	.5455912	0	12	14	1	1	2	168368	14031	11088	29	5	12	1	736832	49933	77	124	103	59	0	1	167	63997	12709	71.661044	88.721374	0	0	3730.3209	830344.24	0	0	1.241e+09	6057.835	15910.401	3517.7838	1072503.1	0	0	1.318e+09	6437.673	15274.378	3723.3353	856871.95	0	0	1.260e+09	6153.3953	15902.424	3546.6014	1067717.9	0	0	1.330e+09	6495.3219	15418.829	12/1/2020 8:57	3730.321	830344.3	1072503	0	-57.20692	-62810.24	-124729.2	.0288884	-.2906055	.365716	-.0824546	.0379524	-.2714434	.3722852	-.0530175	-19.6813	-83730.25	6251.74	3307.173	-7.645278	-3.14299	-679030.6	-31272.21	-17.46667	-43.81726	-16.18474	-1.373333	5	-37449.55	-.75502	-1.355195	-1.48044	-2.326348	-1.158484	2.713052	1.262784	.0585214	-.7949086	-1.126391	-1.262784	-1.475791	-1.361571	-.853588	-.2706416	.1877612	-1.462453	-.8080747	-.8501565	-.0840529	2.0251
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_E03	201121	1	7	29	AP021	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_E03	10	1	8.3767	1.5993912	.42811243	.2722368	.6235328	0	21	14	1	1	2																166	87679	13625	88.021028	113.97968	0	0	3907.6888	867249.76	0	0	1.281e+09	6256.293	16032.039	3839.452	1148347.8	0	0	1.371e+09	6692.7975	15321.411	3900.9096	887885.74	0	0	1.288e+09	6288.4357	15959.578	3828.6875	1158815.3	0	0	1.380e+09	6736.8448	15306.839	12/1/2020 9:25	3907.689	867249.8	1148348	0	150.7855	-99087.79	-146725.8	-.0738361	-.2043975	-.1308803	.8161356	-.0696677	-.1955156	-.1278395	.829654													4	-13767.55	-.17915	-.9995351	-1.03336													.1539368	-.3610192	.9674216	-.3724957	-.5409867	-.7201566
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_F01	201121	1	7	29	AP005	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_F01	10	1	7.328205	.3062664	.66595267	.2382072	.6235328	0	5	14	1	1	2	294901	7373	10533	24	7	40	1	1842700	92271	111	153	138	74	0	1	167	91400	14514	111.27089	144.51779	22.05427	0	3691.8964	819099.12	0	0	1.182e+09	5773.0954	15339.632	3612.1746	1119517.2	0	0	1.261e+09	6159.1515	14381.194	3719.5381	828878.78	0	0	1.190e+09	5808.2787	15357.096	3606.9298	1124481.8	0	0	1.271e+09	6207.1968	14411.137	12/1/2020 8:32	3691.896	819099.1	1119517	0	-65.00671	-54222.87	-48753.76	-.1067356	-.2190934	.115955	-.4410621	-.1055704	-.2161056	.1170079	-.4365175	8.318705	42802.75	-406.26	2752.173	-12.0666	-.7526948	426837.4	11065.79	16.53333	-14.70639	18.00023	13.62667	5	-10046.55	-.897095	-1.522188	-1.213653	.8297738	.6536562	-.1425233	1.065463	-.4958504	.2967378	.7388468	.4770404	.9027348	-.4215776	.7063026	1.244452	.1877612	-.2492189	-1.465234	-.3724957	-.6483688	.920823
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_F02	201121	1	7	28	AP013	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_F02	10	1	5.231215	.3743256	1.0464971	.3062664	.6235328	0	13	14	.9373143	1	2	159245	8381	9278	53	11	19	1	575912	45530	79	116	100	48	0	1	128	63597	9505	91.589842	124.89715	0	0	3529.395	772324.22	0	0	1.161e+09	5670.9771	15516.575	3305.9532	1021840.2	0	0	1.260e+09	6150.6996	14796.83	3531.9574	784346.92	0	0	1.175e+09	5737.7988	15566.737	3322.5751	1013675.5	0	0	1.242e+09	6062.8566	14694.774	12/1/2020 9:01	3529.395	772324.3	1021840	0	-321.4426	-36653.14	-60250.54	-.0392414	-.2117454	.4920019	-.3909665	-.0049672	-.1405514	.5163525	-.2812958	-12.6813	-92853.25	601.74	1497.173	17.48039	3.157971	-839950.6	-35675.21	-15.46667	-51.56699	-20.07726	-12.37333	-34	-37849.55	-1.485389	-1.942036	-1.937932	-1.281552	-1.427856	.4958504	.6744897	2.216363	1.989313	-1.583387	-1.340755	-1.300781	-1.613358	-1.065463	-1.554774	-.5152434	-1.639718	-1.398694	-.3724957	-.4197869	2.822714
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_F03	201121	1	7	27	AP022	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_F03	10	1	6.978707	.5785032	.72937674	.170148	.5455912	0	22	14	1	1	2	306675	8070	17956	23	7	38	1	1310422	89486	98	178	127	53	0	1	152	80512	15296	103.87522	129.00949	0	0	3572.7683	805581.05	0	0	1.232e+09	6014.4352	16092.396	3511.8957	1075822.8	0	0	1.314e+09	6418.3512	15224.671	3715.411	816407.47	0	0	1.244e+09	6072.9371	16111.666	3505.7418	1085303.3	0	0	1.332e+09	6503.1574	15287.633	12/1/2020 9:27	3572.768	805581.1	1075823	0	-214.7596	-22311.09	-32441.24	-.1759955	-.2814206	.1698218	-.2069979	-.1539919	-.2357339	.1854398	-.1367283	6.318705	54576.75	290.74	10175.17	-13.64528	-1.14299	-105440.6	8280.793	3.533333	10.18274	7.815259	-7.373333	-10	-20934.55	-1.297926	-1.695148	-1.412188	.6640369	.7609839	.227545	2.713052	-.6640369	.2967378	.0083555	.4215776	.184867	.3230377	.236128	-1.022241	-.020001	-.6495895	-.9769954	-.8501565	-1.085925	1.323364
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_G01	201121	1	7	27	AP006	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_G01	10	1	7.41558	.7486512	.44396845	.4083552	1.6367736	0	6	14	1	1	2																84	100242	8990	98.957528	136.21056	3.392964	0	3999.0064	982422.49	0	0	1.542e+09	7529.2124	17880.19	3934.6013	1344389.6	0	0	1.619e+09	7904.9166	16500.73	3960.4663	984306.64	0	0	1.540e+09	7519.4221	17832.398	3857.3455	1351806.6	0	0	1.639e+09	8001.2463	16605.359	12/1/2020 8:36	3999.006	982422.5	1344390	0	211.4784	-28523.95	-13421.28	.0633417	.7950659	-.1065914	-.0009228	.0644313	.7978782	-.1056001	.0033441													-78	-1204.547	.1912353	.0594337	.1565518													-1.163366	-.0600351	-.6448142	1.538979	.1141853	-.6156959
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_G02	201121	1	7	29	AP014	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_G02	10	1	.0761162	.0680592	.26955227	.1361184	.3117664	0	14	14	.5943061																									3340.8155	739486.08	0	0	1.054e+09	5145.8265	14517.72	3314.6084	987955.32	0	0	1.143e+09	5580.9913	13910.563	3459.9386	829387.21	0	0	1.111e+09	5425.1873	14502.087	3462.8244	916806.03	0	0	1.163e+09	5676.3822	14550.537	12/1/2020 9:04	3340.815	739486.1	987955.3	0	-416.0878	6206.674	10595.97	-.2094601	-.5225933	-.2855051	-.6994783	-.1120468	-.3210564	-.2166086	-.3888073															-2.262012	-2.451708	-2.126125															-1.93999	-2.344598	-1.396116	-1.902217
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_G03	201121	1	7	28	AP023	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_G03	10	1	11.87168	.4423848	.63424064	.340296	1.2470656	0	23	14	.9163463	1	2	250945	6782	3732	36	8	37	1	1303997	80738	107	161	127	55	0	1	211	109929	21459	70.832919	94.028765	0	0	3978.7289	995521.85	0	0	1.561e+09	7621.2104	17879.174	3883.6789	1349713.1	0	0	1.631e+09	7963.2005	16386.35	3841.901	998632.2	0	0	1.544e+09	7540.741	17757.492	3878.7358	1356083.4	0	0	1.646e+09	8034.7524	16437.028	12/1/2020 9:31	3978.729	995521.9	1349713	0	127.8913	-4806.464	6765.149	-.0059181	.4209723	.0741236	-.3453617	-.0419371	.3468416	.0487897	-.459875	5.318705	-1153.247	-997.26	-4048.827	.4803918	.157971	-111865.6	-467.2067	12.53333	-6.566985	6.922737	-5.373333	49	8482.453	.0951816	.17915	.1808831	.5053211	.279319	-.5340118	-2.128045	.6744897	.6744897	-.0250689	.1425233	.6956203	-.1594259	.236128	-.8064212	.8822168	.1674433	-1.295238	1.036433	-.2669941	.7201566
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_H01	201121	1	7	28	AP007	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_H01	10	1	4.35747	.7826808	.36468837	.3062664	.7014744	0	7	14	.8312351	1	2	162048	7717	5590	47	9	21	1	643822	51742	78	130	101	51	0	1	112	65374	9866	101.36182	142.66438	0	0	3527.0724	801274.41	0	0	1.189e+09	5804.9729	15560.535	3282.1431	1003297.7	0	0	1.261e+09	6159.6221	14967.465	3524.9689	773879.39	0	0	1.161e+09	5668.0237	15457.732	3282.4165	997495.73	0	0	1.248e+09	6092.0197	14884.609	12/1/2020 8:40	3527.073	801274.4	1003298	0	-323.7651	-6773.381	-77525.75	-.0388177	-.1393148	-.1864336	.0308614	.000125	-.0583669	-.1587395	.1556173	-10.6813	-90050.25	-62.26	-2190.827	11.48039	1.157971	-772040.6	-29463.21	-16.46667	-37.56699	-19.07726	-9.373333	-50	-36072.55	-1.522188	-1.747396	-2.023106	-1.158484	-1.340755	.0250689	-.6956203	1.750686	.9944579	-1.340755	-1.191816	-1.382994	-1.244452	-.9944579	-1.226528	-.6998155	-1.424661	-.6084982	-.0119366	-.4197869	-1.254876
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_H02	201121	1	7	27	AP015	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_H02	10	1	9.163072	.7146216	.50739251	.5444736	1.3250072	0	15	14	.1189866	0	1	124671	8311	7029	35	9	15	1	456557	37508	74	117	87	44	0	1	153	70655	13315	138.92479	179.01418	8.48241	0	3657.3142	876849.98	0	0	1.323e+09	6457.8227	16374.011	3654.6024	1204782.7	0	0	1.437e+09	7015.5792	15529.629	3661.1474	881365.97	0	0	1.321e+09	6448.6611	16315.468	3644.5516	1209508.1	0	0	1.448e+09	7072.7413	15580.499	12/1/2020 9:07	3657.314	876850	1204783	0	-130.2137	14286.88	49253.92	.1988245	.491566	-.048227	-.0551614	.1876434	.4688709	-.0559684	-.0902957	-16.6813	-127427.3	531.74	-751.8267	-1.645278	.8570099	-959305.6	-43697.21	-20.46667	-50.81726	-32.18474	-16.37333	-9	-30791.55	-1.039487	-.7709134	-.626327	-2.053749	-2.128045	.4399132	-.0920395	.5631492	.9944579	-1.644854	-1.644854	-1.52738	-1.52738	-1.382994	-1.644854	.0066666	-1.100127	-.7279133	1.1219	.8994349	-.1136392
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0730_W_H03	201121	1	7	29	AP016	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0730_H03	10	1	8.813573	.7146216	.33297634	.5444736	1.2470656	0	16	14	.0795514	0	1																151	80786	11073	55.561085	72.216253	8.48241	0	3594.8037	821581.42	0	0	1.282e+09	6258.0847	16629.288	3498.3804	1053153.1	0	0	1.255e+09	6127.1881	14667.478	3506.7013	823734.74	0	0	1.287e+09	6283.0493	16615.441	3486.7216	1056173.7	0	0	1.261e+09	6155.3065	14694.593	12/1/2020 9:34	3594.804	821581.4	1053153	0	-162.0995	-11612.53	-60413.75	.1987539	.4145429	-.2232054	-.0574068	.192765	.4025489	-.2272911	-.0760457													-11	-20660.55	-1.219251	-1.41729	-1.690622													-.0400101	-.6332112	-.7279133	1.036433	.8994349	-1.51976
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0900_W_A04	201121	1	7	27	AP024	insH2Bfabp	CD15	pcsk1	1	0	0	1	201121_0900_A04	10	1	5.668088	.5444736	.58667259	.2722368	.779416	0	24	14	.8109134	1	2	206497	8978	7022	43	8	23	1	1012435	64776	82	146	131	67	0	1	120	93547	9622	69.274852	112.52657	0	0	3938.7303	890816.65	0	0	1.347e+09	6577.3066	16512.987	3730.7138	1216685.8	0	0	1.472e+09	7186.032	15815.063	3835.4812	882293.09	0	0	1.330e+09	6495.1065	16426.932	3726.7274	1224252.3	0	0	1.482e+09	7238.5037	15845.314	12/1/2020 9:43	3938.73	890816.6	1216686	1	151.2023	-92992.2	-104130.1	-.0740479	-.0457588	.0259933	-.2455183	-.0342849	.0365572	.0541268	-.1187756	-8.681295	-45601.25	1198.74	-758.8267	6.354722	-.1429901	-403427.6	-16429.21	-12.46667	-21.81726	11.81526	6.626667	-42	-7899.546	-.071339	-.6052337	-.5409867	-.9153651	-.3318534	.8778963	-.108835	1.451407	.6744897	-.6331026	-.6331026	-.9153651	-.7498695	.4491363	.6640369	-.6170011	-.208157	-1.036433	.2471891	-.5409867	.450457
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0900_W_A05																																															0	0	3678.1887	865724.49	0	0	1.269e+09	6197.521	15975.308	3604.6074	1141439.2	0	0	1.358e+09	6633.261	15180.634	3837.1028	883070.68	0	0	1.289e+09	6294.0786	16040.126	3605.1052	1151936.6	0	0	1.375e+09	6715.4586	15254.284	12/1/2020 10:09	3678.189	865724.5	1141439																											-.9424319	-1.039487	-1.075174																		
InsH2Bfabp_CD15_10dpf_vast01_plate01_pcsk1_201121_0900_W_A06																																															0	0	3891.0838	1022079.5	0	0	1.581e+09	7720.1935	17840.815	3888.7466	1362274.2	0	0	1.638e+09	7997.8845	16320.97	3926.9433	1025279.5	0	0	1.569e+09	7659.9547	17723.269	3867.2764	1370648.2	0	0	1.649e+09	8053.4952	16359.312	12/1/2020 10:51	3891.084	1022079	1362274																											-.2890909	.3264607	.2794437																		
