filename	date	batch	index	condition	tank	line	VAST	plate	Wellfolder	age	Imaged	protein	ldl	gluc	tc	tg	freeze_dried	pos_bio	batch_bio	Anders_batch	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	PostCheckValid	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	bld	bodyfat	numberadipocytes	opercular	abdominal	cardiac	pectoral	Length_1_1	Area_1_1	Border_1_1	Border_size_1_1	BodyPigm_Total_1_1	BodyPigm_Average_1_1	BodyPigm_Stdev_1_1	Length_1_4	Area_1_4	Border_1_4	Border_size_1_4	BodyPigm_Total_1_4	BodyPigm_Average_1_4	BodyPigm_Stdev_1_4	Length_1_7	Area_1_7	Border_1_7	Border_size_1_7	BodyPigm_Total_1_7	BodyPigm_Average_1_7	BodyPigm_Stdev_1_7	Length_1_10	Area_1_10	Border_1_10	Border_size_1_10	BodyPigm_Total_1_10	BodyPigm_Average_1_10	BodyPigm_Stdev_1_10	Date	length	dorsal_area	lateral_area	AreaEye	tod	length_Res	dorsal_area_Res1	lateral_area_Res1	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrLipids_Res1	LiverRefinedArea_Res1	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrLipids	intLiverRefinedArea	intAreaEye	intldl	inttg	inttc	intgluc
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_A01	201115	1	AN001	C	9	insH2Bfabp	0	1	201115_1000_A01	10	0	15.113683	.1020888	.55496056	.6125328	.9352992	0	1	1	2																																																													2				.04259964	.03833639	.04280639	-1.0568689	.0592987	.07395586	.05283787	-1.024783																																	-1.6009097	-.14621267	.64820258	-.07907271
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_A02	201115	1	AN009	C	9	insH2Bfabp	0	1	201115_1000_A02	10	0	20.958727	1.7695392	.65009666	.3062664	1.4808904	0	9	1	2																																																													2				-.26607212	.55708972	.12124698	.59166062	-.29273167	.48253314	.09212776	.51262305																																	1.6820114	.6055435	-.91890346	.51515806
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_B01	201115	1	AN002	C	9	insH2Bfabp	0	1	201115_1000_B01	10	0	12.191161	1.1570064	.50739251	.2382072	.8573576	0	2	1	2																																																													2				-.33202663	-.04295994	-.00684859	-.00431644	-.29441769	.04604042	.02234038	.08245114																																	.80025613	-.27734839	-1.199491	-.46175405
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_B02	201115	1	AN010	C	9	insH2Bfabp	0	1	201115_1000_B02	10	0	11.216987	.9868584	.60252861	.3062664	.4676496	0	10	1	2																																																													2				-.26637279	-.45950581	.07159199	-.19338528	-.22297367	-.35532943	.10652609	-.08973994																																	.55244258	-1.176248	-.91890346	.2050475
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_C01	201115	1	AN003	C	9	insH2Bfabp	0	1	201115_1000_C01	10	0	20.715184	1.9056576	.82451283	.85074	1.4029488	0	3	1	2																																																													2				.2802055	.49927653	.30818479	.74196965	.25622457	.43124537	.28117041	.66855965																																	1.8485963	.47940201	2.032186	1.3430008
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_C02	201115	1	AN011	C	9	insH2Bfabp	0	1	201115_1000_C02	10	0	13.327697	.1020888	.60252861	.170148	.5455912	0	11	1	2																																																													2				-.40279186	-.38491895	.06950505	-1.08052	-.37475935	-.31988344	.09045925	-1.0166701																																	-1.6009097	-.94798468	-1.5876763	.2050475
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_D01	201115	1	AN004	C	9	insH2Bfabp	0	1	201115_1000_D01	10	0	14.788958	1.9056576	.4915365	.9187992	1.3250072	0	4	1	2																																																													2				.34796403	.41798019	-.02687849	.73960455	.36654185	.45854453	-.01495983	.77725771																																	1.8485963	.36422999	2.3898788	-.63748416
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_D02	201115	1	AN012	C	9	insH2Bfabp	0	1	201115_1000_D02	10	0	13.977146	1.361184	.55496056	.6465624	.7014744	0	12	1	2																																																													2				.07332187	-.23239048	.01985007	.17621011	.09651966	-.1796347	.0364449	.22769339																																	1.1112061	-.54954272	.84362962	-.07907271
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_E01	201115	1	AN005	C	9	insH2Bfabp	0	1	201115_1000_E01	10	0	13.084154	.1020888	.33297634	.5785032	1.0132408	0	5	1	2																																																													2				.00736736	.10285906	-.18752559	-1.0663294	.03807849	.17441998	-.16446654	-.9968519																																	-1.6009097	-.03160141	.46118913	-1.7356087
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_E02	201115	1	AN013	C	9	insH2Bfabp	0	1	201115_1000_E02	10	0	17.224393	.7146216	.53910454	.2041776	.4676496	0	13	1	2																																																													2				-.3693636	-.46957001	.00190711	-.4727174	-.36972388	-.47684712	-.00296059	-.48236311																																	-.04219981	-1.176248	-1.3457883	-.18358155
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_F01	201115	1	AN006	C	9	insH2Bfabp	0	1	201115_1000_F01	10	0	15.194864	1.191036	.50739251	.7146216	.9352992	0	6	1	2																																																													2				.14318509	.02156272	-.01519635	.02025274	.15852962	.05398277	-.0061172	.04993475																																	.86745228	-.14621267	1.2104048	-.46175405
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_F02	201115	1	AN014	C	9	insH2Bfabp	0	1	201115_1000_F02	10	0	12.597067	.7146216	.52324853	.680592	.9352992	0	14	1	2																																																													2				.10675013	-.00527515	-.01603584	-.4750825	.13958693	.07216665	.00947791	-.39804624																																	-.04219981	-.14621267	1.0232709	-.31033986
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_G01	201115	1	AN007	C	9	insH2Bfabp	0	1	201115_1000_G01	10	0	12.10998	1.020888	.53910454	.2382072	.779416	0	7	1	2																																																													2				-.33352998	-.13767521	.01442874	-.15226037	-.29610536	-.0488897	.04373434	-.06484905																																	.60861901	-.40010982	-1.199491	-.18358155
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_G02	201115	1	AN015	C	9	insH2Bfabp	0	1	201115_1000_G02	10	0	10.973443	.7486512	.50739251	.2041776	.7014744	0	15	1	2																																																													2				-.36996494	-.24245468	-.0339788	-.44341801	-.32557993	-.13550858	.00214086	-.33608127																																	.06332323	-.54954272	-1.3457883	-.46175405
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_H01	201115	1	AN008	C	9	insH2Bfabp	0	1	201115_1000_H01	10	0	12.84061	.1020888	.53910454	.7486512	1.0132408	0	8	1	2																																																													2				.17661335	.09279486	.0123418	-1.0734247	.20861814	.16780836	.03675356	-.99990379																																	-1.6009097	-.03160141	1.3906689	-.18358155
InsH2Bfabp_food_10dpf_lipids_plate01_201115_1000_W_H02	201115	1	AN016	C	9	insH2Bfabp	0	1	201115_1000_H02	10	0	15.113683	1.2931248	.4915365	.7146216	1.0132408	0	16	1	2																																																													2				.14017839	.06595699	-.05192175	.09869049	.15456918	.09645504	-.04314384	.12813616																																	1.0007027	-.03160141	1.2104048	-.63748416
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_A03	201115	1	AN017	C	9	insH2Bfabp	0	2	201115_1000_A03	10	0	17.467937	1.3952136	.4915365	.6465624	.7014744	0	17	1	2																																																													2				.07181852	-.24916415	-.05400869	.19841418	.06908739	-.26228383	-.0608141	.18349293																																	1.1477982	-.54954272	.84362962	-.63748416
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_A04	201115	1	AN025	C	9	insH2Bfabp	0	2	201115_1000_A04	10	0	13.084154	1.191036	.57081658	.2722368	.8573576	0	25	1	2																																																													2				-.30491244	-.12011882	.00857588	-.02468425	-.277279	-.05538644	.02996351	.04127288																																	.86745228	-.27734839	-1.0626927	.0122877
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_B03	201115	1	AN018	C	9	insH2Bfabp	0	2	201115_1000_B03	10	0	14.301871	1.1229768	.50739251	.6465624	.4676496	0	18	1	2																																																													2				.07151785	-.48634368	-.04023962	-.07618772	.09145191	-.44160561	-.0262841	-.03185584																																	.75506434	-1.176248	.84362962	-.46175405
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_B04	201115	1	AN026	C	9	insH2Bfabp	0	2	201115_1000_B04	10	0	14.301871	1.2250656	.58667259	.2722368	.8573576	0	26	1	2																																																													2				-.30521311	-.12347355	.02234495	.00698024	-.28651013	-.0814669	.0356319	.049904																																	.92524456	-.27734839	-1.0626927	.11964811
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_C03	201115	1	AN019	C	9	insH2Bfabp	0	2	201115_1000_C03	10	0	11.947617	.9187992	.58667259	.6125328	.7014744	0	19	1	2																																																													2				.03718758	-.25587362	.03695353	-.28273043	.07393579	-.16820066	.06632522	-.19438365																																	.44297473	-.54954272	.64820258	.11964811
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_C04	201115	1	AN027	C	9	insH2Bfabp	0	2	201115_1000_C04	10	0	19.010379	1.6334208	.80865682	.7486512	1.0132408	0	27	1	2																																																													2				.17090062	.02905491	.24224224	.41297034	.15551365	-.01583249	.22444612	.36733626																																	1.5014476	-.03160141	1.3906689	1.2688858
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_D03	201115	1	AN020	C	9	insH2Bfabp	0	2	201115_1000_D03	10	0	14.058328	.8167104	.52324853	.6125328	.4676496	0	20	1	2																																																													2				.03688691	-.49305315	-.02855748	-.38718433	.05826852	-.44452108	-.01316568	-.338633																																	.23595932	-1.176248	.64820258	-.31033986
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_D04	201115	1	AN028	C	9	insH2Bfabp	0	2	201115_1000_D04	10	0	16.3314	1.2250656	.52324853	.6465624	1.0132408	0	28	1	2																																																													2				.06851115	.02570018	-.04525299	.00225003	.07227875	.02971681	-.04549503	.00672614																																	.92524456	-.03160141	.84362962	-.31033986
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_E03	201115	1	AN021	C	9	insH2Bfabp	0	2	201115_1000_E03	10	0	15.194864	1.4632728	.4915365		.8573576	0	21	1	2																																																													2					-.10669988	-.06235645	.25701296		-.07940125	-.05453086	.28405473																																	1.2448586	-.27734839		-.63748416
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_E04	201115	1	AN029	C	9	insH2Bfabp	0	2	201115_1000_E04	10	0	28.670939	2.5862496	1.014785	.8167104	1.2470656	0	29	1	2																																																													2				.23835848	.25617025	.44419657	1.3610689	.15303629	.03301789	.3626309	1.1337477																																	2.6349428	.27917302	1.79262	2.0922678
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_F03	201115	1	AN022	C	9	insH2Bfabp	0	2	201115_1000_F03	10	0	13.895965	.85074	.52324853	.7146216	.9352992	0	22	1	2																																																													2				.13837437	-.03211302	-.03273135	-.35788494	.16061842	.01872078	-.01643775	-.306638																																	.30525978	-.14621267	1.2104048	-.31033986
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_F04	201115	1	AN030	C	9	insH2Bfabp	0	2	201115_1000_F04	10	0	15.032502	.9528288	.53910454	.5785032	.779416	0	30	1	2																																																													2				-.00014939	-.21483409	-.03357085	-.27471698	.01267211	-.18762373	-.02542845	-.24621171																																	.50793247	-.40010982	.46118913	-.18358155
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_G03	201115	1	AN023	C	9	insH2Bfabp	0	2	201115_1000_G03	10	0	18.279749	1.4973024	.55496056	.7146216	1.7147152	0	23	1	2																																																													2				.1380737	.74394825	-.00310626	.28631236	.12856821	.71385714	-.01575783	.25509676																																	1.3083833	.9397634	1.2104048	-.07907271
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_G04	201115	1	AN031	C	9	insH2Bfabp	0	2	201115_1000_G04	10	0	15.519589	1.191036	.55496056	.6125328	.779416	0	31	1	2																																																													2				.03357954	-.21818882	-.01980177	-.03887488	.04273653	-.20027361	-.01494979	-.01968857																																	.86745228	-.40010982	.64820258	-.07907271
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_H03	201115	1	AN024	C	9	insH2Bfabp	0	2	201115_1000_H03	10	0	13.571241	1.020888	.47568048	.6125328	1.0911824	0	24	1	2																																																													2				.03568423	.11706071	-.08447328	-.19246715	.05996092	.1731808	-.06620892	-.13547694																																	.60861901	.07027147	.64820258	-.76784878
InsH2Bfabp_food_10dpf_lipids_plate02_201115_1000_W_H04	201115	1	AN032	C	9	insH2Bfabp	0	2	201115_1000_H04	10	0	19.172741	1.7695392	.53910454	.7146216	1.3250072	0	32	1	2																																																													2				.13536767	.32404764	-.03774473	.53726321	.11804107	.27446853	-.05702765	.48770141																																	1.6820114	.36422999	1.2104048	-.18358155
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_A05	201115	1	AN033	C	9	insH2Bfabp	0	3	201115_1000_A05	10	0	16.574944	1.0889472	.4915365	.510444	1.0911824	0	33	1	2																																																													2				-.0691106	.08686811	-.08739971	-.14569389	-.06786774	.08470074	-.08966304	-.14666933																																	.70009021	.07027147	.0934302	-.63748416
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_A06	201115	1	AN041	C	9	insH2Bfabp	0	3	201115_1000_A06	10	0	15.763132	.8167104	.4915365		1.7147152	0	41	1	2																																																													2					.68356304	-.10409522	-.43685153		.69358712	-.10168237	-.42399686																																	.23595932	.9397634		-.63748416
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_B05	201115	1	AN034	C	9	insH2Bfabp	0	3	201115_1000_B05	10	0	15.194864	.1020888	.41225642	.4764144	.4676496	0	34	1	2																																																													2				-.10344087	-.54001942	-.16876673	-1.1349174	-.09240512	-.51715935	-.16202757	-1.1101638																																	-1.6009097	-1.176248	-.10050449	-1.1153374
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_B06	201115	1	AN042	C	9	insH2Bfabp	0	3	201115_1000_B06	10	0	24.936605	1.6674504	.84036885	.7146216	1.0911824	0	42	1	2																																																													2				.13236097	.05667551	.24265019	.41152336	.07195309	-.10227023	.1845839	.25200986																																	1.5640234	.07027147	1.2104048	1.396829
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_C05	201115	1	AN035	C	9	insH2Bfabp	0	3	201115_1000_C05	10	0	19.253923	1.6674504	.50739251	.8167104	.5455912	0	35	1	2																																																													2				.23655446	-.46543256	-.07571758	.4280791	.2181811	-.51752824	-.09578568	.37646542																																	1.5640234	-.94798468	1.79262	-.46175405
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_C06	201115	1	AN043	C	9	insH2Bfabp	0	3	201115_1000_C06	10	0	11.866436	1.3952136	.63424064	.2382072	.7014744	0	43	1	2																																																													2				-.3443541	-.33638723	.03443504	.13692146	-.31071402	-.25541625	.06233551	.22256767																																	1.1477982	-.54954272	-1.199491	.40963621
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_D05	201115	1	AN036	C	9	insH2Bfabp	0	3	201115_1000_D05	10	0	11.704074	1.4292432	.3964004	.7146216	.9352992	0	36	1	2																																																													2				.13416499	-.07907929	-.18879663	.18750679	.17005247	.00726625	-.15924222	.27743277																																	1.1859954	-.14621267	1.2104048	-1.2194088
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_D06	201115	1	AN044	C	9	insH2Bfabp	0	3	201115_1000_D06	10	0	15.519589	1.191036	.63424064	.5444736	2.8838392	0	44	1	2																																																													2				-.03838837	1.8426228	.0323481	-.06962124	-.03123188	1.8560995	.03611366	-.05272315																																	.86745228	2.4571197	.28364116	.40963621
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_E05	201115	1	AN037	C	9	insH2Bfabp	0	3	201115_1000_E05	10	0	13.895965	1.2590952	.50739251	.170148	1.0911824	0	37	1	2																																																													2				-.41060928	.07344917	-.07989145	.01499369	-.39067351	.11916156	-.06485142	.06360039																																	.96368602	.07027147	-1.5876763	-.46175405
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_E06	201115	1	AN045	C	9	insH2Bfabp	0	3	201115_1000_E06	10	0	28.346214	2.041776	.98307299	.7826808	1.0911824	0	45	1	2																																																													2				.19951816	.0466113	.37909352	.77875365	.11407423	-.17603475	.29832861	.55471147																																	1.9928004	.07027147	1.5753809	1.9807524
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_F05	201115	1	AN038	C	9	insH2Bfabp	0	3	201115_1000_F05	10	0	13.977146	1.361184	.57081658	.7826808	1.3250072	0	38	1	2																																																													2				.20162285	.30391924	-.01855433	.11471738	.22081963	.34779791	-.00413234	.16162424																																	1.1112061	.36422999	1.5753809	.0122877
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_F06	201115	1	AN046	C	9	insH2Bfabp	0	3	201115_1000_F06	10	0	30.619287	2.041776	.58667259	.8167104	1.4029488	0	46	1	2																																																													2				.23324709	.35502297	-.01939382	.77638855	.13126635	.09025147	-.11520758	.50950327																																	1.9928004	.47940201	1.79262	.11964811
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_G05	201115	1	AN039	C	9	insH2Bfabp	0	3	201115_1000_G05	10	0	11.866436	.9868584	.3964004	.2722368	.6235328	0	39	1	2																																																													2				-.30912182	-.40090989	-.19505744	-.26197332	-.2748662	-.3185732	-.1668227	-.17562304																																	.55244258	-.74912559	-1.0626927	-1.2194088
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_G06	201115	1	AN047	C	9	insH2Bfabp	0	3	201115_1000_G06	10	0	20.309278	1.0889472	.61838462	.6125328	.9352992	0	47	1	2																																																													2				.02876882	-.11598136	.01023127	-.17880536	.00094248	-.1915739	-.01778785	-.25234095																																	.70009021	-.14621267	.64820258	.27917302
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_H05	201115	1	AN040	C	9	insH2Bfabp	0	3	201115_1000_H05	10	0	11.135805	3.573108	.53910454	.3062664	.389708	0	40	1	2																																																													2				-.27539289	-.63808943	-.05444024	2.3219112	-.23602522	-.54266359	-.02147879	2.4217999																																	3.194131	-1.4703884	-.91890346	-.18358155
InsH2Bfabp_food_10dpf_lipids_plate03_201115_1000_W_H06	201115	1	AN048	C	9	insH2Bfabp	0	3	201115_1000_H06	10	0	16.574944	.7486512	.41225642	.4423848	.389708	0	48	1	2																																																													2				-.14167985	-.6649273	-.19798388	-.52146646	-.14274526	-.67221608	-.20150076	-.52508215																																	.06332323	-1.4703884	-.29281584	-1.1153374
InsH2Bfabp_food_10dpf_lipids_plate04_201115_1000_W_A07	201115	1	AN049	C	9	insH2Bfabp	0	4	201115_1000_A07	10	0	13.652422	.9187992	.53910454	.6125328	.6235328	0	49	1	2																																																													2				.02816748	-.43445723	-.07322269	-.35368357	.04801195	-.38836512	-.05758208	-.30261759																																	.44297473	-.74912559	.64820258	-.18358155
InsH2Bfabp_food_10dpf_lipids_plate04_201115_1000_W_B07	201115	1	AN050	C	9	insH2Bfabp	0	4	201115_1000_B07	10	0	13.895965	1.5993912	.44396845	.7486512	.9352992	0	1	2	2																																																													2				.15496349	.11170687	-.09333727	.36430116	.14847656	.09524558	-.09917338	.35019118																																	1.4294492	-.14621267	1.3906689	-.95350131
InsH2Bfabp_food_10dpf_lipids_plate04_201115_1000_W_C07	201115	1	AN051	C	9	insH2Bfabp	0	4	201115_1000_C07	10	0	12.272342	1.2590952	.36468837	.680592	.8573576	0	2	2	2																																																													2				.08660362	.03041054	-.17470429	.02164006	.0916649	.04345355	-.16993449	.03783055																																	.96368602	-.27734839	1.0232709	-1.50217
InsH2Bfabp_food_10dpf_lipids_plate04_201115_1000_W_D07	201115	1	AN052	C	9	insH2Bfabp	0	4	201115_1000_D07	10	0	19.578647	2.0077464	.47568048	.8167104	.389708	0	3	2	2																																																													2				.22242135	-.44059379	-.06579912	.76792615	.17466933	-.56219801	-.10921555	.64679643																																	1.9325153	-1.4703884	1.79262	-.76784878
InsH2Bfabp_food_10dpf_lipids_plate04_201115_1000_W_E07	201115	1	AN053	C	9	insH2Bfabp	0	4	201115_1000_E07	10	0	12.191161	.1361184	.50739251	.2382072	.5455912	0	4	2	2																																																													2				-.35638252	-.28806533	-.03617402	-1.106067	-.35104391	-.27421289	-.03103689	-1.0887047																																	-1.4007451	-.94798468	-1.199491	-.46175405
InsH2Bfabp_food_10dpf_lipids_plate04_201115_1000_W_F07	201115	1	AN054	C	9	insH2Bfabp	0	4	201115_1000_F07	10	0	14.545415	1.0889472	.47568048	.6125328	.8573576	0	5	2	2																																																													2				.01764241	.02034634	-.06997299	-.15560326	.0058591	-.00941896	-.08041918	-.1826079																																	.70009021	-.27734839	.64820258	-.76784878
InsH2Bfabp_food_10dpf_lipids_plate04_201115_1000_W_G07	201115	1	AN055	C	9	insH2Bfabp	0	4	201115_1000_G07	10	0	16.087857		.76108877	.7486512	.779416	0	6	2	2																																																													2				.15346014	-.06094999	.21334836		.13040596	-.11941017	.1926636																																			-.40010982	1.3906689	1.0552379
InsH2Bfabp_food_10dpf_lipids_plate04_201115_1000_W_H07	201115	1	AN056	C	9	insH2Bfabp	0	4	201115_1000_H07	10	0	19.659828	2.1438648	.63424064	.85074	1.558832	0	7	2	2																																																													2				.25524827	.71511127	.08441329	.89458413	.2062956	.59064906	.0401281	.77122652																																	2.0762789	.72608426	2.032186	.40963621
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_A09	201115	1	AN057	A	13	insH2Bfabp	0	5	201115_1030_A09	10	0	18.36093	1.361184	.50739251	.680592	1.3250072	0	8	2	2																																																													2.5				-.02119579	-.1157416	-.18096832	-.04481358	-.01060295	-.08916886	-.17535729	-.02052937																																	1.1112061	.36422999	1.0232709	-.46175405
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_A10	201115	1	AN065	A	13	insH2Bfabp	0	5	201115_1030_A10	10	0	18.523292	2.5181904	.60252861	.7826808	1.6367736	0	16	2	2																																																													2.5				.07848765	.16918693	-.10252774	1.093272	.0866792	.19004368	-.09865422	1.1131004																																	2.4566162	.82818979	1.5753809	.2050475
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_B09	201115	1	AN058	A	13	insH2Bfabp	0	5	201115_1030_B09	10	0	17.305575	1.1229768	.61838462	.6465624	1.0911824	0	9	2	2																																																													2.5				-.05552606	-.35292113	-.07206315	-.28538589	-.03748075	-.3072901	-.05958752	-.24146798																																	.75506434	.07027147	.84362962	.27917302
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_B10	201115	1	AN066	A	13	insH2Bfabp	0	5	201115_1030_B10	10	0	18.036205	1.2250656	.66595267	.680592	1.7147152	0	17	2	2																																																													2.5				-.02390182	.2437738	-.04119061	-.20221793	-.01235353	.27324283	-.03419382	-.17342257																																	.92524456	.9397634	1.0232709	.57628025
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_C09	201115	1	AN059	A	13	insH2Bfabp	0	5	201115_1030_C09	10	0	19.578647	1.70148	.66595267	.8167104	1.7147152	0	10	2	2																																																													2.5				.11432127	.26725694	-.02658204	.29075221	.11582977	.27076252	-.02915526	.29182702																																	1.6072735	.9397634	1.79262	.57628025
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_C10	201115	1	AN067	A	13	insH2Bfabp	0	5	201115_1030_C10	10	0	16.899669	1.5993912	.65009666	.680592	1.4029488	0	18	2	2																																																													2.5				-.02420249	-.07134733	-.05913357	.16974257	-.00461662	-.02132771	-.04473771	.21969546																																	1.4294492	.47940201	1.0232709	.51515806
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_D09	201115	1	AN060	A	13	insH2Bfabp	0	5	201115_1030_D09	10	0	19.09156	1.3271544	.74523275	.5785032	1.2470656	0	11	2	2																																																													2.5				-.1241866	-.2037474	.0506111	-.0859385	-.11932136	-.19162952	.05116116	-.07589676																																	1.0482354	.27917302	.46118913	.96742157
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_D10	201115	1	AN068	A	13	insH2Bfabp	0	5	201115_1030_D10	10	0	19.416285	1.3271544	.65009666	.6465624	1.4029488	0	19	2	2																																																													2.5				-.05853276	-.07470207	-.06122051	-.10485934	-.05723901	-.07128476	-.06347691	-.10232102																																	1.0482354	.47940201	.84362962	.51515806
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_E09	201115	1	AN061	A	13	insH2Bfabp	0	5	201115_1030_E09	10	0	22.257626	2.0077464	.84036885	.85074	1.6367736	0	12	2	2																																																													2.5				.14774953	.18260587	.14366026	.5922884	.12964181	.13618314	.12328226	.54272497																																	1.9325153	.82818979	2.032186	1.396829
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_E10	201115	1	AN069	A	13	insH2Bfabp	0	5	201115_1030_E10	10	0	21.608177	1.1570064	.80865682	.6125328	1.7147152	0	20	2	2																																																													2.5				-.09286303	.2337096	.09525271	-.27737244	-.10752099	.19649374	.07848194	-.3161534																																	.80025613	.9397634	.64820258	1.2688858
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_F09	201115	1	AN062	A	13	insH2Bfabp	0	5	201115_1030_F09	10	0	18.766836	1.4973024	.71352072	.7486512	1.8705984	0	13	2	2																																																													2.5				.04536006	.41307594	.01472519	.07947929	.05225795	.4304801	.017246	.0952643																																	1.3083833	1.1692649	1.3906689	.81099778
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_F10	201115	1	AN070	A	13	insH2Bfabp	0	5	201115_1030_F10	10	0	25.261329	1.191036	.7928008	.6125328	1.4029488	0	21	2	2																																																													2.5				-.0931637	-.08141154	.07730976	-.24570795	-.13430526	-.18612172	.03640408	-.35323702																																	.86745228	.47940201	.64820258	1.1797611
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_G09	201115	1	AN063	A	13	insH2Bfabp	0	5	201115_1030_G09	10	0	18.848017	1.3271544	.74523275	.680592	1.558832	0	14	2	2																																																													2.5				-.02299981	.0979548	.04435028	-.09303381	-.01684091	.11352525	.04625305	-.07894865																																	1.0482354	.72608426	1.0232709	.96742157
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_G10	201115	1	AN071	A	13	insH2Bfabp	0	5	201115_1030_G10	10	0	17.792662	.7486512	.58667259	.4423848	1.0132408	0	22	2	2																																																													2.5				-.26361237	-.47447427	-.13090539	-.69045785	-.25107819	-.44223551	-.12272302	-.6579711																																	.06332323	-.03160141	-.29281584	.11964811
InsH2Bfabp_food_10dpf_lipids_plate05_201115_1030_W_H09	201115	1	AN064	A	13	insH2Bfabp	0	5	201115_1030_H09	10	0	15.763132	1.361184	.55496056	.5785032	1.4029488	0	15	2	2																																																													2.5				-.12538928	-.06128313	-.14800885	-.06136932	-.09715029	.01065278	-.12587964	.01044516																																	1.1112061	.47940201	.46118913	-.07907271
