barcode	arid5b_D	arid5b_G	mc4r_D	mc4r_G	negr1_D	negr1_G	pcsk1_D	pcsk1_G	filename_zebrafish	bin_liver	obj_liver	bin_beta	obj_beta	protein	ldl	tc	tg	gluc	Löpnr	pos_bio	batch_bio	area_insexpr	bld	bodyfat	N_beta_cells	beta_cell_volume	mean_mean_insexpr	LiverArea	NrofSpots	batch	tod	annotationquality_lipids	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	AnnotationQuality_bc_moving	AnnotationQuality_bc_cut	length	Border_size_length	dorsal_area	lateral_area	Border_size_lateral	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	age	Imaged	Exp	line	energy	cholesterol	glucose	tank	n	lepr_D	lepr_G	pomca_D	pomca_G	pomcb_D	pomcb_G	sec16b_D	sec16b_G	lepr_homo	mc4r_homo	negr1_homo	pcsk1_homo	pomca_homo	sec16b_homo	score1	hdl	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	N_beta_cells_Res1	beta_cell_volume_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrofSpots_Res1	LiverArea_Res1	NrLipids_Res1	LiverRefinedArea_Res1	LipidArea_Res1	AverageLipidsIntensity_Res1	beta_cell_volume_Res2	mean_mean_insexpr_Res1	mean_mean_insexpr_Res2	inttc	inttg	intgluc	intldl	intlength	intdorsal_area	intlateral_area	intN_beta_cells	intbeta_cell_volume	intmean_mean_insexpr	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrofSpots	intLiverArea	intNrLipids	intLiverRefinedArea	intLipidArea	intAverageLipidsIntensity
1183	0	0	.95596273	1.0900621	1	1	0	0	OB_Mix1_181028_10dpf_tank01_lipids_plate02_c03					.08376668	4.1253156	.649656	2.975952	1.2713642	168	21	4									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	33		0	0	0	0	1	1	1	1	0			0	0		3.9559627	.0974484				.1278363	-.1935757	-.0122113	2.042233	.1343301	-.0641244	.047273	2.044616																								1.838675	.6600296	.8522022	2.476639																								
1363	0	0	0	0	0	0	0	0	OB_Mix1_181028_10dpf_tank01_lipids_plate02_d03					.06673636	2.2413132	.4222764	1.4135772	.59027623	169	22	4									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	33		0	0	.46505495	.47252747	0	0	0	0	0	0	0	0		0	.46505495	.2273796				-.100217	-1.757752	-.6953239	.1597149	-.0682714	-1.28223	-.5212659	.1689277																								.1360009	-.7144741	-.5863494	1.641008																								
1184	0	0	.66	1	.66	1	0	0	OB_Mix1_181028_10dpf_tank01_lipids_plate02_e03					.05625617	1.9164852	.5522076	2.6783568	1.3470406	170	23	4									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	33		1	1	0	0	0	0	0	0				0	0	0	2.32	.2273796				.0290405	-.4947732	.0594158	-.1636284	.0766538	.1946719	.3047658	-.1502226																								1.099001	.3757214	1.095133	1.101781																								
1185	0	0	0	0	0	0	0	0	OB_Mix1_181028_10dpf_tank01_lipids_plate02_f03					.09686692	1.5916572	.5522076	3.8687376	1.3016348	171	24	4									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	33		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.1299312				.0283668	.6938064	.0119853	-.4869716	.015332	.5664341	-.0089696	-.4899373																								1.099001	1.496342	.9219237	.6640922																								
1186	0	0	.95596273	1.0900621	2	2	0	0	OB_Mix1_181028_10dpf_tank01_lipids_plate02_g03					.07939993		.8445528	2.9015532	1.3167701	172	25	4									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	33		.42483582	.42686567	1	1	1	1	0	0			1	0		0	5.3807986	.324828				.3200383	-.2751791	.0250959		.3331076	-.0476717	.1216002																									2.65565	.5798656	.9800169																									
1187	.05323442	.06231454	.66	1	.66	1	0	0	OB_Mix1_181028_10dpf_tank01_lipids_plate02_h03					.0885701	1.8840024	.3897936	3.4967436	1.3319053	173	26	4									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	33		1	1	0	0	0	0	0	0				0	0	0	2.3732344	.1948968				-.1353947	.3182101	.0382065	-.191657	-.1360099	.3632024	.0761579	-.1913338																								-.0628724	1.181342	1.053253	1.060044																								
1336	0	0	1	1	1	1	.34994048	.41369048	OB_Mix1_181028_10dpf_tank02_lipids_plate04_a07					.08900677	1.948968	.5197248	3.347946	1.4983935	194	47	4									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		0	0	.46505495	.47252747	0	0	.57136612	.6010929	0						3.3863615	.1948968				-.0070599	.6414846	.2489556	-.0955121	-.0075951	.6671093	.2720512	-.0958968																								.849185	1.012403	1.429659	1.151962																								
1343	0	0	0	0	1	1	0	0	OB_Mix1_181028_10dpf_tank02_lipids_plate04_a08					.06193294	1.6566228	.2273796	1.1903808	.62054681	202	6	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		0	0	0	0	1	1	1	1	0	0		0	0		3	.3573108				-.1507691	-1.66145	-.4799809	.043137	-.125884	-1.322034	-.3463346	.0510227																								-1.236268	-.8779935	-.5159374	.7988055																								
1337	.05323442	.06231454	0	0	0	0	1	1	OB_Mix1_181028_10dpf_tank02_lipids_plate04_b07					.08638672	1.299312	.6171732	2.7527556	1.0746054	195	48	4									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		0	0	1	1	1	1	0	0	0	0	0			0	3.0532344	.324828				.0897148	.044493	-.1768572	-.7436834	.0931064	.125466	-.1344075	-.7430388																								1.618565	.4771639	.4074928	.3107796																								
1344	0	0	1	1	1	1	0	0	OB_Mix1_181028_10dpf_tank02_lipids_plate04_b08					.07110311	1.461726	.324828	3.4967436	1.0594702	203	7	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		0	0	1	1	0	0	0	0	0			0		0	3	.162414				-.0539944	.6431114	-.0430822	-.1502751	-.0427938	.800012	.0320111	-.1461058																								-.4477224	1.181342	.364054	.5366463																								
1338	0	0	1	1	.66	1	.66	1	OB_Mix1_181028_10dpf_tank02_lipids_plate04_c07					.06935641	1.0394496	.3897936	2.3063628	.95352314	196	49	4									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		1	1	0	0	0	0	0	0					0	0	3.32	.2923452				-.1383385	-.403701	-.2999642	-1.002061	-.1094951	.0233421	-.1429408	-.9945871																								-.0628724	.0231503	.1790368	.0265987																								
1345	1	1	1.66	2	.66	1	0	0	OB_Mix1_181028_10dpf_tank02_lipids_plate04_c08					.06717304	1.8840024	.3573108	2.6783568	1.0746054	204	8	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		1	1	1	1	1	1	0	0				0		0	6.32	.2598624				-.0221853	-.1770765	-.0299716	.273486	-.0051011	.0616015	.0731321	.2792119																								-.2608668	.3757214	.4074928	1.060044																								
1339	0	0	0	0	0	0	0	0	OB_Mix1_181028_10dpf_tank02_lipids_plate04_d07					.05669284	1.461726	.2273796	2.3063628	.96865843	197	1	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.324828				-.1474005	-.5364624	-.1217459	-.1591835	-.1147541	-.1037779	.0363187	-.1490619																								-1.236268	.0231503	.2201719	.5366463																								
1346	0	0	.95596273	1.0900621	0	0	0	0	OB_Mix1_181028_10dpf_tank02_lipids_plate04_d08					.0763432	2.2413132	.4222764	2.231964	.84757613	205	9	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		.42483582	.42686567	0	0	0	0	.66	1			0	0	0		2.0407986	.2273796				.0421066	-.6252705	-.2590256	.6322815	.0455063	-.5691076	-.2144748	.634291																								.1360009	-.033075	-.0369694	1.641008																								
1340	1	1	1	1	1	1	1	1	OB_Mix1_181028_10dpf_tank02_lipids_plate04_e07					.06760971	1.136898	.3897936	2.1575652	.98379372	198	2	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		0	0	1	1	1	1	1	1	0						7	.2923452				.0143398	-.6870612	-.1086353	-.4825267	.0306925	-.4721309	-.0206654	-.4768246																								-.0628724	-.0927258	.2512659	.170367																								
1347	0	0	0	0	0	0	1	1	OB_Mix1_181028_10dpf_tank02_lipids_plate04_e08					.09468354	2.3387616	.5846904	3.1247496	1.5135288	206	10	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		0	0	1	1	0	0	1	1	0	0	0				3	.162414				.2038468	.2657139	.4049024	.7312147	.1798643	-.0456432	.330306	.7258167																								1.367387	.8397378	1.498327	1.737902																								
1341	0	0	.66	1	1.66	2	1	1	OB_Mix1_181028_10dpf_tank02_lipids_plate04_f07					.06542634	2.0464164	.3573108	2.231964	1.210823	199	3	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		0	0	0	0	0	0	1	1	0				0		4.32	.2273796				-.0188167	-.6144636	.1163694	.4284764	.0008106	-.3529948	.2208079	.435032																								-.2608668	-.033075	.6723821	1.299904																								
1348	0	0	.95596273	1.0900621	0	0	0	0	OB_Mix1_181028_10dpf_tank02_lipids_plate04_f08					.10953048	2.8909692	.487242	4.5383268	1.4983935	207	11	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		.42483582	.42686567	1	1	0	0	0	0			0	0		0	2.3807986	.324828				.1057247	1.67749	.3877424	1.284907	.0595782	1.069091	.2170823	1.273508																								.5798656	2.031381	1.429659	2.055945																								
1152	0	0	.95596273	1.0900621	.66	1	0	0	OB_Mix1_181028_10dpf_tank02_lipids_plate04_g07					.08638672	2.4686928	.324828	2.603958	1.2410936	200	4	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		0	0	0	0	0	0	1	1	0			0	0		2.6159627	.162414				-.0519732	-.2442707	.1446153	.8522375	-.0636418	-.4031805	.1125939	.8503311																								-.4477224	.2677156	.7592196	1.85455																								
1161	0	0	.95596273	1.0900621	1	1	1	1	OB_Mix1_181028_10dpf_tank02_lipids_plate04_g08					.09337352	2.2088304	.487242	3.71994	1.5135288	208	12	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		0	0	1	1	0	0	0	0	0					0	3.9559627	.3573108				.105051	.857302	.4008531	.6042529	.0830517	.5773535	.3389958	.5993316																								.5798656	1.375859	1.498327	1.591906																								
1153	0	0	.95596273	1.0900621	1	1	0	0	OB_Mix1_181028_10dpf_tank02_lipids_plate04_h07					.09512022	3.2157972	.487242	3.1991484	1.2562289	201	5	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		.42483582	.42686567	0	0	0	0	2	2				0	0	1	4.3807986	.3573108				.109767	.3491185	.1577259	1.600827	.0850663	.0165033	.070037	1.59538																								.5798656	.9075499	.8048409	2.259172																								
1162	0	0	1	1	0	0	.34994048	.41369048	OB_Mix1_181028_10dpf_tank02_lipids_plate04_h08					.10167034	1.5266916	.3897936	3.4223448	1.1502819	209	13	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	34		1	1	0	0	0	0	.66	1			0		0		3.0099405	.2273796				.0069289	.5579057	.0355815	-.0764011	-.0274504	.1130615	-.0790579	-.0846874																								-.0628724	1.075118	.57442	.6031347																								
1350	0	0	.95596273	1.0900621	1.32	2	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate05_a09					.04839602	.324828	.2273796	2.1575652	.78703498	210	14	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		.42483582	.42686567	0	0	1	1	0	0				0	0	0	3.7007986	.3573108				-.146665	-.8926538	-.1103638	-1.27678	-.1015771	-.2921229	.0619751	-1.263648																								-1.236268	-.0927258	-.1483868	-1.473621																								
1357	0	0	0	0	1	1	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate05_a10					.07590653	1.2668292	.3573108	3.1991484	.89298199	218	22	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	1	1	0	0	0	0	0	0		0		0	2	.1299312				-.0221236	.1345202	-.0206141	-.322901	-.0180232	.1999538	-.0137271	-.3210452																								-.2608668	.9075499	.0537874	.2795264																								
1351	0	0	0	0	1	1	1	1	OB_Mix1_181028_10dpf_tank03_lipids_plate05_b09					.06411631	1.299312	.324828	3.7943388	.89298199	211	15	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		.42483582	.42686567	1	1	0	0	.66	1		0					4.0848358	.1299312				-.0498903	.7423187	-.0064414	-.3008113	-.0282711	1.028188	.0640629	-.2940325																								-.4477224	1.428895	.0537874	.3107796																								
1358	0	0	.95596273	1.0900621	0	0	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate05_b10					.08245665	1.8515196	.3897936	3.4967436	.83244084	219	23	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		.42483582	.42686567	1	1	0	0	0	0			0	0		0	2.3807986	.1948968				.0096855	.4303142	-.08318	.2632742	.004015	.3660912	-.1175331	.2624681																								-.0628724	1.181342	-.0773592	1.014499																								
1352	0	0	.66	1	.66	1	.34994048	.41369048	OB_Mix1_181028_10dpf_tank03_lipids_plate05_c09					.05887622	1.0719324	.2923452	2.231964	1.2259583	212	16	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		1	1	0	0	0	0	0	0					0	0	2.6699405	.2598624				-.0830469	-.8218573	.3245102	-.5267062	-.0535871	-.4277812	.4316812	-.5178435																								-.6518284	-.033075	.7151266	.0665379																								
1359	0	0	1	1	1.32	2	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate05_c10					.04621265	1.1693808	.2923452	1.7855712	.59027623	220	24	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	1	1	1	1	0			0	0		4.32	.324828				-.0884366	-1.282659	-.3273692	-.4173799	-.0399554	-.6131831	-.1201892	-.4036229																								-.6518284	-.3899549	-.5863494	.2109949																								
1353	0	0	.95596273	1.0900621	2	2	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate05_d09					.07022976	1.8515196	.2923452	2.9015532	1.2562289	213	17	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		.42483582	.42686567	0	0	0	0	1	1			1	0	0		4.3807986	.1948968				-.0837206	-.1540692	.3527561	.2543658	-.0712067	.0134429	.386947	.2586332																								-.6518284	.5798656	.8048409	1.014499																								
1360	0	0	1	1	1	1	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate05_d10					.04926937		.4547592	2.603958	.66595267	221	25	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		1	1	0	0	0	0	0	0				0	0	0	3	.162414				.0733036	-.4660737	-.2537175		.1172322	.1442239	-.0646941																									.333461	.2677156	-.4111465																									
1354	0	0	1	1	0	0	1	1	OB_Mix1_181028_10dpf_tank03_lipids_plate05_e09					.03223906	2.5661412	.1948968	.743988	.45405864	214	18	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	1	1	0	0	.66	1	0		0				3.66					-.1818427	-2.313436	-.4514388	.9704721	-.112568	-1.376985	-.1641729	.9900057																								-1.60643	-1.148749	-.8815576	1.979628																								
1361	0	0	1.66	2	.66	1	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate05_e10					.0850767	1.6891056	.649656	5.2823148	1.0443349	222	26	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		1	1	0	0	0	0	0	0				0	0	0	3.32	.324828				.2675267	2.210482	.12264	.1053143	.2579822	2.100869	.0770984	.1033777																								1.838675	2.478527	.3283761	.8597617																								
1355	0	0	1.66	2	2	2	.34994048	.41369048	OB_Mix1_181028_10dpf_tank03_lipids_plate05_f09					.05669284	1.62414	.324828	3.1991484	.83244084	215	19	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		1	1	.46505495	.47252747	.06989247	.06989247	.57136612	.6010929			1				6.116254	.162414				-.0525852	.1399236	-.0750813	.0299556	-.0198245	.5855175	.0526412	.0396211																								-.4477224	.9075499	-.0773592	.7363159																								
1362	0	0	0	0	0	0	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate05_f10					.04752267	1.6566228	.2598624	1.7855712	.57514094	223	27	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.2273796				-.1229406	-1.288063	-.3485786	.0743163	-.0763766	-.6375468	-.1439306	.08747																								-.9075499	-.3899549	-.6349375	.7988055																								
1170	0	0	.95596273	1.0900621	.66	1	.66	1	OB_Mix1_181028_10dpf_tank03_lipids_plate05_g09					.06891973	1.2018636	.324828	3.4223448	.98379372	216	20	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	0	0	2	2	0				0	1	4.2759627	.162414				-.053259	.3613189	.0742469	-.390836	-.0387486	.5627292	.1232183	-.3861173																								-.4477224	1.075118	.2512659	.2382708																								
1179	0	0	1	1	0	0	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate05_g10					.08726007	1.3642776	.3897936	4.2407316	1.2562289	224	28	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	0	0	0	0	0		0	0	0	0	1	.0974484				.0063169	1.165296	.3304847	-.2165442	-.0064626	1.016614	.2745986	-.2194103																								-.0628724	1.856906	.8048409	.3993231																								
1171	0	0	0	0	1	1	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate05_h09					.0505794	1.6891056	.4222764	1.7111724	.42378806	217	21	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	0	0	.66	1	0	0		0	0		1.66	.324828				.0435157	-1.351655	-.4877834	.0978907	.0854347	-.7777449	-.315582	.1099661																								.1360009	-.4734616	-.9800169	.8597617																								
1180	0	0	1.66	2	0	0	.66	1	OB_Mix1_181028_10dpf_tank03_lipids_plate05_h10					.08070995	1.7540712	.5197248	4.0175352	1.3016348	225	29	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	0	0	2	2	0		0		0	1	4.32	.162414				.1355744	.9402989	.3738659	.1747341	.1325921	.9262528	.3633029	.1744791																								.849185	1.60643	.9219237	.9551091																								
1190	0	0	0	0	0	0	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate06_a11					.08050692	1.1693808	.3573108	1.7855712	.59027623	226	30	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.2598624				-.0275134	-1.293466	-.3395173	-.4084716	-.0301791	-1.300927	-.3466974	-.4086702																								-.2608668	-.3899549	-.5863494	.2109949																								
1191	0	0	1	1	1.66	2	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate06_b11					.12584477	1.62414	.487242	3.0503508	1.1200113	227	31	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	0	0	1.66	2	0			0	0		4.32	.1299312				.1017441	-.0304879	.1881931	.0477724	.0313693	-.9501331	-.1165274	.0292997																								.5798656	.749052	.5121028	.7363159																								
1192	0	0	1	1	.66	1	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate06_c11					.11781619	.2273796	.3897936	3.4967436	.90811728	228	32	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		1	1	0	0	0	0	0	0				0	0	0	2.66	.3573108				.003622	.4141038	-.0257256	-1.347503	-.0547471	-.3410782	-.2753538	-1.36277																								-.0628724	1.181342	.0874738	-2.114381																								
1370	0	0	1	1	1.66	2	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate06_d11					.10978762	1.3642776	.3573108	3.7943388	.90811728	229	33	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		1	1	1	1	0	0	0	0				0		0	4.66	.1299312				-.0295345	.7098978	-.0277503	-.2091206	-.075898	.1191791	-.2222861	-.2211809																								-.2608668	1.428895	.0874738	.3993231																								
1193	0	0	1	1	1	1	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate06_e11					.12206662	1.3642776	.5197248	4.6127256	1.4227171	230	34	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	0	0	1	1	0			0	0		3	.324828				.1322057	1.526484	.4848248	-.2076358	.067514	.6905301	.2111937	-.2246639																								.849185	2.148649	1.23412	.3993231																								
1194	0	0	1.66	2	2	2	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate06_f11					.09939769	1.9164852	.4222764	2.6783568	.95352314	231	35	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	0	0	1	1	0		1	0	0		4.66	.0649656				.0340836	-.4096865	.0136062	.3460565	.0032663	-.7858129	-.1081926	.3381275																								.1360009	.3757214	.1790368	1.101781																								
1195	0	0	1	1	0	0	0	0	OB_Mix1_181028_10dpf_tank03_lipids_plate06_g11					.11214896	1.8840024	.487242	4.2407316	.71135854	232	36	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		0	0	0	0	1	1	0	0	0		0	0	0	0	2	.1299312				.0983755	1.150887	-.2305831	.3150584	.0485245	.5199981	-.4345979	.3019716																								.5798656	1.856906	-.2966208	1.060044																								
1196	0	0	.66	1	.66	1	.66	1	OB_Mix1_181028_10dpf_tank03_lipids_plate06_h11					.11639939	1.62414	.487242	4.0175352	1.210823	233	37	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	35		1	1	0	0	0	0	0	0					0	0	2.98	.162414				.0977018	.9258896	.2668568	.0566807	.041515	.2117395	.0367975	.0418578																								.5798656	1.60643	.6723821	.7363159																								
1172	0	0	1	1	1	1	0	0	OB_Mix1_181028_10dpf_tank04_lipids_plate07_a09					.07153381	.9095184	.2923452	2.5295592	.69622325	240	44	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		0	0	1	1	0	0	0	0	0			0		0	3	.3897936				.0000467	-.2153968	-.2297148	-.6475478	.0222966	-.0054152	-.1743497	-.6444895																								-.6518284	.1896234	-.3354768	-.1099275																								
1121	0	0	1	1	1	1	1	1	OB_Mix1_181028_10dpf_tank04_lipids_plate07_a10					.10789854	.974484	.2273796	2.0831664	.96865843	248	3	6									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		0	0	0	0	0	0	1	1	0				0		4	.2273796				-.1273142	-.3425559	.0034677	-.4920928	-.1467753	-.6249943	-.0994304	-.497092																								-1.236268	-.1426792	.2201719	-.0498873																								
1173	0	0	2	2	1	1	0	0	OB_Mix1_181028_10dpf_tank04_lipids_plate07_b09					.11120442	1.4942088	.3573108	2.6783568	1.1654172	241	45	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		1	1	0	0	0	0	1	1		1		0	0		5	.2273796				.0643385	-.0684004	.2374544	-.0613726	.0273447	-.6562694	.0327268	-.0743073																								-.2608668	.3757214	.6104633	.5676218																								
1122	0	0	2	2	2	2	0	0	OB_Mix1_181028_10dpf_tank04_lipids_plate07_b10					.07861785	.8770356	.2273796	1.85997	.95352314	249	4	6									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		0	0	1	1	0	0	0	0	0	1	1	0		0	5	.2273796				-.1279879	-.5675534	-.0136923	-.5880565	-.1036985	-.2567748	.078931	-.5812953																								-1.236268	-.3125568	.1790368	-.146801																								
1174	1	1	1	1	2	2	0	0	OB_Mix1_181028_10dpf_tank04_lipids_plate07_c09					.07531196	1.3967604	.1948968	2.975952	1.2259583	242	46	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		0	0	1	1	0	0	0	0	0		1	0		0	5	.1948968				-.0987492	.2273937	.2959709	-.1573363	-.0821163	.3661318	.3304536	-.1558494																								-1.60643	.6600296	.7151266	.4429182																								
1123	0	0	.95596273	1.0900621	0	0	0	0	OB_Mix1_181028_10dpf_tank04_lipids_plate07_c10					.1008145	1.5266916	.3897936	2.975952	1.2259583	250	5	6									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		.42483582	.42686567	0	0	0	0	1	1			0	0	0		2.3807986	.162414				.0337523	.5466275	.2567182	.0630842	.0248992	.4120862	.2047126	.0608858																								-.0628724	.6600296	.7151266	.6031347																								
1356	0	0	1	1	1.66	2	0	0	OB_Mix1_181028_10dpf_tank04_lipids_plate07_d09					.07767331	1.0719324	.2273796	2.603958	.65081738	243	47	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		2	2	1	1	0	0	0	0	1			0		0	5.66	.2273796				-.0669401	-.1464015	-.2811947	-.4806796	-.0538212	-.052813	-.2602738	-.4801685																								-1.236268	.2677156	-.4554388	.0665379																								
1124	0	0	1.66	2	.66	1	0	0	OB_Mix1_181028_10dpf_tank04_lipids_plate07_d10					.06633885	.8770356	.1948968	1.7855712	.62054681	251	6	6									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		1	1	0	0	0	0	0	0				0	0	0	3.32	.2598624				-.1618182	-.6455545	-.350718	-.5850871	-.1191609	-.0820722	-.1728752	-.5734342																								-1.60643	-.3899549	-.5159374	-.146801																								
1175	0	0	0	0	0	0	0	0	OB_Mix1_181028_10dpf_tank04_lipids_plate07_e09					.08286827	.8445528	.2598624	2.6783568	.69622325	244	48	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	.2273796				-.035131	-.0738039	-.2378135	-.7065744	-.0297588	-.0825322	-.2491783	-.7081797																								-.9075499	.3757214	-.3354768	-.231436																								
1176	0	0	.95596273	1.0900621	2	2	0	0	OB_Mix1_181028_10dpf_tank04_lipids_plate07_f09					.07483969	.9095184	.2273796	2.6783568	.80217026	245	49	5									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		.42483582	.42686567	1	1	0	0	0	0			1	0		0	4.3807986	.2273796				-.0682876	-.075605	-.1338912	-.6401241	-.0509096	.0801299	-.0901636	-.6385232																								-1.236268	.3757214	-.1144928	-.1099275																								
1177	0	0	2	2	1	1	1	1	OB_Mix1_181028_10dpf_tank04_lipids_plate07_g09					.08711869	1.0394496	.324828	2.975952	.77189969	246	1	6									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		0	0	0	0	0	0	2	2	0	1			0	1	6	.1299312				-.0285184	.5538321	-.1892417	-.4300967	-.0169665	.6856402	-.1589142	-.4266811																								-.4477224	.6600296	-.1790368	.0265987																								
1178	0	0	.66	1	.66	1	0	0	OB_Mix1_181028_10dpf_tank04_lipids_plate07_h09					.070117	1.0719324	.2923452	1.9343688	.77189969	247	2	6									44	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	36		0	0	0	0	0	0	1	1	0			0	0		2.32	.2598624				-.0616749	-.4895523	-.1912664	-.3961292	-.024714	-.0122516	-.0465543	-.3858957																								-.6518284	-.2574469	-.1790368	.0665379																								
