barcode	arid5b_D	arid5b_G	mc4r_D	mc4r_G	negr1_D	negr1_G	pcsk1_D	pcsk1_G	filename_zebrafish	bin_liver	obj_liver	bin_beta	obj_beta	protein	ldl	tc	tg	gluc	Löpnr	pos_bio	batch_bio	area_insexpr	bld	bodyfat	N_beta_cells	beta_cell_volume	mean_mean_insexpr	LiverArea	NrofSpots	batch	tod	annotationquality_lipids	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	AnnotationQuality_bc_moving	AnnotationQuality_bc_cut	length	Border_size_length	dorsal_area	lateral_area	Border_size_lateral	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	age	Imaged	Exp	line	energy	cholesterol	glucose	tank	n	lepr_D	lepr_G	pomca_D	pomca_G	pomcb_D	pomcb_G	sec16b_D	sec16b_G	lepr_homo	mc4r_homo	negr1_homo	pcsk1_homo	pomca_homo	sec16b_homo	score1	hdl	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	N_beta_cells_Res1	beta_cell_volume_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrofSpots_Res1	LiverArea_Res1	NrLipids_Res1	LiverRefinedArea_Res1	LipidArea_Res1	AverageLipidsIntensity_Res1	beta_cell_volume_Res2	mean_mean_insexpr_Res1	mean_mean_insexpr_Res2	inttc	inttg	intgluc	intldl	intlength	intdorsal_area	intlateral_area	intN_beta_cells	intbeta_cell_volume	intmean_mean_insexpr	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrofSpots	intLiverArea	intNrLipids	intLiverRefinedArea	intLipidArea	intAverageLipidsIntensity
1001	.05323442	.06231454	0	0	1	1	.34994048	.41369048	OB_Mix1_181014_10dpf_tank01_lipids_plate01_a01					.10634041	.974484	.4547592	2.6783568	.96865843	1	1	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	2	2	0	0	0	0	0	0			1	0	3.4031749	.162414				-.0085293	.3083311	.0687535	.2947671	-.0330675	-.0497473	-.0658647	.2886051																								.333461	.3757214	.2201719	-.0498873																								
1008	0	0	1	1	0	0	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate01_a02					.0795061	.3897936	.3573108	1.487976	.59027623	9	9	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	0	0	0	0	0	0	0		0	0	0	0	1	.324828				-.1113675	-.896459	-.325826	-.2780455	-.095717	-.6932476	-.2667983	-.2736093																								-.2608668	-.6436708	-.5863494	-1.262145																								
1002	0	0	0	0	0	0	.66	1	OB_Mix1_181014_10dpf_tank01_lipids_plate01_b01					.10558451	.81207	.4222764	2.5295592	1.3773112	2	2	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		1	1	1	1	0	0	1	1		0	0				3.66	.2273796				-.0416859	.1577323	.4753816	.1338378	-.0650817	-.1826065	.3477996	.1279547																								.1360009	.1896234	1.158528	-.3107796																								
1009	0	0	0	0	0	0	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate01_b02					.06438818	.8445528	.4222764	1.0415832	.51459979	10	10	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.2273796				-.0470756	-1.344653	-.4035272	.1781984	-.0088299	-.8339533	-.2425623	.1886944																								.1360009	-.9482388	-.7547448	-.231436																								
1003	0	0	2	2	.66	1	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate01_c01					.10482862	1.0069668	.487242	3.4223448	1.0594702	3	3	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		1	1	0	0	0	0	0	0		1		0	0	0	3.66	.2273796				.022606	1.048717	.1555159	.3302194	.0003525	.7261176	.0349701	.3246152																								.5798656	1.075118	.364054	-.0099735																								
1010	0	0	2	2	0	0	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate01_c02					.09160043	.6171732	.487242	2.0831664	.66595267	11	11	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	2	2	0	0	1	1	0	1	0	0	1		5	.1299312				.0172162	-.3048709	-.254199	-.0476964	.0148276	-.340679	-.2710049	-.0481789																								.5798656	-.1426792	-.4111465	-.676578																								
1004	0	0	1	1	0	0	.34994048	.41369048	OB_Mix1_181014_10dpf_tank01_lipids_plate01_d01					.09235633	.6171732	.487242	2.7527556	.92325257	4	4	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	2	2	0	0	1	1	0		0		1		4.3499405	.1948968				.0219323	.3773264	.0172737	-.0580895	.0183221	.3088407	-.0188169	-.0586989																								.5798656	.4771639	.1178756	-.676578																								
1011	0	0	2	2	0	0	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate01_d02					.08479737	.5522076	.487242	2.9015532	1.3621759	12	12	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	1	1	0	0	0	0	0	1	0	0		0	3	.2598624				.0165425	.5117148	.4399996	-.1111773	.024329	.6156456	.4701881	-.1089469																								.5798656	.5798656	1.126264	-.8549606																								
1005	.05323442	.06231454	2	2	1	1	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate01_e01					.09991529	.5846904	.5522076	2.9015532	.86271142	5	5	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	1	1	0	0	0	0	0	1		0		0	4.0532344	.1299312				.0862242	.5243228	-.0452922	-.0890876	.0713362	.3058275	-.1292892	-.0927648																								1.099001	.5798656	-.0033601	-.7761409																								
1012	.05323442	.06231454	.95596273	1.0900621	1	1	.34994048	.41369048	OB_Mix1_181014_10dpf_tank01_lipids_plate01_e02					.09235633	.4547592	.3897936	3.71994	1.4227171	13	13	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		.42483582	.42686567	0	0	0	0	2	2					0	1	4.7839735	.2273796				-.0815796	1.3283	.4985161	-.207141	-.085071	1.282222	.4807981	-.2079784																								-.0628724	1.375859	1.23412	-1.15844																								
1006	0	0	1	1	1	1	.34994048	.41369048	OB_Mix1_181014_10dpf_tank01_lipids_plate01_f01					.09651376	.5522076	.487242	3.1247496	.98379372	6	6	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	.46505495	.47252747	.06989247	.06989247	.57136612	.6010929	0						3.456254	.324828				.0205848	.7457181	.0737655	-.1200857	.010791	.5983371	.0142864	-.1224191																								.5798656	.8397378	.2512659	-.8549606																								
1013	0	0	.66	1	.66	1	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate01_f02					.09689171	.8770356	.5846904	2.6783568	1.0443349	14	14	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		1	1	1	1	0	0	1	1				0			4.32	.162414				.1126435	.284916	.1181092	.2166201	.1023907	.1498274	.0724639	.2139319																								1.367387	.3757214	.3283761	-.146801																								
1197	0	0	.95596273	1.0900621	1.66	2	.34994048	.41369048	OB_Mix1_181014_10dpf_tank01_lipids_plate01_g01					.07572662	.8770356	.4547592	1.7855712	.33297634	7	7	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		2	2	0	0	0	0	0	0	1				0	0	4.9659032	.2273796				-.0125717	-.5952615	-.5790766	.206227	.008698	-.3207797	-.4991577	.2122352																								.333461	-.3899549	-1.095133	-.146801																								
1206	0	0	1	1	.66	1	.34994048	.41369048	OB_Mix1_181014_10dpf_tank01_lipids_plate01_g02					.10520656	.9420012	.4547592	3.5711424	1.5437994	15	15	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		1	1	0	0	0	0	0	0					0	0	3.0099405	.324828				-.0179615	1.1759	.615549	.2830705	-.0406211	.8755523	.5170025	.2770101																								.333461	1.302891	1.574891	-.0865434																								
1198	0	0	1.32	2	2	2	.34994048	.41369048	OB_Mix1_181014_10dpf_tank01_lipids_plate01_h01					.09726965	.6171732	.5846904	2.975952	.93838786	8	8	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		1	1	1	1	0	0	1	1			1				6.6699405	.2273796				.1166858	.5933182	.0243102	-.0521506	.1057893	.4356666	-.0360808	-.054839																								1.367387	.6600296	.1449903	-.676578																								
1207	0	0	0	0	0	0	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate01_h02					.0984035	.4547592	.5197248	2.6783568	.74162911	16	16	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	2	2	0	0	0	0	0	0	0	0	1	0	2	.1948968				.0463304	.2813137	-.1886459	-.2026868	.0338459	.1207045	-.2401979	-.2060343																								.849185	.3757214	-.2236158	-1.15844																								
1015	0	0	.66	1	0	0	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate02_a03					.09273428	.3573108	.5197248	2.7527556	1.3167701	17	17	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	0	0	0	0	1	1	0		0	0	0		1.66	.2273796				.0456567	.3539113	.3844704	-.2986505	.0416536	.3101663	.3724206	-.2997414																								.849185	.4771639	.9800169	-1.347812																								
1022	0	0	.95596273	1.0900621	2	2	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate02_a04					.08139584	.487242	.3897936	1.5623748	.56000566	25	25	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		.42483582	.42686567	1	1	0	0	0	0			1	0		0	4.3807986	.2598624				-.0896643	-.8508787	-.3884915	-.1568414	-.0766253	-.6459575	-.3092883	-.1535713																								-.0628724	-.5995403	-.6723821	-1.042711																								
1016	0	0	0	0	0	0	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate02_b03					.09651376	.1948968	.5522076	2.3063628	.8778467	18	18	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.162414				.0774658	-.0942826	-.0564777	-.4595797	.0678304	-.2117876	-.09146	-.4622173																								1.099001	.0231503	.0235228	-2.304044																								
1023	0	0	1	1	0	0	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate02_b04					.0779943	.8445528	.4547592	1.4135772	.52973508	26	26	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	1	1	0	0	0	0	0		0	0		0	2	.2598624				-.0253724	-1.001477	-.4207867	.2019541	-.0072392	-.7254419	-.3170656	.206568																								.333461	-.7144741	-.723832	-.231436																								
1017	0	0	1.32	2	1.32	2	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate02_c03					.09160043	.6821388	.4547592	2.3063628	1.0291996	19	19	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	1	1	0	0	1	1	0			0			4.64	.162414				-.0206563	-.0960838	.0928505	.029147	-.0229394	-.1119746	.0923757	.0284618																								.333461	.0231503	.2931114	-.5251635																								
1018	0	0	.95596273	1.0900621	.66	1	.34994048	.41369048	OB_Mix1_181014_10dpf_tank01_lipids_plate02_d03					.07194714	.649656	.3897936	1.4135772	.59027623	20	20	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		.42483582	.42686567	.46505495	.47252747	.06989247	.06989247	.57136612	.6010929							3.4970526	.2598624				-.0862957	-.9906705	-.3480975	-.0018511	-.0592089	-.6075735	-.2166665	.0053489																								-.0628724	-.7144741	-.5863494	-.5872599																								
1025	.05323442	.06231454	1.32	2	1.32	2	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate02_d04					.08252968	.3897936	.487242	2.4551604	1.1200113	28	28	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		1	1	1	1	0	0	0	0				0		0	4.6932344	.2598624				.005763	.0365034	.1654402	-.2498357	.0171479	.2260187	.2432754	-.2470979																								.5798656	.116001	.5121028	-1.262145																								
1019	0	0	1.32	2	1.66	2	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate02_e03					.08555327	.8445528	.487242	1.7111724	.99892901	21	21	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	0	0	0	0	2	2	0			0	0	1	4.98	.1948968				.010479	-.6948765	.0585306	.1945304	.0172552	-.5837886	.1020969	.1962286																								.5798656	-.4734616	.2651619	-.231436																								
1026	0	0	0	0	0	0	1	1	OB_Mix1_181014_10dpf_tank01_lipids_plate02_e04					.09122249	.162414	.5197248	3.4967436	1.1956878	29	29	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	1	1	0	0	0	0	0	0	0			0	2	.324828				.037572	1.076285	.239092	-.4757305	.0359856	1.092916	.2615285	-.4765171																								.849185	1.181342	.6431801	-2.476639																								
1020	.05323442	.06231454	.95596273	1.0900621	0	0	.34994048	.41369048	OB_Mix1_181014_10dpf_tank01_lipids_plate02_f03					.06363228	.8770356	.3573108	.5951904	.48432922	22	22	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	1	1	0	0	1	1	0		0				3.3591376	.2598624				-.1201259	-1.81266	-.4580939	.228498	-.0805926	-1.256834	-.2676375	.2389941																								-.2608668	-1.272583	-.8094949	-.146801																								
1027	0	0	.66	1	0	0	1	1	OB_Mix1_181014_10dpf_tank01_lipids_plate02_f04					.08706506	.8445528	.5522076	2.5295592	1.1200113	30	30	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	0	0	0	0	1	1	0		0		0		2.66	.324828				.0693811	.1072999	.1613908	.207893	.0740179	.210295	.2133401	.2087545																								1.099001	.1896234	.5121028	-.231436																								
1215	0	0	2	2	0	0	.66	1	OB_Mix1_181014_10dpf_tank01_lipids_plate02_g03					.07081329	.5522076	.4547592	1.5623748	1.1502819	23	23	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	0	0	0	0	1	1	0	1	0		0		3.66	.2923452				-.0233512	-.8472764	.2058342	-.0948453	.0054688	-.4338355	.3508815	-.0872649																								.333461	-.5995403	.57442	-.8549606																								
1224	0	0	0	0	2	2	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate02_g04					.09122249	.3573108	.4222764	2.3807616	.74162911	31	31	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		0	0	1	1	0	0	0	0	0	0	1	0		0	3	.2273796				-.0612238	-.0432989	-.219016	-.2778643	-.0627839	-.0216887	-.1924967	-.2787015																								.1360009	.0661862	-.2236158	-1.347812																								
1216	.05323442	.06231454	.95596273	1.0900621	.66	1	.34994048	.41369048	OB_Mix1_181014_10dpf_tank01_lipids_plate02_h03					.09689171	.5197248	.5197248	3.0503508	1.210823	24	24	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		1	1	0	0	0	0	0	0					0	0	3.0191376	.324828				.0409407	.6388984	.2643506	-.1258434	.0308199	.5287064	.2391193	-.1287851																								.849185	.749052	.6723821	-.9292006																								
1225	0	0	.95596273	1.0900621	2	2	0	0	OB_Mix1_181014_10dpf_tank01_lipids_plate02_h04					.09689171	.649656	.5846904	2.1575652	.71135854	32	32	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	46		.42483582	.42686567	2	2	0	0	0	0			1	0	1	0	5.3807986	.2273796				.1005165	-.2682964	-.2513113	.0159656	.0905013	-.3585711	-.2602114	.0128212																								1.367387	-.0927258	-.2966208	-.5872599																								
1029	0	0	1	1	2	2	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_a07					.07497072	.649656	.3897936	1.487976	.54487037	38	38	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	1	1	0	0	0	0	0		1	0		0	4	.2923452				-.1211145	-1.057065	-.4214154	.024874	-.1010787	-.820825	-.3540115	.0304009																								-.0628724	-.6436708	-.7021691	-.5872599																								
1036	0	0	.66	1	.66	1	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_a08					.08139584	.649656	.487242	1.1903808	.46919393	46	46	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		1	1	0	0	0	0	0	0				0	0	0	2.32	.1948968				-.0290559	-1.369069	-.5132893	.0367518	-.0185118	-1.242537	-.4720098	.0394898																								.5798656	-.8779935	-.8425792	-.5872599																								
1030	.05323442	.06231454	.95596273	1.0900621	0	0	.66	1	OB_Mix1_181014_10dpf_tank02_lipids_plate04_b07					.10445067	.6821388	.5846904	4.5383268	1.3319053	39	39	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		.42483582	.42686567	0	0	0	0	1	1			0		0		3.094033	.2273796				.0731085	1.991485	.3635949	.0588415	.0491227	1.635467	.2382436	.0524772																								1.367387	2.031381	1.053253	-.5251635																								
1037	0	0	.95596273	1.0900621	.66	1	.66	1	OB_Mix1_181014_10dpf_tank02_lipids_plate04_b08					.10180503	.6171732	.7471044	3.2735472	1.2410936	47	47	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		.42483582	.42686567	0	0	0	0	0	0					0	0	2.7007986	.162414				.2301328	.7122961	.2565857	.0057538	.2102043	.4295703	.1650474	.0002516																								2.478527	.9534357	.7592196	-.676578																								
1031	0	0	.66	1	0	0	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_c07					.08252968	1.1044152	.5522076	1.7111724	.68108796	40	40	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	0	0	0	0	2	2	0		0	0	0	1	2.66	.2923452				.039952	-.8374707	-.2892472	.4826027	.0487233	-.7487508	-.2677083	.4850363																								1.099001	-.4734616	-.371244	.1166192																								
1038	1	1	.95596273	1.0900621	0	0	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_c08					.10218298	1.1044152	.6171732	3.4967436	1.3319053	48	48	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		.42483582	.42686567	0	0	1	1	0	0			0	0	0	0	3.3807986	.162414				.0995278	.9336913	.3453728	.4944805	.0790481	.6458303	.2533785	.4888009																								1.618565	1.181342	1.053253	.1166192																								
1032	0	0	.95596273	1.0900621	1	1	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_d07					.08479737	.7795872	.4222764	2.6783568	1.0897407	41	41	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	0	0	0	0	1	1	0			0	0		2.9559627	.2273796				-.0906529	.1279126	.1173809	.1592594	-.0852558	.1733723	.1259768	.1607549																								.1360009	.3757214	.4591693	-.3635683																								
1039	.05323442	.06231454	2	2	1.66	2	.66	1	OB_Mix1_181014_10dpf_tank02_lipids_plate04_d08					.09160043	.7146216	.5522076	2.8271544	1.0746054	49	49	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	0	0	0	0	1	1	0	1			0		5.3732344	.1299312				.0338885	.2623009	.0860482	.1061716	.0292294	.1904286	.0660223	.1047262																								1.099001	.5259188	.4074928	-.4836318																								
1033	0	0	2	2	2	2	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_e07					.09953734	.5846904	.487242	3.4223448	1.104876	42	42	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		1	1	0	0	1	1	0	0		1	1	0	0	0	6	.1299312				-.026361	.8700994	.1304915	-.0341527	-.0429681	.6206752	.0437306	-.0386154																								.5798656	1.075118	.485466	-.7761409																								
1040	0	0	1	1	.66	1	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_e08					.08593121	1.1044152	.5846904	1.85997	1.0140643	50	1	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		1	1	0	0	0	0	0	0				0	0	0	2.66	.2273796				.0591502	-.2467782	.1267716	.4416668	.0631954	-.1477814	.171112	.4550112																								1.367387	-.3125568	.2756176	.1166192																								
1034	0	0	.66	1	.66	1	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_f07					.08290763	.324828	.3573108	1.9343688	.89298199	43	43	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		1	1	0	0	0	0	1	1				0	0		3.32	.2598624				-.156966	-.6196777	-.0834272	-.2925304	-.1487196	-.5311139	-.0582615	-.2903249																								-.2608668	-.2574469	.0537874	-1.473621																								
1041	0	0	.95596273	1.0900621	0	0	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_f08					.09084454	.2923452	.6171732	2.4551604	1.0746054	51	2	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		.42483582	.42686567	2	2	0	0	1	1			0	0	1		4.3807986	.1299312				.0909593	.3466111	.1852881	-.3689184	.0876785	.3489729	.1992038	-.3575771																								1.618565	.116001	.4074928	-1.653923																								
1233	0	0	.95596273	1.0900621	1	1	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_g07					.08744301	.5846904	.4222764	1.85997	.90811728	44	44	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		.42483582	.42686567	1	1	0	0	0	0				0		0	3.3807986	.2598624				-.0926741	-.6958777	-.0703166	-.0311832	-.0911892	-.6963238	-.0730782	-.0308286																								.1360009	-.3125568	.0874738	-.7761409																								
1242	0	0	2	2	.66	1	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_g08					.09500197	.974484	.6171732	2.6783568	1.0746054	52	3	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		1	1	1	1	0	0	1	1		1		0			5.66	.1948968				.0902856	.5680063	.1832634	.3147051	.0808079	.4889832	.1717492	.3243477																								1.618565	.3757214	.4074928	-.0498873																								
1234	.05323442	.06231454	.95596273	1.0900621	0	0	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_h07					.08933275	.3897936	.4547592	2.5295592	.93838786	45	45	1									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		.42483582	.42686567	1	1	1	1	0	0			0	0		0	3.434033	.2273796				-.060865	-.0280896	-.0420707	-.2245953	-.0621896	-.0641709	-.0552779	-.2250266																								.333461	.1896234	.1449903	-1.262145																								
1243	.05323442	.06231454	0	0	0	0	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate04_h08					.09424607	1.1044152	.7146216	3.5711424	1.1351466	53	4	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	0	0	0	0	0	0	0	0	0	0	0	0	.05323442	.1948968				.1870603	1.458991	.2417798	.446121	.1787249	1.397707	.2373018	.4560425																								2.220495	1.302891	.5429977	.1166192																								
1043	.05323442	.06231454	.95596273	1.0900621	1	1	.34994048	.41369048	OB_Mix1_181014_10dpf_tank02_lipids_plate05_a09					.08517532	.6171732	.5846904	2.8271544	1.0897407	54	5	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		1	1	0	0	0	0	0	0					0	0	3.3591376	.162414				.0564553	.7132016	.1943493	-.0396363	.0616824	.8374069	.2518501	-.026089																								1.367387	.5259188	.4591693	-.676578																								
1050	0	0	2	2	1	1	.34994048	.41369048	OB_Mix1_181014_10dpf_tank02_lipids_plate05_a10					.09537991	.487242	.487242	2.6783568	.72649382	62	13	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	1	1	0	0	1	1	0	1					5.3499405	.2273796				-.0463828	.5499947	-.185095	-.1576896	-.056293	.4882433	-.1786926	-.1484526																								.5798656	.3757214	-.2547352	-1.042711																								
1044	0	0	1.32	2	1.32	2	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate05_b09					.08252968	.324828	.5522076	2.0087676	.93838786	55	6	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		1	1	0	0	0	0	1	1				0	0		4.64	.2598624				.0232988	-.1069864	.0409718	-.3304967	.0324909	.0730834	.1179957	-.31591																								1.099001	-.1963616	.1449903	-1.473621																								
1051	0	0	1	1	2	2	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate05_b10					.08026199	.649656	.3897936	1.4135772	.8778467	63	14	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	2	2	0	0	0	0	0		1	0	1	0	5	.2273796				-.1445049	-.7165861	-.0357668	.0062091	-.1318199	-.4708492	.0725726	.0215059																								-.0628724	-.7144741	.0235228	-.5872599																								
1045	0	0	1	1	1.32	2	1	1	OB_Mix1_181014_10dpf_tank02_lipids_plate05_c09					.07610456	.487242	.4547592	.8183868	.51459979	56	7	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		1	1	0	0	0	0	0	0					0	0	4.32	.2923452				-.0748233	-1.299168	-.384841	-.166598	-.0560207	-.9869845	-.26332	-.1494505																								.333461	-1.086982	-.7547448	-1.042711																								
1052	0	0	2	2	1	1	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate05_c10					.06363228	.4547592	.4222764	.9671844	.48432922	64	15	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	1	1	0	0	1	1	0	1		0			5	.2923452				-.1126959	-1.16478	-.431309	-.187203	-.0751574	-.581055	-.2110429	-.165238																								.1360009	-.9851747	-.8094949	-1.15844																								
1046	0	0	.66	1	1	1	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate05_d09					.09008864	.5846904	.5522076	1.85997	1.3167701	57	8	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	0	0	0	0	2	2	0			0	0	1	3.66	.1948968				.0219514	-.2593863	.4153046	-.0676649	.0198789	-.2268365	.4464635	-.0561713																								1.099001	-.3125568	.9800169	-.7761409																								
1053	0	0	.66	1	2	2	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate05_d10					.09500197	.0974484	.7146216	2.9015532	1.1805525	65	16	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	0	0	0	0	1	1	0		1	0	0		3.66	.2598624				.1789756	.7677876	.2628896	-.5430291	.1696696	.7211303	.2779136	-.5337159																								2.220495	.5798656	.6308324	-2.653865																								
1047	.05323442	.06231454	.66	1	.98205805	1.1345646	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate05_e09					.08706506	.7471044	.5846904	2.4551604	.69622325	58	9	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		1	1	0	0	0	0	0	0				0	0	0	2.6952925	.1948968				.0537605	.3340029	-.2072669	.0962338	.0562175	.4300421	-.1540875	.1089191																								1.367387	.116001	-.3354768	-.4319435																								
1054	0	0	0	0	1	1	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate05_e10					.09046659	.5197248	.5197248	2.5295592	1.1200113	66	17	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		0	0	2	2	0	0	1	1	0	0		0	1		4	.0974484				-.0165949	.3939925	.2003238	-.1192679	-.0191132	.4413243	.2473578	-.1081546																								.849185	.1896234	.5121028	-.9292006																								
1048	0	0	.66	1	.66	1	0	0	OB_Mix1_181014_10dpf_tank02_lipids_plate05_f09					.09046659	.5197248	.6171732	1.9343688	1.0291996	59	10	2									53	1																												10	0	OB_POP1	insH2B_lfabp	1	0	0	47		1	1	0	0	0	0	0	0				0	0	0	2.32	.2273796				.0855695	-.1885898	.1236848	-.129661	.0829589	-.1586856	.1564291	-.1183703																								1.618565	-.2574469	.2931114	-.9292006																								
