barcode	arid5b_D	arid5b_G	mc4r_D	mc4r_G	negr1_D	negr1_G	pcsk1_D	pcsk1_G	filename_zebrafish	bin_liver	obj_liver	bin_beta	obj_beta	protein	ldl	tc	tg	gluc	Löpnr	pos_bio	batch_bio	area_insexpr	bld	bodyfat	N_beta_cells	beta_cell_volume	mean_mean_insexpr	LiverArea	NrofSpots	batch	tod	annotationquality_lipids	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	AnnotationQuality_bc_moving	AnnotationQuality_bc_cut	length	Border_size_length	dorsal_area	lateral_area	Border_size_lateral	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	age	Imaged	Exp	line	energy	cholesterol	glucose	tank	n	lepr_D	lepr_G	pomca_D	pomca_G	pomcb_D	pomcb_G	sec16b_D	sec16b_G	lepr_homo	mc4r_homo	negr1_homo	pcsk1_homo	pomca_homo	sec16b_homo	score1	hdl	beta_cell_volume_Res2	mean_mean_insexpr_Res2	irs1_D	irs1_G	sh2b1_D	sh2b1_G	sim1b_D	sim1b_G	ExperimentName	bdnf_D	bdnf_G	irs2a_D	irs2a_G	irs2b_D	irs2b_G	sim1a_D	sim1a_G	irs1_homo	irs2b_homo	sh2b1_homo	sim1b_homo	score2	experiment	length_Res	dorsal_area_Res	lateral_area_Res	ldl_Res	tg_Res	tc_Res	gluc_Res	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	LiverArea_Res1	NrofSpots_Res1	NrLipids_Res1	LiverRefinedArea_Res1	LipidArea_Res1	AverageLipidsIntensity_Res1	ldl_Res1	tg_Res1	tc_Res1	gluc_Res1	inttc	inttg	intgluc	intldl	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intLiverArea	intNrofSpots	intNrLipids	intLiverRefinedArea	intLipidArea	intAverageLipidsIntensity
1001	.05323442	.06231454	0	0	1	1	.34994048	.41369048	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_a01"					.10634041	.974484	.4547592	2.6783568	.96865843	1	1	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	2	2	0	0	0	0	0	0			1	0	3.4031749	.162414			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.2947671	.3083311	-.0085293	.0687535																			.2886051	-.0497473	-.0330675	-.0658647	.2729904	.5470719	.4196636	-.6403106																					
1008	0	0	1	1	0	0	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_a02"					.0795061	.3897936	.3573108	1.487976	.59027623	9	9	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	0	0	0	0	0	0	0		0	0	0	0	1	.324828			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.2780455	-.896459	-.1113675	-.325826																			-.2736093	-.6932476	-.095717	-.2667983	-.3182016	-.3783383	-.4086511	-1.566733																					
1002	0	0	0	0	0	0	.66	1	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_b01"					.10558451	.81207	.4222764	2.5295592	1.3773112	2	2	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		1	1	1	1	0	0	1	1		0	0				3.66	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.1338378	.1577323	-.0416859	.4753816																			.1279547	-.1826065	-.0650817	.3477996	.0783081	.4089138	1.090399	-.8143472																					
1009	0	0	0	0	0	0	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_b02"					.06438818	.8445528	.4222764	1.0415832	.51459979	10	10	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.1781984	-1.344653	-.0470756	-.4035272																			.1886944	-.8339533	-.0088299	-.2425623	.0783081	-.7864448	-.6872337	-.759751																					
1003	0	0	2	2	.66	1	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_c01"					.10482862	1.0069668	.487242	3.4223448	1.0594702	3	3	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		1	1	0	0	0	0	0	0		1		0	0	0	3.66	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.3302194	1.048717	.022606	.1555159																			.3246152	.7261176	.0003525	.0349701	.4712668	1.024827	.5426576	-.6159168																					
1010	0	0	2	2	0	0	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_c02"					.09160043	.6171732	.487242	2.0831664	.66595267	11	11	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	2	2	0	0	1	1	0	1	0	0	1		5	.1299312			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.0476964	-.3048709	.0172162	-.254199																			-.0481789	-.340679	.0148276	-.2710049	.4712668	.131871	-.1898044	-1.099299																					
1004	0	0	1	1	0	0	.34994048	.41369048	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_d01"					.09235633	.6171732	.487242	2.7527556	.92325257	4	4	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	2	2	0	0	1	1	0		0		1		4.3499405	.1948968			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.0580895	.3773264	.0219323	.0172737																			-.0586989	.3088407	.0183221	-.0188169	.4712668	.6080404	.3027285	-1.099299																					
1011	0	0	2	2	0	0	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_d02"					.08479737	.5522076	.487242	2.9015532	1.3621759	12	12	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	1	1	0	0	0	0	0	1	0	0		0	3	.2598624			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.1111773	.5117148	.0165425	.4399996																			-.1089469	.6156456	.024329	.4701881	.4712668	.6839228	1.060365	-1.23801																					
1005	.05323442	.06231454	2	2	1	1	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_e01"					.09991529	.5846904	.5522076	2.9015532	.86271142	5	5	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	1	1	0	0	0	0	0	1		0		0	4.0532344	.1299312			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.0890876	.5243228	.0862242	-.0452922																			-.0927648	.3058275	.0713362	-.1292892	.8302906	.6839228	.1949525	-1.179124																					
1012	.05323442	.06231454	.95596273	1.0900621	1	1	.34994048	.41369048	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_e02"					.09235633	.4547592	.3897936	3.71994	1.4227171	13	13	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		.42483582	.42686567	0	0	0	0	2	2					0	1	4.7839735	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.207141	1.3283	-.0815796	.4985161																			-.2079784	1.282222	-.085071	.4807981	-.1201271	1.239557	1.150349	-1.476486																					
1006	0	0	1	1	1	1	.34994048	.41369048	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_f01"					.09651376	.5522076	.487242	3.1247496	.98379372	6	6	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	.46505495	.47252747	.06989247	.06989247	.57136612	.6010929	0						3.456254	.324828			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.1200857	.7457181	.0205848	.0737655																			-.1224191	.5983371	.010791	.0142864	.4712668	.8782389	.4474227	-1.23801																					
1013	0	0	.66	1	.66	1	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_f02"					.09689171	.8770356	.5846904	2.6783568	1.0443349	14	14	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		1	1	1	1	0	0	1	1				0			4.32	.162414			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.2166201	.284916	.1126435	.1181092																			.2139319	.1498274	.1023907	.0724639	1.027645	.5470719	.5193816	-.7009159																					
1197	0	0	.95596273	1.0900621	1.66	2	.34994048	.41369048	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_g01"					.07572662	.8770356	.4547592	1.7855712	.33297634	7	7	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		2	2	0	0	0	0	0	0	1				0	0	4.9659032	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.206227	-.5952615	-.0125717	-.5790766																			.2122352	-.3207797	.008698	-.4991577	.2729904	-.131871	-1.17351	-.7009159																					
1206	0	0	1	1	.66	1	.34994048	.41369048	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_g02"					.10520656	.9420012	.4547592	3.5711424	1.5437994	15	15	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		1	1	0	0	0	0	0	0					0	0	3.0099405	.324828			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.2830705	1.1759	-.0179615	.615549																			.2770101	.8755523	-.0406211	.5170025	.2729904	1.164168	1.365669	-.6630109																					
1198	0	0	1.32	2	2	2	.34994048	.41369048	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_h01"					.09726965	.6171732	.5846904	2.975952	.93838786	8	8	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		1	1	1	1	0	0	1	1			1				6.6699405	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.0521506	.5933182	.1166858	.0243102																			-.054839	.4356666	.1057893	-.0360808	1.027645	.741868	.3435526	-1.099299																					
1207	0	0	0	0	0	0	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate01_h02"					.0984035	.4547592	.5197248	2.6783568	.74162911	16	16	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	2	2	0	0	0	0	0	0	0	0	1	0	2	.1948968			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.2026868	.2813137	.0463304	-.1886459																			-.2060343	.1207045	.0338459	-.2401979	.6568332	.5470719	-.0117922	-1.476486																					
1015	0	0	.66	1	0	0	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_a03"					.09273428	.3573108	.5197248	2.7527556	1.3167701	17	17	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	0	0	0	0	1	1	0		0	0	0		1.66	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.2986505	.3539113	.0456567	.3844704																			-.2997414	.3101663	.0416536	.3724206	.6568332	.6080404	.9728152	-1.645499																					
1022	0	0	.95596273	1.0900621	2	2	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_a04"					.08139584	.487242	.3897936	1.5623748	.56000566	25	25	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		.42483582	.42686567	1	1	0	0	0	0			1	0		0	4.3807986	.2598624			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.1568414	-.8508787	-.0896643	-.3884915																			-.1535713	-.6459575	-.0766253	-.3092883	-.1201271	-.3024826	-.5504814	-1.388078																					
1016	0	0	0	0	0	0	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_b03"					.09651376	.1948968	.5522076	2.3063628	.8778467	18	18	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.162414			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.4595797	-.0942826	.0774658	-.0564777																			-.4622173	-.2117876	.0678304	-.09146	.8302906	.2591951	.215598	-2.475215																					
1023	0	0	1	1	0	0	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_b04"					.0779943	.8445528	.4547592	1.4135772	.52973508	26	26	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	1	1	0	0	0	0	0		0	0		0	2	.2598624			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.2019541	-1.001477	-.0253724	-.4207867																			.206568	-.7254419	-.0072392	-.3170656	.2729904	-.4417107	-.6430968	-.759751																					
1017	0	0	1.32	2	1.32	2	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_c03"					.09160043	.6821388	.4547592	2.3063628	1.0291996	19	19	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	1	1	0	0	1	1	0			0			4.64	.162414			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.029147	-.0960838	-.0206563	.0928505																			.0284618	-.1119746	-.0229394	.0923757	.2729904	.2591951	.4925765	-.9844381																					
1018	0	0	.95596273	1.0900621	.66	1	.34994048	.41369048	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_d03"					.07194714	.649656	.3897936	1.4135772	.59027623	20	20	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		.42483582	.42686567	.46505495	.47252747	.06989247	.06989247	.57136612	.6010929							3.4970526	.2598624			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.0018511	-.9906705	-.0862957	-.3480975																			.0053489	-.6075735	-.0592089	-.2166665	-.1201271	-.4417107	-.4086511	-1.028754																					
1025	.05323442	.06231454	1.32	2	1.32	2	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_d04"					.08252968	.3897936	.487242	2.4551604	1.1200113	28	28	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		1	1	1	1	0	0	0	0				0		0	4.6932344	.2598624			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.2498357	.0365034	.005763	.1654402																			-.2470979	.2260187	.0171479	.2432754	.4712668	.3392841	.6493239	-1.566733																					
1019	0	0	1.32	2	1.66	2	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_e03"					.08555327	.8445528	.487242	1.7111724	.99892901	21	21	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	0	0	0	0	2	2	0			0	0	1	4.98	.1948968			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.1945304	-.6948765	.010479	.0585306																			.1962286	-.5837886	.0172552	.1020969	.4712668	-.2078765	.4604945	-.759751																					
1026	0	0	0	0	0	0	1	1	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_e04"					.09122249	.162414	.5197248	3.4967436	1.1956878	29	29	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	1	1	0	0	0	0	0	0	0			0	2	.324828			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.4757305	1.076285	.037572	.239092																			-.4765171	1.092916	.0359856	.2615285	.6568332	1.091847	.7549669	-2.600054																					
1020	.05323442	.06231454	.95596273	1.0900621	0	0	.34994048	.41369048	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_f03"					.06363228	.8770356	.3573108	.5951904	.48432922	22	22	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	1	1	0	0	1	1	0		0				3.3591376	.2598624			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.228498	-1.81266	-.1201259	-.4580939																			.2389941	-1.256834	-.0805926	-.2676375	-.3182016	-1.246766	-.7549669	-.7009159																					
1027	0	0	.66	1	0	0	1	1	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_f04"					.08706506	.8445528	.5522076	2.5295592	1.1200113	30	30	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	0	0	0	0	1	1	0		0		0		2.66	.324828			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.207893	.1072999	.0693811	.1613908																			.2087545	.210295	.0740179	.2133401	.8302906	.4089138	.6493239	-.759751																					
1215	0	0	2	2	0	0	.66	1	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_g03"					.07081329	.5522076	.4547592	1.5623748	1.1502819	23	23	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	0	0	0	0	1	1	0	1	0		0		3.66	.2923452			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.0948453	-.8472764	-.0233512	.2058342																			-.0872649	-.4338355	.0054688	.3508815	.2729904	-.3024826	.7022442	-1.23801																					
1224	0	0	0	0	2	2	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_g04"					.09122249	.3573108	.4222764	2.3807616	.74162911	31	31	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		0	0	1	1	0	0	0	0	0	0	1	0		0	3	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.2778643	-.0432989	-.0612238	-.219016																			-.2787015	-.0216887	-.0627839	-.1924967	.0783081	.2955205	-.0117922	-1.645499																					
1216	.05323442	.06231454	.95596273	1.0900621	.66	1	.34994048	.41369048	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_h03"					.09689171	.5197248	.5197248	3.0503508	1.210823	24	24	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		1	1	0	0	0	0	0	0					0	0	3.0191376	.324828			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.1258434	.6388984	.0409407	.2643506																			-.1287851	.5287064	.0308199	.2391193	.6568332	.8047175	.7730106	-1.29765																					
1225	0	0	.95596273	1.0900621	2	2	0	0	"OB_Mix1_181014_10dpf_tank01_lipids_plate02_h04"					.09689171	.649656	.5846904	2.1575652	.71135854	32	32	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	46		.42483582	.42686567	2	2	0	0	0	0			1	0	1	0	5.3807986	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.0159656	-.2682964	.1005165	-.2513113																			.0128212	-.3585711	.0905013	-.2602114	1.027645	.1672188	-.0657452	-1.028754																					
1029	0	0	1	1	2	2	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_a07"					.07497072	.649656	.3897936	1.487976	.54487037	38	38	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		0	0	1	1	0	0	0	0	0		1	0		0	4	.2923452			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.024874	-1.057065	-.1211145	-.4214154																			.0304009	-.820825	-.1010787	-.3540115	-.1201271	-.3783383	-.5961496	-1.028754																					
1036	0	0	.66	1	.66	1	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_a08"					.08139584	.649656	.487242	1.1903808	.46919393	46	46	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		1	1	0	0	0	0	0	0				0	0	0	2.32	.1948968			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.0367518	-1.369069	-.0290559	-.5132893																			.0394898	-1.242537	-.0185118	-.4720098	.4712668	-.6568332	-.7936154	-1.028754																					
1030	.05323442	.06231454	.95596273	1.0900621	0	0	.66	1	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_b07"					.10445067	.6821388	.5846904	4.5383268	1.3319053	39	39	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		.42483582	.42686567	0	0	0	0	1	1			0		0		3.094033	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.0588415	1.991485	.0731085	.3635949																			.0524772	1.635467	.0491227	.2382436	1.027645	1.729804	1.014207	-.9844381																					
1037	0	0	.95596273	1.0900621	.66	1	.66	1	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_b08"					.10180503	.6171732	.7471044	3.2735472	1.2410936	47	47	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		.42483582	.42686567	0	0	0	0	0	0					0	0	2.7007986	.162414			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.0057538	.7122961	.2301328	.2565857																			.0002516	.4295703	.2102043	.1650474	1.74486	.9437733	.8382653	-1.099299																					
1031	0	0	.66	1	0	0	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_c07"					.08252968	1.1044152	.5522076	1.7111724	.68108796	40	40	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		0	0	0	0	0	0	2	2	0		0	0	0	1	2.66	.2923452			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.4826027	-.8374707	.039952	-.2892472																			.4850363	-.7487508	.0487233	-.2677083	.8302906	-.2078765	-.1470855	-.5140881																					
1038	1	1	.95596273	1.0900621	0	0	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_c08"					.10218298	1.1044152	.6171732	3.4967436	1.3319053	48	48	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		.42483582	.42686567	0	0	1	1	0	0			0	0	0	0	3.3807986	.162414			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.4944805	.9336913	.0995278	.3453728																			.4888009	.6458303	.0790481	.2533785	1.214818	1.091847	1.014207	-.5140881																					
1032	0	0	.95596273	1.0900621	1	1	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_d07"					.08479737	.7795872	.4222764	2.6783568	1.0897407	41	41	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		0	0	0	0	0	0	1	1	0			0	0		2.9559627	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.1592594	.1279126	-.0906529	.1173809																			.1607549	.1733723	-.0852558	.1259768	.0783081	.5470719	.6042177	-.8545333																					
1039	.05323442	.06231454	2	2	1.66	2	.66	1	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_d08"					.09160043	.7146216	.5522076	2.8271544	1.0746054	49	49	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		0	0	0	0	0	0	1	1	0	1			0		5.3732344	.1299312			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.1061716	.2623009	.0338885	.0860482																			.1047262	.1904286	.0292294	.0660223	.8302906	.6465422	.5701907	-.9498069																					
1033	0	0	2	2	2	2	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_e07"					.09953734	.5846904	.487242	3.4223448	1.104876	42	42	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		1	1	0	0	1	1	0	0		1	1	0	0	0	6	.1299312			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.0341527	.8700994	-.026361	.1304915																			-.0386154	.6206752	-.0429681	.0437306	.4712668	1.024827	.6266114	-1.179124																					
1040	0	0	1	1	.66	1	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_e08"					.08593121	1.1044152	.5846904	1.85997	1.0140643	50	1	2									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		1	1	0	0	0	0	0	0				0	0	0	2.66	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.4416668	-.2467782	.0591502	.1267716																			.4550112	-.1477814	.0631954	.171112	1.027645	-.0716316	.4736455	-.5140881																					
1034	0	0	.66	1	.66	1	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_f07"					.08290763	.324828	.3573108	1.9343688	.89298199	43	43	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		1	1	0	0	0	0	1	1				0	0		3.32	.2598624			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.2925304	-.6196777	-.156966	-.0834272																			-.2903249	-.5311139	-.1487196	-.0582615	-.3182016	.0016644	.2415359	-1.743622																					
1041	0	0	.95596273	1.0900621	0	0	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_f08"					.09084454	.2923452	.6171732	2.4551604	1.0746054	51	2	2									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		.42483582	.42686567	2	2	0	0	1	1			0	0	1		4.3807986	.1299312			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.3689184	.3466111	.0909593	.1852881																			-.3575771	.3489729	.0876785	.1992038	1.214818	.3392841	.5701907	-1.881381																					
1233	0	0	.95596273	1.0900621	1	1	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_g07"					.08744301	.5846904	.4222764	1.85997	.90811728	44	44	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		.42483582	.42686567	1	1	0	0	0	0				0		0	3.3807986	.2598624			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.0311832	-.6958777	-.0926741	-.0703166																			-.0308286	-.6963238	-.0911892	-.0730782	.0783081	-.0716316	.2711309	-1.179124																					
1242	0	0	2	2	.66	1	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_g08"					.09500197	.974484	.6171732	2.6783568	1.0746054	52	3	2									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		1	1	1	1	0	0	1	1		1		0			5.66	.1948968			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.3147051	.5680063	.0902856	.1832634																			.3243477	.4889832	.0808079	.1717492	1.214818	.5470719	.5701907	-.6403106																					
1234	.05323442	.06231454	.95596273	1.0900621	0	0	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_h07"					.08933275	.3897936	.4547592	2.5295592	.93838786	45	45	1									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		.42483582	.42686567	1	1	1	1	0	0			0	0		0	3.434033	.2273796			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				-.2245953	-.0280896	-.060865	-.0420707																			-.2250266	-.0641709	-.0621896	-.0552779	.2729904	.4089138	.3435526	-1.566733																					
1243	.05323442	.06231454	0	0	0	0	0	0	"OB_Mix1_181014_10dpf_tank02_lipids_plate04_h08"					.09424607	1.1044152	.7146216	3.5711424	1.1351466	53	4	2									53	1																												10	0	"OB_POP1"	"insH2B_lfabp"	1	0	0	47		0	0	0	0	0	0	0	0	0	0	0	0	0	0	.05323442	.1948968			0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0				.446121	1.458991	.1870603	.2417798																			.4560425	1.397707	.1787249	.2373018	1.609213	1.164168	.6744897	-.5140881																					
