barcode	arid5b_D	arid5b_G	mc4r_D	mc4r_G	negr1_D	negr1_G	pcsk1_D	pcsk1_G	filename_zebrafish	bin_liver	obj_liver	bin_beta	obj_beta	protein	ldl	tc	tg	gluc	Löpnr	pos_bio	batch_bio	area_insexpr	bld	bodyfat	N_beta_cells	beta_cell_volume	mean_mean_insexpr	LiverArea	NrofSpots	batch	tod	annotationquality_lipids	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	AnnotationQuality_bc_moving	AnnotationQuality_bc_cut	length	Border_size_length	dorsal_area	lateral_area	Border_size_lateral	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	age	Imaged	Exp	line	energy	cholesterol	glucose	tank	n	lepr_D	lepr_G	pomca_D	pomca_G	pomcb_D	pomcb_G	sec16b_D	sec16b_G	lepr_homo	mc4r_homo	negr1_homo	pcsk1_homo	pomca_homo	sec16b_homo	score1	hdl	beta_cell_volume_Res2	mean_mean_insexpr_Res2	irs1_D	irs1_G	sh2b1_D	sh2b1_G	sim1b_D	sim1b_G	ExperimentName	bdnf_D	bdnf_G	irs2a_D	irs2a_G	irs2b_D	irs2b_G	sim1a_D	sim1a_G	irs1_homo	irs2b_homo	sh2b1_homo	sim1b_homo	score2	experiment	length_Res	dorsal_area_Res	lateral_area_Res	ldl_Res	tg_Res	tc_Res	gluc_Res	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	LiverArea_Res1	NrofSpots_Res1	NrLipids_Res1	LiverRefinedArea_Res1	LipidArea_Res1	AverageLipidsIntensity_Res1	ldl_Res1	tg_Res1	tc_Res1	gluc_Res1	inttc	inttg	intgluc	intldl	intlength	intdorsal_area	intlateral_area	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intLiverArea	intNrofSpots	intNrLipids	intLiverRefinedArea	intLipidArea	intAverageLipidsIntensity
1249	.66	1	2	2	1.66	2	.66	1	"OB_Mix1_181201_10dpf_tank25_1010_plate40_g01"	0	0	0	0						267	22	6	8760.194	7.634169	0	54	44226	9.9414444	10781	234	48	2	1	157567	4775	3721	99	23	33	1	872059	61199	80	139	114	58	0			3917.1523	0	928290.41	1258914.8	0	198	90600	18896	116.72529	149.6797	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	1	1	0	0	0	0	.66	1		1			0		6.98		-14648.63	-1.929034	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-195.8436	19408.16	25028.26					5.891028	27323.81	-63.84542	-153.7357	9.663875	2.059604	-40209	5649.742	-2.74573	-16.03546	-2.83416	8.833769	-456.2585	110.3421	54.1803	2112.284	7643.237	-2.469424									-1.443403	-1.572633	-1.636127	-.0039662	-.033719	-.0774179	.1196481	.3160366	.7978449	-1.011643	-.6230863	-.9706182	-1.177857	-.6227642	.4876522	-.6648614	1.161186	1.348395	-.8253834	1.843972	.3549761
1250	0	0	1.32	2	2	2	.66	1	"OB_Mix1_181201_10dpf_tank25_1010_plate40_h01"	0	0	0	0						268	23	6	8927.453	12.723615	0	43	36704	7.6953556	11022	168	48	2	0	126848	5285	3663	109	28	24	1	775257	48559	86	138	90	50	0			4147.9414	0	983319.7	1269980.5	0	185	92243	13856	118.4687	138.11251	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	0	0	0	0	0	0	1	1	0		1		0		4.98		-13778.68	-2.99578	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	34.9455	-16533.31	-88989.47					-3.108972	-3395.192	446.1546	-211.7357	19.66388	7.059604	-137011	-6990.258	3.25427	-17.03546	-26.83416	.8337685	-215.2585	44.34215	41.1803	3755.284	2603.238	5.804953									-.6010387	-1.119463	-1.493578	-1.306285	-.8812832	.552368	.0577243	1.124824	1.968825	-1.334738	-1.395136	-.4219709	-1.218774	-2.126766	-.6669922	-.5696797	.7191756	1.164787	-.7680777	1.108412	.4111008
1255	0	0	1	1	2	2	0	0	"OB_Mix1_181201_10dpf_tank25_1150_plate40_c02"	0	0	0	0									8338.332	56.832147	0	32	50835	11.807067	11938	0	48	3.5	3	136196	4864	2984	74	15	28	1	1144398	67463	90	153	146	39	1			3746.8761	15	1075643.3	1474665.5	25	87	114186	9580	121.73921	155.3552	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	0	0	1	1	0	0	.66	1	0		1	0			4.66		8744.266	1.933085	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-21.66097	52112.55	110074.9					.891028	5952.808	25.15458	-890.7357	-15.33613	-5.940396	232130	11913.74	7.254271	-2.035461	29.16584	-10.16623	700.7415	-123.6579	-56.8197	25698.28	-1672.762	-.6599628									-1.932655	-.3684549	-.4021316	-.6920211	-.6134831	.0495976	-.794363	-1.631971	-1.846836	-.1512901	-.1895222	-.0981035	-.5193694	1.123685	-2.126766	-.294892	-2.317733	-.1747148	.0034766	.3698265	.5517243
1049	0	0	2	2	1.66	2	1.66	2	"OB_Mix1_181201_10dpf_tank25_1150_plate40_d02"	0	0	0	0						271	26	6	9453.164	0	0	23	43114	11.619644	10284	108	48	3.5	1	112872	5131	3533	87	23	22	1	839614	52864	79	150	122	45	1			4054.1294	0	922757.57	1279610.6	0	181	77087	12956	91.302819	94.539668	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	1	1	0	0	0	0	0	0		1			0	0	6.32		7889.403	3.178884	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-58.86655	-40117.3	-28514.96					-5.108972	-17371.19	292.1546	-341.7357	-2.336125	2.059604	-72654	-2685.258	-3.74573	-5.03546	5.16584	-4.166232	-953.2585	-15.65785	37.1803	-11400.72	1703.238	3.240831									-.9377738	-1.647501	-1.394456	-1.594789	-1.243706	.3458833	-.1256613	-.6882248	.7978449	-1.146515	-1.226696	-1.047095	-.654579	-.1948104	-1.402292	-.8421086	.3253925	1.134492	-1.625659	.9436399	-.488042
1256	0	0	1	1	1	1	1	1	"OB_Mix1_181201_10dpf_tank25_1150_plate40_e02"	0	0	0	0						272	27	6	8950.112	0	0	44	40929	5.9898889	8176	38	48	3.5	0	98601	5190	3527	88	25	19	1	540079	37696	63	159	73	49	0			3906.0698	0	898173.83	1237740.5	0	130	67605	9466	110.05433	112.6599	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	.14626016	.1504065	.15408602	.15591398	0	0	.59558583	.60762943							3.895932		-10316.58	-4.790329	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-206.9262	-6339.988	9860.466					-8.108972	-31642.19	351.1546	-347.7357	-1.336125	4.059604	-372189	-17853.26	-19.74573	3.964539	-43.83416	-.1662315	-3061.259	-85.65785	-13.8197	-20882.72	-1786.762	11.76144									-1.473151	-2.088145	-1.804649	-2.129319	-1.616378	.4011752	-.1296727	-.5957491	1.340463	-2.026423	-2.092516	-2.375107	-.1684338	-2.538072	-.7920287	-1.870665	-.187465	.4262813	-2.263931	.3512758	.1606114
1257	0	0	1	1	1.66	2	0	0	"OB_Mix1_181201_10dpf_tank25_1150_plate40_f02"	0	0	0	0						273	28	6	8950.112	0	0	36	53646	10.714333	10153	137	48	3.5	0	93041	2908	2633	73	20	32	1	899531	57098	75	194	105	50	0			4044.3061	0	984785.16	1355246	0	198	94939	17265	175.82832	199.14391	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	1	1	0	0	0	0	0	0				0	0	0	3.66		8503.648	.7335722	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-68.68983	25782.36	52444.45					4.891028	-37202.19	-1930.845	-1241.736	-16.33612	-.9403959	-12737	1548.742	-7.745729	38.96454	-11.83416	.8337685	-1084.259	13.34215	54.1803	6451.284	6012.237	28.70551									-.9923266	-1.100493	-1.018946	-.1372632	-1.846129	-2.82373	-1.482922	-1.756583	-.1630766	-.9049227	-.916934	-1.396116	1.365887	-1.18186	-.6669922	-.9386988	.5142258	1.348395	-.6389048	1.652295	2.181774
1258	0	0	0	0	1	1	.66	1	"OB_Mix1_181201_10dpf_tank25_1150_plate40_g02"	0	0	0	0						274	29	6	8195.535	0	0	37	34216	8.6144	9438	76	48	3.5	1	156159	4462	5258	70	18	35	1	1024664	58655	102	126	98	75	0			4015.705	0	940343.02	1245247.2	0	113	86606	8733	146.88696	177.01106	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	0	0	1	1	0	0	0	0	0	0				0	2.66		-11689.26	-1.82762	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-97.2909	-7386.021	-42053.09					7.891028	25915.81	-376.8454	1383.264	-19.33612	-2.940396	112396	3105.742	19.25427	-29.03546	-18.83416	25.83377	-1799.259	-47.65785	-30.8197	-1881.716	-2519.762	12.26063									-1.080197	-1.444845	-1.753607	.2648315	-.0734404	-.4577224	1.425654	-2.191218	-.8115296	-.4843119	-.8021463	.9328892	-1.832486	-1.620637	2.410663	-1.279998	.1285917	.14654	-.9993722	.188853	1.26281
1136	0	0	2	2	1.66	2	.66	1	"OB_Mix1_181201_10dpf_tank25_1150_plate41_a03"	0	0	0	0						276	31	6	7988.054	0	0			10.102378	8725	106	48	3.5	0	127147	4541	2981	74	17	28	1	876230	54007	84	149	108	48	0			3883.6789	0	910615.23	1211900.6	0	165	77793	12349	113.1404	128.76183	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	1	1	0	0	0	0	0	0		1			0	0	5.32				0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-229.317	14927.27	-3843.966					.891028	-3096.192	-297.8454	-893.7357	-15.33613	-3.940396	-36038	-1542.258	1.25427	-6.03546	-8.83416	-1.166231	-2512.259	-17.65785	21.1803	-10694.72	1096.238	5.756168									-1.559608	-1.815271	-1.946423	-.6920211	-.8696464	-.3458833	-.8191543	-1.631971	-1.102735	-.9855233	-1.109058	-.6069868	-.7023129	-.9845589	-.9095548	-1.66026	.3110033	.9194957	-1.600129	.8702046	.238655
1138	0	0	2	2	1	1	0	0	"OB_Mix1_181201_10dpf_tank25_1150_plate41_c03"	0	0	0	0						278	33	6			0			9.7924667	13375	140	48	3.5																												10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	.14626016	.1504065	1	1	0	0	0	0		1		0		0	4.1462602				0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0																				2137.741	16.34215																												.0102592	.5476944				
1259	0	0	0	0	.8425	.9375	.66	1	"OB_Mix1_181201_10dpf_tank25_1250_plate40_h02"	0	0	0	0						275	30	6	7988.054	0	0	38	49591	8.1701556	9837	140	48	4.5	0	154392	6176	7742	104	20	25	1	17	30					1			3987.2588	0	903706.67	1220962.5	0	146	82719	7661	94.868324	117.73096	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	0	0	0	0	0	0	0	0	0	0			0	0	1.5025		2922.84	-2.471148	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-125.7371	-32809.66	-50920.45					-2.108972	24148.81	1337.155	3867.264	14.66387	-.9403959	-912251	-55519.26				-47.16623	-1400.259	16.34215	2.180302	-5768.716	-3591.762	-6.287747									-1.184188	-1.912139	-1.901912	-1.189667	-.113278	1.472734	2.539185	.7602965	-.1630766	-2.540293	-2.540293					-1.093406	.5476944	.6177282	-1.217797	.0312945	-.3145272
1137	1	1	0	0	2	2	.66	1	"OB_Mix1_181201_10dpf_tank25_1330_plate41_b03"	0	0	0	0						277	32	6	7676.83	11.875374	0	20	29816	7.8353333	7558	37	48	5.5	3	91714	3988	4145	85	26	23	1	666933	45954	81	127	102	46	0			4230.5262	0	1023335.6	1389041.1	0	83	79605	6349	120.99611	136.18588	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	0	0	1	1	0	0	0	0	0	0	1			0	4.66		-3119.885	-1.156222	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	117.5302	-9070.087	-14688.19					-4.108972	-38529.19	-850.8454	270.2643	-4.336125	5.059604	-245335	-9595.258	-1.74573	-28.03546	-14.83416	-3.166231	-3679.259	-86.65785	-60.8197	-8882.716	-4903.763	9.42017									-.1842401	-.7953146	-.8361539	-1.432857	-1.868382	-1.226696	.5776624	-.8707581	1.595571	-1.728711	-1.616378	-.8727944	-1.743707	-1.381265	-1.227206	-2.058278	-.1996603	-.2655722	-1.475481	-.203029	.503768
1328	0	0	.66	1	2	2	0	0	"OB_Mix1_181201_10dpf_tank25_1400_plate41_d03"	0	0	0	0						279	34	6	7519.495		0	24	66648	6.3430889	18595	86	48	6		111065	3967	3191	67	20	28	1	1499349	69364	83	210	143	39	0			4659.6959	0	1174965.2	1526225.6	0	121	127531	6647	71.245521	74.729198	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	.14626016	.1504065	0	0	0	0	2	2			1	0	0	1	4.8062602		30660.5	-3.123534	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	546.7	-26607.43	-110105.7					.891028	-19178.19	-871.8454	-683.7357	-22.33612	-.9403959	587081	13814.74	.2542704	54.96454	26.16584	-10.16623	7357.742	-37.65785	-22.8197	39043.29	-4605.763	-5.631234									1.453176	.3757746	-.1226668	-.6920211	-1.269918	-1.261084	-.5266845	-2.451708	-.1630766	.9109119	-.0495976	-.6883569	1.900826	.9526561	-2.126766	1.105926	.1892055	.2872445	.4073206	-.1606114	-1.270565
1139	0	0	0	0	2	2	.66	1	"OB_Mix1_181201_10dpf_tank25_1400_plate41_e03"	0	0	0	0						280	35	6	10332.811	0	0	40		4.4836444	29352	14	48	6	0	90204	3341	1942	94	22	27	1	1600064	77460	100	203	137	37	1			4540.3801	0	1224551.4	1707822.3	0						10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	25	21	0	0	1	1	0	0	0	0	0	0	1			0	3.66			-5.234744	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	427.3842	70009.8	136157.9					-.108972	-40039.19	-1497.845	-1932.736	4.663875	1.059604	687796	21910.74	17.25427	47.96454	20.16584	-12.16623	18114.74	-109.6579													1.061965	.7583711	.9183456	-.8524086	-1.941355	-2.169255	-2.539185	-.0812677	.4635503	1.226696	.4577224	.7664961	1.666864	.6373677	-2.538072	2.705446	-.6584766				
1145	0	0	0	0	2	2	.66	1	"OB_Mix1_181201_10dpf_tank26_1530_plate42_a09"	0	0	0	0									10247.27	261.25823	0	30	49547	6.0165111	12941	0	48	7.5	6	104475	3166	2235	103	25	33	1	1098123	61700	89	168	105	48	0			4230.7418	0	1030483.4	1467936.4	0	80	112688	6653	198.27533	220.59644	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	0	0	1	1	0	0	0	0	0	0	1			0	3.66		7678.385	-1.639425	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	66.32173	-5438.871	22912.39					5.93299	-26165.13	-1660.981	-1414.006	6.989213	3.536216	189147.2	4934.454	6.254271	13.87901	-10.69024	-1.810017	1625.735	-63.87979	-20.31536	13594.68	-983.1803	22.5602									-.1807582	-.753826	-.444192	-.0039662	-1.427343	-2.655828	-2.057038	.6707659	1.340463	-.2709982	-.589718	-.1768208	.2644914	-1.18186	-.9095548	-.092463	-2.317733	-.3108764	-.0521727	-.1570907	2.8657
1146	0	0	1	1	2	2	.66	1	"OB_Mix1_181201_10dpf_tank26_1530_plate42_b09"	0	0	0	0						281	36	6	9747.403	26.295471	0	42	40820	9.682	10176	2	48	7.5	0	154460	4681	3823	89	23	33	1	1236715	74035	96	175	132	45	0			4443.2441	0	1065594.5	1479331.1	0	57	96282	7939	146.63092	158.576	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	1	1	1	1	0	0	1	1			1				6.66		-10203.46	.5875207	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	278.8241	-54090.39	-80865.24					5.93299	23819.87	-145.9813	173.9936	-7.010787	1.536216	327739.2	17269.45	13.25427	20.87901	16.30976	-4.810017	-1139.265	-61.87979	-43.31536	-2811.321	302.8197	5.933282									.6896137	-.446393	-.3719872	-.0039662	-.1092872	-.173394	.2677537	-.5013657	.7978449	.1372632	.254576	.4197869	.5446602	.3566717	-1.402292	-.9228777	-1.640241	-.6712199	-.5679902	.0556543	1.255131
1147	0	0	.66	1	1.66	2	0	0	"OB_Mix1_181201_10dpf_tank26_1600_plate42_c09"	0	0	0	0						282	37	6	9747.403	406.30744	0	42	42861	9.8498	16700	4	48	8	0	197862	5496	3630	98	24	36	1	1354417	83920	92	180	140	53	0			4380.6872	1	1153432	1589748.5	0	41	136211	4038	196.28705	188.63978	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	0	0	0	0	0	0	2	2	0			0	0	1	4.32		-8162.465	.7553207	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	239.2311	46287.56	63456.9					8.93299	67221.87	669.0187	-19.00639	1.989213	2.536216	445441.2	27154.45	9.254271	25.87901	24.30976	3.189983	5384.735	-59.87979	-59.31536	37117.68	-3598.18	38.61504									.4326067	.2115924	.2580429	.4205953	.9049227	.7591133	.0059682	.2296993	1.099106	.5022292	.8410562	.0700189	.71772	.8140696	-.2438786	.7037596	-1.249562	-1.141134	.6304003	-.6603718	2.699959
1335	0	0	0	0	0	0	.66	1	"OB_Mix1_181201_10dpf_tank26_1600_plate42_d09"	0	0	0	0						283	38	6	8896.729	0	0	28	28512	7.2296	8241	97	48	8	0	124177	5913	4578	114	23	21	1	681192	47239	74	159	94	43	0			4257.8495	0	1084914.6	1512139.3	0	142	83263	11109	153.31112	192.00291	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	0	0	0	0	0	0	0	0	0	0	0		0	0	.66		-11830.81	-.8731733	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	93.42943	38307.17	52423.41					-6.06701	-6463.132	1086.019	928.9936	17.98921	1.536216	-227783.8	-9526.546	-8.745729	4.879009	-21.69024	-6.810017	-3074.265	33.12021	41.68464	-15830.32	3472.82	-6.259751									-.0736903	-.2998322	-.2328221	-1.774688	-.9475582	1.218323	.923867	1.547914	.7978449	-1.677962	-1.52138	-1.53008	-.1684338	-1.900826	-1.725736	-1.832691	.2505231	.5741287	-1.196189	.6474558	1.406753
1148	0	0	0	0	2	2	.66	1	"OB_Mix1_181201_10dpf_tank26_1600_plate42_e09"	0	0	0	0						284	39	6	8896.729	67.011039	0	21	23758	6.4161111	12118	11	48	8	0	127380	5095	3220	98	23	25	1	692315	58147	76	142	99	54	0			4096.3894	0	1046932.4	1458545.5	0	110	106325	9164	135.95107	137.41709	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	1	1	1	1	0	0	.66	1		0	1				5.32		-11244.48	-.987138	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-68.03061	63968.12	86337.98					-2.06701	-3260.132	268.0187	-429.0064	1.989213	1.536216	-216660.8	1381.454	-6.745729	-12.12099	-16.69024	4.189983	802.7351	-52.87979	9.684639	7231.679	1527.82	7.200011									-.8074645	-.6032814	-.4752784	-1.189667	-.8524086	.3040682	-.4949507	.2296993	.7978449	-1.616378	-.8467188	-1.274315	-1.041226	-1.537366	-.1059713	-.2558197	-.7642007	.090515	-.2350795	.2836234	.9767153
1149	0	0	.66	1	1	1	.66	1	"OB_Mix1_181201_10dpf_tank26_1630_plate42_f09"	0	0	0	0						285	40	6	8896.729	139.95977	0	25	44956	8.0375556	11778	0	48	8.5	0	123636	4579	2661	103	18	27	1	897114	58079	92	140	111	49	0			3938.8707	14	1055545.7	1476011.4	17	53	103474	4483	141.73593	167.48217	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	0	0	0	0	0	0	1	1	0				0		3.32		6901.906	.2345783	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	95.94566	-34978	37542.38					-.0670098	-7004.132	-247.9813	-988.0064	6.989213	-3.463784	-11861.84	1313.454	9.254271	-14.12099	-4.690237	-.8100172	462.7351	-63.87979	-47.31536	4380.679	-3153.18	-3.990232									-1.335557	-.5389545	-.3945623	-.8524086	-.9663666	-.3144694	-1.414746	.6707659	-.8115296	-.9229895	-.8581262	.0700189	-1.127446	-.7920287	-.7920287	-.3471043	-2.317733	-.7680777	-.3365222	-.5679902	1.141134
1150	1	1	2	2	2	2	.66	1	"OB_Mix1_181201_10dpf_tank26_1630_plate42_g09"	0	0	0	0						286	41	6	8896.729	19.509543	0	29	44147	6.4525778	11745	1	48	8.5	0	121171	4039	2929	105	29	30	1	1000245	58030	73	183	117	59	0			4299.0254	0	1102619.6	1549164.4	0						10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	1	1	0	0	0	0	1.66	2		1	1		0		8.32		3041.289	-1.750128	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	134.6053	39781.83	67131.98					2.93299	-9469.132	-787.9813	-720.0064	8.989213	7.536217	91269.16	1264.454	-9.745729	28.87901	1.309763	9.189982	429.7351	-62.87979													.1149687	-.1560142	-.0139844	-.4184298	-1.031695	-1.101752	-.9057289	.8365535	2.14949	-.5850051	-.863872	-1.627324	.8196417	-.4497839	.6034967	-.3525575	-1.911546				
1151	0	0	2	2	2	2	.66	1	"OB_Mix1_181201_10dpf_tank26_1630_plate42_h09"	0	0	0	0						287	42	6	8896.729	122.99495	0	25	45787	5.8836889	9908	21	48	8.5	6	148506	5121	3617	85	17	29	1	1150831	63274	78	204	125	61	1			4189.4944	5	1101901.9	1514412.2	5	83	116616	5676	94.681091	109.31791	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	0	0	1	1	0	0	0	0	0	1	1			0	5.66		7732.906	-1.919288	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	139.894	21649.26	47145.41					1.93299	17865.87	294.0187	-32.00639	-11.01079	-4.463783	241855.2	6508.454	-4.745729	49.87901	9.309763	11.18998	-1407.265	-42.87979	-17.31536	17522.68	-1960.18	-18.20483									-.395298	-.1629317	-.2077485	-.5662814	-.2957709	.3332785	-.0059682	-.8707581	-1.102735	-.1372632	-.4709755	-1.111513	1.699782	0	.8450388	-1.056836	-.4660209	-.2655722	.0870247	-.3072297	-.3365222
1154	0	0	.66	1	1.66	2	0	0	"OB_Mix1_181201_10dpf_tank26_1700_plate42_a10"	0	0	0	0						288	43	6	8896.729	0	0	28	25574	7.5824889	8757	33	48	9	0	100320	4777	3726	95	24	21	1	315102	21958	53	121	79	40	0			3932.6739	0	923894.04	1261636.4	0	101	85463	7325	123.26784	119.11354	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	.14626016	.1504065	0	0	0	0	0	0				0	0	0	2.4662602		-14768.81	-.5202844	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-231.7461	5461.977	-21840.44					-6.06701	-30320.13	-49.98132	76.99361	-1.010787	2.536216	-593873.8	-34807.55	-29.74573	-33.12099	-36.69024	-9.810018	-2558.265	-30.87979	.6846389	-13630.32	-311.1803	4.851184									-1.36975	-1.60894	-1.610027	-1.774688	-1.547115	-.0674763	.1336861	.0059399	1.099106	-2.212984	-2.212984	-2.591013	-1.951855	-2.375695	-1.99376	-1.646841	-.2646634	.0086916	-1.089336	-.0521727	.5926759
1155	0	0	.66	1	2	2	0	0	"OB_Mix1_181201_10dpf_tank26_1700_plate42_b10"	0	0	0	0						289	44	6	8896.729	0	0	31	40508	10.465111	9764	33	48	9	0	126263	5051	3924	99	23	25	1	829615	54307	83	117	110	69	0			4003.054	0	933075.56	1316157.2	0	94	85482	6348	102.33814	108.97263	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	1	1	0	0	0	0	1	1			1	0	0		4.66		-2123.519	2.062542	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-161.366	-13098.42	-5464.273					-2.06701	-4377.132	224.0187	274.9936	2.989213	1.536216	-79360.84	-2458.546	.2542704	-37.12099	-5.690237	19.18998	-1551.265	-30.87979	-6.315361	-13611.32	-1288.18	-10.35283									-1.143738	-1.538288	-1.185792	-1.189667	-.9049227	.2709982	.3618551	.3160366	.7978449	-1.17768	-1.094504	-.6883569	-2.234082	-.8478944	1.613261	-1.138011	-.2646634	-.0713307	-1.083065	-.2065793	-.0452112
1156	0	0	1.32	2	2	2	0	0	"OB_Mix1_181201_10dpf_tank26_1800_plate42_c10"	0	0	0	0						290	45	6	8896.729	0	0	27	47319	7.2620444	11792	13	48	10	0	110022	4401	2115	108	13	25	1	870653	57043	77	163	128	41	0			4153.4067	0	1017264.4	1471764.5	0	49	109385	3308	96.69148	95.501915	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	0	0	0	0	0	0	2	2	0		1	0	0	1	5.32		7739.098	-.7407968	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-11.01334	11825.5	68654.68					-2.06701	-20618.13	-425.9813	-1534.006	11.98921	-8.463783	-38322.84	277.4538	-5.745729	8.879009	12.30976	-8.810018	476.7351	-50.87979	-51.31536	10291.68	-4328.18	-8.393764									-.564514	-.833377	-.4173402	-1.189667	-1.297032	-.5593112	-2.314598	1.053179	-2.656361	-1.018281	-.9229895	-1.184931	.0479157	.146207	-1.925714	-.3416614	-.6906778	-.8881131	-.1395153	-.8855374	-.2458153
1342	0	0	.66	1	2	2	0	0	"OB_Mix1_181201_10dpf_tank26_1800_plate42_d10"	0	0	0	0						291	46	6	8668.02		0	21	47903	8.5217778	13528	71	48	10		194000	6690	5351	97	24	29	1	1207398	70293	97	150	126	51	0			4151.8223	0	972911.99	1344329.8	0	33	101945	1601	121.2154	120.96294	10	1	"OB_POP1"	"insH2B_lfabp"	1	0	0	26	14	0	0	0	0	0	0	1	1	0		1	0	0		3.66		12900.52	1.009012	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0		0	0	0	0	0	-12.59778	-31902.37	-57921.27					1.93299	63359.87	1863.019	1701.994	.9892133	2.536216	298422.2	13527.45	14.25427	-4.120991	10.30976	1.189983	2212.735	7.120214	-67.31536	2851.679	-6035.18	1.754556									-.5847093	-1.228269	-1.073328	-.5662814	.8021463	1.784348	1.471079	.1430434	1.099106	.0575414	.0178488	.5020534	-.654579	.0499138	-.5285268	.0478939	.0855965	-1.388291	-.3847589	-1.666065	.5156446
