barcode	irs1_D	irs1_G	sh2b1_D	sh2b1_G	sim1b_D	sim1b_G	filename_zebrafish	bin_liver	obj_liver	bin_beta	obj_beta	protein	ldl	tc	tg	gluc	Löpnr	pos_bio	batch_bio	area_insexpr	bld	bodyfat	N_beta_cells	beta_cell_volume	mean_mean_insexpr	LiverArea	NrofSpots	batch	tod	annotationquality_lipids	ExperimentName	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	AnnotationQuality_bc_moving	AnnotationQuality_bc_cut	length	Border_size_length	dorsal_area	lateral_area	Border_size_lateral	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	age	Imaged	Exp	line	energy	cholesterol	glucose	tank	bdnf_D	bdnf_G	irs2a_D	irs2a_G	irs2b_D	irs2b_G	sim1a_D	sim1a_G	irs1_homo	irs2b_homo	sh2b1_homo	sim1b_homo	score2	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	N_beta_cells_Res1	beta_cell_volume_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrofSpots_Res1	LiverArea_Res1	NrLipids_Res1	LiverRefinedArea_Res1	LipidArea_Res1	AverageLipidsIntensity_Res1	beta_cell_volume_Res2	mean_mean_insexpr_Res1	mean_mean_insexpr_Res2	inttc	inttg	intgluc	intldl	intlength	intdorsal_area	intlateral_area	intN_beta_cells	intbeta_cell_volume	intmean_mean_insexpr	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrofSpots	intLiverArea	intNrLipids	intLiverRefinedArea	intLipidArea	intAverageLipidsIntensity
1373	1.32	2	2	2	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate03_c05						4.8399372	.8770356	4.3895292	1.891911	186	39	4									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1.66	2	1	1	0	0			1	1	7.98				.2498087	1.060127	.6037771	1.085923																												1.953147	1.449999	1.542325	1.599878																								
1380	1	1	0	0	1	1	OB_Mix2_181207_10dpf_tank02_lipids_plate03_c06					25.24622	2.4686928	.3573108	.9671844	.52973508	194	47	4									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	2	2	1	1	0	0			0		5				-.2808622	-2.489916	-.7991238	-1.317068	-.2830426	-2.499007	-.7958405	-1.394534																								-.3773919	-.739023	-.5375191	-.3882096																								
1374	1.322308	1.468531	1	1	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate03_d05					17.91803	3.735522	.7471044	4.3895292	1.680017	187	40	4									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1	1	1	1	0	0				1	6.322308				.1185092	1.044165	.3867924	-.0224601	.1323192	1.156547	.4363496	.0132915																								1.440477	1.449999	1.335178	.8161077																								
1381	1.322308	1.468531	.9245283	1.031447	1	1	OB_Mix2_181207_10dpf_tank02_lipids_plate03_d06						2.8584864	.5846904	4.1663328	1.5135288	195	48	4									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	2	2	1	1	1	1					7.246836				-.0548509	.6932702	.1795793	-.9312422																												.7747242	1.351702	1.134262	-.0234599																								
1375	1.322308	1.468531	.9245283	1.031447	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate03_e05					21.4528	5.034834	.974484	4.091934	1.6043405	188	41	4									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	2	2	1	1	0	0				1	7.246836				.3445205	.7306075	.3060254	1.272884	.3511599	.7922646	.3346725	1.251063																								2.301022	1.28767	1.228521	1.765141																								
1382	1.322308	1.468531	.9245283	1.031447	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate03_e06					15.93511	3.7680048	.7146216	4.463928	1.6497464	196	49	4									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	2	2	0	0	0	0		0		1	6.246836				.0737121	.9749031	.3107062	-.0256921	.0893626	1.084087	.3663194	.0542679																								1.311054	1.499709	1.272463	.888389																								
1376	1.322308	1.468531	1	1	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate03_f05					17.57317	3.24828	.6171732	4.091934	1.680017	189	42	4									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1.66	2	1	1	0	0				1	6.982308				-.0141585	.7146452	.3766112	-.5176387	-.0001276	.8250318	.4269636	-.473657																								.9444891	1.28767	1.335178	.3773919																								
1383	1.66	2	0	0	1	1	OB_Mix2_181207_10dpf_tank02_lipids_plate03_f06					23.17709	6.4640772	.974484	3.1247496	.45405864	197	1	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	2	2	1	1	0	0			0		5.66				.3900645	-.3261195	-.8904527	2.898035	.3639624	-.3597007	-.7906333	2.768361																								2.301022	.8933724	-.8067924	2.473786																								
1071	1.322308	1.468531	.9245283	1.031447	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate03_g05					21.19416	3.1508316	.487242	2.7527556	1.1502819	190	43	4									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1.66	2	1	1	0	0				1	6.906836				-.145458	-.6404955	-.1582145	-.6190554	-.1387671	-.5819905	-.1292677	-.6340802																								.3666183	.7522984	.8207921	.2679081																								
1080	1.322308	1.468531	1	1	1	1	OB_Mix2_181207_10dpf_tank02_lipids_plate03_g06					17.7456	4.4826264	.6821388	4.0175352	1.2410936	198	2	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1	1	1	1	0	0					5.322308				.0963511	.5507039	-.1085084	.9126161	.0806883	.5866683	.0219357	.8745658																								1.193636	1.25019	.9034066	1.48947																								
1072	1	1	1	1	1	1	OB_Mix2_181207_10dpf_tank02_lipids_plate03_h05						3.2157972	.5197248	2.231964	.95352314	191	44	4									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1.66	2	1	1	0	0					5.66				-.1143434	-1.177249	-.3600639	-.5580581																												.4840615	.4840615	.5925596	.3487557																								
1081	1.322308	1.468531	2	2	1	1	OB_Mix2_181207_10dpf_tank02_lipids_plate03_h06					23.78058	3.2157972	.4222764	2.5295592	1.1502819	199	3	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	.06666667	.06666667	2	2	1	1	0	0			1		7.388974				-.1648796	-.9532344	-.2044107	-.3581814	-.1926234	-1.001532	-.1092469	-.4954063																								.020108	.6536009	.8207921	.3487557																								
1253	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate04_a07						2.8909692	.4547592	3.1247496	1.7556934	200	4	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1	1	1	1	1	1				1	7.66				-.1337651	-.3740064	.3959102	-.6869777																												.212713	.8933724	1.440477	.0268121																								
1195	.66	1	.66	1	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate04_a08					26.79807	3.2157972	.324828	.8927856	.28757047	208	12	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1	1	1	1	0	0				1	5.32				-.2746423	-2.733669	-1.112938	-.3938962	-.3103667	-2.852239	-1.040458	-.5701182																								-.5727043	-.8397127	-1.403634	.3487557																								
1254	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate04_b07					25.07379	3.735522	.5522076	3.6455412	1.6648817	201	5	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1.66	2	1	1	0	0				1	7.32				-.0376849	.130823	.3000078	.1536068	-.0684251	.0585568	.3865519	-.002645																								.6086134	1.078639	1.30318	.8161077																								
1196	1.66	2	2	2	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate04_b08						2.5661412	.324828	2.5295592	1.3470406	209	13	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	2	2	1	1	0	0			1	1	8.66				-.2760106	-1.112857	-.0585582	-1.047521																												-.5727043	.6536009	.9656395	-.2713833																								
1255	1	1	1	1	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate04_c07					18.86638	3.735522	.5846904	4.5383268	1.5589347	202	6	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1	1	0	0	0	0		0		1	5				-.0065704	1.007646	.1889702	.1496384	-.0253473	1.015334	.3105986	.0979223																								.7747242	1.531409	1.193636	.8161077																								
1049	1.322308	1.468531	2	2	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate04_d07					25.50486	3.8004876	.6171732	4.3151304	1.7556934	203	7	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	2	2	1	1	0	0			1	1	8.322308				.0245442	.7684876	.3806383	.2106357	-.0074991	.6838176	.4635178	.0497029																								.9444891	1.412666	1.440477	.9763784																								
1256	1.322308	1.468531	.9245283	1.031447	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate04_e07						4.6125576	.7471044	4.6871244	1.9675874	204	8	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1.66	2	1	1	1	1				1	7.906836				.1531071	1.124519	.5874417	1.018737																												1.440477	1.599878	1.734171	1.531409																								
1257	1	1	1.66	2	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate04_f07					11.71062	4.0928328	.7471044	5.8031064	1.891911	205	9	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1	1	1	1	1	1				1	7.66				.1517388	2.224539	.5066746	.4950443	.1463314	2.31828	.6676514	.5661359																								1.440477	2.111151	1.542325	1.351702																								
1258	1.66	2	1.66	2	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate04_g07					24.55651	4.06035	.81207	5.8775052	2.0735345	206	10	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1.66	2	1	1	0	0				1	7.98				.2153362	2.282975	.6832075	.4585932	.1844708	2.201094	.7697574	.3171784																								1.676793	2.177923	1.832715	1.272463																								
1259	1	1	2	2	2	2	OB_Mix2_181207_10dpf_tank02_lipids_plate04_h07					25.16001	3.8329704	.7795872	2.3807616	1.1805525	207	11	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	25	0	0	1	1	0	0	0	0		0	1	1	6				.1814851	-1.22973	-.2148651	.2272453	.1492062	-1.323018	-.1323774	.0770343																								1.564726	.5452792	.8444899	1.031857																								
1287	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_a09					21.02173	2.4037272	.4222764	1.3391784	.39351749	210	14	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	1	1	0	0				1	7.32				.0220702	.135088	-.2086421	-.6026607	.0202138	.1471098	-.237316	-.6600039																								.020108	-.2888094	-1.014885	-.4615765																								
1294	1.66	2	2	2	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_a10					16.10753	2.598624	.3897936	.8927856	.40865278	218	22	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	1	1	0	0			1	1	8.32				-.0213586	-.4390032	-.2342318	-.4395103	-.0153892	-.3875498	-.2394084	-.4051154																								-.1785529	-.8397127	-.9237529	-.2436697																								
1288	1.66	2	2	2	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_b09					23.09087	2.6960724	.3573108	1.4135772	.60541152	211	15	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	0	0	0	0		0	1	1	7.32				-.0442636	.1935245	-.0018387	-.3142838	-.0504121	.1744807	-.0429987	-.404811																								-.3773919	-.1956044	-.1921897	-.1785529																								
1295	1.66	2	2	2	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_b10					14.55568	2.111382	.2598624	.8927856	.6356821	219	23	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	2	2	0	0	0	0		0	1	1	7.66				-.1526581	-.4549655	-.0122931	-.9307207	-.143869	-.3860067	-.0091437	-.8692574																								-1.078639	-.8397127	-.0838759	-.7929491																								
1289	1.32	2	2	2	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_c09						3.3132456	.4547592	1.115982	.59027623	212	16	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	1	1	0	0			1	1	7.98				.0518165	-.120033	-.0220646	.2989211																												.212713	-.5413951	-.2505797	.4578519																								
1296	1	1	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_c10					19.29745	3.1508316	.4547592	1.7111724	.96865843	220	24	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1	1	0	0	1	1		0		1	6				.0408704	.347459	.3155926	.1047606	.0401183	.3495023	.2908947	.0885679																								.212713	.0469327	.6207572	.2679081																								
1290	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_d09					18.60774	2.7935208	.4547592	1.85997	.99892901	213	17	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	0	0	0	0		0		1	6.32				.0504483	.6079927	.3814975	-.224772	.0526483	.6424628	.364918	-.2382093																								.212713	.2161421	.6577556	-.0838759																								
1297	1.322308	1.468531	2	2	1.32	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_d10					11.79683	3.3132456	.3897936	1.115982	.39351749	221	25	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1	1	1	1	0	0			1		6.642308				-.0254634	-.2636937	-.264639	.2632063	-.0117124	-.16435	-.2468196	.3730679																								-.1785529	-.5413951	-1.014885	.4578519																								
1291	1.322308	1.468531	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_e09					21.97009	3.0209004	.4547592	1.3391784	.4994645	214	18	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1	1	1	1	1	1				1	7.322308				.04908	.0712388	-.1230576	-.0013607	.0444481	.0572966	-.1595561	-.0695007																								.212713	-.2888094	-.6577556	.1547666																								
1298	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_e10					14.29704	2.6960724	.3573108	1.4135772	.93838786	222	26	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	2	2	1	1	0	0				1	7.66				-.0593145	.0179392	.2751408	-.3579352	-.0507021	.0804351	.2779965	-.2884305																								-.3773919	-.1956044	.5413951	-.1785529																								
1292	1	1	0	0	1	1	OB_Mix2_181207_10dpf_tank03_lipids_plate05_f09					19.29745	2.8584864	.4547592	.5207916	.30270576	215	19	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1	1	1	1	0	0			0		4				.0477117	-.7631103	-.3249069	-.167743	.0481007	-.7445133	-.3466376	-.1901652																								.212713	-1.31901	-1.351702	-.0234599																								
1299	1.66	2	0	0	1	1	OB_Mix2_181207_10dpf_tank03_lipids_plate05_f10					19.46988	3.897936	.5197248	2.5295592	1.104876	223	27	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1	1	0	0	0	0		0	0		3.66				.1017312	1.117959	.4365383	.8399601	.0999558	1.107757	.409069	.824636																								.4840615	.6536009	.7612227	1.102939																								
1089	1.32	2	2	2	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_g09						2.7935208	.3897936	1.7111724	.30270576	216	20	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1	1	0	0	0	0		0	1	1	6.32				-.0186221	.4113082	-.3299976	-.2366769																												-.1785529	.0469327	-1.351702	-.0838759																								
1098	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_g10					18.9526	3.3457284	.487242	1.85997	.7567644	224	28	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	0	0	1	1		0		1	7.32				.0678802	.4324074	.0833361	.2837842	.0668924	.4258335	.0582464	.2783134																								.3666183	.2161421	.2230078	.5144293																								
1090	1.32	2	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_h09					19.98717	3.4431768	.487242	2.0831664	.98379372	217	21	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	2	2	0	0	0	0		0		1	6.32				.077458	.7673399	.3459998	.4090107	.0760359	.7700638	.319118	.3776038																								.3666183	.3882096	.645325	.6126513																								
1099	1.66	2	1.66	2	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate05_h10					17.40075	2.6960724	.3573108	1.7855712	.62054681	225	29	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	0	0	1	1		0		1	7.98				-.0634193	.3420463	-.0579721	-.3698401	-.0615874	.3529777	-.0747358	-.3482426																								-.3773919	.120934	-.1412144	-.1785529																								
1262	1.66	2	2	2	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate06_a11					16.16286	3.085866	.2923452	.8183868	.56000566	226	30	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	1	1	0	0			1	1	8.32				-.1297531	-.6411004	-.1236039	.0159852	-.1257182	-.6168751	-.1338461	.0594267																								-.8114413	-.9288995	-.3918255	.2230078																								
1263	1	1	2	2	1	1	OB_Mix2_181207_10dpf_tank03_lipids_plate06_b11					12.50357	1.8515196	.2923452	.5951904	.22702932	227	31	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	0	0	0	0		0	1		5.66				-.1311214	-.8802591	-.4616708	-1.22233	-.1201277	-.8102598	-.4514742	-1.116752																								-.8114413	-1.221425	-1.599878	-.9982012																								
1264	1	1	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate06_c11					15.44885	2.8909692	.4547592	1.5623748	.86271142	228	32	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1	1	0	0	.66	1		0		1	5.66				.0299243	.070963	.1689206	-.1868483	.0349052	.0981443	.1615954	-.129034																								.212713	-.0670724	.3882096	.0268121																								
1056	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate06_d11					21.60717	3.3132456	.4547592	1.115982	.68108796	229	33	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	1	1	0	0				1	7.32				.0285561	-.3913921	-.0177935	.2314598	.0212135	-.4501275	-.0611079	.1880471																								.212713	-.5413951	.0603566	.4578519																								
1265	1	1	1.66	2	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate06_e11					16.16286	3.3457284	.487242	1.2647796	.68108796	230	34	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	0	0	1	1		0		1	7.32				.0596706	-.2585568	-.0228841	.2599743	.0627927	-.2475745	-.0355001	.3083995																								.3666183	-.3918255	.0603566	.5144293																								
1266	2	2	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate06_f11					16.87687	3.085866	.4547592	1.7855712	.81730555	231	35	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1	1	0	0	0	0	1	0		1	6				.0258196	.2462725	.1082429	-.0038564	.027311	.2443666	.0909296	.0339338																								.212713	.120934	.341642	.2230078																								
1267	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank03_lipids_plate06_g11					16.69837	3.1508316	.4222764	1.3391784	.72649382	232	36	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1.66	2	0	0	0	0		0		1	6.32				-.0080315	-.2160826	.0123405	.0571409	-.0064177	-.2189049	-.0045403	.0991472																								.020108	-.2888094	.1819589	.2679081																								
1268	1.32	2	.66	1	1	1	OB_Mix2_181207_10dpf_tank03_lipids_plate06_h11					19.3759	2.4686928	.2923452	.743988	.56000566	233	37	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	26	0	0	1	1	1	1	0	0					4.98				-.139331	-.8272353	-.1592383	-.6289662	-.1432041	-.869284	-.192102	-.6302674																								-.8114413	-1.02051	-.3918255	-.3882096																								
1301	1.322308	1.468531	.9245283	1.031447	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_a01					19.1974	4.06035	.3897936	.8183868	.62054681	237	41	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	.06666667	.06666667	1.66	2	1	1	0	0				1	6.973503				-.0324368	-.8590468	-.2340183	.7546636	-.0380411	-.8866965	-.2560669	.7178543																								-.1785529	-.9288995	-.1412144	1.272463																								
1308	.66	1	1	1	1	1	OB_Mix2_181207_10dpf_tank04_lipids_plate07_a02					15.80585	3.8004876	.5197248	2.5295592	1.1956878	245	49	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1	1	1	1	0	0					4.66				.0865483	.7244272	.3003977	.4630547	.0857793	.7157846	.2930947	.4926469																								.4840615	.6536009	.8541026	.9763784																								
1302	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_b01					17.59088	1.948968	.2923452	1.0415832	.66595267	238	42	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1.66	2	1	1	0	0				1	7.32				-.1312535	-.6518127	-.193703	-1.360687	-.1339307	-.6612238	-.2071115	-1.369518																								-.8114413	-.6412036	.0134048	-.9084579																								
1309	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_b02					19.01889	2.6635896	.2923452	1.2647796	.84757613	246	1	6									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1.66	2	1	1	0	0				1	7.32				-.0451884	-.2894273	.0614992	-.2594681	-.0460945	-.3012296	.0572643	-.267874																								-.8114413	-.3918255	.3773919	-.212713																								
1303	1	1	1.66	2	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_c01					15.80585	3.24828	.4222764	1.4135772	.81730555	239	43	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1.66	2	1	1	1	1				1	8.32				-.0026905	-.295781	-.0474408	-.065343	-.0020902	-.2845591	-.051183	-.0432262																								.020108	-.1956044	.341642	.3773919																								
1310	1	1	0	0	1	1	OB_Mix2_181207_10dpf_tank04_lipids_plate07_c02					18.39414	2.8260036	.3573108	2.5295592	.90811728	247	2	6									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1	1	0	0	0	0		0	0		3				.0184089	.95939	.1169497	-.1010224	.0185017	.9526573	.1157123	-.0977867																								-.3773919	.6536009	.4504217	-.0569997																								
1304	1	1	0	0	1.32	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_d01					15.89511	3.1508316	.4222764	2.4551604	.93838786	240	44	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1	1	1	1	1	1			0		5.32				-.0040588	.7298399	.0685509	-.1667597	-.0038619	.7365539	.0637022	-.1448821																								.020108	.5845898	.5413951	.2679081																								
1311	1	1	.66	1	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_d02					14.55634	3.5406252	.4547592	2.8271544	1.1200113	248	3	6									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	2	2	0	0	0	0		0		1	5.66				.114489	1.241023	.3237531	.6096309	.1218912	1.282459	.3439804	.6779724																								.212713	.7792561	.7792561	.691415																								
1305	1	1	0	0	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_e01					18.12638	3.5406252	.487242	1.487976	.93838786	241	45	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1	1	0	0	1	1		0	0	1	5				.0595386	-.2533068	.0634603	.2190656	.0551249	-.2798333	.0451936	.2050612																								.3666183	-.1344482	.5413951	.691415																								
1312	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_e02					3.756961	3.1833144	.324828	1.0415832	.80217026	249	4	6									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1	1	1	1	0	0				1	6.66				-.0168104	-.5605106	.0008214	.2483518	.0115738	-.3775259	.0825261	.4976381																								-.5727043	-.6412036	.3133554	.3098375																								
1306	1	1	1.66	2	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_f01					18.84039	2.598624	.324828	1.9343688	.93838786	242	46	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1	1	0	0	1	1		0		1	6.66				-.1042437	.1771237	.0583696	-.7269039	-.1102879	.137709	.0354057	-.7515433																								-.5727043	.292305	.5413951	-.2436697																								
1313	1.322308	1.468531	0	0	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_f02					22.14268	2.761038	.2598624	1.3391784	.77189969	250	5	6									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1	1	1	1	1	1			0	1	6.322308				-.0831443	-.2788777	-.0345398	-.177893	-.0910984	-.3458246	-.0591028	-.2332943																								-1.078639	-.2888094	.2644362	-.117559																								
1107	1.66	2	1	1	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_g01					16.43061	3.735522	.487242	1.85997	.92325257	243	47	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1.66	2	1	1	0	0				1	7.32				.056802	.0867626	.0381437	.4060258	.0552624	.0763612	.0284368	.4227303																								.3666183	.2161421	.4840615	.8161077																								
1116	1.32	2	1	1	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_g02					20.26841	2.3712444	.3573108	1.85997	.80217026	251	6	6									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1.66	2	1	1	0	0				1	6.98				.0129359	.2259516	-.0093598	-.5716549	.0084346	.1808349	-.0237437	-.5946229																								-.3773919	.2161421	.3133554	-.5259392																								
1108	1	1	1	1	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_h01					8.844272	2.6960724	.324828	1.2647796	.62054681	244	48	5									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1	1	0	0	1	1		0		1	6				-.1069802	-.5243901	-.2696526	-.6373922	-.0938482	-.4363412	-.2363496	-.4932069																								-.5727043	-.3918255	-.1412144	-.1785529																								
1117	1.66	2	.9245283	1.031447	2	2	OB_Mix2_181207_10dpf_tank04_lipids_plate07_h02					19.7329	2.9884176	.3573108	.743988	.42378806	252	7	6									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	27	0	0	1	1	0	0	0	0		0		1	5.584528				.0115676	-.9059927	-.3928326	.04155	.0078899	-.947237	-.4047321	.0287385																								-.3773919	-1.02051	-.8735691	.1108129																								
1315	1.66	2	.9245283	1.031447	2	2	OB_Mix2_181207_10dpf_tank05_lipids_plate09_a05					16.07361	2.43621	.3573108	1.1903808	.59027623	263	18	6									60	1																													10	0	OB_POP2	insH2B_lfabp	1	0	0	28	0	0	1.66	2	1	1	0	0				1	7.244528				-.0389124	-.3044528	-.0815348	-.6044952	-.0392853	-.3577869	-.1050422	-.548308																								-.3773919	-.4615765	-.2505797	-.4282774																								
