barcode	irs1_D	irs1_G	sh2b1_D	sh2b1_G	sim1b_D	sim1b_G	filename_zebrafish	bin_liver	obj_liver	bin_beta	obj_beta	protein	ldl	tc	tg	gluc	Löpnr	pos_bio	batch_bio	area_insexpr	bld	bodyfat	N_beta_cells	beta_cell_volume	mean_mean_insexpr	LiverArea	NrofSpots	batch	tod	annotationquality_lipids	ExperimentName	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	ROI_edge	AnnotationQuality_bc_moving	AnnotationQuality_bc_cut	length	Border_size_length	dorsal_area	lateral_area	Border_size_lateral	NrLipids	LiverRefinedArea	LipidArea	AverageLipidsIntensity	AverageLipidsBGIntensity	age	Imaged	Exp	line	energy	cholesterol	glucose	tank	bdnf_D	bdnf_G	irs2a_D	irs2a_G	irs2b_D	irs2b_G	sim1a_D	sim1a_G	irs1_homo	irs2b_homo	sh2b1_homo	sim1b_homo	score2	length_Res	dorsal_area_Res	lateral_area_Res	tc_Res	tg_Res	gluc_Res	ldl_Res	tc_Res1	tg_Res1	gluc_Res1	ldl_Res1	N_beta_cells_Res1	beta_cell_volume_Res1	NrCells_Res1	Volume_Res1	CellVolume_Av_Res1	CellVolume_Stdev_Res1	CellInt_Av_Res1	CellInt_Stdev_Res1	IV_Res1	ISA_Res1	IED_Res1	IPAL1_Res1	IPAL2_Res1	IPAL3_Res1	NrofSpots_Res1	LiverArea_Res1	NrLipids_Res1	LiverRefinedArea_Res1	LipidArea_Res1	AverageLipidsIntensity_Res1	beta_cell_volume_Res2	mean_mean_insexpr_Res1	mean_mean_insexpr_Res2	inttc	inttg	intgluc	intldl	intlength	intdorsal_area	intlateral_area	intN_beta_cells	intbeta_cell_volume	intmean_mean_insexpr	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3	intNrofSpots	intLiverArea	intNrLipids	intLiverRefinedArea	intLipidArea	intAverageLipidsIntensity
1001	1.563765	1.811765	1.018702	1.168142	1.714426	1.740437	OB_Mix2_181002_10dpf_tank01_0800_plate01_a01	0	0	0	0						1	1	1	12556.16	15.268338	1	30	51018	13.977533	15183	3	54	0	9	OB_POP2_0800_plate01_a01	111744	3605	2308	89	21	31	1	862110	53826	79	126	112	50	0			4251.783	0	1137731	1533822	0	80	129349	7482	170.91032	185.69865	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	.11111111	.11111111	2	2	1.66	2	.29635884	.29815303					8.364363	-102.3266	41305.59	25107.98									.2175701	136.5159	-4.797491	-73550.41	-1542.698	-1490.407	-8.057077	-.030792	-478269.7	-24440.33	-14.51546	-44.46639	-18.50644	-6.332418	-46.98182	3219.453	-40.92381	21929.66	-2232.288	30.62251	87.08064	-6.159947	-5.917702					-.2069851	.0301645	-.2711166	-.0836517	.3071488	-1.229064	-.6844819	-2.287753	-2.109277	-2.285338	-.8103805	.1232631	-1.567112	-1.654129	-1.444017	-2.190596	-1.001768	-.838235	-1.375744	.3784534	-.188425	.4096466	.1400924	2.104601
1008	1.563765	1.811765	1.018702	1.168142	1.66	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_a02	0	0	0	0						9	9	1	20099.47	0	1	38	72543	20.464689	11212	10	54	0	0	OB_POP2_0800_plate01_a02	193977	5705	4476	94	19	34	1	1422940	81345	106	161	138	58	0			4167.995	0	1119218	1523923	0	120	96046	8438	114.80563	104.18142	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	.11111111	.11111111	2	2	0	0	.29635884	.29815303		0			6.649937	-186.1152	54804.45	62497.4									8.21757	21661.52	-1.797491	8682.585	557.3021	677.5933	-3.057077	-2.030792	82560.27	3078.669	12.48454	-9.46639	7.493557	1.667582	-39.98182	-751.5472	-.9238111	-11373.34	-1276.288	2.916841	12874.43	6.866991	4.041117					-.6702661	-.1243104	-.3431218	1.118176	1.878466	-.1759701	-.2117803	.4379916	.835965	.7359133	-.4423612	-.522581	.4033254	.3522063	1.16586	-.3019919	.4643387	.386175	-.6935959	-.6473178	.4319732	-.8233199	.2723849	.188425
1002	1.563765	1.811765	1.018702	1.168142	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_b01	0	0	0	0						2	2	1	12090.26	0		20	33216	9.4568222			54	0	0	OB_POP2_0800_plate01_b01	131649	5266	4384	100	23	25	1	850254	53236	86	132	99	54	0			4228.249	0	1035059	1432915	0						10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	1	1	1	1	1	1				1	7.582467	-125.8608	-52374.72	-62516.78									-9.78243	-17665.48	-10.79749	-53645.41	118.302	585.5933	2.942923	1.969208	-490125.7	-25030.33	-7.515463	-38.46639	-31.50644	-2.332418							-6792.859	-11.08458	-7.955739					-.3115582	-1.009293	-.8563923	-1.622194	-1.229064	-2.040809	-1.737616	-1.623744	.2533471	.6155121	.075429	.7777628	-1.686123	-1.794178	-.7251591	-1.879864	-1.737616	-.2036749						
1009	1.563765	1.811765	1.018702	1.168142	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_b02	0	0	0	0						10	10	1	20099.47	0	0	23	42139	13.755333	9977	59	54	0	0	OB_POP2_0800_plate01_b02	149232	4145	3555	100	20	36	1	949345	60142	91	144	103	56	0			4163.619	0	982691.6	1339246	0	112	88355	8146	98.544267	121.28297	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	1	1	1	1	0	0				1	6.582467	-190.4907	-80050.39	-119710.3									-6.78243	-8742.484	.2025089	-36062.41	-1002.698	-243.4067	2.942923	-1.030792	-391034.7	-18124.33	-2.515463	-26.46639	-27.50644	-.3324182	9.018179	-1986.547	-8.923811	-19064.34	-1568.288	-19.30237	-1146.478	.1576353	1.587695					-.7130635	-1.531409	-1.399564	-1.103428	-.4972006	-1.299855	.0993176	-.838235	-1.377836	-.3930704	.075429	-.1955828	-1.12013	-1.320378	-.3103049	-1.283357	-1.594789	.1152741	.1178756	-1.178478	.3294073	-1.143774	.230202	-.2582738
1003	1.32	2	1.32	2	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_c01	0	0	0	0						3	3	1	12090.26	0	0	16	35326	13.203844	13902	66	54	0	9	OB_POP2_0800_plate01_c01	149388	5746	6003	102	20	26	1	949677	62521	78	151	125	70	0			4495.715	0	1192969	1617263	0	207	123037	12177	128.039	125.1781	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	1	1	2	2	.66	1	0	0				1	8.3	141.605	3349.975	-29121.27									-13.78243	-15555.48	-9.797491	-35906.41	598.3021	2204.593	4.942923	-1.030792	-390702.7	-15745.33	-15.51546	-19.46639	-5.506443	13.66758	16.01818	1938.453	86.07619	15617.66	2462.712	8.835374	-314.0356	-7.337557	-3.073802					.9408647	.5845898	.4094741	-2.040809	-1.088917	-1.337828	-1.540585	-.8270162	.8819982	1.979403	.2566249	-.1955828	-1.105398	-1.12013	-1.553712	-.9079133	-.2525281	1.669912	.1927114	.0134408	1.568143	.188425	.9875572	.7134886
1010	1.563765	1.811765	1.66	2	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_c02	0	0	0	0						11	11	1	17030.66	13.571856	0				10219	170	54	0	6	OB_POP2_0800_plate01_c02							1							0	1		4169.613	0	1010954	1419068	0	151	84358	14647	128.16183	169.73454	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	.11111111	.11111111	2	2	1	1	0	0				1	8.334876	-184.497	-54077.9	-43270.61																							120.0182	-1744.547	30.07619	-23061.34	4932.712	-6.564391								-.6618544	-1.207414	-.9821471																.7955847	-1.076953	.8185495	-1.334423	1.441454	.7223022
1004	1.563765	1.811765	0	0	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_d01	0	0	0	0						4	4	1	11251.62	0	0	37	41943	16.893044	7135	4	54	0	0	OB_POP2_0800_plate01_d01	213427	6467	5810	103	23	33	1	1187485	78165	87	181	122	62	1			3896.345	15	1134142	1542465	25						10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	1	1	1	1	1	1			0	1	6.563765	-110.5107	14470.59	35355.46									7.21757	-8938.484	-2.797491	28132.59	1319.302	2011.593	5.942923	1.969208	-152894.7	-101.3307	-6.515463	10.53361	-8.506443	5.667582	-45.98182	-4828.547					-16633.36	-4.375424	-5.981225					-1.573551	-.0167563	-.2215586	.9299809	-.5152917	-.7383242	-.3733866	.9321368	1.565523	1.752908	.3691374	.7777628	-.3776425	.1392653	-.6206801	.6110911	-.5089896	.838235	-1.185234	-2.650264				
1011	1	1	0	0	0	0	OB_Mix2_181002_10dpf_tank01_0800_plate01_d02	0	0	0	0						12	12	1	16236.13	0	0	31	44905	22.578956	12915	3	54	0	0	OB_POP2_0800_plate01_d02	172246	5220	4515	112	22	33	1	1263016	77279	93	167	127	58	1			4480.378	6	1292620	1770657	7	146	127239	13753	167.32903	154.01209	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	1	1	1	1	0	0			0	0	3	265.1702	45243.56	77209.07									1.21757	-5976.484	-2.797491	-13048.42	72.30204	716.5933	14.94292	.969208	-77363.73	-987.3307	-.5154628	-3.46639	-3.506443	1.667582	-46.98182	951.4528	25.07619	19819.66	4038.712	38.0802	-7118.125	5.63188	5.200956					.8796808	1.48947	1.56404	.0836517	-.2165341	.1921572	-.3733866	-.1553032	.167894	.7676836	1.028324	.4467393	-.0595279	.0674763	-.0873671	-.0079325	-.1553032	.386175	-1.375744	-.2236158	.7401003	.3222245	1.226239	1.902811
1005	1.32	2	0	0	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_e01	0	0	0	0						5	5	1	11251.62	0	0	33	37887	27.049711	14675	2	54	0	0	OB_POP2_0800_plate01_e01	208405	5210	3407	96	18	40	1	1369871	86761	95	169	135	61	0			4446.578	0	1240911	1677377	0	177	129991	13586	107.06684	107.71725	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	1	1	1	1	1	1			0	1	6.32	92.46831	70063.94	58724.18									3.21757	-12994.48	4.202509	23110.59	62.30204	-391.4067	-1.057077	-3.030792	29491.27	8494.669	1.484537	-1.46639	4.493557	4.667582	-47.98182	2711.453	56.07619	22571.66	3871.712	-6.053769	-16320.54	5.781243	5.310358					.695792	1.066725	.8865106	.3576104	-.835965	.9423143	.7303277	.8159006	.1598289	-.5125299	-.2730561	-.8270162	.2771752	.7097679	.1352616	.1033042	.2936997	.7407241	-1.703514	.2582076	1.197843	.4319732	1.197843	-.0238425
1012	1.32	2	1	1	1.32	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_e02	0	0	0	0						13	13	1	16236.13	0	0	26	45850	21.437978	12452	121	54	0	0	OB_POP2_0800_plate01_e02	161176	4605	4125	100	26	35	1	1257659	70737	85	178	142	51	0			4537.867	0	1146912	1588074	0	157	106348	16419	155.82072	208.09257	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	1	1	2	2	1.66	2	0	0					8.3	183.7569	-58811.29	-82100.35									-3.78243	-5031.484	-.7974911	-24118.41	-542.6979	326.5933	2.942923	4.969208	-82720.73	-7529.331	-8.515463	7.53361	11.49356	-5.332418	71.01818	488.4528	36.07619	-1071.34	6704.712	7.731311	-712.0954	4.490903	5.478622					1.087351	.117559	.1725391	-.6472652	-.1356936	-.0318356	-.0674763	-.4643387	-.6472652	.3545457	.075429	1.478625	-.075429	-.3691374	-.8609955	.4731924	.6794774	-.6744897	.5274873	-.2861034	.9230555	-.3875223	1.616537	1.523165
1006	1.563765	1.811765	1	1	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_f01	0	0	0	0						6	6	1	11251.62	0	0				11522	19	54	0	2	OB_POP2_0800_plate01_f01							1							0	1		3851.402	13	1037452	1425349	20	131	100687	9846	170.68426	167.69339	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	2	2	1	1	0	0				1	7.563765	-201.7546	-43843.3	-16596.48																							-30.98182	-441.5472	10.07619	-6732.339	131.7117	36.66914								-1.795459	-.9763784	-.9070439																-.3929316	-.5274873	.5791321	-.6448541	.6116628	2.045954
1013	1.563765	1.811765	1.66	2	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_f02	0	0	0	0						14	14	1	16236.13	0	0				9470	14	54	0	0	OB_POP2_0800_plate01_f02							1							0		1	4190.094	0	1040652	1413236	0	84	81626	6673	94.78078	84.936816	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	.11111111	.11111111	2	2	1	1	0	0				1	8.334876	-164.0156	-32204.97	-60661.82																							-35.98182	-2493.547	-36.92381	-25793.34	-3041.288	-10.40357								-.5642549	-.9237529	-1.02766																-.5121028	-1.375744	-.133217	-1.441454	-.0306565	-.4469775
1197	1.563765	1.811765	.66	1	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_g01	0	0	0	0						7	7	1	20099.47	0	0	37	55088	13.293844	9611	111	54	0	0	OB_POP2_0800_plate01_g01	222387	4633	4217	102	27	48	1	1649282	85392	108	157	137	61	0			4446.5	0	1050761	1441947	0	89	80166	8317	127.44402	151.68494	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	.11111111	.11111111	2	2	0	0	0	0		0		1	6.334876	92.39067	-120056.5	-176661.8									7.21757	4206.516	12.20251	37092.59	-514.6979	418.5933	4.942923	5.969208	308902.3	7125.669	14.48454	-13.46639	6.493557	4.667582	61.01818	-2352.547	-31.92381	-27253.34	-1397.288	-.9940706	-3488.361	-.3038536	-2.845998					.6872337	-.8349545	-.8174022	.9299809	.5706248	-1.318604	1.669912	1.105398	-.5989498	.4409687	.2566249	1.794178	1.197754	.6206801	1.349379	-.5546795	.4033254	.7407241	.4331864	-1.309549	.0102174	-1.616537	.2582738	.6960252
1206	1.563765	1.811765	1.66	2	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_g02	0	0	0	0						15	15	1	16236.13	22.902507	0	18	33739	16.655533	9081	36	54	0	8	OB_POP2_0800_plate01_g02	160421	5175	4303	101	22	31	1	1069129	64697	93	166	109	51	0			4112.678	0	1037691	1408212	0	68	86872	5161	92.223516	88.56345	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	1	1	1	1	1	1				1	8.223764	-241.4316	-5588.944	-21994.2									-11.78243	-17142.48	-4.797491	-24873.41	27.30204	504.5933	3.942923	.969208	-271250.7	-13569.33	-.5154628	-4.46639	-21.50644	-5.332418	-13.98182	-2882.547	-52.92381	-20547.34	-4553.288	-14.22428	-4085.448	-.2915418	2.966009					-.9408647	-.9656395	-1.051235	-1.902217	-1.212302	-.7700506	-.6844819	-.4999808	.0956362	.5308231	.1633369	.4467393	-.6794774	-.9321368	-.0873671	-.0436419	-1.181657	-.6744897	-.1144928	-1.598555	-.4059455	-1.197843	-.4245076	-.5630959
1198	2	2	1.32	2	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_h01	0	0	0	0						8	8	1	20099.47	0	0	27	51306	15.324467	10553	3	54	0	0	OB_POP2_0800_plate01_h01	141566	5445	3609	95	15	26	1	944242	62657	81	181	118	48	0			4105.531	0	1044121	1408870	0	84	90484	5486	152.10077	174.52939	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	.11111111	.11111111	2	2	1	1	0	0	1			1	8.431111	-248.5791	3571.811	-17302.3									-2.78243	424.5159	-9.797491	-43728.41	297.302	-189.4067	-2.057077	-6.030792	-396137.7	-15609.33	-12.51546	10.53361	-12.50644	-8.332418	-46.98182	-1410.547	-36.92381	-16935.34	-4228.288	15.70412	3651.698	1.726769	2.021913					-.9620559	-.8834275	-1.039376	-.4972006	.3491401	-1.00627	-1.540585	-1.07663	.4482563	-.2956257	-.3522063	-1.903602	-1.197754	-1.090901	-1.265489	.6110911	-.7564706	-1.105398	-1.375744	-.901557	-.133217	-1.021399	-.3222245	1.403976
1207	1.563765	1.811765	0	0	2	2	OB_Mix2_181002_10dpf_tank01_0800_plate01_h02	0	0	0	0						16	16	1	16236.13	0	0	29	36794	14.652156	14659	4	54	0	0	OB_POP2_0800_plate01_h02	191912	5483	3825	106	19	35	1	1323189	83111	88	168	139	56	0			4463.84	0	1233554	1687605	0	179	128581	13476	148.05702	143.61146	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	1	1	0	0	0	0		0	0	1	4.563765	109.7305	56111.78	59209.97									-.7824299	-14087.48	-.7974911	6617.585	335.302	26.59327	8.942923	-2.030792	-17190.73	4844.669	-5.515463	-2.46639	8.493557	-.3324182	-45.98182	2695.453	58.07619	21161.66	3761.712	22.43157	-13044.71	-2.294919	-2.158386					.779842	.9763784	.960137	-.2246877	-.9547927	-1.088917	-.0674763	.3522063	.5244005	.0599075	.6158785	-.522581	.1152741	.4910123	-.5454515	.0396722	.51804	.1152741	-1.185234	.2512659	1.211919	.38019	1.184	1.286211
1015	1.563765	1.811765	1	1	1.714426	1.740437	OB_Mix2_181002_10dpf_tank01_0900_plate02_a03	0	0	0	0						17	17	1	14239.58	0	0				10301	109	54	1	9	OB_POP2_0900_plate02_a03							1							0	1		4015.865	6	984934.7	1381654	0	85	87375	9086	118.55254	156.42026	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	1	1	2	2	1.66	2	0	0					8.938191	-199.343	-84974.43	6087.587																							59.01818	-1662.547	-35.92381	-20044.34	-628.2883	-11.53525								-1.218278	-1.510107	-1.207091																.4148057	-1.03013	-.0955058	-1.170381	.439463	.3583135
1016	1	1	1	1	1	1	OB_Mix2_181002_10dpf_tank01_0900_plate02_b03	0	0	0	0						18	18	1	14239.58	41.563809	0	46	80635	19.503933	10606	4	54	1	0	OB_POP2_0900_plate02_b03	206785	4595	3843	73	17	45	1	2062906	94536	119	190	151	61	0			4213.156	3	1099569	1561277	0	164	94388	15067	113.77577	122.21366	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	1	1	0	0	0	0		0			4	-71.50279	-13906.87	74363.17									16.21757	29753.52	9.202509	21490.59	-552.6979	44.59327	-24.05708	-4.030792	722526.3	16269.67	25.48454	19.53361	20.49356	4.667582	-45.98182	-1357.547	43.07619	-13031.34	5352.712	-4.395104	12228.79	.8259161	-3.649652					-.4270336	-.3523192	-.0756142	1.902217	2.286548	-.3746289	1.359303	.783141	-.6571085	.0679067	-1.879864	-1.127589	2.190596	1.214168	2.287753	1.083738	1.16586	.7407241	-1.185234	-.8815576	1.021399	-.8821099	1.460977	.1607598
1017	1.563765	1.811765	1.32	2	1.714426	1.740437	OB_Mix2_181002_10dpf_tank01_0900_plate02_c03	0	0	0	0						19	19	1	13513.39	0	0	35	74399	23.396556	16836	3	54	1	9	OB_POP2_0900_plate02_c03	183744	4711	2831	99	16	39	1	1529865	85122	100	184	140	48	1			4646.185	2	1415240	1914272	0	101	154032	9355	204.64992	201.60538	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	1	1	2	2	1	1	0	0					8.598191	338.3758	146927.7	182965									5.21757	23517.52	3.202509	-1550.415	-436.698	-967.4067	1.942923	-5.030792	189485.3	6855.669	6.484537	13.53361	9.493557	-8.332418	-46.98182	4872.453	-19.92381	46612.66	-359.2883	58.82052	18007.05	4.088958	2.811258					1.597227	3.002946	2.995525	.6084982	1.980752	.3322738	.5873599	.13126	-.5062254	-1.298058	-.0198322	-1.478625	.8270162	.601558	.6449072	.7148795	.5732791	-1.105398	-1.375744	.7955847	.1988357	1.226239	.5003228	2.998021
1018	1.563765	1.811765	.66	1	2	2	OB_Mix2_181002_10dpf_tank01_0900_plate02_d03	0	0	0	0						20	20	1	12009.86	0	0	31	83135	18.386044	12616	12	54	1	0	OB_POP2_0900_plate02_d03	204048	4745	3320	99	22	43	1	1857711	100450	94	250	156	37	1			4654.063	8	1332726	1813335	0	128	121407	10039	110.4628	114.59539	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	2	2	.66	1	0	0				1	6.883765	485.1557	-2212.829	77581.65									1.21757	32253.52	7.202509	18753.59	-402.698	-478.4067	1.942923	.969208	517331.3	22183.67	.4845372	79.53361	25.49356	-19.33242	-37.98182	652.4528	7.076189	13987.66	324.7117	-5.054018	31111.88	-2.225056	-2.208725					1.621835	1.765141	1.821748	.0836517	2.592656	-.5427505	1.041878	.6995999	-.4570723	-.5963291	-.0198322	.4467393	1.719942	1.686123	.0158654	2.951284	1.478625	-2.730225	-.5783873	-.2651619	.5511633	.1263479	.6364909	.0647544
1019	1.32	2	1.018702	1.168142	2	2	OB_Mix2_181002_10dpf_tank01_0900_plate02_e03	0	0	0	0						21	21	1	12577.49	0	0	31	55862	23.243422	12934	9	54	1	9	OB_POP2_0900_plate02_e03	196581	5313	4203	100	23	37	1	1466931	79846	105	156	132	60	0			4703.443	0	1317294	1812886	0	189	119487	15777	116.39052	121.0602	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	2	2	1.66	2	0	0				1	7.998702	349.333	48311.72	49264.23									1.21757	4980.516	1.202509	11286.58	165.302	404.5933	2.942923	1.969208	126551.3	1579.669	11.48454	-14.46639	1.493557	3.667582	-40.98182	970.4528	68.07619	12067.66	6062.712	-1.37851	3838.875	3.124439	3.080698					1.867527	1.650061	1.786783	.0836517	.6769894	.2905068	.260726	.4910123	.3155015	.4321876	.075429	.7777628	.5920793	.2689415	1.083738	-.6400318	.13126	.6206801	-.7547448	-.2167307	1.318011	.0511084	1.545263	.2865505
1020	1.563765	1.811765	0	0	2	2	OB_Mix2_181002_10dpf_tank01_0900_plate02_f03	0	0	0	0						22	22	1	12009.86	0	0	25	41271	16.721156	9152	109	54	1	0	OB_POP2_0900_plate02_f03	151979	5241	5414	88	25	29	1	1075015	68352	81	153	145	60	0			3921.643	5	1036854	1364039	22	108	79701	11126	137.23439	179.2669	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	1	1	0	0	0	0		0	0	1	4.563765	-316.7157	13545	-133468.8									-4.78243	-9610.484	-6.797491	-33315.41	93.30204	1615.593	-9.057077	3.969208	-265364.7	-9914.331	-12.51546	-17.46639	14.49356	3.667582	59.01818	-2811.547	-12.92381	-27718.34	1411.712	-.8127256	-4198.89	-3.889945	-2.171241					-1.48669	-.987231	-1.250933	-.7916386	-.5612851	-.7593904	-1.083738	-.7512011	.2165341	1.440657	-.9019402	1.189667	-.6695188	-.5639549	-1.265489	-.8495603	.8214458	.6206801	.4148057	-1.530046	.2512376	-1.642225	.8043486	.9656105
1215	1.563765	1.811765	1.32	2	2	2	OB_Mix2_181002_10dpf_tank01_0900_plate02_g03	0	0	0	0						23	23	1	17506.92	0	0	42	74822	12.589244	11272	12	54	1	9	OB_POP2_0900_plate02_g03	254219	5188	4407	65	17	49	1	1904289	105702	97	209	157	59	0			4381.237	0	1113416	1575991	0	134	94689	11514	77.997052	96.091322	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	2	2	.66	1	0	0				1	7.543765	27.127	-32466.87	-5783.927									12.21757	23940.52	13.20251	68924.59	40.30204	608.5933	-32.05708	-4.030792	563909.3	27435.67	3.484537	38.53361	26.49356	2.667582	-37.98182	-691.5472	13.07619	-12730.34	1799.712	-31.07331	10784.61	-3.256103	-6.94253					.3904057	-.1921897	.0756142	1.607538	2.040809	-1.420179	1.755851	1.794178	.1036334	.6349244	-2.730225	-1.127589	1.879864	1.928464	.3311829	1.719942	1.553712	.4954916	-.5783873	-.6390534	.6198962	-.872103	.8621827	-1.143774
1216	1.563765	1.811765	1	1	2	2	OB_Mix2_181002_10dpf_tank01_0900_plate02_h03	0	0	0	0						24	24	1	17506.92	0	0	15	29526	15.666556	15945	25	54	1	0	OB_POP2_0900_plate02_h03	363626	8081		81	26	45	1	1968408	121540	103	233	161	52	0			4567.991	0	1301622	1731000	0	40	141606	2756	76.211098	199.43794	10	1	OB_POP2	insH2B_lfabp	1	0	0	1	0	0	2	2	1	1	1	1				1	8.563765	213.8809	84389.93	43824.85									-14.78243	-21355.48	9.202509	178331.6	2933.302		-16.05708	4.969208	628028.3	43273.67	9.484537	62.53361	30.49356	-4.332418	-24.98182	3981.453	-80.92381	34186.66	-6958.288	-68.86321	-5021.83	-.1787921	3.795461					1.292348	1.510107	1.281552	-2.147594	-1.513476	-.9423143	1.359303	2.951284	2.411822		-1.490564	1.478625	1.982097	2.593745	.8438841	2.287753	2.042124	-.5135096	-.2477995	.5665123	-1.130769	.8233199	-1.068431	-1.286211
1022	1.563765	1.811765	0	0	1	1	OB_Mix2_181002_10dpf_tank02_1000_plate03_a05	0	0	0	0						25	25	1	17506.92	0	0	41	73757	18.524422	19236	253	54	2	0	OB_POP2_1000_plate03_a05	218532	4460	3691	84	21	49	1	1968602	116143	110	183	144	78	0			4579.225	0	1286220	1722776	0	214	161154	13390	101.189	131.37267	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	1	1	0	0	1	1		0	0		4.563765	140.2849	52930.6	17965.53									10.10978	22388.77	11.69216	24821.26	-700.1361	-107.4067	-14.55194	-.030792	471408.7	32883.54	11.99342	12.14826	13.49356	18.00184	173.9686	5211.977	96.25218	37654.96	4856.703	-2.163743	10826.96	.7408852	-1.902539					1.357157	1.394716	1.192981	1.488922	1.927091	-.4972006	1.755851	1.035077	-.835965	-.1563005	-1.274372	.1232631	2.042124	2.287753	1.553712	.6645644	.7459524	2.412978	1.375744	1.309549	1.629246	1.460977	1.143774	-.1607598
1029	1	1	0	0	1	1	OB_Mix2_181002_10dpf_tank02_1000_plate03_a06	0	0	0	0						33	33	1	20249.28	0	1	38	59132	14.326867	16360	12	54	2	4	OB_POP2_1000_plate03_a06	253168	5754	3615	103	20	44	1	1886801	105503	104	201	157	59	0			4786.168	0	1384435	1859273	0	77	145358	4975	101.56947	178.27392	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	0	0	1	1	1	1	1	1			0		5	347.2282	72083.01	37667.26									7.109777	7763.771	6.692156	59457.26	593.8639	-183.4067	4.448055	-1.030792	389607.7	22243.54	5.99342	30.14826	26.49356	-.9981564	-67.03143	2335.977	-40.74782	21858.96	-3558.297	-18.12276	-521.4243	-1.079144	-3.161597					2.254042	2.177923	2.168285	1.118176	.9057289	-1.148424	1.214168	1.755851	.8938006	-.278987	.3691374	-.1955828	1.835338	1.835338	.9632082	1.411057	1.553712	.4954916	-.5783873	.6893284	-.2617966	.9230555	-.4772949	-.1538635
1023	1.563765	1.811765	1.018702	1.168142	2	2	OB_Mix2_181002_10dpf_tank02_1000_plate03_b05	0	0	0	0						26	26	1	17506.92	0	0	29	36380	17.156089	13169	53	54	2	0	OB_POP2_1000_plate03_b05	177155	4542	3270	94	22	39	1	1305534	76802	92	184	113	59	0			4463.84	0	1231968	1642894	0	93	121647	5660	119.79411	158.02002	10	1	OB_POP2	insH2B_lfabp	1	0	0	2	.11111111	.11111111	2	2	0	0	0	0		0		1	6.693578	24.9001	42761.68	3204.241									-1.890223	-14988.23	1.692156	-16555.74	-618.1361	-528.4067	-4.551945	.969208	-191659.3	-6457.465	-6.00658	13.14826	-17.50644	-.9981564	-26.03144	-855.0229	-24.74782	-1852.042	-2873.297	7.157944	-13443.57	-.6274481	.1338746					.779842	.9550109	.6298891	-.2246877	-.993154	-.7175807	.5873599	-.0198322	-.7073241	-.6744897	-.4423612	.4467393	.0515833	.0436419	-.2036749	.7148795	-.9569201	.4954916	.0841013	-.1483868	.0784124	.1469745	-.2162353	.4022501
